loss,step,loss_boundary,_runtime,l2_error,_timestamp,time,_step,loss_interior
48.95554335584125,0,0.008788889092245525,5.30772066116333,0.5060631323575285,1712928134.2329547,1.008777141571045,0,48.946754466749006
48.31310235669569,1,0.00012858125531924291,5.3186705112457275,0.4202841258650591,1712928134.2439046,1.3422155380249023,1,48.31297377544037
47.8269077755837,2,0.004877244814184135,5.32871150970459,0.3515121867384901,1712928134.2539456,1.3522839546203613,2,47.82203053076952
47.355174001866295,3,0.020122216546176894,5.338447570800781,0.3035902261419217,1712928134.2636817,1.3619368076324463,3,47.33505178532012
46.80941089391785,4,0.045640468535087235,5.348176002502441,0.2871103269313714,1712928134.27341,1.3716387748718262,4,46.76377042538276
46.125016405853216,5,0.08188303797350346,5.357890367507935,0.30805550826011907,1712928134.2831244,1.3814024925231934,5,46.04313336787971
45.233057304804625,6,0.12778713039280182,5.367191314697266,0.35603197159373073,1712928134.2924254,1.3906242847442627,6,45.10527017441182
44.03898167596065,7,0.17937732459946795,5.376431703567505,0.41295377209980333,1712928134.3016658,1.399841070175171,7,43.85960435136118
42.41511767408811,8,0.2300374970719476,5.387707948684692,0.4647347424090299,1712928134.312942,1.4111616611480713,8,42.18508017701616
40.21292339226458,9,0.2724798321779289,5.397313356399536,0.5033731622271121,1712928134.3225474,1.420755386352539,9,39.94044356008665
37.28964993769842,10,0.30113775915932367,5.407003402709961,0.5274977476166586,1712928134.3322375,1.4303920269012451,10,36.9885121785391
33.5541982692076,11,0.31593664824075096,5.417032480239868,0.5454885874326074,1712928134.3422666,1.44038724899292,11,33.23826162096685
29.031804335678814,12,0.3270628052349259,5.42844820022583,0.5793655062074032,1712928134.3536823,1.4506688117980957,12,28.704741530443886
23.932199386440935,13,0.35807269227581284,5.438009738922119,0.6568188988134528,1712928134.3632438,1.4614267349243164,13,23.574126694165123
18.57830498366672,14,0.4387575898872393,5.447930574417114,0.7821905294031972,1712928134.3731647,1.4713413715362549,14,18.13954739377948
12.00284499974742,16,0.7377447263834189,5.465219497680664,0.9936830274679307,1712928134.3904536,1.488600730895996,15,11.265100273364002
12.428431502230605,17,0.8319163904197662,5.474722385406494,1.0001424425678285,1712928134.3999565,1.4980428218841553,16,11.59651511181084
11.322868996443168,18,0.8435570868506441,5.48421311378479,1.0060407917118246,1712928134.4094472,1.5076181888580322,17,10.479311909592523
8.715702041061922,20,0.8026362621458929,5.50625467300415,1.0067737749896428,1712928134.4314888,1.5248081684112549,18,7.91306577891603
8.350939519658924,21,0.762698308476001,5.51595401763916,0.941628864401313,1712928134.441188,1.5393764972686768,19,7.588241211182924
8.248600904255,23,0.6311629117777212,5.53274941444397,0.8368806709631185,1712928134.4579835,1.5561177730560303,20,7.617437992477278
8.007001006791434,24,0.6025559623133125,5.5420708656311035,0.8527243665238279,1712928134.467305,1.5654151439666748,21,7.404445044478122
6.986868169698919,26,0.6629594472393356,5.5594258308410645,0.955343350879087,1712928134.48466,1.5821545124053955,22,6.323908722459584
6.0610199984478905,28,0.7656581156530459,5.58399224281311,0.9940932940830353,1712928134.5092263,1.607576847076416,23,5.295361882794845
5.1659812697049965,31,0.9169309520846418,5.614785671234131,1.0959792201999725,1712928134.5400198,1.638357162475586,24,4.2490503176203545
4.859171269977025,33,0.9770995170336707,5.635174751281738,1.0883632732606885,1712928134.5604088,1.6587855815887451,25,3.8820717529433537
4.339353134945194,35,0.8928344631326456,5.655942440032959,1.0313211975161864,1712928134.5811765,1.6795408725738525,26,3.4465186718125485
4.243285630272724,38,0.8091927121620491,5.683588743209839,0.9985445624481597,1712928134.6088228,1.7073266506195068,27,3.434092918110675
3.9864044829454537,41,0.8013196919384888,5.70807671546936,1.0282835753680737,1712928134.6333108,1.7318639755249023,28,3.185084791006965
3.7732852048613323,44,0.9124242225986864,5.732601642608643,1.0807981755542748,1712928134.6578357,1.7564036846160889,29,2.860860982262646
3.578760576590234,48,0.9587396312460537,5.764197111129761,1.1141573696859373,1712928134.6894312,1.7879703044891357,30,2.6200209453441805
3.392443920947253,51,0.9111960959146552,5.788368463516235,1.088715351962943,1712928134.7136025,1.8121726512908936,31,2.481247825032598
3.302202791658946,55,0.8942867694577945,5.819364309310913,1.0706072036098275,1712928134.7445984,1.843209981918335,32,2.4079160222011513
3.0564711119947163,59,0.9021288648557432,5.850806951522827,1.077310810844815,1712928134.776041,1.8745265007019043,33,2.154342247138973
2.8971719762126007,64,0.8784196186469316,5.889636278152466,1.0513656503378024,1712928134.8148704,1.913320541381836,34,2.018752357565669
2.7377114088195085,69,0.8479230214916487,5.92816162109375,1.0246350286475925,1712928134.8533957,1.9519166946411133,35,1.8897883873278598
2.5607867788878234,74,0.8290347494160094,5.966976881027222,0.9971760717094482,1712928134.892211,1.9907801151275635,36,1.7317520294718138
2.3152624599082823,80,0.7646680075107115,6.021565198898315,0.9453857761486811,1712928134.9467993,2.044485569000244,37,1.5505944523975708
2.025871526212307,86,0.7002854667535414,6.078124046325684,0.8949159120454309,1712928135.0033581,2.101793050765991,38,1.3255860594587656
1.597756950316524,93,0.5779734282603518,6.137669801712036,0.8029764069390674,1712928135.062904,2.161349058151245,39,1.0197835220561724
1.1638036204660875,100,0.41860678340524493,6.1981141567230225,0.6749948160834528,1712928135.1233482,2.2217795848846436,40,0.7451968370608425
0.8064775120560809,107,0.2775659803579076,6.258878707885742,0.5468884061957439,1712928135.1841128,2.282534122467041,41,0.5289115316981733
0.43126120233894977,115,0.17997885910248823,6.340000867843628,0.45402443562565675,1712928135.265235,2.363579511642456,42,0.25128234323646154
