step,loss_boundary,loss_interior,l2_error,time,_runtime,_step,_timestamp,loss
113,2.5528774737288026e-05,7.237201400961276e-05,0.0028682129871944024,37.535473585128784,41.52824020385742,47,1712928597.6529272,9.790078874690078e-05
120,2.159743664381075e-05,5.808237698581692e-05,0.0027218695911175933,39.80341935157776,43.79629445075989,48,1712928599.9209814,7.967981362962767e-05
128,1.7978029720524283e-05,5.176094224519164e-05,0.0028221820435429808,42.29290008544922,46.28569054603577,49,1712928602.4103775,6.973897196571592e-05
136,1.3890181323539975e-05,4.5223227642480906e-05,0.0023212957325782395,44.80294942855835,48.79575848579407,50,1712928604.9204454,5.911340896602088e-05
145,1.0182027207448397e-05,4.4910181366034145e-05,0.0019973797956825664,47.68835473060608,51.681527614593506,51,1712928607.8062146,5.509220857348254e-05
154,1.1503914237496314e-05,3.7380534714359655e-05,0.0023472780956437585,50.48992371559143,54.48309016227722,52,1712928610.607777,4.888444895185597e-05
164,1.1240957006976506e-05,3.510628542674039e-05,0.002236478182586267,53.76094579696655,57.75687837600708,53,1712928613.8815653,4.6347242433716896e-05
175,1.1143008814237119e-05,2.9400355610023338e-05,0.002136349861995516,57.23021721839905,61.223361015319824,54,1712928617.348048,4.054336442426046e-05
186,1.1024485124889365e-05,2.664330195439071e-05,0.0021305897087998825,60.694823265075684,64.68790459632874,55,1712928620.8125916,3.766778707928008e-05
198,7.021560586944696e-06,2.3397505695943162e-05,0.001654013821597547,64.49464821815491,68.48760652542114,56,1712928624.6122935,3.0419066282887858e-05
211,6.566671391007362e-06,1.782388846546379e-05,0.0017116124236199667,68.6454758644104,72.63833737373352,57,1712928628.7630243,2.4390559856471152e-05
224,6.8143096910361774e-06,1.526368846511645e-05,0.001817543130382973,72.10194683074951,76.09501218795776,58,1712928632.2196991,2.2077998156152627e-05
238,6.584011645866324e-06,1.2672071487236012e-05,0.001719334358627737,76.5958456993103,80.5886743068695,59,1712928636.7133613,1.9256083133102338e-05
254,6.192605377852422e-06,1.13303633734335e-05,0.001634946428603508,81.70226240158081,85.69518280029297,60,1712928641.8198698,1.7522968751285922e-05
270,4.759355680190836e-06,1.032785208613386e-05,0.001486751674411043,86.6735143661499,90.66661477088928,61,1712928646.7913017,1.5087207766324696e-05
288,4.297026525359806e-06,9.289987401922631e-06,0.001549722045699858,92.13664245605469,96.12945985794067,62,1712928652.2541468,1.3587013927282437e-05
306,4.156287646111457e-06,8.234134079248055e-06,0.0015643974390494337,95.66684699058533,99.65999507904053,63,1712928655.784682,1.239042172535951e-05
326,3.886627774261625e-06,5.532971087460382e-06,0.0015819954076665183,102.12771534919739,106.12063312530518,64,1712928662.24532,9.419598861722008e-06
347,3.6865637326783566e-06,5.162504475958748e-06,0.0015198764388799399,105.60220384597778,109.59503769874573,65,1712928665.7197247,8.849068208637104e-06
369,3.6453316596021284e-06,5.1298361845157215e-06,0.0014965313130439906,106.34268879890442,110.33550834655762,66,1712928666.4601953,8.77516784411785e-06
393,3.070961786082823e-06,4.918278670038025e-06,0.0013599944271449993,110.86600184440613,114.8588228225708,67,1712928670.9835098,7.989240456120848e-06
418,2.4890216031957255e-06,4.026844351126703e-06,0.0011803995544781194,117.22024464607239,121.21330833435059,68,1712928677.3379953,6.515865954322429e-06
445,2.4714375546248243e-06,3.962162823497943e-06,0.0011769788119588688,118.74560785293579,122.73840236663818,69,1712928678.8630893,6.433600378122767e-06
473,2.3222997456028897e-06,3.993861407299867e-06,0.0011578341838563064,120.0932686328888,124.0860800743103,70,1712928680.210767,6.316161152902756e-06
504,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,120.6507773399353,124.64353728294373,71,1712928680.7682242,6.311181472461605e-06
536,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,121.17786908149719,125.17068481445312,72,1712928681.2953718,6.311181472461605e-06
571,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,121.7495653629303,125.74236822128296,73,1712928681.8670552,6.311181472461605e-06
607,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,122.30705642700195,126.29984831809998,74,1712928682.4245353,6.311181472461605e-06
646,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,122.92192435264587,126.91470718383789,75,1712928683.0393941,6.311181472461605e-06
688,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,123.59295964241028,127.58573150634766,76,1712928683.7104185,6.311181472461605e-06
732,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,124.30128741264343,128.29413962364197,77,1712928684.4188266,6.311181472461605e-06
779,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,125.02961015701294,129.02259755134583,78,1712928685.1472845,6.311181472461605e-06
829,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,125.79898023605347,129.79172587394714,79,1712928685.9164128,6.311181472461605e-06
882,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,126.62443447113037,130.61723732948303,80,1712928686.7419243,6.311181472461605e-06
939,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,127.5382342338562,131.53118109703064,81,1712928687.655868,6.311181472461605e-06
999,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,128.4805190563202,132.4732642173767,82,1712928688.5979512,6.311181472461605e-06
1064,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,129.4867227077484,133.47947597503662,83,1712928689.604163,6.311181472461605e-06
1132,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,130.52771377563477,134.5204575061798,84,1712928690.6451445,6.311181472461605e-06
1205,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,131.67487359046936,135.6677303314209,85,1712928691.7924173,6.311181472461605e-06
1282,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,132.89664244651794,136.889484167099,86,1712928693.0141711,6.311181472461605e-06
1364,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,134.25168013572693,138.24449253082275,87,1712928694.3691795,6.311181472461605e-06
1452,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,135.60768485069275,139.60044479370117,88,1712928695.7251318,6.311181472461605e-06
1545,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,137.07069730758667,141.0635166168213,89,1712928697.1882036,6.311181472461605e-06
1645,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,138.63579201698303,142.6285490989685,90,1712928698.753236,6.311181472461605e-06
1750,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,140.27332973480225,144.2661623954773,91,1712928700.3908494,6.311181472461605e-06
1863,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,142.05852031707764,146.05130219459534,92,1712928702.1759892,6.311181472461605e-06
1982,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,143.90889263153076,147.90163469314575,93,1712928704.0263216,6.311181472461605e-06
2110,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,145.91391825675964,149.9067404270172,94,1712928706.0314274,6.311181472461605e-06
2245,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,148.03307104110718,152.0261902809143,95,1712928708.1508772,6.311181472461605e-06
2389,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,150.38566708564758,154.37843680381775,96,1712928710.5031238,6.311181472461605e-06
2543,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,152.80223035812378,156.7951066493988,97,1712928712.9197936,6.311181472461605e-06
2706,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,155.40247297286987,159.39526414871216,98,1712928715.519951,6.311181472461605e-06
2880,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,158.189879655838,162.1826629638672,99,1712928718.30735,6.311181472461605e-06
3065,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,161.12315726280212,165.11601996421814,100,1712928721.240707,6.311181472461605e-06
3261,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,164.21713089942932,168.2101550102234,101,1712928724.334842,6.311181472461605e-06
3471,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,167.5376012325287,171.53037428855896,102,1712928727.6550612,6.311181472461605e-06
3694,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,171.03803777694702,175.03087043762207,103,1712928731.1555574,6.311181472461605e-06
3931,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,174.83306097984314,178.82591915130615,104,1712928734.950606,6.311181472461605e-06
4183,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,178.93925213813782,182.93235874176025,105,1712928739.0570457,6.311181472461605e-06
4452,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,183.1860113143921,187.17921137809753,106,1712928743.3038983,6.311181472461605e-06
4738,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,187.90680503845215,191.89998269081116,107,1712928748.0246696,6.311181472461605e-06
5042,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,192.77839756011963,196.77167201042175,108,1712928752.896359,6.311181472461605e-06
5366,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,197.8846824169159,201.8775749206543,109,1712928758.0022619,6.311181472461605e-06
5711,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,203.30015397071838,207.29321599006653,110,1712928763.417903,6.311181472461605e-06
6077,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,209.2173945903778,213.21029901504517,111,1712928769.334986,6.311181472461605e-06
6467,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,215.37065863609314,219.36344647407532,112,1712928775.4881334,6.311181472461605e-06
6883,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,221.87726402282715,225.87029695510864,113,1712928781.994984,6.311181472461605e-06
7325,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,228.87746596336365,232.87032985687256,114,1712928788.9950168,6.311181472461605e-06
7795,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,236.29860544204712,240.2914342880249,115,1712928796.4161212,6.311181472461605e-06
8296,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,244.29135513305664,248.28453922271729,116,1712928804.4092262,6.311181472461605e-06
8828,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,252.85244393348694,256.8456039428711,117,1712928812.970291,6.311181472461605e-06
9395,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,261.92858839035034,265.9216878414154,118,1712928822.0463748,6.311181472461605e-06
9999,2.320056289846271e-06,3.9911251826153346e-06,0.0011531380089192004,271.4492826461792,275.44238328933716,119,1712928831.5670702,6.311181472461605e-06
