_runtime,time,_step,l2_error,loss_boundary,step,loss_interior,loss,_timestamp
36.165658712387085,32.66561484336853,41,0.0010211218304812335,1.6269526326405275e-06,49,8.95942860864084e-06,1.0586381241281367e-05,1711568841.8680186
37.298731088638306,33.79875469207764,42,0.0009326572702380112,1.366938215610542e-06,51,8.201575536342852e-06,9.568513751953394e-06,1711568843.001091
38.821704149246216,35.321486473083496,43,0.0008742162451637712,1.2845810470815154e-06,53,6.684963831603511e-06,7.969544878685026e-06,1711568844.524064
41.33939337730408,37.83926725387573,44,0.0009522464671587503,1.4144524798635046e-06,56,4.9810826047060185e-06,6.3955350845695236e-06,1711568847.0417533
43.3881049156189,39.88805317878723,45,0.0008212731161392655,1.5260797948733188e-06,58,4.09008852239424e-06,5.616168317267559e-06,1711568849.0904648
45.77786660194397,42.27788305282593,46,0.0007166273576216242,9.768411398683586e-07,61,3.2400155683120737e-06,4.216856708180432e-06,1711568851.4802265
49.509031534194946,46.00900340080261,47,0.0007031122945688517,9.541882621291917e-07,63,2.55306843314725e-06,3.5072566952764415e-06,1711568855.2113914
51.3508403301239,47.85087299346924,48,0.0006456880974003227,8.048300609966579e-07,66,2.4743968231614025e-06,3.2792268841580606e-06,1711568857.0532002
52.91313457489014,49.4131383895874,49,0.0005857597079039438,6.541181229298461e-07,69,2.4105899528392456e-06,3.0647080757690918e-06,1711568858.6154945
54.576170921325684,51.07615399360657,50,0.0005227448520408098,5.140246708423352e-07,72,2.2892030365307763e-06,2.8032277073731116e-06,1711568860.2785308
56.76336193084717,53.26309514045715,51,0.00043893321164654666,3.8534926242540516e-07,75,2.10404971654304e-06,2.489398978968445e-06,1711568862.4657218
58.2737455368042,54.773767948150635,52,0.000355386787276101,2.719072518338963e-07,78,1.9317139330602186e-06,2.203621184894115e-06,1711568863.9761055
63.31333899497986,59.81326746940613,53,0.00028672939162572745,1.9829663741866832e-07,82,1.5984543182516686e-06,1.796750955670337e-06,1711568869.015699
65.53118968009949,62.0311815738678,54,0.00024427133684726867,1.411615162612917e-07,85,1.444004764205092e-06,1.5851662804663837e-06,1711568871.2335496
70.76108145713806,67.26107931137085,55,0.00036403644811784544,1.333658497310466e-07,89,1.1327552181904204e-06,1.266121067921467e-06,1711568876.4634414
74.4917483329773,70.99170804023743,56,0.0003102590526536039,1.291167732615599e-07,93,8.60204093886611e-07,9.89320867148171e-07,1711568880.1941082
79.30848598480225,75.80831217765808,57,0.00025481922228431047,1.1883285035240872e-07,97,5.932850111475462e-07,7.121178614999549e-07,1711568885.010846
81.93769669532776,78.43763494491577,58,0.00019128615040143353,6.759607902759681e-08,101,4.3127259386610385e-07,4.988686728937006e-07,1711568887.6400566
86.437579870224,82.93760299682617,59,0.0001490674200605478,5.090986549799059e-08,105,3.0102079463282017e-07,3.5193066013081075e-07,1711568892.1399398
89.11255025863647,85.61255884170532,60,0.00013941861587569773,3.647918648051483e-08,110,2.2543041692315172e-07,2.6190960340366656e-07,1711568894.8149102
94.71851062774658,91.21846342086792,61,0.00012089075980237766,3.250811505271775e-08,114,1.7471872174787963e-07,2.0722683680059738e-07,1711568900.4208705
100.47369194030762,96.97360801696777,62,0.0001273272699259898,3.733738559681221e-08,119,1.1321361232764458e-07,1.5055099792445679e-07,1711568906.1760519
105.9697597026825,102.46943402290344,63,0.00011888875822578827,3.376873545165226e-08,124,7.81881714111802e-08,1.1195690686283247e-07,1711568911.6721196
112.23243308067322,108.73239994049072,64,0.0001177220878691037,3.13341225025114e-08,130,5.569007848993721e-08,8.702420099244861e-08,1711568917.934793
