step,_step,l2_error,_timestamp,loss_boundary,loss_interior,loss,time,_runtime
82,42,0.031762190809570295,1712961823.3388143,0.0016560241543542465,0.00034035476316726014,0.0019963789175215067,12.233987092971802,15.968825340270996
88,43,0.029973684012955158,1712961824.11097,0.0014763379439848628,0.00027700971512192006,0.0017533476591067828,13.006994724273682,16.740981101989746
93,44,0.028708786706673175,1712961824.7304766,0.001349624034168997,0.00023926482675355032,0.0015888888609225473,13.626446008682251,17.360487699508667
99,45,0.02718658264168229,1712961825.4628499,0.0012140978401544665,0.00019865791612966842,0.001412755756284135,14.358860969543457,18.09286093711853
106,46,0.02553358442395333,1712961826.3730361,0.001074721287915553,0.00015935229194056173,0.0012340735798561148,15.26902151107788,19.003047227859497
113,47,0.024103061975344724,1712961827.2741199,0.000951604720454096,0.00012990131475478447,0.0010815060352088804,16.17007303237915,19.904130935668945
120,48,0.02271999370388182,1712961828.1421256,0.0008445783396969044,0.00010399008763770281,0.0009485684273346073,17.03807234764099,20.772136688232422
128,49,0.02136467095740108,1712961829.1603763,0.0007390715096173775,8.256793129719402e-05,0.0008216394409145715,18.055972576141357,21.790387392044067
136,50,0.02019248324187327,1712961830.162095,0.000652413334112911,6.613005924782799e-05,0.0007185433933607389,19.05793070793152,22.79210615158081
145,51,0.019001862249087422,1712961831.2804139,0.0005705363443682953,5.3008476252761144e-05,0.0006235448206210565,20.17579412460327,23.910424947738647
154,52,0.01787518843656412,1712961832.3955374,0.0005029378261767488,4.0808771685756534e-05,0.0005437465978625054,21.291471242904663,25.025548458099365
164,53,0.0167141528100254,1712961833.6788812,0.0004372846504190912,3.1851503628470976e-05,0.0004691361540475622,22.574399948120117,26.308892250061035
175,54,0.01552862742444281,1712961835.060692,0.000375318459610408,2.5505160884017098e-05,0.00040082362049442507,23.9560546875,27.69070315361023
186,55,0.01445194973594838,1712961836.4320574,0.0003241658972439567,2.055525377362349e-05,0.0003447211510175802,25.327543258666992,29.062068462371826
198,56,0.013377811533572266,1712961837.9471118,0.0002761392624419628,1.684693618040751e-05,0.0002929861986223703,26.843199968338013,30.577122926712036
211,57,0.010431276095342008,1712961839.623577,0.00016395751886465066,1.4536777865016698e-05,0.00017849429672966736,28.519099712371826,32.25358819961548
224,58,0.008763134081131023,1712961841.2406123,0.00010772207282034021,9.061889177700033e-06,0.00011678396199804024,30.136679887771606,33.87062335014343
238,59,0.006864204643172293,1712961842.9799664,6.92245072181112e-05,6.237706553269074e-06,7.546221377138027e-05,31.875484228134155,35.60997748374939
254,60,0.005089912535604598,1712961844.9741435,3.761736843558104e-05,4.176653963901643e-06,4.179402239948268e-05,33.86969065666199,37.60415458679199
270,61,0.00417866065392607,1712961846.9507053,2.500476867931087e-05,3.2804918687298878e-06,2.8285260548040758e-05,35.84653043746948,39.580716371536255
288,62,0.0035617293100155788,1712961849.1860573,2.1133864995130945e-05,2.8638344381516818e-06,2.3997699433282628e-05,38.08165621757507,41.81606841087341
306,63,0.0028018351842697725,1712961851.6115894,1.0938549027180092e-05,2.238503216943746e-06,1.3177052244123838e-05,40.5070276260376,44.24160051345825
326,64,0.0019664915593768264,1712961854.1007888,5.241319351414127e-06,1.6613454066100283e-06,6.902664758024155e-06,42.99642562866211,46.73079991340637
347,65,0.0014062889171683561,1712961856.710042,2.680592607730795e-06,1.0515467877717957e-06,3.7321393955025905e-06,45.60569620132446,49.34005308151245
369,66,0.001035534681416835,1712961859.4980555,1.4723648292726795e-06,7.278013306918023e-07,2.200166159964482e-06,48.39356207847595,52.128066539764404
393,67,0.0008550450873778301,1712961862.557889,1.0139784775127947e-06,5.710318965357553e-07,1.58501037404855e-06,51.45355010032654,55.18790006637573
418,68,0.000759917533145018,1712961865.7148256,8.076879070987001e-07,4.3015240661866573e-07,1.2378403137173658e-06,54.61039757728577,58.344836711883545
445,69,0.0006920113461801877,1712961869.067514,6.608057729049971e-07,3.540251727919121e-07,1.0148309456969092e-06,57.96313762664795,61.69752502441406
473,70,0.0006423782333207036,1712961872.566073,5.806913051544727e-07,3.108249064835699e-07,8.915162116380425e-07,61.461971044540405,65.19608402252197
504,71,0.00059859315893442,1712961876.4761271,4.822715707724639e-07,2.6099542481029304e-07,7.432669955827569e-07,65.37178182601929,69.10613822937012
536,72,0.0005654941671729842,1712961880.484539,4.2819898806266696e-07,2.3463264089976914e-07,6.628316289624361e-07,69.38020515441895,73.11455011367798
571,73,0.0005279589643319085,1712961884.8140604,3.7491935388259643e-07,2.1042035697244003e-07,5.853397108550364e-07,73.70949482917786,77.44407153129578
607,74,0.0004995811247879387,1712961889.2565866,3.319338019789121e-07,1.9321566339640332e-07,5.251494653753155e-07,78.15280318260193,81.88659763336182
646,75,0.0004716391967988595,1712961894.0525403,2.965765044339872e-07,1.7896011418503498e-07,4.7553661861902216e-07,82.94808578491211,86.68255138397217
688,76,0.000443699060333862,1712961899.2682161,2.637820923678297e-07,1.6889852208418774e-07,4.326806144520174e-07,88.16368436813354,91.89822721481323
732,77,0.00041698529295814156,1712961904.7082887,2.345713043508451e-07,1.5574079174899426e-07,3.903120960998394e-07,93.60378551483154,97.33829975128174
779,78,0.00039219404361980997,1712961910.5195613,2.1101083141612773e-07,1.4712866698346933e-07,3.5813949839959704e-07,99.41508078575134,103.14957237243652
829,79,0.00036483683987090324,1712961916.8184714,1.8245023284112798e-07,1.3673597114985372e-07,3.1918620399098173e-07,105.71409678459167,109.44848251342773
882,80,0.0003397947718721569,1712961923.455749,1.5945921473551792e-07,1.2975531382414883e-07,2.8921452855966674e-07,112.35126686096191,116.08576011657715
939,81,0.0003160507503128926,1712961930.8112192,1.390172603816281e-07,1.2069204452939068e-07,2.5970930491101877e-07,119.70679497718811,123.44123029708862
999,82,0.0002939459413249507,1712961938.2636333,1.2098110793748853e-07,1.1338088803099563e-07,2.3436199596848416e-07,127.15951251983643,130.89364433288574
1064,83,0.0002737668426648478,1712961946.5029633,1.0546080240007619e-07,1.0697395689012365e-07,2.1243475929019985e-07,135.39851427078247,139.1329743862152
1132,84,0.00025372673980425374,1712961955.6031468,9.084928041480948e-08,1.0072872240956118e-07,1.9157800282437066e-07,144.49708318710327,148.2331578731537
1205,85,0.0002328470643996104,1712961965.151366,7.767795682627262e-08,9.47088560598065e-08,1.7238681288607913e-07,154.046795129776,157.78137707710266
1282,86,0.0002097170918454287,1712961974.9202306,6.221648587434808e-08,8.699277118147938e-08,1.4920925705582747e-07,163.81568217277527,167.5502417087555
1364,87,0.00018800495719171467,1712961985.445456,4.9901442725756954e-08,8.001253544534476e-08,1.2991397817110172e-07,174.3413281440735,178.07546710968018
1452,88,0.0001675806430710875,1712961996.7262642,4.034710642643892e-08,7.382473543152665e-08,1.1417184185796557e-07,185.62202167510986,189.3562753200531
1545,89,0.0001481822972708402,1712962008.4781327,3.0540773332077605e-08,6.642997987393725e-08,9.697075320601486e-08,197.37403202056885,201.10814380645752
1645,90,0.0001297540755663899,1712962021.2213776,2.3610852140884437e-08,6.013139604465729e-08,8.374224818554173e-08,210.11744117736816,213.85138869285583
1750,91,0.00011471688000177062,1712962034.466101,1.77820652782775e-08,5.381382977893487e-08,7.159589505721237e-08,223.36205101013184,227.09611201286316
1863,92,0.00010285238292901297,1712962048.9148831,1.4056310826902604e-08,4.901252659325066e-08,6.306883742015326e-08,237.81105017662048,241.54489421844482
1982,93,9.10259503406138e-05,1712962064.1019924,1.0798060015522168e-08,4.405890206817985e-08,5.4856962083702016e-08,252.99773836135864,256.7320034503937
2110,94,7.81459187161497e-05,1712962080.229913,7.75307105687352e-09,3.8567008313144255e-08,4.6320079370017776e-08,269.12625074386597,272.85992407798767
2245,95,6.90287344523688e-05,1712962097.2646163,5.92130287491435e-09,3.424506726139388e-08,4.016637013630823e-08,286.16044068336487,289.8946273326874
2389,96,6.0515438997743606e-05,1712962115.662049,4.45982147098707e-09,3.018412522369498e-08,3.464394669468205e-08,304.55772972106934,308.29206013679504
2543,97,5.347865963457738e-05,1712962135.2683678,3.43433062152059e-09,2.6685481788134284e-08,3.011981240965487e-08,324.16396927833557,327.89837884902954
2706,98,4.73819506418677e-05,1712962156.0117223,2.679994207732852e-09,2.3488069518138554e-08,2.6168063725871406e-08,344.9073853492737,348.64173340797424
2880,99,4.292319015402591e-05,1712962178.1318142,2.1987162911133974e-09,2.0988824029521673e-08,2.318754032063507e-08,367.0275399684906,370.76182532310486
3065,100,3.930143333751387e-05,1712962201.7996624,1.8571536829728077e-09,1.887661841218373e-08,2.0733772095156537e-08,390.69563603401184,394.42967343330383
3261,101,3.6808749236317096e-05,1712962226.7522464,1.6448765602789784e-09,1.736071313019326e-08,1.9005589690472237e-08,415.6479296684265,419.38225746154785
3471,102,3.394206225262002e-05,1712962253.463259,1.4230113911084125e-09,1.543834681101196e-08,1.6861358202120375e-08,442.35927510261536,446.09327006340027
3694,103,3.162522950754432e-05,1712962281.8346193,1.2594459340141854e-09,1.3806394632191106e-08,1.506584056620529e-08,470.7301802635193,474.4646303653717
3931,104,2.9727103997639688e-05,1712962312.0891733,1.1351777840141295e-09,1.2376440557863508e-08,1.3511618341877638e-08,500.9848506450653,504.7191843986511
4183,105,2.81841521685979e-05,1712962344.2459066,1.0398681664827023e-09,1.1148387395742454e-08,1.2188255562225156e-08,533.1418883800507,536.875917673111
4452,106,2.6957674085361443e-05,1712962378.4948854,9.663574816190875e-10,1.0110152670613957e-08,1.1076510152233044e-08,567.3907091617584,571.1248965263367
4738,107,2.5932615197440975e-05,1712962414.7752628,9.066072105008583e-10,9.210289959374031e-09,1.0116897169874889e-08,603.6710288524628,607.4052739143372
5042,108,2.501774686891905e-05,1712962453.2364888,8.543657829485185e-10,8.39434320902199e-09,9.248708991970509e-09,642.1321966648102,645.8664999008179
5366,109,2.417610630438974e-05,1712962494.5518103,8.066443966808596e-10,7.643406912837262e-09,8.450051309518122e-09,683.4472894668579,687.181821346283
5711,110,2.3474447042157743e-05,1712962540.1101236,7.67506560672813e-10,7.01557617371142e-09,7.783082734384233e-09,729.0061962604523,732.7401347160339
6077,111,2.2868688928754775e-05,1712962591.042246,7.34217625924136e-10,6.485928027253835e-09,7.2201456531779704e-09,779.9379041194916,783.6722571849823
6467,112,2.2275612355298446e-05,1712962644.7238302,7.02047657935469e-10,5.995729999145538e-09,6.697777657081007e-09,833.6198754310608,837.353841304779
6883,113,2.1727994991720137e-05,1712962701.6602178,6.72788097375285e-10,5.568800427576384e-09,6.241588524951668e-09,890.5560960769653,894.290228843689
7325,114,2.1200671758750426e-05,1712962758.874488,6.449954794053732e-10,5.180575504430207e-09,5.82557098383558e-09,947.7705023288727,951.5044991970062
7795,115,2.067730164683146e-05,1712962816.213856,6.178281628435279e-10,4.820899882085662e-09,5.438728044929189e-09,1005.1085729598999,1008.8438670635223
8296,116,2.017371217502935e-05,1712962879.4203005,5.919850045715647e-10,4.496726150653039e-09,5.088711155224604e-09,1068.3159453868866,1072.0503115653992
8828,117,1.967050000090003e-05,1712962945.3890455,5.666063012583133e-10,4.197908207912748e-09,4.764514509171061e-09,1134.2854990959167,1138.019056558609
9395,118,1.9172958584445042e-05,1712963014.9306145,5.418590211908674e-10,3.923575937877422e-09,4.4654349590682895e-09,1203.8267374038696,1207.560625553131
9999,119,1.8695933471079703e-05,1712963089.5658882,5.188768892480318e-10,3.683027339280884e-09,4.201904228528916e-09,1278.4608187675476,1282.1958992481232
