_step,_runtime,l2_error,loss_boundary,step,_timestamp,time,loss,loss_interior
42,15.462477684020996,0.02539582455461189,0.0006632325293371604,46,1714518372.3145697,9.282649040222168,0.0007333737745887894,7.0141245251629e-05
43,15.989202737808228,0.013725382350623394,0.0003717169615019316,50,1714518372.8412948,9.809213638305664,0.0004357932973160904,6.407633581415882e-05
44,16.669699907302856,0.01105421778225641,0.0002256165648160971,55,1714518373.521792,10.489428758621216,0.00026912668334056963,4.351011852447254e-05
45,17.444947481155396,0.009789260300821435,9.607434745011435e-05,61,1714518374.2970395,11.264562368392944,0.0001276880022052772,3.1613654755162865e-05
46,18.24059009552002,0.005046754332162521,4.8414726142466504e-05,67,1714518375.0926821,12.060055017471313,6.739222690071146e-05,1.8977500758244954e-05
47,19.047264099121094,0.0032020799790493386,1.5208175504826783e-05,73,1714518375.8993561,12.866765022277832,2.821309951020481e-05,1.3004924005378028e-05
48,20.107674598693848,0.0016083323518293947,3.163760513728175e-06,81,1714518376.9597666,13.927659034729004,1.1947967468177471e-05,8.784206954449296e-06
49,21.161116361618042,0.0006646872472512534,1.328251560464544e-06,89,1714518378.0132084,14.980867862701416,7.661743899035938e-06,6.3334923385713936e-06
50,22.41123676300049,0.00042677957976391506,3.829868101444775e-07,98,1714518379.2633288,16.231232166290283,5.351311159648602e-06,4.968324349504125e-06
51,23.598692893981934,0.00029795885458299266,1.2553308414338325e-07,107,1714518380.450785,17.41849660873413,4.762836535291107e-06,4.637303451147724e-06
52,25.199710845947266,0.00021193049547782642,6.49134607963038e-08,118,1714518382.0518029,19.019986629486084,4.404720471156054e-06,4.33980701035975e-06
53,27.2610981464386,0.00016416611706430195,5.965700003205655e-08,130,1714518384.1131902,21.080008268356323,4.2296873719251094e-06,4.170030371893053e-06
54,28.769476652145386,0.00017596917706036693,6.038340751908876e-08,143,1714518385.6215687,22.58723282814026,3.954997597224431e-06,3.894614189705342e-06
55,30.318442821502686,0.0001870214358288538,7.480596972873263e-08,157,1714518387.1705348,24.138561487197876,3.647992392802515e-06,3.5731864230737824e-06
56,32.40312695503235,0.0001843988876534447,6.412097893962677e-08,172,1714518389.255219,26.221842527389526,3.377264814936828e-06,3.3131438359972013e-06
57,34.77076029777527,0.00018490360457411434,6.346938990037243e-08,190,1714518391.6228523,28.59044575691223,3.1797502371201743e-06,3.116280847219802e-06
58,37.21949744224548,0.0001716548931658987,6.602286468650496e-08,208,1714518394.0715895,31.038851976394653,2.9655679942095866e-06,2.899545129523082e-06
59,40.10938024520874,0.00018103485022403698,6.791153810430555e-08,229,1714518396.9614723,33.92894196510315,2.724912907576939e-06,2.6570013694726333e-06
60,43.48171424865723,0.00021013011025636566,7.125290793382987e-08,252,1714518400.3338063,37.30036473274231,2.4530552215581307e-06,2.381802313624301e-06
61,46.93055033683777,0.00019068875815263835,7.513536497744507e-08,277,1714518403.7826424,40.74918580055237,2.24648356733573e-06,2.171348202358285e-06
62,50.78326869010925,0.00018604330708048292,7.661862805167017e-08,305,1714518407.6353607,44.602065563201904,2.0889324474513996e-06,2.0123138193997293e-06
63,54.86295771598816,0.00019822576986641683,8.02426186820649e-08,335,1714518411.7150497,48.68277549743652,1.888016555341423e-06,1.8077739366593582e-06
64,59.4596483707428,0.00019160831246576722,8.223432383700402e-08,369,1714518416.3117404,53.276695251464844,1.738900572840956e-06,1.656666249003952e-06
65,64.8360812664032,0.00019569384703297524,8.475708914496424e-08,406,1714518421.6881733,58.655993938446045,1.623464831966879e-06,1.5387077428219147e-06
66,70.39711046218872,0.00019965770708595365,8.620293648643028e-08,446,1714518427.2492025,64.21669411659241,1.5021262175803814e-06,1.4159232810939511e-06
67,76.54503917694092,0.0001969595675087786,8.801191207027391e-08,491,1714518433.3971312,70.36490964889526,1.3758415768753985e-06,1.2878296648051245e-06
68,83.41237783432007,0.0002027562135189114,8.824188078934796e-08,540,1714518440.2644699,77.23215055465698,1.264353140580096e-06,1.176111259790748e-06
69,90.60257315635681,0.0002018664590507721,8.783958404462181e-08,594,1714518447.4546652,84.4225287437439,1.1705236397159865e-06,1.0826840556713648e-06
70,98.13586807250977,0.0001974240651095006,8.620820086726671e-08,653,1714518454.98796,91.95286512374878,1.0961207643912537e-06,1.009912563523987e-06
71,106.77777743339539,0.00019873732474286454,8.459670498436596e-08,718,1714518463.6298695,100.59753513336182,1.045109182436826e-06,9.6051247745246e-07
72,116.77469778060913,0.00019685306375755174,8.279834897236663e-08,790,1714518473.6267898,110.5941047668457,1.0021272342809306e-06,9.193288853085639e-07
73,127.3588981628418,0.0001906082810688445,7.982615024279432e-08,869,1714518484.2109902,121.17635917663574,9.472126436202262e-07,8.673864933774319e-07
74,139.89672994613647,0.00018903416611657607,7.615373049056179e-08,956,1714518496.748822,133.71651244163513,8.929630865607577e-07,8.16809356070196e-07
75,152.89618635177612,0.0001852516127150506,7.22480490397556e-08,1052,1714518509.7482784,146.71540307998657,8.433971627204704e-07,7.711491136807147e-07
76,168.37334823608398,0.00018091279411527712,6.888730819619745e-08,1157,1714518525.2254403,162.19291138648987,8.059236477109769e-07,7.370363395147794e-07
77,184.68653964996338,0.0001752580833482634,6.494878813522838e-08,1272,1714518541.5386317,178.50603032112122,7.658633361844552e-07,7.009145480492269e-07
78,201.96491813659668,0.00016804098817701805,6.08404241683798e-08,1400,1714518558.8170102,195.7843644618988,7.274743930550193e-07,6.666339688866395e-07
79,220.5225043296814,0.0001624688208084144,5.655646604318236e-08,1539,1714518577.3745964,214.34211659431458,6.896568012764751e-07,6.331003352332927e-07
80,242.18087005615234,0.0001567808295298431,5.1741934502095746e-08,1693,1714518599.032962,236.00054812431335,6.488217820191512e-07,5.970798475170554e-07
81,264.93037939071655,0.00014993844554714476,4.739410609326649e-08,1863,1714518621.7824714,258.7496693134308,6.130605792074316e-07,5.656664731141652e-07
82,290.9281396865845,0.00014148557614564167,4.2536170009190565e-08,2049,1714518647.7802317,284.7477412223816,5.736802157728072e-07,5.311440457636166e-07
83,316.89634132385254,0.00013416677268113098,3.8117907764445135e-08,2254,1714518673.7484334,310.71471548080444,5.365759933598387e-07,4.984580855953935e-07
84,350.0334982872009,0.00012595149364709799,3.397680178047648e-08,2479,1714518706.8855903,343.85197615623474,5.008771899785309e-07,4.6690038819805437e-07
85,381.8510754108429,0.00011935749871009143,3.046461245952964e-08,2727,1714518738.7031674,375.6709327697754,4.6892411807050353e-07,4.384595056109739e-07
86,421.14325761795044,0.000113674870522892,2.7355622166923055e-08,3000,1714518777.9953496,414.9618067741394,4.391365013594415e-07,4.117808791925185e-07
87,463.3633813858032,0.00010602322374893599,2.438104024849416e-08,3299,1714518820.2154734,457.18300437927246,4.0903162173211764e-07,3.846505814836235e-07
88,508.2246108055115,9.879082921804822e-05,2.152271398760716e-08,3629,1714518865.0767028,502.0441589355469,3.7857858079226706e-07,3.570558668046599e-07
89,558.4964075088501,9.21207641964681e-05,1.8919082475449554e-08,3992,1714518915.3484995,552.3152318000793,3.492251855535925e-07,3.303061030781429e-07
90,612.1459295749664,8.442351865724104e-05,1.6459173127625132e-08,4391,1714518968.9980216,605.9657740592957,3.207064161768412e-07,3.0424724304921605e-07
91,673.3843865394592,7.754127475621255e-05,1.4303647531522103e-08,4831,1714519030.2364786,667.2031753063202,2.945104153667728e-07,2.8020676783525074e-07
92,741.2944588661194,7.1376869413527e-05,1.222067343862698e-08,5314,1714519098.146551,735.1134724617004,2.685403075025075e-07,2.563196340638805e-07
93,811.8651914596558,6.41903660968329e-05,1.0242682097710927e-08,5845,1714519168.7172835,805.6834840774536,2.4303114662698247e-07,2.3278846452927155e-07
94,890.2538692951202,5.674959599791466e-05,8.461858146957094e-09,6429,1714519247.1059613,884.0715820789337,2.1908723465171637e-07,2.1062537650475928e-07
95,978.292496919632,5.04066199700793e-05,7.064495146415136e-09,7072,1714519335.144589,972.1116979122162,1.9945726272201717e-07,1.9239276757560203e-07
96,1006.2651407718658,4.856111029102609e-05,6.672701583200979e-09,7284,1714519363.1172328,1000.0839276313782,1.9373269623280024e-07,1.8705999464959927e-07
