_runtime,loss_interior,step,_step,_timestamp,loss_boundary,loss,time,l2_error
5.789155960083008,48.946749394667954,0,0,1714515176.151586,0.008788884612366111,48.95553827928032,1.6585774421691895,0.4483121880468888
5.960521936416626,47.37215685964786,1,1,1714515176.322952,0.0024218697941248645,47.374578729441986,2.059804916381836,0.825232929698628
6.146386384963989,21.17195064734577,2,2,1714515176.5088165,0.5503650535612735,21.722315700907043,2.245723009109497,0.7118096004513723
6.322977304458618,6.576663061832541,3,3,1714515176.6854074,0.5180283882765057,7.094691450109046,2.422163486480713,0.7118096004513723
6.50045108795166,6.576663061832541,4,4,1714515176.8628812,0.5180283882765057,7.094691450109046,2.599412679672241,0.7447165495870331
6.678646087646484,4.481988794169104,5,5,1714515177.0410762,0.5598171480004185,5.041805942169523,2.777597188949585,0.5877112245098054
6.854710578918457,3.07713880743085,6,6,1714515177.2171407,0.3860313562281276,3.4631701636589773,2.9536612033843994,0.5078564601085812
7.032912015914917,1.1121464682667568,7,7,1714515177.395342,0.2642281256984041,1.3763745939651608,3.1317787170410156,0.4696397092093696
7.214186429977417,0.6481458331469043,8,8,1714515177.5766165,0.20855877979829346,0.8567046129451978,3.3131103515625,0.41363308798645243
7.404779672622681,0.3427687776584724,9,9,1714515177.7672098,0.15864638128762565,0.501415158946098,3.50361967086792,0.3324537228638731
7.594724178314209,0.1934537094864062,10,10,1714515177.9571543,0.10811317569869996,0.30156688518510616,3.693614959716797,0.24531091929256837
7.773813962936401,0.13006927948069344,11,11,1714515178.136244,0.06310245710575266,0.1931717365864461,3.872645139694214,0.19166906063916786
7.9530627727508545,0.10842084061013323,12,12,1714515178.3154929,0.04161300941062631,0.15003385002075953,4.051924228668213,0.16537901837312766
8.141288042068481,0.0665285386785887,13,13,1714515178.5037181,0.03380209594886932,0.10033063462745802,4.240109443664551,0.15752489173448778
8.320073366165161,0.046598140321687985,14,14,1714515178.6825035,0.031068734711584157,0.07766687503327215,4.419460773468018,0.1471246403936821
8.511624574661255,0.031705703892168494,15,15,1714515178.8740547,0.026828199273802485,0.05853390316597098,4.611080646514893,0.1357408419038758
8.676294803619385,0.02752415260280528,16,16,1714515179.038725,0.022694978195224896,0.05021913079803018,4.775870323181152,0.12583118925968917
8.840911149978638,0.01794164090384905,17,17,1714515179.2033412,0.019748721367430257,0.03769036227127931,4.940508842468262,0.11762190792278775
9.007055044174194,0.01722845223490083,18,18,1714515179.3694851,0.0175068706232906,0.034735322858191434,5.106656074523926,0.10434633878388734
9.173642873764038,0.014250680417570872,19,19,1714515179.536073,0.013871740217224449,0.028122420634795323,5.273129940032959,0.10048692910038243
9.348617553710938,0.012184148250532264,20,20,1714515179.7110476,0.01275678450624773,0.024940932756779992,5.448024034500122,0.09712369175093123
9.520690202713013,0.009818504510614098,21,21,1714515179.8831203,0.011790209161032161,0.02160871367164626,5.620211839675903,0.0872649162947524
9.688784122467041,0.008793304815549664,22,22,1714515180.0512142,0.009598977356028951,0.018392282171578615,5.78808856010437,0.08237830148724107
9.861729383468628,0.0069637717908830185,23,23,1714515180.2241595,0.00868755183866676,0.01565132362954978,5.9612274169921875,0.0786523879140566
10.036210298538208,0.0059700238000731706,24,24,1714515180.3986404,0.007980177459903533,0.013950201259976704,6.135627508163452,0.07264372619048337
10.212335109710693,0.005624070455309445,25,25,1714515180.5747652,0.0067810321404681365,0.012405102595777581,6.31177020072937,0.07009268355148486
10.389709711074829,0.00474600081687733,26,26,1714515180.7521398,0.006372088689765722,0.011118089506643052,6.489113807678223,0.06773051462366997
10.584417343139648,0.004124711713193066,27,27,1714515180.9468474,0.0060539412617035965,0.010178652974896663,6.683748722076416,0.06206120058577501
10.8039391040802,0.003880735878084315,28,28,1714515181.1663692,0.005338266918692431,0.009219002796776746,6.90208888053894,0.057156231720366234
11.017405033111572,0.0031031155435544172,29,29,1714515181.3798351,0.004666273768845071,0.007769389312399488,7.11604905128479,0.05371665463061822
11.203237056732178,0.0025786003435509346,30,30,1714515181.5656672,0.0041391048954715895,0.006717705239022524,7.301787614822388,0.05143476596003171
11.46666932106018,0.0022927180321429623,31,31,1714515181.8290994,0.003736608338431624,0.006029326370574586,7.56627345085144,0.04962169535170729
11.643117189407349,0.001885887953624106,32,32,1714515182.0055473,0.0034547747631346474,0.005340662716758753,7.742558002471924,0.0474463130860076
11.814738512039185,0.001686491576188454,33,33,1714515182.1771686,0.0032334039743443102,0.004919895550532764,7.914170503616333,0.04213200932654031
11.991798639297485,0.0015570513695045962,34,34,1714515182.3542287,0.002822495632802242,0.004379547002306838,8.091225624084473,0.04023468834421893
12.166515350341797,0.001221011617262758,35,35,1714515182.5289454,0.002678050435569436,0.003899062052832194,8.265962839126587,0.03793754169950279
12.339052438735962,0.0011314469688066446,36,36,1714515182.7014825,0.0024519868229475558,0.0035834337917542004,8.438512086868286,0.03695741145969705
12.513092041015625,0.0009247041711233098,37,37,1714515182.8755221,0.0023431662461121322,0.003267870417235442,8.612548112869263,0.0362973942037795
12.691612720489502,0.000817332132097286,38,38,1714515183.0540428,0.0022557245515078656,0.0030730566836051514,8.791219472885132,0.03587643513736039
12.86267638206482,0.0007593454671806725,39,39,1714515183.2251065,0.0021816268636358103,0.0029409723308164827,8.962104558944702,0.03499341643466233
13.045867681503296,0.0006675583195587981,40,40,1714515183.4082978,0.0020284708227752252,0.0026960291423340234,9.145272970199585,0.0342601396093337
13.400348424911499,0.0004973223398809026,42,41,1714515183.7627785,0.001801023473102362,0.0022983458129832647,9.498785972595215,0.03300207841016735
