loss,step,_timestamp,time,_runtime,loss_interior,loss_boundary,_step,l2_error
2.0126900617169228e-07,38,1726513448.6738884,24.843703985214233,25.615453481674194,1.6540880982692888e-07,3.586019634476341e-08,38,0.0035166286580603622
1.7088723162046786e-07,39,1726513449.2868688,25.456535816192627,26.228433847427368,1.394806005361202e-07,3.1406631084347656e-08,39,0.0035992298145619854
1.6370949268844653e-07,40,1726513449.9027886,26.072466373443604,26.844353675842285,1.4128717635633434e-07,2.2422316332112194e-08,40,0.0033634310831321236
1.4737915881616977e-07,42,1726513451.1316233,27.30133080482483,28.073188304901123,1.2979241012008974e-07,1.7586748696080012e-08,41,0.0030665586072038623
1.3748418345192423e-07,46,1726513453.5848703,29.754671812057495,30.526435375213623,1.2278889846155622e-07,1.4695284990368006e-08,42,0.0027658548563648314
1.2606993970716187e-07,50,1726513456.0393891,32.209097385406494,32.98095417022705,1.1520052904312016e-07,1.0869410664041729e-08,43,0.00208693179731524
1.1116736125463705e-07,55,1726513459.1013656,35.271156787872314,36.042930603027344,1.0172071679218476e-07,9.44664446245228e-09,44,0.0017601841131972304
9.813495758817132e-08,61,1726513462.7584515,38.92809772491455,39.700016498565674,8.955465195819414e-08,8.58030562997717e-09,45,0.0017511418551831221
8.756645636119146e-08,67,1726513466.405762,42.57540440559387,43.34732699394226,8.109794610530918e-08,6.4685102558822916e-09,46,0.0011007028351346204
8.920533971834898e-08,73,1726513470.0501041,46.219862937927246,46.99166917800903,8.620327901776893e-08,3.002060700580057e-09,47,0.0006794464881427752
7.575212467072357e-08,81,1726513474.9430013,51.1127233505249,51.88456630706787,7.390704048584647e-08,1.8450841848771016e-09,48,0.0003952182215602711
7.058811632450844e-08,89,1726513479.8386447,56.00849008560181,56.78020977973938,6.863817619391711e-08,1.94994013059132e-09,49,0.00032115473987136793
6.963892386619477e-08,98,1726513485.3515406,61.52106022834778,62.293105602264404,6.730450976890681e-08,2.334414097287955e-09,50,0.00020937725988648872
5.974538300084666e-08,107,1726513490.8483891,67.01808595657349,67.78995418548584,5.7339307387602856e-08,2.4060756132438025e-09,51,0.00023481376283771832
5.3163523892015084e-08,118,1726513497.5809302,73.75074863433838,74.52249526977539,5.128940650357968e-08,1.8741173884354006e-09,52,0.00034893294777583534
4.986120375974028e-08,130,1726513504.909101,81.07890272140503,81.85066604614258,4.7934127470702034e-08,1.927076289038248e-09,53,0.00031252177631779495
4.018638223620233e-08,143,1726513512.8603406,89.03016972541809,89.80190563201904,3.8640984119940146e-08,1.5453981162621838e-09,54,0.0003606531448929576
3.737846234907415e-08,157,1726513521.4146123,97.58416318893433,98.35617733001709,3.572283893390424e-08,1.6556234151699105e-09,55,0.000444404822299694
3.1408120608569433e-08,172,1726513530.557708,106.72742176055908,107.49927306175232,3.0120340133964365e-08,1.2877804746050699e-09,56,0.000531096595343323
3.1413465375892566e-08,190,1726513541.540205,117.70995163917542,118.48177003860474,3.033819153665564e-08,1.0752738392369283e-09,57,0.0005619501263077039
2.7986675731816207e-08,208,1726513552.5279644,128.69751834869385,129.46952939033508,2.737756325795941e-08,6.091124738567974e-10,58,0.000514600811498473
1.8638428613806494e-08,229,1726513565.33309,141.50284123420715,142.27465510368347,1.8051881970834506e-08,5.865466429719883e-10,59,0.00043990751599862817
1.6506260603429494e-08,252,1726513579.418434,155.58819198608398,156.3599989414215,1.6169668691294682e-08,3.365919121348125e-10,60,0.00036958048804865227
1.3893942796263369e-08,277,1726513594.6823752,170.851877450943,171.6239402294159,1.351061388630651e-08,3.8332890995685846e-10,61,0.00019347152667294605
1.2357743624282102e-08,305,1726513611.794357,187.96402049064636,188.7359220981598,1.1940528766167052e-08,4.1721485811505007e-10,62,0.00012714900058588536
1.2162307517171564e-08,335,1726513630.0481253,206.21771478652954,206.9896903038025,1.1799002373581406e-08,3.6330514359015765e-10,63,0.00015463649480319843
1.0757992444475639e-08,369,1726513650.8218906,226.99158382415771,227.76345562934875,1.0329722778560122e-08,4.2826966591551664e-10,64,0.00016609716509545112
1.1464322381517214e-08,406,1726513673.384555,249.55412888526917,250.32612013816833,1.1043986939144098e-08,4.203354423731169e-10,65,0.00019390624126443457
9.62702636941387e-09,446,1726513697.7771049,273.9468924999237,274.7186698913574,9.206135246078948e-09,4.2089112333492154e-10,66,0.00019303525746587432
9.959258476421058e-09,491,1726513725.2316356,301.40132093429565,302.1732006072998,9.629695920342386e-09,3.295625560786709e-10,67,0.00012419636077294123
8.495969830904186e-09,540,1726513755.08914,331.25873708724976,332.0307049751282,8.169962074115534e-09,3.2600775678865257e-10,68,0.00012540437163931055
8.17956896171054e-09,594,1726513787.9779887,364.14781308174133,364.91955375671387,7.88599038930365e-09,2.9357857240688964e-10,69,0.0001622028478400936
8.673221327617922e-09,653,1726513823.918644,400.08811497688293,400.8602089881897,8.33691175145983e-09,3.3630957615809144e-10,70,0.00016966158602561198
7.13399408043803e-09,718,1726513863.5275776,439.6973707675934,440.4691426753998,6.8592926499755504e-09,2.747014304624794e-10,71,0.0001863189813452072
6.9767884090117305e-09,790,1726513907.4988194,483.6683392524719,484.44038438796997,6.66154399497004e-09,3.152444140416904e-10,72,0.00021750484812554067
6.595776650592037e-09,869,1726513955.7051063,531.8748879432678,532.646671295166,6.338789760329894e-09,2.5698689026214327e-10,73,0.0002524494060689269
6.4278925922962695e-09,956,1726514008.8103232,584.9797916412354,585.7518882751465,6.199356587313767e-09,2.285360049825023e-10,74,0.00024288246957707794
6.413798776474266e-09,1052,1726514067.386805,643.5564053058624,644.3283700942993,6.1936811352736225e-09,2.2011764120064394e-10,75,0.0002674574360173005
5.245814889678115e-09,1157,1726514131.4546013,707.6243300437927,708.3961663246155,5.037380618460493e-09,2.0843427121762203e-10,76,0.0002821950984442649
4.789435803388309e-09,1272,1726514201.584263,777.7537698745728,778.5258281230927,4.578701591411897e-09,2.1073421197641166e-10,77,0.0003044061291348993
5.039848611879906e-09,1400,1726514279.7293653,855.8988347053528,856.6709303855896,4.823256323378529e-09,2.1659228850137653e-10,78,0.0003208720683197959
4.695908067826063e-09,1539,1726514364.51465,940.6840641498566,941.4562151432037,4.497417055424546e-09,1.9849101240151734e-10,79,0.0003200023457533607
4.132626858597544e-09,1637,1726514424.2781308,1000.4477689266205,1001.2196958065033,3.937907883293592e-09,1.947189753039518e-10,80,0.0003430379945175477
