loss_boundary,loss,_runtime,_timestamp,time,_step,l2_error,loss_interior,step
0.018235298179658677,0.02162024877610325,2.1636383533477783,1726517574.3529313,0.9688265323638916,0,0.14502213248093027,0.003384950596444573,0
0.014108644118688606,0.015869248170471646,2.1730873584747314,1726517574.3623803,1.22989821434021,1,0.15008214472627998,0.0017606040517830395,1
0.015599607832088486,0.018027647434491038,2.180418014526367,1726517574.369711,1.2373919486999512,2,0.14656342046487866,0.0024280396024025505,2
0.014600990537219314,0.016594308419782575,2.187542676925659,1726517574.3768356,1.244598388671875,3,0.1406052039222373,0.0019933178825632626,3
0.013251463443895486,0.01441420078789794,2.1945858001708984,1726517574.3838787,1.2516639232635498,4,0.1394085119296429,0.0011627373440024533,4
0.011884918746915597,0.012626959900776634,2.201539993286133,1726517574.390833,1.2586133480072021,5,0.141920457507344,0.0007420411538610378,5
0.011693775821245637,0.012454547597316118,2.209277391433716,1726517574.3985703,1.2661070823669434,6,0.14181460303154936,0.0007607717760704811,6
0.01120359249187079,0.012020329757183078,2.216982126235962,1726517574.406275,1.2739989757537842,7,0.13468819985525043,0.0008167372653122872,7
0.009910793737139286,0.010521164967339496,2.2256357669830322,1726517574.4149287,1.2813618183135986,8,0.12402070096380267,0.0006103712302002105,8
0.009080915632366814,0.009431698055849374,2.2329487800598145,1726517574.4222417,1.2899608612060547,9,0.1132684628231017,0.00035078242348256055,9
0.007918595030705808,0.008175660236722114,2.2403414249420166,1726517574.4296343,1.297346830368042,10,0.10510249856628484,0.00025706520601630553,10
0.006857446525886262,0.007267805075985564,2.2476179599761963,1726517574.4369109,1.3046352863311768,11,0.09929796443857568,0.0004103585500993012,11
0.006836057604148899,0.007422944748998928,2.2549281120300293,1726517574.444221,1.3119425773620605,12,0.09406890415318915,0.0005868871448500291,12
0.006419342212176844,0.007073823491305859,2.26216197013855,1726517574.4514549,1.319206714630127,13,0.0889520937123669,0.0006544812791290142,13
0.006343296656756572,0.00687628617633973,2.269366979598999,1726517574.45866,1.3263893127441406,14,0.085275287338579,0.0005329895195831584,14
0.0057286090649769986,0.006060075499511396,2.276639938354492,1726517574.4659328,1.333653450012207,15,0.08430535421800735,0.00033146643453439673,15
0.0049691307289324825,0.005178988254826742,2.28369402885437,1726517574.472987,1.3407349586486816,16,0.08543698438592187,0.00020985752589425906,16
0.004329677919645919,0.0045257301219213675,2.2905266284942627,1726517574.4798195,1.347553014755249,17,0.08565330525960181,0.00019605220227544842,17
0.004433603752769674,0.004671567373820954,2.2976129055023193,1726517574.4869058,1.354522466659546,18,0.08286694179516564,0.0002379636210512798,18
0.004232977230632623,0.004503920156860107,2.304534912109375,1726517574.4938278,1.3615772724151611,19,0.07660874133283523,0.00027094292622748456,19
0.003728031094511696,0.004030015968039305,2.3114418983459473,1726517574.5007348,1.368478775024414,20,0.06810968653108988,0.00030198487352760896,20
0.003245552429860089,0.0035518485724991473,2.318528890609741,1726517574.5078218,1.3755545616149902,21,0.060388585149384263,0.0003062961426390584,21
0.0028910575229995255,0.003305746029993078,2.32560658454895,1726517574.5148995,1.3825907707214355,22,0.054771587403952486,0.00041468850699355263,22
0.002735003994064802,0.003264827884403581,2.3326122760772705,1726517574.5219052,1.3896124362945557,23,0.05107689296496979,0.0005298238903387787,23
0.0024328504214512258,0.0030329358382640875,2.3397037982940674,1726517574.5289967,1.3967533111572266,24,0.048573858789630386,0.0006000854168128618,24
0.00256109304611593,0.0031732779080098934,2.346803665161133,1726517574.5360966,1.4038212299346924,25,0.04727691242204811,0.0006121848618939632,25
