l2_error,_timestamp,time,_step,_runtime,loss_interior,loss,loss_boundary,step
0.001310233989203081,1726516821.3149076,144.2903037071228,88,144.81200551986694,2.1026070462578715e-06,2.4746964291399483e-06,3.7208938288207684e-07,3629
0.0013069598974359883,1726516831.5829751,154.5581557750702,89,155.08007311820984,2.1191019350928366e-06,2.4922938842180264e-06,3.731919491251898e-07,3992
0.0013045892908560707,1726516842.640888,165.61619877815247,90,166.13798594474792,1.985803320350698e-06,2.3519852852777764e-06,3.661819649270781e-07,4391
0.0013013696749923894,1726516855.1499352,178.12535119056702,91,178.6470332145691,1.964170700059053e-06,2.3511255881805293e-06,3.8695488812147644e-07,4831
0.0012988820207704623,1726516868.9334278,191.9085075855255,92,192.43052577972412,2.0735921135898843e-06,2.4394215715916376e-06,3.6582945800175323e-07,5314
0.0012944711497605156,1726516883.754678,206.73010182380676,93,207.25177597999573,2.2205893028658565e-06,2.5934620155800217e-06,3.7287271271416526e-07,5845
0.0012915692830059392,1726516900.331915,223.30733275413513,94,223.82901287078857,2.1129981052959115e-06,2.4698278442015776e-06,3.5682973890566595e-07,6429
0.0012875567327030695,1726516918.331353,241.306489944458,95,241.82845091819763,2.040925860707129e-06,2.402604651963949e-06,3.6167879125682023e-07,7072
0.0012835452703475038,1726516938.1443691,261.1197600364685,96,261.6414670944214,2.017389408367579e-06,2.4036889404360615e-06,3.862995320684827e-07,7779
0.0012818613769818867,1726516960.481254,283.45644545555115,97,283.97835206985474,2.234412388708097e-06,2.607005653597951e-06,3.72593264889854e-07,8557
0.0012792276786339183,1726516984.4473634,307.42258286476135,98,307.9444613456726,1.8329186301096947e-06,2.2087651338079254e-06,3.758465036982308e-07,9413
0.0012745978851411313,1726517010.3073266,333.28248143196106,99,333.80442452430725,2.1490914679366926e-06,2.521375824131406e-06,3.7228435619471336e-07,10354
0.0012723767679741118,1726517039.7668817,362.7422857284546,100,363.2639796733856,2.0469853632940784e-06,2.4062000157641996e-06,3.592146524701214e-07,11389
0.0012680262903344028,1726517071.7050393,394.68007612228394,101,395.2021372318268,2.011035815644785e-06,2.391336801642004e-06,3.803009859972188e-07,12528
0.0012638959082404437,1726517106.4440942,429.4192461967468,102,429.94119215011597,1.9764712436058988e-06,2.3543650211655474e-06,3.778937775596488e-07,13781
0.0012609018863345665,1726517144.9847448,467.9597067832947,103,468.48184275627136,2.0886566683355732e-06,2.4603235564563617e-06,3.7166688812078857e-07,15159
0.0012580989931404217,1726517187.9273043,510.9025628566742,104,511.4244022369385,1.984917599976333e-06,2.3513479918641726e-06,3.6643039188783926e-07,16675
0.0012531581227705692,1726517234.5331736,557.5082654953003,105,558.0302715301514,2.087360570800275e-06,2.444128841323139e-06,3.5676827052286424e-07,18342
0.0012498072402082664,1726517286.1239355,609.0990464687347,106,609.6210334300995,2.0513262386731623e-06,2.4313576862399324e-06,3.8003144756676997e-07,20177
0.0012457816868926806,1726517342.6657107,665.6407732963562,107,666.1628086566925,2.1286549638192586e-06,2.496522654708678e-06,3.6786769088941965e-07,22194
0.0012408979934779595,1726517404.2536552,727.2287383079529,108,727.7507531642914,1.991072205019378e-06,2.3503894861294298e-06,3.593172811100517e-07,24414
0.001236848834435114,1726517472.800617,795.7756922245026,109,796.2977149486542,1.9672274954016934e-06,2.324282811647875e-06,3.570553162461816e-07,26855
0.001234137630249288,1726517547.4487698,870.4239585399628,110,870.9458677768707,1.941480049864364e-06,2.305982687997909e-06,3.6450263813354486e-07,29540
0.0012305448891321094,1726517631.7585285,954.7336966991425,111,955.2556264400482,2.0410948718566446e-06,2.4008824792083682e-06,3.5978760735172357e-07,32494
0.0012294386942232778,1726517677.027168,1000.002345085144,112,1000.5242660045624,2.131264735547608e-06,2.482920579869467e-06,3.5165584432185883e-07,34133
