time,l2_error,loss,step,loss_boundary,loss_interior,_timestamp,_step,_runtime
1.3162760734558105,0.14149795261227383,0.02162024877610325,0,0.018235298179658677,0.003384950596444573,1726521695.0233283,0,2.215461254119873
1.887005090713501,0.12408081014337334,0.013889211396086485,1,0.012541822917414411,0.001347388478672074,1726521695.2327065,1,2.424839496612549
2.103092908859253,0.08226340949358692,0.00766172944494287,2,0.006939599136875711,0.0007221303080671594,1726521695.4485235,2,2.6406564712524414
2.3245739936828613,0.05656753789978394,0.004531148705191664,3,0.004225316883082522,0.00030583182210914254,1726521695.6690087,3,2.8611416816711426
2.56501841545105,0.04476410299217576,0.003014755667410782,4,0.002641677153447532,0.00037307851396325,1726521695.9094224,4,3.101555347442627
2.783888339996338,0.04533514927508508,0.002318986961025257,5,0.0019509391524932132,0.000368047808532044,1726521696.1281967,5,3.3203296661376953
3.0044593811035156,0.03414272211500056,0.0018996249352470458,6,0.001637533168379282,0.00026209176686776384,1726521696.348836,6,3.540968894958496
3.2302064895629883,0.03670776334831539,0.0014511904687824766,7,0.0011698725004978133,0.00028131796828466323,1726521696.5745447,7,3.7666776180267334
3.470984697341919,0.033456658866161636,0.0014622498169435194,8,0.0012681898041057155,0.00019406001283780398,1726521696.8155022,8,4.007635116577148
3.666215419769287,0.03459740228902517,0.0011982281754396307,9,0.0009960612850598678,0.0002021668903797628,1726521697.0105722,9,4.202705144882202
3.890925645828247,0.032853917629998675,0.0011402481944675796,10,0.000967373790235123,0.00017287440423245662,1726521697.2353182,10,4.427451133728027
4.135069131851196,0.03279252461192889,0.0009665889388228531,11,0.0007868074421547092,0.00017978149666814398,1726521697.4794364,11,4.671569347381592
4.330657243728638,0.029044698258336298,0.0009333953504706623,12,0.000788225759818846,0.0001451695906518163,1726521697.6749678,12,4.867100715637207
4.574550151824951,0.02809156473240875,0.0008309398116928574,13,0.0006901096239665807,0.00014083018772627665,1726521697.9189727,13,5.111105680465698
4.814904451370239,0.02517318044817684,0.0008145191874511313,14,0.0006843942106149436,0.00013012497683618764,1726521698.1592765,14,5.351409435272217
5.0352349281311035,0.02408918036934858,0.0006903551167393608,15,0.0005676631760767591,0.00012269194066260168,1726521698.3795612,15,5.5716941356658936
5.247164011001587,0.02174376426688333,0.0006741928712416039,16,0.0005594577798767313,0.00011473509136487258,1726521698.5915663,16,5.78369927406311
5.456985235214233,0.01849114101082785,0.0005809176594694951,17,0.0004559607168712438,0.00012495694259825137,1726521698.8013947,17,5.99352765083313
5.696011543273926,0.015915876978272875,0.0005388558932911819,18,0.00041872549035749685,0.00012013040293368508,1726521699.0405183,18,6.232651233673096
5.924360752105713,0.014444686450600019,0.0004952592938776212,19,0.0003768979453023722,0.00011836134857524897,1726521699.2688832,19,6.4610161781311035
6.172953844070435,0.012111250916407494,0.00043581912593676194,20,0.00030997980747594347,0.0001258393184608185,1726521699.5174158,20,6.709548711776733
6.422209739685059,0.011650187827940443,0.00040959338703307126,21,0.0002841542974956609,0.0001254390895374103,1726521699.7666547,21,6.958787679672241
6.666509628295898,0.009694083011665642,0.0003760673890921261,22,0.000253134108010814,0.00012293328108131207,1726521700.0108883,22,7.203021287918091
6.914088010787964,0.010235940280018356,0.0003439841709335546,23,0.0002243602193829335,0.00011962395155062114,1726521700.258564,23,7.45069694519043
7.158325910568237,0.009186347758385192,0.0003135533495785401,24,0.00018734880224823485,0.00012620454733030528,1726521700.50273,24,7.6948628425598145
7.398751497268677,0.010821527812855957,0.00031737319431483725,25,0.00018742016545993557,0.00012995302885490168,1726521700.7431245,25,7.935257434844971
7.642144680023193,0.010423469993588248,0.0002782100568292859,26,0.00015004233719405398,0.0001281677196352319,1726521700.98662,26,8.178752899169922
7.881372451782227,0.010899936901597077,0.00026851786814948906,27,0.0001402589275199761,0.00012825894062951294,1726521701.2258286,27,8.417961597442627
8.132638692855835,0.011285434875918614,0.00024784717451100074,28,0.00012407411063013575,0.00012377306388086502,1726521701.4770215,28,8.669154405593872
8.344496488571167,0.0120292298773798,0.0002413275299999048,29,0.00011092003273314526,0.00013040749726675956,1726521701.688859,29,8.88099193572998
8.592740774154663,0.011535926686217822,0.00022433000327154305,30,0.00010518143616764433,0.0001191485671038987,1726521701.937176,30,9.129308938980103
8.805876970291138,0.014370438449064165,0.0002164608760411727,31,9.585615177982159e-05,0.00012060472426135111,1726521702.1502585,31,9.34239149093628
9.022173404693604,0.012813969386054821,0.0002040374591424337,32,8.890164421648462e-05,0.00011513581492594907,1726521702.3666391,32,9.558772087097168
9.242197275161743,0.012598143262111446,0.000201316255830879,33,8.375179296883889e-05,0.00011756446286204012,1726521702.5865922,33,9.778725147247314
9.443994998931885,0.013117717903780819,0.00018968121757808085,34,8.149723225917116e-05,0.00010818398531890968,1726521702.7883546,34,9.980487585067749
9.677926778793335,0.014415435673254179,0.00017907354301542963,35,7.606860238836707e-05,0.00010300494062706257,1726521703.022307,35,10.214439868927002
9.914784669876099,0.012821857528711247,0.00016568048169451888,36,6.812600224780857e-05,9.755447944671033e-05,1726521703.2593133,36,10.451446294784546
10.116500616073608,0.013576479935707719,0.0001636397116616667,37,6.570580017669015e-05,9.793391148497657e-05,1726521703.4608343,37,10.65296721458435
10.35094928741455,0.013524120337596065,0.0001577301219938971,38,6.501692853102633e-05,9.271319346287078e-05,1726521703.695493,38,10.887625932693481
10.59130048751831,0.013572700378195515,0.00014448022844940143,39,6.277631626779656e-05,8.170391218160488e-05,1726521703.9357224,39,11.12785530090332
