time,_step,step,loss_boundary,_runtime,l2_error,_timestamp,loss_interior,loss
1.5818064212799072,0,0,0.018235298179658677,2.4423880577087402,0.1733763884063761,1726517665.790226,0.003384950596444573,0.02162024877610325
1.9641571044921875,1,1,0.018235173713350372,2.486280679702759,0.15036136396653613,1726517665.8341186,0.003384892515277145,0.021620066228627517
2.004392147064209,2,2,0.01166575524070485,2.526348352432251,0.10854540083318907,1726517665.8741863,0.0008167153725344859,0.012482470613239337
2.0428035259246826,3,3,0.007921802334481974,2.5646214485168457,0.09993005828320828,1726517665.9124594,0.0013342167153849948,0.009256019049866969
2.0797834396362305,4,4,0.006712697387151389,2.6030771732330322,0.07741598621757047,1726517665.950915,0.0008604216094602476,0.007573118996611637
2.116414785385132,5,5,0.0032269625481431536,2.6381142139434814,0.06390845572580299,1726517665.9859521,0.0006409065427663948,0.0038678690909095485
2.152261257171631,6,6,0.002605327291326393,2.6741573810577393,0.05586841793544192,1726517666.0219953,0.0009237312144939942,0.003529058505820387
2.1880435943603516,7,7,0.0021478077820446446,2.709714889526367,0.05931783018282637,1726517666.0575528,0.0008704707538480542,0.003018278535892699
2.222593307495117,8,8,0.0021720849262571837,2.7442593574523926,0.0425008773061737,1726517666.0920973,0.0007299051932321902,0.002901990119489374
2.2622272968292236,9,9,0.001513758873673833,2.783938407897949,0.0407574355686056,1726517666.1317763,0.0007641498750658829,0.002277908748739716
2.2994163036346436,10,10,0.0012187016456404293,2.8211278915405273,0.04716954148067487,1726517666.1689658,0.00062381497319588,0.0018425166188363092
2.3351166248321533,11,11,0.001120559613289526,2.8568949699401855,0.040603187629695746,1726517666.204733,0.0004439703578775441,0.0015645299711670702
2.371218681335449,12,12,0.0010207367547797328,2.8929786682128906,0.03822810955363312,1726517666.2408166,0.00038233568543634725,0.0014030724402160802
2.407472848892212,13,13,0.0010127628247403506,2.929234266281128,0.03979803067096698,1726517666.2770722,0.0003387766441549122,0.0013515394688952628
2.4442005157470703,14,14,0.0008967093058018859,2.9658641815185547,0.040764734668625895,1726517666.313702,0.00028990921649877337,0.0011866185223006593
2.478609085083008,15,15,0.0008805983526831621,3.0002355575561523,0.03892332941486751,1726517666.3480735,0.00026975543956104316,0.0011503537922442054
2.5126545429229736,16,16,0.0008355276736716954,3.034280300140381,0.03936454425096811,1726517666.3821182,0.000250351298959058,0.0010858789726307535
2.547685146331787,17,17,0.0008150151621626664,3.069340705871582,0.04062366190248597,1726517666.4171786,0.0002572718808275864,0.0010722870429902527
2.584439754486084,18,18,0.0008060601139517285,3.106229305267334,0.033114195120602805,1726517666.4540672,0.0002538351135397927,0.0010598952274915212
2.619649887084961,19,19,0.0007180704301073488,3.1413004398345947,0.02754601865622081,1726517666.4891384,0.00021252823172489998,0.0009305986618322489
2.654848575592041,20,20,0.0006392046348168744,3.176473379135132,0.024003771428286656,1726517666.5243113,0.00024511680485835404,0.0008843214396752285
2.6901304721832275,21,21,0.0005231186543189514,3.211862325668335,0.024188323873974512,1726517666.5597003,0.00024258884209540923,0.0007657074964143606
2.7270467281341553,22,22,0.000539617014706899,3.248709201812744,0.019981558599183966,1726517666.5965471,0.0001951369800353225,0.0007347539947422215
2.762101888656616,23,23,0.0004575239396794344,3.2839548587799072,0.016834608489520887,1726517666.6317928,0.00018425726138040084,0.0006417812010598352
2.796053647994995,24,24,0.0003558975107074443,3.317697763442993,0.015575040411848436,1726517666.6655357,0.0002067419048528114,0.0005626394155602557
2.830714702606201,25,25,0.00034716704587142456,3.3524460792541504,0.015193400814691749,1726517666.700284,0.00019763292301110157,0.0005447999688825262
2.8674492835998535,26,26,0.0003361150941251167,3.389347791671753,0.015572016913021652,1726517666.7371857,0.00019426525393569135,0.000530380348060808
2.902738094329834,27,27,0.00033198724910275026,3.4243571758270264,0.01559468971446062,1726517666.772195,0.00019622498752950722,0.0005282122366322575
2.9365053176879883,28,28,0.00032652393652130853,3.4581964015960693,0.014738479652590925,1726517666.8060343,0.000193811487959294,0.0005203354244806025
2.9724042415618896,29,29,0.000315269869483067,3.494159460067749,0.016153849286594427,1726517666.8419974,0.00019644853665355322,0.0005117184061366202
3.010453939437866,30,30,0.00032228045584402446,3.5322189331054688,0.0171603988361721,1726517666.8800569,0.00019431090882241774,0.0005165913646664422
3.045193672180176,31,31,0.00032083847397401834,3.5668411254882812,0.016060522925973354,1726517666.914679,0.00019018093061701712,0.0005110194045910355
3.0789754390716553,32,32,0.00031384764978984353,3.600602865219116,0.01341832467929114,1726517666.9484408,0.00019180914573913715,0.0005056567955289807
3.112992525100708,33,33,0.00028087780285700436,3.634812355041504,0.015145340982027786,1726517666.9826503,0.00018482939814142493,0.00046570720099842926
3.1495766639709473,34,34,0.0002564720182391779,3.6712806224823,0.014138539491920548,1726517667.0191185,0.0001773479185289443,0.00043381993676812217
3.1853575706481934,35,35,0.00021418184956534497,3.7069778442382812,0.012874581228914392,1726517667.0548158,0.00016761164529412788,0.00038179349485947285
3.2191662788391113,36,36,0.00020962321505192704,3.7407963275909424,0.012686705252752185,1726517667.0886343,0.0001671990104238301,0.00037682222547575717
3.253753662109375,37,37,0.00020029066092866327,3.7754008769989014,0.013319001415516727,1726517667.1232388,0.00016937108131727805,0.00036966174224594133
3.28955078125,38,38,0.00019754956820348368,3.8112149238586426,0.012361941077128399,1726517667.1590528,0.00016975261583731873,0.0003673021840408024
3.3257720470428467,39,39,0.00018633056458831833,3.847456216812134,0.01142196689943745,1726517667.1952941,0.00017192377408948518,0.0003582543386778035
