loss,l2_error,loss_interior,_runtime,_timestamp,loss_boundary,time,_step,step
3.419037594765015e-07,0.0008561967294842549,5.116014970475447e-08,306.48162317276,1729911963.0157442,2.9074360977174705e-07,305.8856327533722,68,540
1.2680432793873114e-07,0.0007706032937896645,2.2691178834427762e-08,336.7328431606293,1729911993.2669642,1.0411314910430337e-07,336.1366677284241,69,594
1.6709632555689578e-07,0.0006800961610383261,2.4577677984634968e-08,369.8083896636963,1729912026.3425107,1.425186475722608e-07,369.2124607563019,70,653
3.420787901298575e-07,0.0005775600616562466,1.0751515263502367e-07,406.2431552410126,1729912062.7772763,2.3456363749483386e-07,405.6469736099243,71,718
6.042018575933566e-08,0.000522866064778254,1.3253292283728757e-08,446.5788276195526,1729912103.1129487,4.71668934756069e-08,445.98270320892334,72,790
6.563911491654764e-08,0.0004777824959174463,1.3087448518948138e-08,490.857097864151,1729912147.391219,5.255166639759951e-08,490.26087617874146,73,869
6.705110083796178e-08,0.00042279590716248224,1.3615542380951783e-08,539.638254404068,1729912196.1723754,5.343555845701e-08,539.0419087409973,74,956
6.013534514398952e-08,0.00037718322667776506,1.2555997305398005e-08,593.627466917038,1729912250.161588,4.757934783859152e-08,593.031192779541,75,1052
4.529087271258888e-08,0.00034180783500772975,1.0385805365165305e-08,652.6776556968689,1729912309.2117767,3.490506734742357e-08,652.0813782215118,76,1157
2.5208772525528206e-08,0.00031226090288647015,5.691243284265345e-09,717.3449418544769,1729912373.879063,1.951752924126286e-08,716.7486033439636,77,1272
4.901471018953192e-07,0.0002853461601111072,4.202746619134344e-07,789.330573797226,1729912445.8646948,6.98724399818847e-08,788.7341785430908,78,1400
3.962039282027928e-08,0.0002562668400630796,1.1317701605209256e-08,867.4998455047607,1729912524.0339665,2.830269121507002e-08,866.9035758972168,79,1539
1.1172188982380146e-08,0.00023885127876226007,2.124374378405994e-09,954.0453751087189,1729912610.5794961,9.047814603974153e-09,953.4491028785706,80,1693
1.6821547658270928e-08,0.00021252221205993616,3.889714925938401e-09,1049.6058115959167,1729912706.1399326,1.2931832732332527e-08,1049.009506702423,81,1863
1.7284461994034922e-08,0.00018631608631922768,5.138126848122581e-09,1154.1338663101196,1729912810.6679873,1.214633514591234e-08,1153.5375392436981,82,2049
1.312751453810288e-08,0.0001708917623983201,3.8365719389562206e-09,1269.3669276237488,1729912925.9010487,9.290942599146659e-09,1268.7706665992737,83,2254
6.7529493767848284e-09,0.00015508631985865947,1.760106408108431e-09,1395.8207511901855,1729913052.3548722,4.992842968676397e-09,1395.2244815826416,84,2479
1.8578911190726467e-08,0.00013795182744286846,7.654145787673755e-09,1535.23588681221,1729913191.7700078,1.092476540305271e-08,1534.639620065689,85,2727
1.819852273811011e-07,0.00013090378152175796,1.66860958220622e-07,1688.6890664100647,1729913345.2231874,1.5124269160479094e-08,1688.0926804542542,86,3000
2.655541124031004e-09,0.00012126363273216059,6.554177094672293e-10,1856.7338948249817,1729913513.2680159,2.0001234145637746e-09,1856.1375303268433,87,3299
1.0835773693940881e-08,0.00010419373710632038,4.737421456681955e-09,2042.2612397670746,1729913698.7953608,6.098352237258926e-09,2041.6649234294891,88,3629
2.2074972534904735e-09,9.829808098925336e-05,5.567859885988742e-10,2246.3014755249023,1729913902.8355966,1.6507112648915991e-09,2245.7051882743835,89,3992
2.044927332737712e-09,9.29222246828465e-05,5.438204504382091e-10,2470.582068681717,1729914127.1161897,1.501106882299503e-09,2469.985724210739,90,4391
7.806971041671545e-09,8.482427200857043e-05,3.4839301925210862e-09,2717.8401017189026,1729914374.3742228,4.32304084915046e-09,2717.2437493801117,91,4831
1.3314421174989375e-08,7.901846326179108e-05,8.55751133966989e-09,2989.3114223480225,1729914645.8455434,4.756909835319484e-09,2988.7150797843933,92,5314
3.7234056222008104e-09,7.324159732907307e-05,1.5465045284752256e-09,3287.794718027115,1729914944.328839,2.176901093725585e-09,3287.1984078884125,93,5845
4.8644897256612125e-09,6.689198205906744e-05,2.5235301837616037e-09,3616.077053785324,1729915272.6111748,2.340959541899609e-09,3615.4807629585266,94,6429
1.6407930161731042e-09,6.47525314122125e-05,5.778556709993015e-10,3977.4526205062866,1729915633.9867415,1.0629373451738026e-09,3976.8562774658203,95,7072
1.0703761448056352e-09,6.0020181206258194e-05,3.884126379882757e-10,4374.801058769226,1729916031.3351798,6.819635068173594e-10,4374.2047708034515,96,7779
1.6140711222581547e-09,5.6288883080551155e-05,6.501074474464126e-10,4812.154883146286,1729916468.6890042,9.63963674811742e-10,4811.541862010956,97,8557
7.486378273347172e-09,5.132922496485219e-05,5.136588997095783e-09,5293.368839263916,1729916949.9029603,2.349789276251389e-09,5292.772456884384,98,9413
1.391769048010091e-09,4.73061863435472e-05,5.94853051430605e-10,5822.190695285797,1729917478.7248163,7.969159965794861e-10,5821.594334602356,99,10354
1.0757774642030474e-09,4.708697027719476e-05,3.8317528963701456e-10,6000.849625587463,1729917657.3837466,6.926021745660328e-10,6000.25327706337,100,10672
