step,time,loss_boundary,loss_interior,loss,_step,_runtime,l2_error,_timestamp
81,9.721284866333008,0.05059162726679283,0.005819042279729505,0.05641066954652234,48,11.926457405090332,0.29272096521063123,1729905683.0281694
89,10.484228372573853,0.045696166258767774,0.0024402107291892636,0.04813637698795704,49,12.688725709915161,0.2663381765468609,1729905683.7904377
98,11.339847326278687,0.039659323783803616,0.0006522033634082275,0.04031152714721184,50,13.544327020645142,0.2378277083180377,1729905684.646039
107,12.196285724639893,0.02943377495617716,0.0016783444385807778,0.03111211939475794,51,14.400795698165894,0.20500137655661732,1729905685.5025077
118,13.237380981445312,0.019253631780689517,0.004249694345022649,0.023503326125712168,52,15.441949129104614,0.17422290347481983,1729905686.543661
130,14.37230134010315,0.01720007533801981,0.0059466335417698865,0.023146708879789694,53,16.5771701335907,0.1619104140953538,1729905687.6788821
143,15.602648496627808,0.017810675157159048,0.004594336763469391,0.022405011920628437,54,17.807459354400635,0.16114061529853138,1729905688.9091713
157,16.922091245651245,0.018435205052255342,0.0032622934537733187,0.02169749850602866,55,19.12665581703186,0.16156191383874893,1729905690.2283678
172,18.336832284927368,0.017461955865846344,0.0028150812210043885,0.020277037086850733,56,20.542016983032227,0.15811051332302767,1729905691.643729
190,20.032320737838745,0.016768582283739092,0.002064686527969143,0.018833268811708236,57,22.237380027770996,0.15458190529105542,1729905693.339092
208,21.726640224456787,0.017353906118510384,0.0016134117630670422,0.018967317881577427,58,23.932270765304565,0.15214363180982848,1729905695.0339828
229,23.695353269577026,0.017246653961204915,0.0011189298741085547,0.01836558383531347,59,25.900747060775757,0.15042056953508484,1729905697.002459
252,25.852439165115356,0.0149731839361258,0.0008143026983169739,0.015787486634442773,60,28.057674646377563,0.14909488230522722,1729905699.1593866
277,28.19229531288147,0.014621807924312403,0.0007144253494053309,0.015336233273717734,61,30.397963285446167,0.14817151109327942,1729905701.4996753
305,30.82127547264099,0.01484161910506139,0.0006162874472051065,0.015457906552266497,62,33.02678465843201,0.14641796052673675,1729905704.1284966
335,33.62459135055542,0.014993371459497728,0.0004852525166928348,0.015478623976190563,63,35.83043956756592,0.14546972722326088,1729905706.9321516
369,36.804762840270996,0.015280982666609745,0.00042412911670203267,0.015705111783311777,64,39.010480642318726,0.14389179498967938,1729905710.1121926
406,40.25960969924927,0.015000764202837132,0.0004376615010284007,0.015438425703865532,65,42.46547245979309,0.14292602691789616,1729905713.5671844
446,43.99353766441345,0.014665157029496894,0.000376475211995809,0.015041632241492704,66,46.19915580749512,0.14129239056967963,1729905717.3008678
491,48.20149207115173,0.013764547475261167,0.0003756417098104432,0.01414018918507161,67,50.40722990036011,0.1398630085379658,1729905721.508942
540,52.77181148529053,0.013635952258627116,0.0003473983598409839,0.0139833506184681,68,54.97752285003662,0.1386629753191465,1729905726.0792348
594,57.80490803718567,0.012913337839079908,0.0003938173702784789,0.013307155209358388,69,60.010987520217896,0.13675508798808308,1729905731.1126995
653,63.310149908065796,0.013203793732956378,0.0004157828313424698,0.013619576564298849,70,65.51592421531677,0.1363533508796727,1729905736.6176362
718,69.36783361434937,0.012634777932473067,0.00043419452312308613,0.013068972455596153,71,71.57384181022644,0.13313649990684895,1729905742.6755538
790,76.07485938072205,0.012314151247919994,0.000466035271741584,0.012780186519661578,72,78.28040099143982,0.13047308632309618,1729905749.382113
869,83.43120551109314,0.010734107438102243,0.0004939979514825556,0.011228105389584799,73,85.63716435432434,0.13006496961174155,1729905756.7388763
956,91.53305768966675,0.01129328106328324,0.0006116351135199314,0.01190491617680317,74,93.73885655403137,0.12421262741456761,1729905764.8405685
1052,100.46105694770813,0.009801877038961116,0.0006852614585120308,0.010487138497473146,75,102.66701650619507,0.1205089138151089,1729905773.7687285
1157,110.22882103919983,0.009731425380493172,0.0008762166728362314,0.010607642053329404,76,112.43430614471436,0.1155380283449907,1729905783.5360181
1272,120.92918014526367,0.008744773914061895,0.001163149047924064,0.00990792296198596,77,123.1350793838501,0.11107915707627004,1729905794.2367914
1400,132.82848930358887,0.007473246195439255,0.0013113867871248051,0.00878463298256406,78,135.0346155166626,0.10420457213973867,1729905806.1363275
1539,145.75640606880188,0.007111723553407799,0.0014033096163963503,0.00851503316980415,79,147.9623339176178,0.09831193772111356,1729905819.064046
1693,160.0860471725464,0.005847108762260122,0.0014525828506583927,0.007299691612918515,80,162.29209232330322,0.09295582849447431,1729905833.3938043
1863,175.89304327964783,0.005042967716239729,0.0013713752901771449,0.006414343006416873,81,178.0987389087677,0.07994663353518938,1729905849.200451
2049,193.1895956993103,0.0029923122422956436,0.0011437726126690237,0.004136084854964668,82,195.3957211971283,0.06654900252488302,1729905866.4974332
2254,212.24659252166748,0.0013443504569362226,0.0008876697949227471,0.00223202025185897,83,214.45268082618713,0.04529766857563695,1729905885.5543928
2479,233.15207695960999,0.0006081480259563444,0.00045331227709428874,0.0010614603030506332,84,235.35836172103882,0.029034372361748304,1729905906.4600737
2727,256.2035572528839,0.00026952930687436594,0.00024146689605218484,0.0005109962029265508,85,258.4092218875885,0.01917432198644946,1729905929.5109339
3000,281.56389570236206,0.00018197952537925388,0.00017626851504723797,0.00035824804042649183,86,283.770138502121,0.01455529911874417,1729905954.8718505
3299,309.34234642982483,0.00024715621516142,0.00013301779051528784,0.00038017400567670785,87,311.548565864563,0.016258782778219537,1729905982.6502779
3629,340.01056480407715,0.00015231129044514236,0.00012171818261913841,0.00027402947306428074,88,342.216596364975,0.013954723135150946,1729906013.3183084
3992,373.744854927063,9.864957104559901e-05,8.749668276282795e-05,0.00018614625380842696,89,375.95104694366455,0.012948030150384754,1729906047.052759
4391,410.83902978897095,0.00021280636008608783,9.464478016503191e-05,0.0003074511402511197,90,413.04536724090576,0.022128475537935538,1729906084.1470792
4831,451.72604751586914,7.948906527837938e-05,7.611754691756154e-05,0.00015560661219594091,91,453.9324791431427,0.013474756852796666,1729906125.0341911
5314,496.6129503250122,8.163041808434273e-05,6.352062929975917e-05,0.0001451510473841019,92,498.81912875175476,0.01135858856932853,1729906169.9208407
5845,545.9395542144775,5.1431559281460516e-05,5.645802149050269e-05,0.0001078895807719632,93,548.1458070278168,0.00850748939874253,1729906219.247519
6429,600.1916122436523,9.261010516787752e-05,5.074051643102216e-05,0.00014335062159889967,94,602.3980901241302,0.01231460569975872,1729906273.499802
7072,659.9187271595001,3.742366541071505e-05,4.483309617384493e-05,8.225676158455999e-05,95,662.1248533725739,0.006876390848514801,1729906333.2265654
7779,725.6035234928131,4.9707947078502655e-05,4.139759775655458e-05,9.110554483505724e-05,96,727.8098318576813,0.01039448655469575,1729906398.9115438
8557,797.8914725780487,4.346938539682518e-05,4.1765224883694976e-05,8.523461028052016e-05,97,800.0978896617889,0.0092065584822236,1729906471.1996017
9413,877.4534142017365,0.00016520685891003065,4.180296895446084e-05,0.0002070098278644915,98,879.6598002910614,0.018598798879471162,1729906550.7615123
10354,964.8638269901276,0.00010680575803384382,3.795878854702664e-05,0.00014476454658087046,99,967.0702729225159,0.014291713562093253,1729906638.171985
11389,1061.032788991928,2.207384590026732e-05,2.7352354530295375e-05,4.9426200430562695e-05,100,1063.239042520523,0.006651686677347733,1729906734.3407545
12528,1166.8412854671478,2.105132638161942e-05,2.0938944429364115e-05,4.199027081098354e-05,101,1169.0476243495941,0.004722840845271891,1729906840.1493363
13781,1283.2753038406372,0.00018133115810332117,1.9798646279839445e-05,0.00020112980438316062,102,1285.481568813324,0.008045698005585845,1729906956.5832808
15159,1411.332757472992,0.0002556360738989861,3.386609119874717e-05,0.0002895021650977333,103,1413.5390906333923,0.022779507936418145,1729907084.6408026
16675,1552.148104429245,2.9976696567377155e-05,1.654769661959477e-05,4.6524393186971924e-05,104,1554.3545413017273,0.00785685821904096,1729907225.4562533
18342,1707.0379557609558,2.048860048733459e-05,2.0621346818154075e-05,4.1109947305488666e-05,105,1709.2442133426666,0.005131698858554246,1729907380.3459253
20177,1877.5268468856812,5.7526645455616904e-05,1.4528470121463137e-05,7.205511557708004e-05,106,1879.7332770824432,0.012314636609385926,1729907550.834989
22194,2064.738093137741,0.00010042846323257663,1.034270472231003e-05,0.00011077116795488665,107,2066.944617986679,0.015684758344451887,1729907738.04633
24414,2270.9001421928406,6.495184734093641e-06,1.1448889939705165e-05,1.7944074673798804e-05,108,2273.106598138809,0.0028229200809264847,1729907944.2083101
26855,2497.5872433185577,7.005785353243888e-06,8.976451917533668e-06,1.5982237270777557e-05,109,2499.795276403427,0.0027782276733706785,1729908170.8969884
29540,2746.9338059425354,4.181433689450753e-05,1.237437762465185e-05,5.418871451915938e-05,110,2749.1402673721313,0.010144807105219677,1729908420.2419794
32494,3021.2557723522186,7.606531841262279e-05,1.4692074231334371e-05,9.075739264395715e-05,111,3023.462233066559,0.011825076321441851,1729908694.563945
35744,3323.052629470825,5.765709207848223e-05,9.74579578737411e-06,6.740288786585635e-05,112,3325.259117603302,0.009012959931581582,1729908996.3608296
39318,3654.957870721817,4.926145782038435e-06,6.1089654369445695e-06,1.1035111218983005e-05,113,3657.1642966270447,0.002195572524569871,1729909328.2660086
43250,4020.1612038612366,0.00034703351830790897,9.022936878543025e-06,0.000356056455186452,114,4022.367552757263,0.023133185055771242,1729909693.4692647
47575,4421.803021669388,1.7875943924346805e-05,1.3502612115470463e-05,3.137855603981727e-05,115,4424.009482145309,0.00693781678085523,1729910095.1111941
52332,4863.583196401596,3.393153996410749e-05,6.400353093480355e-06,4.0331893057587846e-05,116,4865.789520978928,0.00894134744140622,1729910536.891233
57566,5349.674765825272,0.0003015834059668254,2.364685451363942e-05,0.0003252302604804648,117,5351.881287097931,0.02179726377727008,1729911022.982999
63322,5883.201375722885,1.8394104445228684e-05,4.674466118664238e-06,2.3068570563892922e-05,118,5885.408070325851,0.006489292471384209,1729911556.5097823
64582,6000.0778703689575,2.1347671003242437e-06,8.746358913721684e-06,1.0881126014045928e-05,119,6002.284332513809,0.0014879024412314283,1729911673.3860445
