loss_boundary,loss,step,loss_interior,_step,time,l2_error,_runtime,_timestamp
0.07723577043111512,0.08432934890902467,46,0.0070935784779095545,42,6.3373634815216064,0.34053801365602576,7.095727443695068,1729873921.5215564
0.07363025938473082,0.07970612042523775,50,0.006075861040506931,43,6.727372169494629,0.34035765735925505,7.486572742462158,1729873921.9124017
0.07198149887677958,0.07609490203932706,55,0.004113403162547476,44,7.209058523178101,0.3396851520555979,7.968659400939941,1729873922.3944883
0.0696685398518414,0.07207220216768856,61,0.0024036623158471557,45,7.789689540863037,0.34169871659875894,8.546316146850586,1729873922.972145
0.07462032524955155,0.07641655614895014,67,0.0017962308993985912,46,8.361369132995605,0.3405847748249069,9.119866609573364,1729873923.5456955
0.07067747635437226,0.0726504516652278,73,0.0019729753108555415,47,8.933895349502563,0.3365657026753368,9.693298101425171,1729873924.119127
0.06569269245312664,0.06783581108911567,81,0.0021431186359890243,48,9.692741394042969,0.3333107199652556,10.451431274414062,1729873924.8772602
0.06699258568274473,0.06857065103559401,89,0.001578065352849275,49,10.451537370681763,0.3305880724369777,11.21133303642273,1729873925.637162
0.07088055366804405,0.0720769146330158,98,0.0011963609649717445,50,11.303740978240967,0.3270912807440138,12.062542200088501,1729873926.4883711
0.06754739075604935,0.06894484073306693,107,0.0013974499770175904,51,12.152876138687134,0.3211383228764378,12.912875413894653,1729873927.3387043
0.06032407784206934,0.0616788847885355,118,0.001354806946466155,52,13.195194244384766,0.31448098366075194,13.953569173812866,1729873928.379398
0.05732294201040344,0.058714136782234465,130,0.001391194771831028,53,14.327980041503906,0.30538639082437147,15.087145328521729,1729873929.5129743
0.05328801183943514,0.054793872986595715,143,0.0015058611471605741,54,15.5547776222229,0.2939567698595424,16.313149452209473,1729873930.7389784
0.05040543185329357,0.052360262491716617,157,0.001954830638423049,55,16.87420153617859,0.279238504649238,17.633035898208618,1729873932.0588648
0.042296278680041655,0.04513062760086908,172,0.002834348920827427,56,18.289175510406494,0.2613255907254087,19.047643184661865,1729873933.473472
0.03455157848362724,0.03863542761517095,190,0.004083849131543706,57,19.982628107070923,0.23768890822255284,20.74078631401062,1729873935.1666152
0.031989879090716725,0.03828518928034698,208,0.006295310189630251,58,21.684744834899902,0.21427194288050916,22.443612098693848,1729873936.869441
0.027181270995044728,0.03541299031848614,229,0.008231719323441413,59,23.646647930145264,0.19381682870932726,24.405337810516357,1729873938.8311667
0.021228540125805644,0.030647379471355846,252,0.009418839345550203,60,25.78628373146057,0.18074074843931304,26.551705360412598,1729873940.9775343
0.019971284015878922,0.02968724031767412,277,0.009715956301795198,61,28.116633892059326,0.17437167277959006,28.882164001464844,1729873943.307993
0.02015403455341976,0.02929559296009292,305,0.009141558406673161,62,30.735873460769653,0.17142829711361254,31.49504280090332,1729873945.9208717
0.020198760640224137,0.027930674057491316,335,0.007731913417267179,63,33.53143501281738,0.1679360110630682,34.290271520614624,1729873948.7161005
0.019114689231849204,0.02549561337208975,369,0.006380924140240547,64,36.69198822975159,0.16441518781726533,37.45056366920471,1729873951.8763926
0.01821222420974094,0.023746621457595797,406,0.00553439724785486,65,40.14136099815369,0.1608890168951795,40.90079736709595,1729873955.3266263
0.016555617094004545,0.021343390082490483,446,0.004787772988485939,66,43.854376792907715,0.1576916198235835,44.62023878097534,1729873959.0460677
0.01696441940164663,0.02022274145058449,491,0.003258322048937859,67,48.03401160240173,0.1543323279791011,48.79973077774048,1729873963.2255597
0.016233266910458156,0.01873415283414926,540,0.002500885923691105,68,52.59223246574402,0.15234072408015517,53.35071802139282,1729873967.776547
0.016114095616105693,0.01825178314591974,594,0.002137687529814045,69,57.61522388458252,0.14998642598154366,58.37445402145386,1729873972.800283
0.016342079176992933,0.017959303529824108,653,0.0016172243528311731,70,63.09149789810181,0.14894827629929303,63.85743284225464,1729873978.2832618
0.015237362401871093,0.01657608125384887,718,0.0013387188519777755,71,69.12264347076416,0.14786279858723433,69.88874363899231,1729873984.3145726
0.015582703240090801,0.01675735160056465,790,0.0011746483604738501,72,75.80351328849792,0.146866565992661,76.56973838806152,1729873990.9955673
0.01361707590473214,0.014717726729715391,869,0.001100650824983251,73,83.13135814666748,0.1456382661464775,83.89753818511963,1729873998.323367
0.015441680621635876,0.016444759650285162,956,0.0010030790286492863,74,91.19918489456177,0.1446742266746382,91.9653377532959,1729874006.3911667
0.013947507363674375,0.014781887098253014,1052,0.000834379734578639,75,100.10062861442566,0.14342635835042303,100.8670494556427,1729874015.2928784
0.01427454271377606,0.0151213042331331,1157,0.0008467615193570395,76,109.83748936653137,0.14222190278577024,110.6036479473114,1729874025.029477
0.014450519988214304,0.015194606019415005,1272,0.0007440860312007009,77,120.49776864051819,0.14081317622835776,121.25680947303772,1729874035.6826384
0.013057400488462538,0.013808266999749656,1400,0.0007508665112871178,78,132.35131812095642,0.13983193831881222,133.1114616394043,1729874047.5372906
0.014141400821858245,0.014906229130581537,1539,0.0007648283087232916,79,145.22741436958313,0.13812417762104612,145.99377250671387,1729874060.4196014
0.012982871343591352,0.013775854893281942,1693,0.0007929835496905913,80,159.4927897453308,0.13634502094889717,160.2591950893402,1729874074.685024
0.012575443674013826,0.013399574288981086,1863,0.0008241306149672604,81,175.24643516540527,0.13475914291092472,176.0126760005951,1729874090.438505
0.01200830554709977,0.012866268188626266,2049,0.0008579626415264955,82,192.4751636981964,0.13284961267217557,193.24163508415222,1729874107.667464
0.012517594309320106,0.013459795017828404,2254,0.0009422007085082973,83,211.45129561424255,0.13084528468592083,212.21059560775757,1729874126.6364245
0.012010472954097028,0.01306043167772927,2479,0.001049958723632241,84,232.26550006866455,0.1286673832056135,233.03183937072754,1729874147.4576683
0.012121611604933608,0.0132711324597462,2727,0.0011495208548125918,85,255.2127661705017,0.12634989592404863,255.9788100719452,1729874170.404639
0.009998505632812738,0.011368704870533684,3000,0.0013701992377209453,86,280.48305439949036,0.1236773361430882,281.2494521141052,1729874195.675281
0.010975002647664331,0.012391405932460459,3299,0.0014164032847961284,87,308.14198207855225,0.12103053401060977,308.9081189632416,1729874223.333948
0.009694078321328452,0.011263626185090045,3629,0.001569547863761593,88,338.67568349838257,0.11833886475824196,339.44203519821167,1729874253.8678641
0.009156380483739181,0.010844002528554822,3992,0.0016876220448156403,89,372.2510459423065,0.11461586848293343,373.01116156578064,1729874287.4369905
0.009010422241815851,0.010980079097065405,4391,0.0019696568552495545,90,409.1794476509094,0.11045337274729007,409.9459493160248,1729874324.3717782
0.008574290420370518,0.010573375268179046,4831,0.001999084847808528,91,449.9229600429535,0.10704428562095937,450.68950033187866,1729874365.1153293
0.007256703553651871,0.009318625388119386,5314,0.0020619218344675155,92,494.67672395706177,0.10155209914687544,495.436975479126,1729874409.8628044
0.007353920523228959,0.009531648977425766,5845,0.0021777284541968068,93,543.8567404747009,0.09577975522989364,544.6234395503998,1729874459.0492685
0.005778953093554948,0.007813770034194045,6429,0.0020348169406390957,94,597.9391191005707,0.08853590161230979,598.7058115005493,1729874513.1316404
0.004534579741614563,0.006602188384252103,7072,0.0020676086426375407,95,657.4971916675568,0.0836571687371912,658.2641294002533,1729874572.6899583
0.003418474612684018,0.005207538276160625,7779,0.0017890636634766066,96,723.0153906345367,0.06945514862001613,723.7757060527802,1729874638.201535
0.002262465301075202,0.0037264152035325873,8557,0.0014639499024573853,97,795.126579284668,0.06146086115120508,795.894020318985,1729874710.3198493
0.0013543657543119915,0.0023759255026205676,9413,0.0010215597483085764,98,874.488846540451,0.04298261878473697,875.2564451694489,1729874789.682274
0.0005835628368157565,0.0011950358625580062,10354,0.0006114730257422498,99,961.7033188343048,0.03680534084768098,962.4708676338196,1729874876.8966966
0.0003249088734657881,0.0006849519924067866,11389,0.0003600431189409985,100,1057.7081823349,0.02028712747247291,1058.4691588878632,1729874972.8949878
0.00036982302589542087,0.000612474287612253,12528,0.00024265126171683216,101,1163.2760555744171,0.02849586535478829,1164.0375418663025,1729875078.4633708
0.00011195424808757124,0.0002775134077352169,13781,0.00016555915964764565,102,1279.4423654079437,0.011544979659446493,1280.20343542099,1729875194.6292644
7.890864818846109e-05,0.0002244823084034539,15159,0.0001455736602149928,103,1407.200144290924,0.01319365198787513,1407.9619586467743,1729875322.3877876
0.00012217433243353368,0.00024325065666894386,16675,0.00012107632423541019,104,1547.7994890213013,0.013904676343070738,1548.567167043686,1729875462.992996
0.00019337034547391927,0.0003005328619407376,18342,0.00010716251646681829,105,1702.373962879181,0.01893818857449528,1703.1358284950256,1729875617.5616574
4.423265122284198e-05,0.00012842581378035703,20177,8.419316255751505e-05,106,1872.5415253639221,0.007537720178683998,1873.3093490600586,1729875787.735178
4.7384415570470545e-05,0.00011561040184553773,22194,6.822598627506718e-05,107,2059.558392047882,0.009588711679845777,2060.320128440857,1729875974.7459574
8.293921854631318e-05,0.0001550614320763515,24414,7.21222135300383e-05,108,2265.4440863132477,0.013174849620674594,2266.204785346985,1729876180.6306143
2.4967471163635827e-05,8.108396329053024e-05,26855,5.611649212689441e-05,109,2491.7236728668213,0.005820530486016445,2492.4841225147247,1729876406.9099514
3.7483104089045034e-05,0.00010036643680772186,29540,6.288333271867683e-05,110,2740.737890481949,0.0072052233737812795,2741.5058023929596,1729876655.9316313
2.4307116431011584e-05,7.701641914519066e-05,32494,5.270930271417908e-05,111,3014.6944217681885,0.005925698251315725,3015.4564847946167,1729876929.8823137
2.0295897279587353e-05,6.4682154610525e-05,35744,4.438625733093765e-05,112,3316.0017187595367,0.006667474597080594,3316.769723176956,1729877231.195552
2.0866711921796783e-05,6.322518853537747e-05,39318,4.2358476613580684e-05,113,3647.364226102829,0.005222642732623264,3648.132094860077,1729877562.5579238
1.7836215484117918e-05,6.229494838896592e-05,43250,4.445873290484801e-05,114,4011.9619138240814,0.00482247040192893,4012.723941087723,1729877927.14977
1.9383152995443118e-05,5.5198029629690204e-05,47575,3.5814876634247086e-05,115,4412.244444847107,0.005609889901470614,4413.012735843658,1729878327.4385648
3.237386414642549e-05,6.478513775692513e-05,52332,3.241127361049963e-05,116,4852.670729637146,0.006492682840237137,4853.433114290237,1729878767.8589432
1.845874672145436e-05,4.360975814327263e-05,57566,2.5151011421818275e-05,117,5348.4990174770355,0.004464415768383855,5349.267230987549,1729879263.69306
1.5029076219181223e-05,3.905406222289244e-05,63322,2.4024986003711224e-05,118,5895.366611480713,0.00532478496807612,5896.133950471878,1729879810.5597794
1.8034908201468478e-05,4.2740484949657126e-05,64425,2.4705576748188648e-05,119,6000.040966510773,0.004091509744434853,6000.800235509872,1729879915.2260644
