_runtime,loss_boundary,l2_error,_timestamp,loss_interior,loss,_step,step,time
4.176839113235474,0.5278315768941607,0.3379102944535547,1729879965.890166,0.00041831908570821223,0.5282498959798689,0,0,3.2694218158721924
5.356125593185425,0.06863999597822588,0.32671432095683517,1729879967.0694525,0.048056476407864514,0.1166964723860904,1,1,4.812924861907959
6.534129619598389,0.0652283607897625,0.31961849587829777,1729879968.2474566,0.05097528470275162,0.11620364549251413,2,2,5.990714073181152
7.712408542633057,0.06332763517764332,0.37623302138400605,1729879969.4257355,0.05204489058587904,0.11537252576352236,3,3,7.169203042984009
8.890989065170288,0.08626699445829226,0.35319580807971024,1729879970.604316,0.010397619300152,0.09666461375844426,4,4,8.347494840621948
10.068231344223022,0.07718105715253505,0.3538043802285107,1729879971.7815583,0.0020812322878755013,0.07926228944041055,5,5,9.525268316268921
11.247608184814453,0.07686294046067793,0.3538043802285107,1729879972.960935,0.0004962017737804483,0.07735914223445838,6,6,10.704625368118286
12.425877094268799,0.07686294046067793,0.35404423453754724,1729879974.139204,0.0004962017737804483,0.07735914223445838,7,7,11.882895231246948
13.604085683822632,0.07690818263383153,0.35449208999989434,1729879975.3174126,0.0004421908462213017,0.07735037348005283,8,8,13.0610933303833
14.782893180847168,0.07694810332748062,0.3541085082573945,1729879976.49622,0.0003283330826613231,0.07727643641014194,9,9,14.239915370941162
15.96320652961731,0.07619803004804865,0.3326326271672106,1729879977.6765335,0.0001122142781604276,0.07631024432620907,10,10,15.420133352279663
17.143052101135254,0.06881530123498357,0.31273656477670214,1729879978.856379,0.0011418083662175736,0.06995710960120115,11,11,16.60006594657898
18.321702241897583,0.06115213163651269,0.2904426027079543,1729879980.0350292,0.0016323886205450477,0.06278452025705773,12,12,17.778725147247314
19.499907732009888,0.05244957670945566,0.23881296672408103,1729879981.2132347,0.001994108058806921,0.05444368476826258,13,13,18.956955909729004
20.67937183380127,0.037449982963925446,0.22458180938493494,1729879982.3926988,0.007422640806953922,0.04487262377087937,14,14,20.136262893676758
21.86031222343445,0.03324224720605186,0.2211089983411324,1729879983.5736392,0.006466457462648063,0.03970870466869992,15,15,21.317133903503418
23.038442373275757,0.03203817240082303,0.19440855841129945,1729879984.7517693,0.006701160166099382,0.03873933256692241,16,16,22.495444774627686
24.21843385696411,0.02539710595717432,0.18283829933179457,1729879985.9317608,0.010517421635321756,0.035914527592496075,17,17,23.675276279449463
25.396512508392334,0.023228995813659944,0.17995452222770897,1729879987.1098394,0.011188804279034736,0.034417800092694684,18,18,24.85344624519348
26.57471537590027,0.022728851281841864,0.1786437403796518,1729879988.2880423,0.011482355577093395,0.03421120685893526,19,19,26.031733751296997
27.75238013267517,0.022495194518836026,0.16602570433257954,1729879989.465707,0.011642983822120749,0.034138178340956775,20,20,27.20935034751892
28.930511713027954,0.01993642468975441,0.1625454149145217,1729879990.6438386,0.011487142483388946,0.03142356717314336,21,21,28.387266397476196
30.10893940925598,0.01929616935904645,0.16574810048655306,1729879991.8222663,0.008524121059034964,0.027820290418081414,22,22,29.565757036209106
31.28783679008484,0.01959577179039347,0.1618167920478835,1729879993.0011637,0.006830634390875269,0.02642640618126874,23,23,30.74405574798584
32.46596813201904,0.019070279088678914,0.1612224828434246,1729879994.179295,0.006342701663737254,0.025412980752416166,24,24,31.9228355884552
33.643582582473755,0.01901492870656065,0.1614819785188203,1729879995.3569095,0.006240274543481985,0.025255203250042636,25,25,33.100422382354736
34.821290254592896,0.019070777405497195,0.15858319239915472,1729879996.5346172,0.005347786644277426,0.024418564049774622,26,26,34.2782769203186
35.999557971954346,0.01843189858793285,0.15871046493318292,1729879997.712885,0.004934635385371069,0.02336653397330392,27,27,35.45651197433472
37.17733836174011,0.018382828944048496,0.1520106320631711,1729879998.8906653,0.004910768031532942,0.02329359697558144,28,28,36.63431096076965
38.35505986213684,0.017066291190395398,0.1493815512569488,1729880000.0683868,0.004082354869510176,0.021148646059905574,29,29,37.81199932098389
39.53300595283508,0.016698310104522072,0.1494289825056343,1729880001.246333,0.0030035047277616684,0.01970181483228374,30,30,38.99002408981323
40.71086144447327,0.01674492640648568,0.14856944010458067,1729880002.4241884,0.0026834913519329833,0.01942841775841866,31,31,40.167824268341064
41.888996601104736,0.016565242872823634,0.14850246760666125,1729880003.6023235,0.0024802144144299245,0.01904545728725356,32,32,41.34602618217468
43.067251205444336,0.016453458537147553,0.14904037391912378,1729880004.7805781,0.0022959703602518627,0.018749428897399417,33,33,42.52416920661926
44.24510073661804,0.016481786164543863,0.14741045843037032,1729880005.9584277,0.0022090028774018116,0.018690789041945675,34,34,43.702067136764526
45.42306137084961,0.016290755158340716,0.1471729168672882,1729880007.1363883,0.002142271243853587,0.018433026402194304,35,35,44.8798451423645
46.60134530067444,0.01620405972466105,0.1471811078117224,1729880008.3146722,0.0019487739035299815,0.01815283362819103,36,36,46.05828237533569
47.7797429561615,0.016152144141274576,0.14620511190784097,1729880009.49307,0.0019459859036252336,0.01809813004489981,37,37,47.23647999763489
48.95778012275696,0.0159951020447396,0.14620032762007942,1729880010.671107,0.0018166582571149147,0.017811760301854516,38,38,48.41475534439087
50.13586354255676,0.015797309446409367,0.14474652772165758,1729880011.8491905,0.0017485757487884035,0.017545885195197772,39,39,49.59262824058533
51.31389808654785,0.01562543331087303,0.14456442901691766,1729880013.027225,0.0016317815325338025,0.017257214843406834,40,40,50.7708203792572
53.64957571029663,0.015469827828858649,0.14402702362760117,1729880015.3629026,0.0014923358907697425,0.01696216371962839,41,42,53.10655760765076
