loss_boundary,loss_interior,step,_step,loss,_timestamp,time,_runtime,l2_error
0.01477130413810527,0.023907357169373852,46,42,0.03867866130747912,1715677327.8250859,4.362409353256226,8.144442796707153,0.11766700377299291
0.014799408318140595,0.023873042977139127,50,43,0.03867245129527972,1715677328.0457163,4.582984685897827,8.365073204040527,0.11771745766627116
0.01483261247445009,0.023801683197027888,55,44,0.038634295671477976,1715677328.3260558,4.863370895385742,8.645412683486938,0.11771011345507258
0.014621688667639425,0.023906918050080786,61,45,0.03852860671772021,1715677328.6594675,5.196739912033081,8.978824377059937,0.11706770071793748
0.013261698931047552,0.024925413947215484,67,46,0.038187112878263034,1715677328.9908087,5.528104066848755,9.310165643692017,0.11351238632757933
0.012733393152199807,0.025309335680752255,73,47,0.038042728832952066,1715677329.3257084,5.862974643707275,9.645065307617188,0.1122909347769018
0.011784954452977094,0.025810939565741382,81,48,0.037595894018718476,1715677329.7722611,6.309460163116455,10.091618061065674,0.11225438224938915
0.010573841588705004,0.026414571803983457,89,49,0.03698841339268846,1715677330.2216656,6.758942127227783,10.541022539138794,0.1185867080251211
0.012290063517244832,0.023312724933162627,98,50,0.03560278845040746,1715677330.721279,7.258551359176636,11.040635824203491,0.16413144449549083
0.008685065527209669,0.023449073041499995,107,51,0.03213413856870966,1715677331.2258084,7.763049840927124,11.545165300369263,0.1274758174982775
0.007697603063591437,0.014576756774300172,118,52,0.02227435983789161,1715677331.832092,8.36940050125122,12.151448965072632,0.10365931793180552
0.007249421306037397,0.01041511031977762,130,53,0.017664531625815015,1715677332.503158,9.040422439575195,12.82251501083374,0.10485722332951188
0.007060390386076612,0.00962413598666186,143,54,0.016684526372738474,1715677333.2220871,9.759403944015503,13.541444063186646,0.10205257815651139
0.007351825056027594,0.007925200809318324,157,55,0.01527702586534592,1715677333.9934487,10.530755043029785,14.312805652618408,0.10473409253490719
0.005138150109102534,0.008392517141562306,172,56,0.01353066725066484,1715677334.8207796,11.358031511306763,15.140136480331421,0.08973939706875227
0.0017819796241581502,0.004365878296109549,190,57,0.006147857920267699,1715677335.8087993,12.346081733703613,16.128156185150146,0.04585037542721191
0.0017518239602698669,0.001316232683349767,208,58,0.0030680566436196337,1715677336.8158774,13.353141069412231,17.135234355926514,0.03869278214929342
0.0007027566316998973,0.0009331401201064591,229,59,0.0016358967518063563,1715677337.999051,14.536285161972046,18.318408012390137,0.031018358261222345
0.0006262598590001064,0.0007245948470383869,252,60,0.0013508547060384932,1715677339.3171678,15.854436874389648,19.63652467727661,0.025730735490796203
0.0002330742264289913,0.0002609906084227705,277,61,0.0004940648348517618,1715677340.6919441,17.229202032089233,21.011301040649414,0.01752900890037226
0.00011167923876520237,0.00014001589314122643,305,62,0.0002516951319064288,1715677342.2395086,18.776496410369873,22.558865547180176,0.01321965192311583
4.686234424695647e-05,6.432188830221404e-05,335,63,0.0001111842325491705,1715677343.911397,20.4486882686615,24.230753898620605,0.008791580551670088
2.3918991089265554e-05,3.77528700886523e-05,369,64,6.167186117791785e-05,1715677345.8043654,22.341657400131226,26.123722314834595,0.006387465257771214
1.7659883706950798e-05,3.20732103320565e-05,406,65,4.97330940390073e-05,1715677347.8452241,24.382466316223145,28.164581060409546,0.00462075181717237
8.045246602236485e-06,2.0946552041712926e-05,446,66,2.899179864394941e-05,1715677350.0715935,26.608868837356567,30.390950441360474,0.0035510659045576197
5.794334464968898e-06,1.6798532821941374e-05,491,67,2.2592867286910274e-05,1715677352.5929081,29.13011622428894,32.91226506233215,0.0031452623930571435
4.5041717117223425e-06,1.457336445535988e-05,540,68,1.9077536167082223e-05,1715677355.314201,31.851470232009888,35.63355803489685,0.0023853117014353722
3.2419917918816033e-06,1.1096312899230152e-05,594,69,1.4338304691111755e-05,1715677358.2930694,34.83034634590149,38.61242628097534,0.002062834912451732
2.4753601047332033e-06,8.668137849656946e-06,653,70,1.114349795439015e-05,1715677361.5981336,38.13544034957886,41.91749048233032,0.0018441141929724319
2.225152039643491e-06,8.619996972917545e-06,718,71,1.0845149012561036e-05,1715677365.1885693,41.72564363479614,45.50792622566223,0.0016164886831084586
1.6071385173091743e-06,6.677345513684567e-06,790,72,8.284484030993742e-06,1715677369.1662867,45.70356249809265,49.4856436252594,0.0015131020582700848
1.3550266980600455e-06,5.654700227580594e-06,869,73,7.00972692564064e-06,1715677373.5240738,50.0613579750061,53.84343075752258,0.0013715349097188326
1.2177530830150996e-06,5.191362922752952e-06,956,74,6.409116005768052e-06,1715677378.3036218,54.840699195861816,58.62297868728638,0.0012950818494361152
1.0012258089858846e-06,4.344451760085379e-06,1052,75,5.345677569071264e-06,1715677383.6077645,60.1446487903595,63.92712140083313,0.0012281256830171375
9.804627045030605e-07,4.109591858202214e-06,1157,76,5.090054562705274e-06,1715677389.4621613,65.99899363517761,69.78151822090149,0.0012244527504941577
7.988201178771858e-07,3.730453488688979e-06,1272,77,4.529273606566165e-06,1715677395.8696628,72.4065592288971,76.1890196800232,0.0012413461609313426
1.069987531586878e-06,5.2010765518153796e-06,1400,78,6.271064083402257e-06,1715677402.9926794,79.52951645851135,83.31203627586365,0.0011498464523619824
7.268100748428269e-07,2.8423493482131073e-06,1539,79,3.569159423055934e-06,1715677410.6900554,87.22699046134949,91.00941228866577,0.0011667933980572223
7.355650665288032e-07,2.4405964121246715e-06,1693,80,3.1761614786534745e-06,1715677419.182302,95.71919965744019,99.50165891647339,0.0010919986981475789
6.218811368370357e-07,2.2068415097751083e-06,1863,81,2.828722646612144e-06,1715677428.5570133,105.09398579597473,108.8763701915741,0.0010167516572750293
6.271778300643916e-07,1.963062664893159e-06,2049,82,2.5902404949575503e-06,1715677438.7524157,115.28928351402283,119.07177257537842,0.001021522620680418
6.107004053845424e-07,1.7425452959522208e-06,2254,83,2.353245701336763e-06,1715677450.0836592,126.6206123828888,130.40301609039307,0.0010000474230003847
4.5052393139419373e-07,1.6673922007939858e-06,2479,84,2.1179161321881795e-06,1715677462.4901047,139.02684664726257,142.80946159362793,0.00096076493719254
4.819547541308413e-07,1.5975823880851656e-06,2727,85,2.079537142216007e-06,1715677476.1095085,152.64647030830383,156.42886543273926,0.0009222038647699508
4.953307516980577e-07,1.8597633677128292e-06,3000,86,2.355094119410887e-06,1715677491.0762625,167.61326575279236,171.39561939239502,0.000867375093323012
3.5576555093321116e-07,1.148242074827296e-06,3299,87,1.5040076257605072e-06,1715677507.6208432,184.1578118801117,187.94020009040833,0.0008081557136674494
3.133410715826973e-07,1.0663770371314935e-06,3629,88,1.3797181087141908e-06,1715677525.7077327,202.24496841430664,206.02708959579468,0.0007464399931445215
2.2943676875844892e-07,8.695747951658547e-07,3992,89,1.0990115639243036e-06,1715677545.6736917,222.2107744216919,225.99304866790771,0.0007279442444979526
2.383676162994385e-07,9.084464698825365e-07,4391,90,1.1468140861819751e-06,1715677567.7192154,244.25618600845337,248.03857231140137,0.0006587390508955198
1.8498021624420952e-07,7.682149337846508e-07,4831,91,9.531951500288603e-07,1715677591.9118614,268.44889855384827,272.2312183380127,0.0005787151585818079
2.0117842223635787e-07,6.373190180006807e-07,5314,92,8.384974402370385e-07,1715677618.639974,295.17714858055115,298.959331035614,0.0005675176994230113
1.269427493814144e-07,6.206787406695001e-07,5845,93,7.476214900509146e-07,1715677647.8038075,324.3408408164978,328.1231644153595,0.000535253411656137
1.3697095888269708e-07,6.042757006611495e-07,6429,94,7.412466595438466e-07,1715677680.009956,356.5466499328613,360.3293128013611,0.0004996211309632485
1.1685352749556983e-07,5.613067542057184e-07,7072,95,6.781602817012883e-07,1715677715.4108477,391.9480755329132,395.73020458221436,0.00046973561543244284
1.1865179788389449e-07,5.193118777565574e-07,7779,96,6.379636756404519e-07,1715677754.3695345,430.9064905643463,434.68889141082764,0.00048446519588339295
1.1674282036102896e-07,4.0912405277352873e-07,8557,97,5.258668731345577e-07,1715677797.1376286,473.674649477005,477.4569854736328,0.00042899547020598916
1.0399816667866001e-07,4.2303042328725465e-07,9413,98,5.270285899659147e-07,1715677844.191743,520.727801322937,524.5110998153687,0.00042890633738595094
8.893527596433906e-08,3.531926781108573e-07,10354,99,4.4212795407519635e-07,1715677895.9845557,572.5215811729431,576.3039126396179,0.00039178675816422956
7.700760964586276e-08,3.4788326731675894e-07,11389,100,4.248908769626217e-07,1715677952.9182346,629.4551413059235,633.2375915050507,0.0003795328075571372
7.561858431445328e-08,3.054539490614917e-07,12528,101,3.8107253337594497e-07,1715678015.4295683,691.9665784835815,695.7489252090454,0.0003792041266829003
6.275334948484431e-08,2.721799422046373e-07,13781,102,3.3493329168948156e-07,1715678084.475186,761.0119626522064,764.7945430278778,0.0003498042081478414
5.8435126070059955e-08,2.6443772309006803e-07,15159,103,3.2287284916012797e-07,1715678160.217358,836.7542917728424,840.5367150306702,0.0003144968855161767
4.670592794609081e-08,2.4923611274093763e-07,16675,104,2.9594204068702845e-07,1715678242.779856,919.316926240921,923.099212884903,0.0003012164120042226
3.498206563621789e-08,2.2104696862928748e-07,18342,105,2.560290342655054e-07,1715678332.6991417,1009.2362143993378,1013.0184986591339,0.0002675862445060641
3.362946188687903e-08,2.2258832994056099e-07,20177,106,2.5621779182744e-07,1715678432.675531,1109.2124934196472,1112.994887828827,0.00027031163587897965
2.757983310719156e-08,1.9519023694963873e-07,22194,107,2.227700700568303e-07,1715678542.1725628,1218.7096240520477,1222.4919197559357,0.00023721355558462153
3.800990691167252e-08,2.0159164025269564e-07,24414,108,2.396015471643682e-07,1715678662.0223525,1338.5594160556793,1342.3417093753815,0.0002309537675399842
2.43230344145098e-08,1.5797854402580317e-07,26855,109,1.8230157844031297e-07,1715678793.801141,1470.3382096290588,1474.1204979419708,0.00021012860651389457
2.2513801674103956e-08,1.6893754810882534e-07,29540,110,1.914513497829293e-07,1715678938.6964874,1615.2334625720978,1619.0158443450928,0.00018360899807141735
1.9898632435676277e-08,1.4376239768047535e-07,32494,111,1.6366103011615162e-07,1715679097.8796012,1774.4166531562805,1778.198958158493,0.0002062326079041811
1.7523735183743218e-08,1.2603935451300171e-07,35744,112,1.4356308969674493e-07,1715679273.4520612,1949.989164352417,1953.771418094635,0.00017507119453213582
1.974150308780761e-08,1.2583051614455213e-07,39318,113,1.4557201923235974e-07,1715679466.6467826,2143.1837594509125,2146.9661395549774,0.00017597772503893315
1.3255771363879026e-08,1.0768412610784414e-07,43250,114,1.2093989747172315e-07,1715679679.0464144,2355.583432197571,2359.36577129364,0.00017305114526265777
1.4147454688785617e-08,1.162201511426152e-07,47575,115,1.303676058314008e-07,1715679912.5820818,2589.1191318035126,2592.9014387130737,0.00016951292480506868
1.3109945298574639e-08,1.0978044980870547e-07,52332,116,1.228903951072801e-07,1715680169.7699797,2846.306234359741,2850.0893366336823,0.00015151459228350913
1.550812017258104e-08,9.705995179032234e-08,55184,117,1.1256807196290337e-07,1715680323.5109046,3000.0480496883392,3003.8302614688873,0.00016907863253243092
