_runtime,loss_boundary,step,_timestamp,_step,loss,time,l2_error,loss_interior
24.549215078353882,1.7678711240824875e-05,40,1729112478.7089121,40,4.855452899650308e-05,23.963201761245728,0.003991777015285244,3.08758177556782e-05
26.870243072509766,1.2064576032302481e-05,42,1729112481.0299401,41,4.1150201493205697e-05,26.284194707870483,0.0034868958029922992,2.9085625460903217e-05
28.86431884765625,7.94765447112599e-06,46,1729112483.024016,42,3.655817613864586e-05,28.278290510177612,0.003065573180700505,2.8610521667519876e-05
31.883443355560303,6.78361066089421e-06,50,1729112486.0431404,43,3.2743660015517515e-05,31.29742956161499,0.003452867420630115,2.5960049354623306e-05
37.547895431518555,3.2732339976729794e-06,55,1729112491.7075925,44,7.29068151917787e-06,36.96160650253296,0.0018309633242186768,4.017447521504891e-06
45.2006630897522,1.2272193836352086e-06,61,1729112499.3603601,45,3.5784902553381635e-06,44.614548683166504,0.0010347477534020562,2.351270871702955e-06
53.2376708984375,4.844422134193274e-07,67,1729112507.397368,46,1.8518043420839476e-06,52.651611328125,0.0007546819578667724,1.3673621286646202e-06
60.95483756065369,2.3862852926845997e-07,73,1729112515.1145346,47,1.2557305530767931e-06,60.36868405342102,0.0006546553707687849,1.0171020238083333e-06
71.99455094337463,1.5276788490589775e-07,81,1729112526.154248,48,6.774555609312087e-07,71.40833115577698,0.00046067352117524444,5.246876760253109e-07
84.09012365341187,6.26355371739304e-08,89,1729112538.2498207,49,3.9994557596531297e-07,83.50406670570374,0.0002623427459478292,3.373100387913826e-07
100.50383877754211,3.711279561078077e-08,98,1729112554.6635358,50,2.062694633416992e-07,99.9175226688385,0.0002999337966843995,1.6915666773091844e-07
117.8927390575409,4.047162811734404e-08,107,1729112572.052436,51,1.323068115226992e-07,117.30640196800232,0.0003099707505517055,9.183518340535518e-08
139.1636426448822,2.4785160797801395e-08,118,1729112593.3233397,52,8.271826222022949e-08,138.57736134529114,0.0001816367323820586,5.793310142242809e-08
162.35447812080383,2.2343932437107987e-08,130,1729112616.5141752,53,6.843718449071784e-08,161.76818823814392,0.00020056213709871017,4.609325205360985e-08
187.4940528869629,1.4163122308964548e-08,143,1729112641.65375,54,5.031088617560677e-08,186.90773153305054,0.00013948198796244775,3.614776386664222e-08
214.4802167415619,1.0668595311480095e-08,157,1729112668.6399138,55,4.6007538338684723e-08,213.89393186569214,0.0001164040091137071,3.533894302720463e-08
243.44872164726257,8.364451295850835e-09,172,1729112697.6084187,56,3.5453111852792525e-08,242.86265230178833,0.00010619462786214167,2.7088660556941692e-08
278.2529423236847,6.04158066075469e-09,190,1729112732.4126394,57,3.016240875493423e-08,277.66657996177673,9.248989305020203e-05,2.4120828094179538e-08
313.04194235801697,5.319784501613176e-09,208,1729112767.2016394,58,2.6618851818595607e-08,312.45549726486206,9.532762041154564e-05,2.1299067316982433e-08
353.8491473197937,5.786323550156698e-09,229,1729112808.0088444,59,2.585281741440837e-08,353.262868642807,9.038859409312704e-05,2.0066493864251672e-08
398.2070429325104,4.915528311398958e-09,252,1729112852.36674,60,2.4345859580094057e-08,397.62073516845703,9.02271669037415e-05,1.94303312686951e-08
446.5031363964081,5.152397656478109e-09,277,1729112900.6628335,61,2.0330968284977563e-08,445.91700053215027,8.546673824842398e-05,1.5178570628499454e-08
500.9608430862427,3.698228060794209e-09,305,1729112955.1205401,62,1.7072634142097416e-08,500.37451910972595,7.321775320084126e-05,1.3374406081303207e-08
559.065749168396,2.5456964916005427e-09,335,1729113013.2254462,63,1.5899762459140645e-08,558.4794185161591,6.32142325287478e-05,1.3354065967540102e-08
624.7230186462402,1.886690771737552e-09,369,1729113078.8827157,64,1.4066224765744236e-08,624.1366281509399,4.922147842321827e-05,1.2179533994006684e-08
696.157096862793,1.4410993132089551e-09,406,1729113150.316794,65,1.1913877598830154e-08,695.5707216262817,4.152464992635396e-05,1.0472778285621198e-08
773.7206494808197,9.842158135167645e-10,446,1729113227.8803465,66,1.0329282161698877e-08,773.1342904567719,3.592947454613874e-05,9.345066348182113e-09
860.6952140331268,8.130409964463393e-10,491,1729113314.854911,67,9.010037501301373e-09,860.1085340976715,3.159835478927564e-05,8.196996504855033e-09
955.6751964092255,6.400107873472376e-10,540,1729113409.8348935,68,8.199300875349283e-09,955.0888864994049,2.749183787017569e-05,7.559290088002045e-09
1059.9990158081055,6.39948096070554e-10,594,1729113514.1587129,69,7.646607685777299e-09,1059.412687778473,2.885031718302381e-05,7.006659589706744e-09
1174.12690615654,5.523402777379326e-10,653,1729113628.2866032,70,6.6777674410185455e-09,1173.5382311344147,2.5537758454566485e-05,6.125427163280613e-09
1299.887677192688,5.831615852267645e-10,718,1729113754.0473742,71,6.2873736762656425e-09,1299.3013715744019,2.547996611712967e-05,5.704212091038878e-09
1439.9654276371002,4.727035987036752e-10,790,1729113894.1251247,72,5.238967030252119e-09,1439.3791208267212,2.4004330312663993e-05,4.766263431548444e-09
1593.0433747768402,4.353852455523654e-10,869,1729114047.2030718,73,4.766415583566262e-09,1592.457026720047,2.2984385811054412e-05,4.331030338013896e-09
1761.547015428543,3.878472146770897e-10,956,1729114215.7067125,74,4.014318395595247e-09,1760.9606304168701,2.1004346860400927e-05,3.6264711809181573e-09
1947.988095998764,3.3829103116056047e-10,1052,1729114402.147793,75,3.781922323200286e-09,1947.4017219543457,2.0008554353283545e-05,3.443631292039725e-09
2152.4050855636597,2.6915847963527273e-10,1157,1729114606.5647826,76,3.4019213701539266e-09,2151.8187465667725,1.811658589852503e-05,3.132762890518654e-09
2374.967792749405,2.5938145311067585e-10,1272,1729114829.1274898,77,3.293640852152793e-09,2374.381372451782,1.6981832176054797e-05,3.034259399042117e-09
2623.9301931858063,1.8622024673055393e-10,1400,1729115078.0898902,78,3.1990942450487054e-09,2623.3428761959076,1.502362513128186e-05,3.0128739983181513e-09
2893.6525661945343,1.7646840898832873e-10,1539,1729115347.8122633,79,2.994678537861327e-09,2893.0660915374756,1.4938178800085968e-05,2.818210128872998e-09
3000.748920917511,1.8650836752178044e-10,1594,1729115454.908618,80,2.9186831890830836e-09,3000.1625986099243,1.4407140100491957e-05,2.732174821561303e-09
