loss_interior,_step,_runtime,_timestamp,loss_boundary,loss,step,time,l2_error
0.002465509469684491,0,5.473012208938599,1715677697.7218952,3.411320357613169,3.413785867082854,0,1.3848519325256348,2.1233996919258202
0.0024654953185628894,1,5.522567272186279,1715677697.7714503,3.4113018074542487,3.4137673027728117,1,1.703275442123413,0.5607900775873182
0.018448772360863685,2,5.5638415813446045,1715677697.8127246,0.21369354489624112,0.2321423172571048,2,1.744539737701416,0.4727578285846544
0.014386050529161332,3,5.607027292251587,1715677697.8559103,0.2119414639631341,0.22632751449229543,3,1.7876625061035156,0.6006624914988182
0.01404451729861415,4,5.651188135147095,1715677697.9000711,0.18087753836645368,0.19492205566506782,4,1.831850528717041,0.5755238032005616
0.02390597587804019,5,5.69050407409668,1715677697.939387,0.16876718499912402,0.1926731608771642,5,1.8713099956512451,0.5553535781123055
0.015417303257565108,6,5.729936361312866,1715677697.9788194,0.16435958134859172,0.17977688460615682,6,1.9107658863067627,0.6043389391568624
0.012497168064558835,7,5.7681379318237305,1715677698.017021,0.16412833085708872,0.17662549892164756,7,1.9489426612854004,0.5062944001384447
0.00954829382807703,8,5.8066864013671875,1715677698.0555694,0.09077067528898365,0.10031896911706067,8,1.986271858215332,0.2935625646592369
0.02667946482480301,9,5.843525648117065,1715677698.0924087,0.05283983825604905,0.07951930308085206,9,2.024416208267212,0.27180839444795346
0.025560705894381617,10,5.88210916519165,1715677698.1309922,0.041437594669352616,0.06699830056373424,10,2.0629143714904785,0.3097598332580788
0.022902086152536572,11,5.921782732009888,1715677698.1706657,0.04136291242187231,0.06426499857440889,11,2.102572202682495,0.2603610517154887
0.014709516783892174,12,5.9610700607299805,1715677698.209953,0.03930020115626888,0.05400971794016105,12,2.141843795776367,0.27096642125971576
0.014734833734935922,13,5.999305248260498,1715677698.2481883,0.034872086483024006,0.04960692021795993,13,2.180053234100342,0.24234997755039708
0.011591507242141641,14,6.036281108856201,1715677698.285164,0.03182502381451147,0.043416531056653114,14,2.217195510864258,0.20772652086807167
0.012965496921107373,15,6.072563409805298,1715677698.3214464,0.029141033170718963,0.042106530091826334,15,2.2534024715423584,0.19821819883112576
0.012489669149636484,16,6.110555648803711,1715677698.3594387,0.022827489362086093,0.035317158511722575,16,2.2913265228271484,0.20008938583993896
0.01343868827498717,17,6.148849248886108,1715677698.3977323,0.020642396153486196,0.034081084428473365,17,2.329712152481079,0.21657403328117775
0.012752935767243347,18,6.184026002883911,1715677698.432909,0.019675729536595712,0.03242866530383906,18,2.3649096488952637,0.19136054889220402
0.013002645748239297,19,6.221269369125366,1715677698.4701524,0.018107450679572656,0.031110096427811953,19,2.4021215438842773,0.18630437245643877
0.012543396798716758,20,6.258839130401611,1715677698.5077221,0.017826308758684073,0.03036970555740083,20,2.439767837524414,0.17522975166392532
0.012491943984216585,21,6.295966863632202,1715677698.5448499,0.017076406501050072,0.029568350485266657,21,2.476871967315674,0.18701871709870127
0.01197968214887246,22,6.3332359790802,1715677698.582119,0.01712347297493902,0.02910315512381148,22,2.5140326023101807,0.17370367553442279
0.011505681916108507,23,6.374209880828857,1715677698.623093,0.016770623055485313,0.02827630497159382,23,2.555013656616211,0.17033307110203327
0.010598805688368768,24,6.414899110794067,1715677698.6637821,0.01717021279974544,0.027769018488114208,24,2.595791816711426,0.16465310484374115
0.010104240423889042,25,6.453942537307739,1715677698.7028255,0.016465372770426853,0.026569613194315896,25,2.6348602771759033,0.17341177879400582
0.009758398619647073,26,6.491966247558594,1715677698.7408493,0.01643786274094649,0.02619626136059356,26,2.6728153228759766,0.19007814813869925
0.009117468851384983,27,6.525826454162598,1715677698.7747095,0.01613151900232844,0.025248987853713423,27,2.7066667079925537,0.17071934212172094
0.009054395869862977,28,6.5594189167022705,1715677698.808302,0.0143011016342548,0.023355497504117778,28,2.740299940109253,0.16163606088297675
0.009082517257316437,29,6.592272043228149,1715677698.841155,0.013782806263560965,0.022865323520877404,29,2.7731668949127197,0.15473963591786907
0.007894969093814264,30,6.624667167663574,1715677698.8735502,0.013594857604734625,0.02148982669854889,30,2.80562424659729,0.17116661582688883
0.007498980156366693,31,6.657638788223267,1715677698.9065218,0.012963246144334676,0.020462226300701367,31,2.83856201171875,0.15998824294921102
0.007568026268409441,32,6.698143482208252,1715677698.9470265,0.011993867983770876,0.019561894252180315,32,2.8790204524993896,0.14781872589602876
0.006441153529386505,33,6.7358739376068115,1715677698.984757,0.011554570794586123,0.017995724323972628,33,2.916736602783203,0.13632735524856593
0.006172243166419659,34,6.770175933837891,1715677699.019059,0.01060432061880102,0.016776563785220678,34,2.951089859008789,0.13310873163032003
0.006151521117430133,35,6.802844762802124,1715677699.0517278,0.010298840559291146,0.01645036167672128,35,2.983767032623291,0.14399838867328885
0.006092439453731773,36,6.843153715133667,1715677699.0920367,0.009618981864096252,0.015711421317828024,36,3.0240728855133057,0.13291033021366422
0.006420872753183778,37,6.878451347351074,1715677699.1273344,0.00849125740623622,0.014912130159419997,37,3.0593652725219727,0.11916371754074098
0.006513429705556592,38,6.916086435317993,1715677699.1649694,0.007676004140197785,0.014189433845754378,38,3.096919536590576,0.11249094300125341
0.0060632117449835226,39,6.952725410461426,1715677699.2016084,0.006456892882034712,0.012520104627018235,39,3.133599281311035,0.11893383884595236
0.005745759858918603,40,6.986003160476685,1715677699.2348862,0.005805929336412353,0.011551689195330957,40,3.166898250579834,0.11415796242665312
0.0056228314825519585,41,7.0614800453186035,1715677699.310363,0.004608501115609365,0.010231332598161324,42,3.242337703704834,0.0845216300186148
