step,time,_runtime,l2_error,_timestamp,loss_interior,loss,_step,loss_boundary
1052,148.3303825855255,152.779531955719,0.0009589911896940402,1716703166.620607,2.3072723036421412e-07,5.544383112506044e-07,75,3.237110808863903e-07
1157,153.33152294158936,157.78060626983643,0.0009589911896940402,1716703171.6216812,2.3072723036421412e-07,5.544383112506044e-07,76,3.237110808863903e-07
1272,158.7969686985016,163.2460663318634,0.0009589911896940402,1716703177.0871413,2.3072723036421412e-07,5.544383112506044e-07,77,3.237110808863903e-07
1400,164.87511157989502,169.32429957389832,0.0009589911896940402,1716703183.1653745,2.3072723036421412e-07,5.544383112506044e-07,78,3.237110808863903e-07
1539,171.4820339679718,175.93141841888428,0.0009589911896940402,1716703189.7724934,2.3072723036421412e-07,5.544383112506044e-07,79,3.237110808863903e-07
1693,182.43011808395386,186.87926030158997,0.0010158967482284714,1716703200.7203352,1.6542780562519307e-06,2.2877414882131087e-06,80,6.334634319611781e-07
1863,203.06065225601196,207.5097427368164,0.0009086745240695108,1716703221.3508177,4.7121550326528066e-07,8.538087214526654e-07,81,3.825932181873847e-07
2049,211.92037510871887,216.36945152282715,0.0009086745240695108,1716703230.2105265,4.7121550326528066e-07,8.538087214526654e-07,82,3.825932181873847e-07
2254,221.64027309417725,226.08964657783508,0.0009086745240695108,1716703239.9307215,4.7121550326528066e-07,8.538087214526654e-07,83,3.825932181873847e-07
2479,232.31390500068665,236.76302814483643,0.0009086745240695108,1716703250.604103,4.7121550326528066e-07,8.538087214526654e-07,84,3.825932181873847e-07
2727,262.3771014213562,266.82628536224365,0.0008472723663347398,1716703280.6673603,3.988151461667967e-07,7.969189294795899e-07,85,3.9810378331279324e-07
3000,275.3747925758362,279.8241591453552,0.0008472723663347398,1716703293.665234,3.988151461667967e-07,7.969189294795899e-07,86,3.9810378331279324e-07
3299,289.4855182170868,293.93461775779724,0.0008472723663347398,1716703307.7756927,3.988151461667967e-07,7.969189294795899e-07,87,3.9810378331279324e-07
3629,328.3181791305542,332.76756167411804,0.0007529646531028379,1716703346.6086366,2.5955959356845094e-07,5.544365944633909e-07,88,2.948770008949399e-07
3992,345.499715089798,349.94887375831604,0.0007529646531028379,1716703363.7899487,2.5955959356845094e-07,5.544365944633909e-07,89,2.948770008949399e-07
4391,386.5116300582886,390.9610583782196,0.0007013641676536997,1716703404.8021333,3.341000057755046e-07,5.899123463276498e-07,90,2.558123405521452e-07
4831,407.37919545173645,411.8282895088196,0.0007013641676536997,1716703425.6693645,3.341000057755046e-07,5.899123463276498e-07,91,2.558123405521452e-07
5314,445.9126465320587,450.3620889186859,0.0006940652141377577,1716703464.2031639,3.363189079978911e-07,5.87070113139122e-07,92,2.507512051412308e-07
5845,471.39306592941284,475.84245204925537,0.0006940652141377577,1716703489.683527,3.363189079978911e-07,5.87070113139122e-07,93,2.507512051412308e-07
6429,511.0798225402832,515.5291841030121,0.0006615579907507276,1716703529.370259,3.9629108419204463e-07,6.554071575475557e-07,94,2.59116073355511e-07
7072,552.5042173862457,556.9537079334259,0.0006612925878729444,1716703570.7947829,3.068089902222221e-07,5.596693727030303e-07,95,2.5286038248080826e-07
7779,598.1798815727234,602.6294229030609,0.0006404811836135455,1716703616.4704978,3.4320131295117623e-07,5.817921840939329e-07,96,2.385908711427567e-07
8557,652.4237728118896,656.8731472492218,0.0006045986213186331,1716703670.7142222,2.842855899656571e-07,4.838876189400662e-07,97,1.996020289744091e-07
9413,703.4495024681091,707.8988606929779,0.0006009291068158357,1716703721.7399356,2.658252693006739e-07,4.687179428586117e-07,98,2.0289267355793776e-07
10354,753.9530477523804,758.4024584293365,0.0006006236533032104,1716703772.2435334,5.049090540811445e-07,7.512504164604066e-07,99,2.4634136237926206e-07
11389,810.5494341850281,814.9988412857056,0.0006245869805657928,1716703828.8399162,4.4671044358959536e-07,6.752950677060947e-07,100,2.285846241164994e-07
12528,873.543664932251,877.9930691719055,0.0005794866730279792,1716703891.834144,4.195327760837526e-07,6.367965774544776e-07,101,2.1726380137072493e-07
13781,951.6193792819977,956.0686984062195,0.0005702300276430091,1716703969.9097733,1.1750694964843757e-06,1.4503011351373717e-06,102,2.75231638652996e-07
15159,1027.1968128681183,1031.6462759971619,0.0005620235208209053,1716704045.487351,2.792855374626981e-07,4.770769119608992e-07,103,1.9779137449820112e-07
16675,1119.3875727653503,1123.8370532989502,0.0005627555028214755,1716704137.6781282,2.8224563905706126e-07,4.905648503680572e-07,104,2.0831921131099593e-07
18342,1216.5724892616272,1221.0218932628632,0.0005352647166338237,1716704234.8629682,2.894877287060067e-07,4.889232026316496e-07,105,1.994354739256429e-07
20177,1322.0169179439545,1326.4662988185883,0.0005276831516550646,1716704340.3073738,2.1476784249463076e-07,3.8636675370778085e-07,106,1.715989112131501e-07
22194,1438.089601278305,1442.5390038490295,0.000533076061589848,1716704456.3800788,2.89716041827725e-07,4.628135036173932e-07,107,1.7309746178966823e-07
24414,1546.4803085327148,1550.9297046661377,0.0005134377051416829,1716704564.7707796,5.535548699834648e-07,7.778540900545501e-07,108,2.2429922007108522e-07
26855,1682.7543544769287,1687.2037708759308,0.0005376425478453584,1716704701.0448458,2.4360556090388965e-07,4.3119640099119786e-07,109,1.8759084008730822e-07
29540,1826.7429718971252,1831.192314863205,0.0005142090346022451,1716704845.0333898,2.981311450743245e-07,4.928806565821678e-07,110,1.9474951150784328e-07
32494,1982.3144459724426,1986.7638669013977,0.000490079273480638,1716705000.6049418,3.773085419846609e-07,5.980585344596334e-07,111,2.2074999247497247e-07
35744,2153.79199886322,2158.2413578033447,0.0004889816631399696,1716705172.0824327,2.5497801712982726e-07,4.225650598809847e-07,112,1.6758704275115744e-07
39318,2339.071482896805,2343.520958185196,0.0004896734005697217,1716705357.3620331,2.243302197159068e-07,3.94506785586746e-07,113,1.701765658708392e-07
43250,2547.3510768413544,2551.800468683243,0.000501223313321024,1716705565.6415436,6.855913108898084e-07,8.915098014750751e-07,114,2.0591849058526666e-07
47575,2781.027473926544,2785.4768691062927,0.0004907770776154627,1716705799.317944,2.07096753450748e-07,3.644113364974518e-07,115,1.573145830467038e-07
52332,3020.2766745090485,3024.726071357727,0.0004836530368049965,1716706038.5671463,5.387008140698657e-07,7.469434748601826e-07,116,2.0824266079031692e-07
57566,3292.678768157959,3297.128237724304,0.0004795832051230964,1716706310.9693127,3.5231107375905157e-07,5.370203176010693e-07,117,1.8470924384201774e-07
63322,3574.1232171058655,3578.572576522827,0.00047098102007806614,1716706592.4136515,2.0173355679448644e-07,3.601961425123871e-07,118,1.5846258571790064e-07
69654,3894.288065671921,3898.737470626831,0.00047864568853726966,1716706912.5785456,1.992285199228456e-07,3.81604341146152e-07,119,1.8237582122330642e-07
76620,4248.435485124588,4252.88488650322,0.0004648448842650665,1716707266.7259614,1.6581279220486446e-07,3.0596704672680447e-07,120,1.4015425452194e-07
84281,4644.410923719406,4648.86031794548,0.00048246401323231715,1716707662.701393,2.0293241720324393e-07,3.5468146318405074e-07,121,1.5174904598080682e-07
92710,5071.066658258438,5075.516008377075,0.0004588541448209689,1716708089.3570833,3.7715528886127933e-07,5.666872595442549e-07,122,1.895319706829756e-07
101980,5550.7058918476105,5555.155268907547,0.0004405625310865098,1716708568.9963439,1.862477706429692e-07,3.276379173975431e-07,123,1.4139014675457393e-07
110811,6000.018893003464,6004.468340873718,0.00043783142039615725,1716709018.3094158,2.8303534162368207e-07,4.4159557462881087e-07,124,1.5856023300512877e-07
