step,_runtime,_timestamp,_step,l2_error,loss_boundary,loss_interior,loss,time
113,12.913398742675781,1714209595.1010308,47,0.06680487027980575,0.009944804417849932,0.0007701140991864993,0.010714918517036431,9.070781707763672
120,13.326584815979004,1714209595.514217,48,0.06625041465270855,0.009682175758159484,0.0007908275549174058,0.01047300331307689,9.48438310623169
128,13.802854537963867,1714209595.9904866,49,0.06540099925792776,0.00950995430706347,0.0007610210262451199,0.010270975333308589,9.96070647239685
136,14.284995794296265,1714209596.4726279,50,0.06457488721097286,0.009286106937811714,0.0007549035716368254,0.01004101050944854,10.442811727523804
145,14.832239151000977,1714209597.0198712,51,0.06341505641812557,0.009041601120219421,0.0007165440494130265,0.009758145169632448,10.990025758743286
154,15.384095191955566,1714209597.5717273,52,0.06237412077356015,0.008850742673107145,0.0007062192296115164,0.009556961902718661,11.541770696640015
164,15.999647855758667,1714209598.18728,53,0.061368482256188205,0.00864867906349038,0.000703927470365009,0.00935260653385539,12.157464742660522
175,16.656383275985718,1714209598.8440154,54,0.06032701771498014,0.008450226388928254,0.0007120017185836222,0.009162228107511876,12.814277648925781
186,17.301965713500977,1714209599.4895978,55,0.059534166234662594,0.00827109356400502,0.0007139762679804625,0.008985069831985482,13.459779024124146
198,18.012182235717773,1714209600.1998143,56,0.05863553774659015,0.008100609845856978,0.0007170771424070761,0.008817686988264054,14.164952039718628
211,18.792320728302002,1714209600.9799528,57,0.057793807006677175,0.007850948484551624,0.0006689738450057364,0.008519922329557362,14.94970989227295
224,19.564910173416138,1714209601.7525423,58,0.05698023353837121,0.007642818421798905,0.0006591478049112152,0.00830196622671012,15.722685813903809
238,20.39208221435547,1714209602.5797143,59,0.05604514168848829,0.0074875039715448285,0.0006530786997162898,0.008140582671261118,16.54979133605957
254,21.35697913169861,1714209603.5446112,60,0.05516578746648319,0.007341407914250824,0.0006434156381432566,0.00798482355239408,17.514735460281372
270,22.336339235305786,1714209604.5239713,61,0.05434040007862305,0.007194880261816287,0.0006374522785057553,0.007832332540322043,18.494040727615356
288,23.433629751205444,1714209605.6212618,62,0.05334509495574279,0.0070305971969392795,0.0006310451199859598,0.007661642316925239,19.591134548187256
306,24.50427269935608,1714209606.6919048,63,0.05236203328112674,0.006872376953269988,0.0006348579830130402,0.0075072349362830275,20.661997318267822
326,25.916496753692627,1714209608.1041288,64,0.05147313604008643,0.006736405995768002,0.0006296067464052929,0.007366012742173295,22.073676586151123
347,27.398848056793213,1714209609.5864801,65,0.0486380560463826,0.005815440058584079,0.0007054443365003236,0.006520884395084403,23.556220293045044
369,28.88550901412964,1714209611.073141,66,0.04636600894475084,0.005546429765446616,0.0006835124699356271,0.006229942235382244,25.042743921279907
393,30.50111150741577,1714209612.6887436,67,0.04160597225030854,0.004848558682321126,0.0007366995129351811,0.005585258195256307,26.65857243537903
418,32.13670635223389,1714209614.3243384,68,0.04093515758374894,0.004621380918206073,0.0006856397353606769,0.00530702065356675,28.293935775756836
445,33.81373476982117,1714209616.0013669,69,0.04006300584605634,0.004495584378033742,0.0006733036330012038,0.0051688880110349455,29.97104501724243
473,36.165568113327026,1714209618.3532002,70,0.038805330011564346,0.004346320377557446,0.0006553187588934087,0.0050016391364508545,32.322882890701294
504,38.611714363098145,1714209620.7993464,71,0.03748047174714545,0.0041601087576570665,0.0006506726898400607,0.004810781447497127,34.768507957458496
536,41.30288791656494,1714209623.49052,72,0.03661725417974522,0.003989315983707486,0.0006509404743800984,0.004640256458087585,37.45673441886902
571,44.1633996963501,1714209626.3510318,73,0.0357834678391883,0.0037764815320321696,0.0006544161296682199,0.004430897661700389,40.32048439979553
607,47.07753777503967,1714209629.2651699,74,0.03492161870918427,0.003620458865295617,0.0006534976073329988,0.004273956472628616,43.23234939575195
646,50.1451051235199,1714209632.3327372,75,0.03398971289058637,0.003459981659607871,0.0006506084470247717,0.004110590106632643,46.30232882499695
688,52.71561598777771,1714209634.903248,76,0.033223494658509246,0.0033104489124216622,0.0006467754777834233,0.003957224390205086,48.872782468795776
732,55.668033838272095,1714209637.855666,77,0.03247797825631807,0.003169878352970079,0.0006492770976543219,0.003819155450624401,51.824777126312256
779,58.99229121208191,1714209641.1799233,78,0.031645570065233684,0.003032758252043205,0.000648291522530402,0.003681049774573607,55.14938235282898
829,62.874229431152344,1714209645.0618615,79,0.03084753946401999,0.0028728519483301445,0.0006482898138858828,0.0035211417622160275,59.03141808509827
882,66.87215924263,1714209649.0597913,80,0.029771927314164982,0.002676474461076601,0.0006505558500488724,0.0033270303111254734,63.02917981147766
939,71.31806683540344,1714209653.505699,81,0.028519444971640048,0.002458654830761368,0.000664503235864416,0.003123158066625784,67.46866846084595
999,76.12524080276489,1714209658.312873,82,0.027208390055157957,0.0022366749967779615,0.0006862109279737274,0.002922885924751689,72.28248739242554
1064,81.6665985584259,1714209663.8542306,83,0.026032959259008007,0.002044497815937032,0.0006947299755490948,0.002739227791486127,77.82365870475769
1132,86.73471307754517,1714209668.9223452,84,0.02484551401079044,0.0018555719420515805,0.0007023913701939996,0.00255796331224558,82.89186358451843
1205,93.53481435775757,1714209675.7224464,85,0.023625948042916813,0.0016406515460993165,0.0007031476468685585,0.002343799192967875,89.69199132919312
1282,99.60445547103882,1714209681.7920876,86,0.021949790155899544,0.0013895119205040447,0.0006915869710574671,0.0020810988915615117,95.76175093650818
1364,105.85285234451294,1714209688.0404844,87,0.02068740468731415,0.0012256165477272016,0.0006755880816195144,0.0019012046293467159,102.01005721092224
1452,112.91049933433533,1714209695.0981314,88,0.01945939419605606,0.001109290724758395,0.0006506661240794995,0.0017599568488378945,109.06077980995178
1545,118.49120664596558,1714209700.6788387,89,0.018670505637892163,0.0010293156083176181,0.0006200113169803975,0.0016493269252980157,114.648277759552
1645,124.83730030059814,1714209707.0249324,90,0.01802157811910986,0.0009586900413269603,0.0005976823452771867,0.001556372386604147,120.99457263946533
1750,131.66442894935608,1714209713.852061,91,0.016107826335928374,0.0007527983989650244,0.0005510081748301898,0.0013038065737952143,127.82172107696533
1863,138.49793601036072,1714209720.685568,92,0.015284231272404207,0.0006609410083693473,0.0005196246732911468,0.001180565681660494,134.65504026412964
1982,146.37099266052246,1714209728.5586247,93,0.012809775069129566,0.00038017225765392794,0.0004136847141633018,0.0007938569718172297,142.5188810825348
2110,155.7210476398468,1714209737.9086797,94,0.010833871633508393,0.00018941581673594208,0.00030607930301214034,0.0004954951197480824,151.8784158229828
2245,166.86116862297058,1714209749.0488007,95,0.010053380521808427,0.00014037688924386629,0.00027044596848774667,0.000410822857731613,163.01796579360962
2389,178.64882516860962,1714209760.8364573,96,0.009522953081487947,0.0001165147355961079,0.00025046266791336574,0.00036697740350947366,174.8017463684082
2543,191.67148447036743,1714209773.8591166,97,0.009172796736475416,0.00010078607052213205,0.00023421516874843978,0.0003350012392705718,187.82829999923706
2706,205.2457013130188,1714209787.4333334,98,0.00893038710836452,8.879379828418962e-05,0.00021952522787915804,0.0003083190261633477,201.40209770202637
2880,219.4838888645172,1714209801.671521,99,0.00882671581331107,7.925857458664753e-05,0.00020410601834027866,0.0002833645929269262,215.64043068885803
3065,234.61615371704102,1714209816.8037858,100,0.008761272356099928,7.104503092191453e-05,0.0001898571603270803,0.0002609021912489948,230.7724940776825
3261,250.76246547698975,1714209832.9500976,101,0.008182343461460309,5.290302814850555e-05,0.00014715065611873456,0.00020005368426724012,246.91882967948914
3471,267.7761981487274,1714209849.9638302,102,0.007692739765176475,4.323953144748491e-05,0.00012694378768406876,0.00017018331913155367,263.9331147670746
3694,285.84040451049805,1714209868.0280366,103,0.007244372053054566,3.6654707483608344e-05,0.00011312486036921566,0.000149779567852824,281.9975337982178
3931,305.5909106731415,1714209887.7785428,104,0.0068476582633186685,3.156130066853294e-05,0.000102323604313731,0.00013388490498226395,301.74757742881775
4183,325.75820541381836,1714209907.9458375,105,0.006553334613570589,2.7786348884536032e-05,9.396106238197225e-05,0.00012174741126650827,321.91494274139404
4452,348.3929500579834,1714209930.5805821,106,0.006314734644406063,2.4705319088301583e-05,8.696203924672168e-05,0.00011166735833502326,344.5499541759491
4738,374.0907485485077,1714209956.2783806,107,0.0061130805183410904,2.2403553370030332e-05,8.143495003104311e-05,0.00010383850340107345,370.24740529060364
5042,403.5258185863495,1714209985.7134507,108,0.005931569059087833,2.0556687680274556e-05,7.660668277037915e-05,9.71633704506537e-05,399.6824219226837
5366,433.56076669692993,1714210015.7483988,109,0.005766474134558576,1.898112566676296e-05,7.230005498350303e-05,9.128118065026598e-05,429.7179522514343
5711,461.9953501224518,1714210044.1829822,110,0.005504571418213649,1.6740259778703322e-05,6.622232917214458e-05,8.29625889508479e-05,458.15149211883545
6077,490.299364566803,1714210072.4869967,111,0.0048079770897017865,1.1664817124647956e-05,5.157845522191328e-05,6.324327234656123e-05,486.4562335014343
6467,522.4895420074463,1714210104.677174,112,0.00463922222877409,1.0280840927168587e-05,4.7247971841775e-05,5.752881276894359e-05,518.6462607383728
6883,557.3583841323853,1714210139.5460162,113,0.004492951877628285,9.395637388067718e-06,4.3794033704371604e-05,5.318967109243932e-05,553.5152246952057
7325,594.0679135322571,1714210176.2555456,114,0.004343359194271071,8.797825872527515e-06,4.074546091102587e-05,4.954328678355338e-05,590.2233040332794
7795,633.5673930644989,1714210215.7550251,115,0.004232002026986593,8.27711115585327e-06,3.828984976269204e-05,4.656696091854531e-05,629.7242674827576
8296,676.4440190792084,1714210258.6316512,116,0.004154389532122334,7.831462301166388e-06,3.6293083143152634e-05,4.4124545444319024e-05,672.6006033420563
8828,715.1474359035492,1714210297.335068,117,0.004099065358388396,7.439907309114863e-06,3.444885663766436e-05,4.1888763946779225e-05,711.3045837879181
9395,751.1658475399017,1714210333.3534796,118,0.004060828603768925,7.1037798158636295e-06,3.265992721343744e-05,3.9763707029301064e-05,747.3206663131714
9999,788.2076001167297,1714210370.3952322,119,0.003999897434401939,6.574607895229692e-06,2.98441046138719e-05,3.6418712509101594e-05,784.3646025657654
