_step,_runtime,time,l2_error,_timestamp,loss_interior,loss,step,loss_boundary
41,5.921308755874634,1.90156888961792,0.17661417335236854,1714086652.2944539,0.001143203183387746,0.04294199700434026,107,0.041798793820952515
42,5.963034391403198,1.9431989192962646,0.17609124948863547,1714086652.3361795,0.0011061721317176408,0.04272614404298134,115,0.0416199719112637
43,5.998789310455322,1.9791254997253418,0.17516972507875583,1714086652.3719344,0.0010909582889789373,0.042478726438145854,124,0.04138776814916692
44,6.038460969924927,2.01874041557312,0.1743843245662094,1714086652.411606,0.0010853118883338705,0.042197725703705266,134,0.041112413815371396
45,6.078378438949585,2.058690071105957,0.1734343890528616,1714086652.4515235,0.0010746505954500655,0.041910280963285834,144,0.04083563036783577
46,6.121544361114502,2.101897716522217,0.17241130838167373,1714086652.4946895,0.0010625870744890703,0.04158656443059841,155,0.04052397735610934
47,6.1646952629089355,2.145008087158203,0.17133372164411284,1714086652.5378404,0.0010576289867934075,0.04125483237864481,166,0.0401972033918514
48,6.215185165405273,2.1954634189605713,0.17002472945818092,1714086652.5883303,0.001051354312619646,0.04085219751865366,179,0.03980084320603402
49,6.270923852920532,2.251218318939209,0.16854543289958437,1714086652.644069,0.0010486612387462148,0.04040535120449571,193,0.039356689965749495
50,6.32827091217041,2.308541774749756,0.1669965576339859,1714086652.701416,0.0010484882334928357,0.039944269113304856,207,0.03889578087981202
51,6.390904188156128,2.3711838722229004,0.1651462329914157,1714086652.7640493,0.0010507412850663206,0.03939920422902875,223,0.03834846294396243
52,6.458209991455078,2.4381749629974365,0.1630833554872332,1714086652.831355,0.001054743089536218,0.038798083734551646,240,0.03774334064501543
53,6.527007818222046,2.507317304611206,0.16079258618077166,1714086652.900153,0.0010592077497320433,0.038136033275052716,258,0.03707682552532067
54,6.604875326156616,2.5851821899414062,0.15812243294738754,1714086652.9780204,0.0010620652213889851,0.03736873970387682,278,0.03630667448248784
55,6.686117887496948,2.6663994789123535,0.15518554435635756,1714086653.059263,0.0010600406640240076,0.03652680533097422,299,0.035466764666950215
56,6.775810480117798,2.756053924560547,0.1518279132944453,1714086653.1489556,0.0010491920916063182,0.03556287235083051,322,0.034513680259224196
57,6.869247198104858,2.8494975566864014,0.14819298027883784,1714086653.2423923,0.00102652337298918,0.0345137668735951,346,0.03348724350060592
58,6.9733052253723145,2.9536004066467285,0.14399083352037567,1714086653.3464503,0.0009876974020676312,0.0332895884965744,373,0.03230189109450677
59,7.082518577575684,3.0627706050872803,0.1395834798157048,1714086653.4556637,0.0009368818417777402,0.03198808528489793,401,0.031051203443120193
60,7.19977879524231,3.18003249168396,0.1349271875043609,1714086653.572924,0.0008795256376988321,0.030586602608839143,431,0.02970707697114031
61,7.325381517410278,3.305673837661743,0.1300766274386612,1714086653.6985266,0.0008266925838260828,0.02908230030879964,464,0.02825560772497356
62,7.459878206253052,3.4401426315307617,0.1255047582318645,1714086653.8330233,0.0007975357862656317,0.027589292357235624,499,0.026791756570969993
63,7.605406284332275,3.585684061050415,0.12150062022485056,1714086653.9785514,0.0008080461314513228,0.026152856309764962,537,0.02534481017831364
64,7.764263153076172,3.7445082664489746,0.11848889938530106,1714086654.1374083,0.0008662264114044134,0.02486563326500988,578,0.02399940685360547
65,7.942926406860352,3.9231433868408203,0.11665964749838603,1714086654.3160715,0.0009590934970917798,0.023784651045930538,622,0.02282555754883876
66,8.129322290420532,4.109559059143066,0.11580891957409564,1714086654.5024674,0.0010503572414844132,0.022902111732475285,669,0.02185175449099087
67,8.324466466903687,4.30471658706665,0.11541695889200192,1714086654.6976116,0.0010960798358478278,0.022138057027070786,720,0.021041977191222958
68,8.534919738769531,4.5152246952056885,0.11496112875232332,1714086654.9080648,0.0010685554005854664,0.021427356048654422,774,0.020358800648068956
69,8.805347681045532,4.785620212554932,0.11410986103528499,1714086655.1784928,0.0009762991561870448,0.020688368708468345,833,0.0197120695522813
70,9.047682285308838,5.0279200077056885,0.11274682073458718,1714086655.4208274,0.0008525828684202842,0.019903157305411173,896,0.01905057443699089
71,9.318371772766113,5.298659801483154,0.11070422811749016,1714086655.6915169,0.0007258465890981614,0.019031260426469576,964,0.018305413837371415
72,9.605989456176758,5.586252927780151,0.10801510433214723,1714086655.9791346,0.0006494879518620479,0.018083556850635316,1038,0.017434068898773268
73,9.91014814376831,5.890413045883179,0.10530627070023577,1714086656.2832932,0.0006925339692279844,0.017187541735843925,1116,0.01649500776661594
74,10.2444429397583,6.224688291549683,0.1025335817323744,1714086656.617588,0.0008215879835544386,0.016352468616654528,1201,0.01553088063310009
75,10.593562126159668,6.573851823806763,0.09926113244021152,1714086656.9667072,0.0009203762648613464,0.01550290287148293,1292,0.014582526606621583
76,10.971067667007446,6.95133900642395,0.09492963742025046,1714086657.3442128,0.0009562577735564531,0.014529627204966152,1390,0.013573369431409698
77,11.375048160552979,7.355303764343262,0.08933887569691434,1714086657.7481933,0.0010000423929083673,0.013418734860975376,1496,0.012418692468067009
78,11.797741889953613,7.777946472167969,0.08267850816130823,1714086658.170887,0.001140522922933907,0.012280090861797922,1609,0.011139567938864016
79,12.294457912445068,8.274767875671387,0.07582904192784806,1714086658.667603,0.001387512563527576,0.011251781794024042,1731,0.009864269230496466
80,12.808488607406616,8.788724899291992,0.06975389847208024,1714086659.1816337,0.0015645073137277713,0.010303288266732633,1863,0.008738780953004862
81,13.360313177108765,9.340570449829102,0.06400555395512629,1714086659.7334583,0.0015299691347609808,0.009229001216380763,2004,0.007699032081619783
82,13.943397760391235,9.923682451248169,0.057414301970696,1714086660.3165429,0.0013112243431211285,0.007839781609338074,2156,0.006528557266216945
83,14.59011459350586,10.57038426399231,0.0503044429922542,1714086660.9632597,0.0012665172506172034,0.006541689457251607,2319,0.005275172206634404
84,15.269625663757324,11.249872207641602,0.04526042618143713,1714086661.6427708,0.0012870400614932202,0.005642776570356261,2495,0.004355736508863041
85,15.986580610275269,11.96687912940979,0.042733999471147185,1714086662.3597257,0.0012333116253458948,0.004985840749271135,2685,0.0037525291239252395
86,16.76367688179016,12.743921041488647,0.040613034147865906,1714086663.136822,0.0011568280625645654,0.004466277153005089,2888,0.003309449090440523
87,17.596341133117676,13.576599597930908,0.03925267203143569,1714086663.9694862,0.0011273616439036334,0.004075177935036279,3107,0.002947816291132645
88,18.47918391227722,14.459439754486084,0.03818381454203092,1714086664.852329,0.0010992872268967984,0.003766383553560331,3343,0.0026670963266635325
89,19.445051670074463,15.425307750701904,0.03710361666779187,1714086665.8181968,0.00104667559352043,0.0034821070195494887,3597,0.0024354314260290584
90,20.519586324691772,16.499845027923584,0.0359980414880924,1714086666.8927314,0.0009871938192481495,0.003209490121926036,3870,0.002222296302677886
91,21.634165287017822,17.61444067955017,0.034680955598795464,1714086668.0073104,0.0009309871952069175,0.0029449943170906773,4163,0.00201400712188376
92,22.820119380950928,18.800283193588257,0.03330461585260603,1714086669.1932645,0.0008821375524123263,0.0026917429619232316,4479,0.0018096054095109052
93,24.1027934551239,20.083059072494507,0.03279296160403251,1714086670.4759386,0.000854901011783927,0.0024666966920825852,4819,0.0016117956802986584
94,25.506755828857422,21.48693299293518,0.03064853495547063,1714086671.879901,0.0007895955278317591,0.00223423870389293,5184,0.0014446431760611709
95,26.991246223449707,22.9715256690979,0.029038799091455587,1714086673.3643913,0.0007437630605518865,0.0020228746920229706,5577,0.001279111631471084
96,28.57247304916382,24.55272078514099,0.027139206721351634,1714086674.9456182,0.0006957724009082996,0.0018142476190714497,6000,0.0011184752181631502
97,30.36151361465454,26.341776371002197,0.025228194717512788,1714086676.7346587,0.0006579733664671227,0.0016259450572625284,6456,0.0009679716907954058
98,32.25606346130371,28.23604679107666,0.02331303676763078,1714086678.6292086,0.00062637778201096,0.0014620916162789432,6945,0.0008357138342679832
99,34.28109383583069,30.26138472557068,0.02162732006499191,1714086680.654239,0.0005952529182569107,0.0013211065470201165,7472,0.0007258536287632057
100,36.44507932662964,32.42534136772156,0.020640031250704863,1714086682.8182244,0.0005638706768472848,0.0011960045793973448,8039,0.0006321339025500602
101,38.75376272201538,34.7340784072876,0.01947706321753743,1714086685.1269078,0.0005291011102866282,0.0010833150060889692,8649,0.000554213895802341
102,41.25623846054077,37.236313581466675,0.018672038853841142,1714086687.6293836,0.0004948489136437663,0.0009819352916960664,9305,0.0004870863780523001
103,43.92556166648865,39.90584421157837,0.01808047889230097,1714086690.2987068,0.00046174061898107135,0.0008904739677520786,10010,0.00042873334877100724
104,46.83752751350403,42.81748914718628,0.017375488422693063,1714086693.2106726,0.00043007292891848373,0.0008096072171183885,10770,0.0003795342881999048
105,49.918015003204346,45.89830923080444,0.016156367908235228,1714086696.29116,0.00040958904064022434,0.0007524083599661693,11586,0.0003428193193259449
106,53.2684907913208,49.248730421066284,0.01569805580692884,1714086699.641636,0.00036936152420094775,0.0006638354586753256,12465,0.0002944739344743778
107,56.82773423194885,52.807565689086914,0.014671852186262057,1714086703.2008793,0.0003403694804252582,0.0005968483409977939,13411,0.00025647886057253574
108,60.685978412628174,56.66621160507202,0.01361371768986674,1714086707.0591235,0.0003163307091331057,0.000538956832720555,14428,0.00022262612358744932
109,64.78241801261902,60.76272916793823,0.012926210937481425,1714086711.155563,0.00029701165299578214,0.0004911059490870567,15522,0.00019409429609127462
110,69.26816368103027,65.24841809272766,0.012302957026239288,1714086715.6413088,0.00027920277021092926,0.00045041571577289084,16699,0.00017121294556196162
111,74.0679543018341,70.04787588119507,0.011771636980562463,1714086720.4410994,0.0002617033597043657,0.0004139014500084497,17966,0.00015219809030408404
112,79.24641180038452,75.22651696205139,0.011050386602999238,1714086725.619557,0.0002562817709171253,0.0003987338431884241,19329,0.0001424520722712988
113,84.83499002456665,80.8152117729187,0.010839614693808106,1714086731.2081351,0.00022161698904259676,0.0003420542680272047,20795,0.00012043727898460794
114,90.93203973770142,86.91228890419006,0.010432726019669618,1714086737.3051848,0.00019695844714514546,0.0003029046603645655,22372,0.00010594621321942003
115,97.40127873420715,93.38154864311218,0.010005403121792114,1714086743.7744238,0.0001722446353837494,0.0002640456175158823,24069,9.18009821321329e-05
116,104.37724280357361,100.35749745368958,0.009492837645510852,1714086750.750388,0.00015165571505275455,0.00022999727311302684,25894,7.834155806027227e-05
117,111.8644003868103,107.84459972381592,0.00895842131076712,1714086758.2375455,0.00013539546775211226,0.00020151840527312027,27858,6.612293752100801e-05
118,119.87784957885742,115.85811996459961,0.008330705989179444,1714086766.2509947,0.00012249483600618456,0.00017861088613216054,29971,5.611605012597598e-05
119,128.42147970199585,124.40140461921692,0.008174467168690911,1714086774.7946248,0.00011237787618135841,0.00016032110511699234,32245,4.7943228935633924e-05
120,137.66697907447815,133.64666509628296,0.00687659072233531,1714086784.0401242,0.00010573656380876574,0.00014915187252223264,34690,4.341530871346691e-05
121,147.63293361663818,143.61302828788757,0.006839392208233503,1714086794.0060787,9.445789154603663e-05,0.00013050972461752715,37321,3.605183307149052e-05
122,158.3374273777008,154.31697487831116,0.006469897511632775,1714086804.7105725,8.80351450883759e-05,0.00011980246073929947,40152,3.176731565092357e-05
123,169.95503664016724,165.93484044075012,0.006404778754837479,1714086816.3281817,8.283555559295095e-05,0.00011107096820997941,43197,2.8235412617028466e-05
124,182.58538007736206,178.56504082679749,0.0057120361237459035,1714086828.9585252,7.779061246828185e-05,0.00010300568150460376,46474,2.5215069036321908e-05
125,195.9781506061554,191.9579381942749,0.0056153999983987795,1714086842.3512957,7.310231098540074e-05,9.574186227388145e-05,49998,2.2639551288480708e-05
126,195.98343420028687,191.96378898620605,0.005615547183989662,1714086842.3565793,7.310120272733643e-05,9.573996764428752e-05,49999,2.2638764916951095e-05
