_timestamp,step,loss_boundary,loss_interior,loss,time,_step,_runtime,l2_error
1723489670.3081124,50,0.11828299998917587,0.5324632439669283,0.6507462439561043,161.8723931312561,43,162.38611149787903,0.8423859812058929
1723489686.1747835,55,0.11125409315168025,0.45172223429528996,0.5629763274469702,177.73904514312744,44,178.2527825832367,0.90156370552329
1723489705.2653952,61,0.09034105129680967,0.3324906181992924,0.42283166949610207,196.82943987846375,45,197.34339427947998,0.7471308521042667
1723489724.4027524,67,0.05840943354101087,0.3145235883891323,0.37293302193014316,215.9666268825531,46,216.48075151443481,0.6167609276639028
1723489743.520802,73,0.05393327241995422,0.22036154719420945,0.2742948196141637,235.08472347259521,47,235.59880113601685,0.5593854793495128
1723489768.791784,81,0.043019664587121385,0.1974643493430418,0.2404840139301632,260.35484409332275,48,260.8697831630707,0.5402977597951788
1723489794.090989,89,0.036052114882340176,0.17277221205736548,0.20882432693970565,285.65539813041687,49,286.16898822784424,0.49778126892901686
1723489822.5062377,98,0.032022832444433165,0.15256973923977757,0.18459257168421073,314.0705244541168,50,314.58423686027527,0.3949161122477389
1723489850.8522394,107,0.02645915254072447,0.1254423538279749,0.15190150636869937,342.4161820411682,51,342.9302384853363,0.38253117088406097
1723489885.6374025,118,0.022879878745040907,0.08916360106484914,0.11204347980989005,377.2016792297363,52,377.7154016494751,0.35852504957206166
1723489923.5441072,130,0.015140391911093736,0.07835456540357662,0.09349495731467035,415.1082901954651,53,415.62210631370544,0.34602873086806984
1723489964.588575,143,0.01335687494409191,0.06654294591974097,0.07989982086383288,456.1527864933014,54,456.66657400131226,0.35462604729766645
1723490008.6974359,157,0.013059302030589524,0.04758406924699443,0.06064337127758396,500.2619183063507,55,500.7754349708557,0.34740096886504884
1723490056.017619,172,0.008735636544937713,0.047310920667188526,0.05604655721212624,547.5816578865051,56,548.0956180095673,0.3085908802403602
1723490112.9810553,190,0.010099415086749563,0.04056108160705765,0.05066049669380722,604.5450971126556,57,605.0590543746948,0.27676630315772555
1723490169.7769883,208,0.007363097726269561,0.031361537133443466,0.03872463485971303,661.3413140773773,58,661.8549873828888,0.2621499640907179
1723490236.1363883,229,0.005941764739644103,0.027418351107952772,0.03336011584759688,727.7005596160889,59,728.2143874168396,0.25854248143487646
1723490308.6912458,252,0.006571606287243666,0.02450703685719003,0.031078643144433697,800.2553913593292,60,800.7692449092865,0.2186458760757972
1723490387.8312163,277,0.005093894491160552,0.02298263551382678,0.028076530004987332,879.3955295085907,61,879.9092154502869,0.2107548290176385
1723490476.4514604,305,0.00394627423876252,0.02693031355762819,0.03087658779639071,968.0157425403595,62,968.529459476471,0.20608528046241692
1723490571.0544744,335,0.003483007236635811,0.017349781054153857,0.020832788290789668,1062.61874294281,63,1063.1324734687805,0.18893226834294113
1723490678.2378979,369,0.003066285807363977,0.01470516735067455,0.017771453158038526,1169.8021190166473,64,1170.315896987915,0.1706402278585687
1723490795.8499475,406,0.0022675718020742524,0.01258155679920182,0.014849128601276072,1287.413987159729,65,1287.9279465675354,0.1625072747191731
1723490923.3680515,446,0.002093435594765492,0.011194326513131512,0.013287762107897004,1414.932247877121,66,1415.446050643921,0.15069793518957378
1723491066.9537265,491,0.0019508034665285225,0.009976639117343016,0.011927442583871538,1558.5173723697662,67,1559.0317256450653,0.1477989769496431
1723491222.8848882,540,0.0017359574411698092,0.009583356067177536,0.011319313508347344,1714.4478924274445,68,1714.96288728714,0.1427520956627559
1723491394.7875943,594,0.0015979124801114232,0.007569472805536478,0.009167385285647901,1886.351714372635,69,1886.8655934333801,0.13752576519355092
1723491582.6300888,653,0.0022588298749809947,0.007782658703445006,0.010041488578426001,2074.1941435337067,70,2074.7080879211426,0.12661835138893363
1723491789.7394397,718,0.0018977351024169796,0.005448830069898018,0.0073465651723149976,2281.3034002780914,71,2281.817438840866,0.10739360426916718
1723492019.0044568,790,0.000986619106811696,0.005053949730625515,0.006040568837437211,2510.568767786026,72,2511.0824558734894,0.09547563148943132
1723492270.8275042,869,0.0009486511626109373,0.004042874153717138,0.004991525316328075,2762.391692638397,73,2762.9055032730103,0.07925588923588962
1723492548.1100035,956,0.0007280765753090317,0.0036699662404179826,0.004398042815727014,3039.6738407611847,74,3040.1880025863647,0.07259520063843394
1723492853.3058627,1052,0.0005746897950593646,0.003264165995091827,0.0038388557901511914,3344.8699407577515,75,3345.3838617801666,0.07789015569347998
1723493184.7029486,1157,0.00042316884211905436,0.0027690392701011294,0.003192208112220184,3676.266266107559,76,3676.7809476852417,0.06245387758777548
1723493546.757219,1272,0.0006997330792664074,0.0025004410141564416,0.003200174093422849,4038.3214344978333,77,4038.835218191147,0.055706109793368326
1723493950.5353818,1400,0.0003995097022149371,0.0022487388247150767,0.0026482485269300137,4442.099515199661,78,4442.613380908966,0.05187228404292508
1723494389.7622514,1539,0.00032440427587532804,0.0022330317850299958,0.002557436060905324,4881.32618188858,79,4881.840250492096,0.0512404098636889
1723494879.8650064,1693,0.0004640182283626739,0.0017576164497329061,0.00222163467809558,5371.429501771927,80,5371.943005561829,0.05603899570613385
1723495416.5620449,1863,0.00035486409650031185,0.002134864308223469,0.002489728404723781,5908.12615275383,81,5908.640043973923,0.04875690245075012
1723495511.2116082,1893,0.0003296962492963131,0.0026070157697038908,0.002936712019000204,6002.776040554047,82,6003.289607286453,0.050164097971989806
