l2_error,loss_boundary,loss,_runtime,_step,_timestamp,loss_interior,step,time
9.065304136428633,21.299290842644638,25.846058311717698,52.01469349861145,45,1723669851.3653696,4.5467674690730595,61,51.56133270263672
7.112033882119192,10.86725779395314,15.765683536202847,56.77580380439758,46,1723669856.1264799,4.898425742249707,67,56.3222439289093
7.903366471581517,13.124720813788402,17.762313693938857,61.55955243110657,47,1723669860.9102285,4.637592880150456,73,61.1059947013855
6.598959464588196,11.173273785980614,16.512088969150597,67.92661380767822,48,1723669867.2772899,5.338815183169981,81,67.4731092453003
5.6073743361837085,4.827679305713264,8.654768289867917,74.25823378562927,49,1723669873.6089098,3.8270889841546527,89,73.80464816093445
4.886331351723458,3.9919027489632324,7.771461927893176,81.40741229057312,50,1723669880.7580884,3.7795591789299436,98,80.95384693145752
4.851499196091483,2.927609681222969,6.2546445370791535,88.55540370941162,51,1723669887.9060798,3.327034855856185,107,88.10185503959656
4.851254403673564,2.9373014934408275,5.829796936101158,97.28908848762512,52,1723669896.6397645,2.892495442660331,118,96.83580541610718
3.856419876957142,3.598396661837108,9.205607986471607,106.83627438545227,53,1723669906.1869504,5.607211324634499,130,106.38248419761658
4.024259162418217,2.725900172003697,6.031955739207858,117.15926027297974,54,1723669916.5099363,3.3060555672041616,143,116.70560216903687
3.2053530590287194,1.5574533946004285,3.664859678488171,128.2576289176941,55,1723669927.608305,2.1074062838877423,157,127.80438280105591
3.6148517705954237,2.1186252527723193,5.122400008586346,140.17713904380798,56,1723669939.527815,3.0037747558140264,172,139.72385716438293
2.8721706301239927,1.5524554417384544,5.3484678275181174,154.46354818344116,57,1723669953.8142242,3.796012385779663,190,154.00964760780334
2.620458094942281,0.802482063200692,2.380510869609411,168.726313829422,58,1723669968.07699,1.5780288064087187,208,168.2727448940277
2.296455175144302,0.539772821026133,1.6243695463672412,185.35645842552185,59,1723669984.7071345,1.0845967253411082,229,184.90301179885864
2.5478500866969203,0.5816307507416218,2.313948761954035,203.56169867515564,60,1723670002.9123747,1.732318011212413,252,203.10825061798096
2.136291533375489,0.3358729155051102,1.1049553941360881,223.31166577339172,61,1723670022.6623418,0.769082478630978,277,222.85786700248718
1.9520019320823392,0.29115898816093466,1.065212398854728,245.4939923286438,62,1723670044.8446684,0.7740534106937933,305,245.04043769836426
1.7220917951307797,0.21602420026092312,0.8271579792565176,269.24716806411743,63,1723670068.5978441,0.6111337789955945,335,268.79334926605225
1.2447741733936435,0.12002046078389128,0.4682592989440004,296.1426718235016,64,1723670095.493348,0.34823883816010914,369,295.6891872882843
1.108592102188305,0.10930924327708334,0.44522202657485443,325.4169809818268,65,1723670124.767657,0.3359127832977711,406,324.96345114707947
1.0782443878146446,0.08466884295866624,0.3356831580412755,357.05887150764465,66,1723670156.4095476,0.2510143150826093,446,356.6053147315979
0.8827365342241129,0.09138772924191278,0.5104877749151071,392.6957893371582,67,1723670192.0464654,0.4191000456731943,491,392.242308139801
0.7584542314230573,0.09777655708053848,0.6153873129427356,431.5999929904938,68,1723670230.950669,0.5176107558621972,540,431.1462471485138
0.6668762125555419,0.051154356932754,0.23331141558024684,474.4031903743744,69,1723670273.7538664,0.18215705864749285,594,473.94671869277954
0.6061505554336963,0.04522900126983541,0.22803674156252363,521.2080552577972,70,1723670320.5587313,0.18280774029268823,653,520.7540400028229
0.5266674121956346,0.036087607138359935,0.15789119775665147,572.7278060913086,71,1723670372.0784822,0.12180359061829153,718,572.2740375995636
0.45851924749623485,0.048878222998222844,0.32491467950188263,629.8317875862122,72,1723670429.1824636,0.27603645650365977,790,629.3779292106628
0.3783257800612835,0.018150238185072717,0.0855395597901753,692.4892201423645,73,1723670491.8398962,0.06738932160510258,869,692.0353095531464
0.35320669015831596,0.018533445343367868,0.10066096789405268,761.5167739391327,74,1723670560.86745,0.08212752255068481,956,761.0629074573517
0.29089956124068467,0.021949841036012253,0.12887445332544284,837.6280741691589,75,1723670636.9787502,0.10692461228943058,1052,837.1738336086273
0.2519936463428095,0.012611694194756806,0.06239653516543718,920.8133516311646,76,1723670720.1640277,0.04978484097068037,1157,920.359824180603
0.2543113756961053,0.013596257596665766,0.08382184474672227,1012.0028805732727,77,1723670811.3535566,0.0702255871500565,1272,1011.549286365509
0.2308450885649844,0.015489008727538356,0.11081905385687488,1113.5428292751312,78,1723670912.8935053,0.09533004512933652,1400,1113.0891542434692
0.22000073105974033,0.007076499643500572,0.034359304717766354,1223.6877098083496,79,1723671023.0383859,0.027282805074265785,1539,1223.2338886260986
0.2048014207847621,0.00893916701060366,0.04798927423675132,1345.8231439590454,80,1723671145.17382,0.03905010722614766,1693,1345.3693459033966
0.1771210233980566,0.006615342979526607,0.04162217467577926,1480.575110912323,81,1723671279.925787,0.03500683169625265,1863,1480.121259689331
0.16427062165540063,0.0046892064460024,0.022828333644867044,1627.9933261871338,82,1723671427.3440022,0.018139127198864645,2049,1627.5397789478302
0.14677825315846044,0.004049326216853867,0.025024832843842396,1790.4506497383118,83,1723671589.8013258,0.02097550662698853,2254,1789.9969465732574
0.14703878751915211,0.002614645176005134,0.013817378651503506,1968.6866459846497,84,1723671768.037322,0.011202733475498371,2479,1968.2328979969025
0.13534892380705107,0.002432726742013268,0.013153488815159988,2165.065845489502,85,1723671964.4165215,0.01072076207314672,2727,2164.6122505664825
0.1260688460897775,0.003903349422823748,0.0371402587650746,2381.057178735733,86,1723672180.4078548,0.033236909342250855,3000,2380.6035380363464
0.10794890224090803,0.0013514567457243861,0.0072842782052621674,2617.330011844635,87,1723672416.680688,0.0059328214595377815,3299,2616.876368522644
0.09683468414865792,0.0012233776717020125,0.006118271416598179,2878.077625989914,88,1723672677.428302,0.0048948937448961664,3629,2877.623807668686
0.08405307237548762,0.0016023755940864977,0.01203158628274302,3164.859311580658,89,1723672964.2099876,0.010429210688656522,3992,3164.4056582450867
0.074500931390827,0.0027228765554077237,0.012560192868400072,3480.090785741806,90,1723673279.4414618,0.009837316312992348,4391,3479.6365036964417
0.06102947466049252,0.0012873148597378101,0.00953825345846317,3827.6816024780273,91,1723673627.0322785,0.00825093859872536,4831,3827.2279736995697
0.05138064975062362,0.0006202142277364431,0.0038161947226781684,4209.982116937637,92,1723674009.332793,0.0031959804949417254,5314,4209.52867770195
0.04017054020891753,0.00041400363205871936,0.0025844602313467367,4630.508126974106,93,1723674429.858803,0.0021704565992880175,5845,4630.054171085358
0.034152884015519025,0.00019855870763373835,0.0009458753650899384,5092.90464091301,94,1723674892.255317,0.0007473166574562001,6429,5092.45076084137
0.028430533615929753,0.00036110533992676113,0.002300400784110347,5601.962637901306,95,1723675401.313314,0.001939295444183586,7072,5601.508965730667
0.025968427732340805,0.00017020021488432086,0.0008740591091063891,6001.169104099274,96,1723675800.5197802,0.0007038588942220683,7576,6000.715606927872
