l2_error,_timestamp,loss_boundary,loss_interior,loss,_step,_runtime,time,step
0.38703577438026315,1723470740.7326064,0.05578788279459233,0.0457827390783015,0.10157062187289384,43,651.1987884044647,650.6852924823761,50
0.2825300920129481,1723470806.3075833,0.03229778035565336,0.036012923985765916,0.06831070434141928,44,716.7737653255463,716.2594141960144,55
0.21225902783526976,1723470884.9717124,0.020612534315997303,0.027191905999309332,0.04780444031530663,45,795.4378943443298,794.9245812892914,61
0.1565287958389427,1723470963.5863643,0.0105858303585252,0.01931279225072699,0.02989862260925219,46,874.0525462627411,873.5392088890076,67
0.13741664491165675,1723471041.9772792,0.006120214147012691,0.013188126081999232,0.01930834022901192,47,952.4434611797333,951.930338382721,73
0.1248090441324202,1723471146.4576845,0.00254134763712418,0.007074465937335044,0.009615813574459224,48,1056.9238665103912,1056.4102420806885,81
0.10902535038043067,1723471250.9558394,0.0018779688773254968,0.005525872914068211,0.007403841791393708,49,1161.4220213890076,1160.9088144302368,89
0.11870185384604527,1723471368.5403566,0.0013517374189679799,0.004192943523449861,0.0055446809424178406,50,1279.0065386295319,1278.4923236370087,98
0.07297129279796108,1723471486.109306,0.0007408643110491355,0.002988541461451835,0.0037294057725009706,51,1396.5754880905151,1396.060797214508,107
0.06395531981862514,1723471629.787039,0.0009396724494503059,0.0020195384964184744,0.0029592109458687803,52,1540.2532210350037,1539.7398648262024,118
0.0699720719575639,1723471786.4878335,0.000361960885132519,0.0015661156306732231,0.0019280765158057422,53,1696.954015493393,1696.4408807754517,130
0.06354123695540512,1723471956.2576568,0.0003414027398382459,0.001266821540001929,0.001608224279840175,54,1866.7238388061523,1866.2106049060822,143
0.05417014995453322,1723472139.1463516,0.0003482909928646617,0.0010163013048513473,0.001364592297716009,55,2049.612533569336,2049.098439693451,157
0.03482023144941285,1723472335.0171223,0.00020438736969345295,0.0008920637100065075,0.0010964510796999604,56,2245.4833042621613,2244.969709634781,172
0.03387064944224807,1723472570.175577,0.00021171085445085834,0.0007898415266219505,0.001001552381072809,57,2480.641758918762,2480.12860250473,190
0.03625078263536437,1723472805.4107115,0.00015437710705149584,0.0006793874564461021,0.0008337645634975979,58,2715.876893520355,2715.3635425567627,208
0.042046738027759725,1723473079.664982,0.00013159258669187676,0.000721370880465169,0.0008529634671570458,59,2990.131164073944,2989.617981672287,229
0.04059172546858706,1723473380.140404,0.00015503707064743854,0.0005632615307193145,0.0007182986013667531,60,3290.6065859794617,3290.093111038208,252
0.02714416925690382,1723473706.5547347,0.00014237765658560222,0.0005515005981969058,0.000693878254782508,61,3617.020916700363,3616.5076546669006,277
0.0279599181764712,1723474072.195827,0.00011489099767525372,0.00095273460167734,0.0010676255993525938,62,3982.662009000778,3982.1487481594086,305
0.03420635527135684,1723474464.0377738,0.00011664238602264285,0.0006004495873287231,0.0007170919733513659,63,4374.503955841064,4373.990265130997,335
0.03283433819773601,1723474908.2174568,8.972748374743251e-05,0.0004308013864813179,0.0005205288702287504,64,4818.683638811111,4818.170228481293,369
0.023452734610275663,1723475391.7830184,7.981641660175526e-05,0.0003853528778885854,0.0004651692944903406,65,5302.249200344086,5301.735648393631,406
0.024520098735057602,1723475914.3356092,7.399594043103112e-05,0.00037414745697233857,0.0004481433974033697,66,5824.801791191101,5824.2884085178375,446
0.024483044686290038,1723476097.336868,6.700910371027597e-05,0.0003388409616148499,0.00040585006532512587,67,6007.803050041199,6007.289806127548,460
