time,loss_boundary,loss_interior,_timestamp,loss,_step,_runtime,l2_error,step
17.621593475341797,0.6491343885082991,15.49892571776936,1713970312.1412401,16.148060106277658,43,21.452373027801514,0.9676683378228518,124
18.856717348098755,0.6908110240807346,14.68584042980275,1713970313.3763885,15.376651453883484,44,22.68752145767212,1.000966647081149,134
20.09259057044983,0.724846722859242,14.037315048808045,1713970314.6119401,14.762161771667287,45,23.923073053359985,1.0275764771188698,144
21.46699333190918,0.7600977626046088,13.417329099106174,1713970315.9871728,14.177426861710783,46,25.29830574989319,1.0459992960346212,155
22.91187620162964,0.7914103685605015,12.78106249605532,1713970317.4316134,13.572472864615822,47,26.742746353149414,1.0672480111301748,166
24.61361813545227,0.8061571224557843,12.15886140500632,1713970319.1332083,12.965018527462105,48,28.44434118270874,1.0895166793303102,179
26.33376908302307,0.8285188801205455,11.517933866205858,1713970320.8533945,12.346452746326404,49,30.164527416229248,1.1074997618592457,193
28.041735649108887,0.8429332641446977,10.890227119124345,1713970322.5612469,11.733160383269043,50,31.872379779815674,1.11764473739099,207
30.007558822631836,0.8569231070837648,10.202856972782568,1713970324.5266087,11.059780079866332,51,33.83774161338806,1.1277508987120966,223
32.06859540939331,0.872127512584733,9.482961761062027,1713970326.5878165,10.35508927364676,52,35.89894938468933,1.1275301566002238,240
34.26631784439087,0.8794179543304581,8.710791583179406,1713970328.785704,9.590209537509864,53,38.09683680534363,1.1296794471773435,258
36.73201560974121,0.8670474543228383,7.834723638423835,1713970331.2517023,8.701771092746673,54,40.56283521652222,1.1248823900518654,278
39.279476165771484,0.8318983444775454,6.902598764776321,1713970333.7990885,7.734497109253866,55,43.11022138595581,1.1204875438489317,299
42.07094955444336,0.5997504619205467,3.5620299375175435,1713970336.5902054,4.16178039943809,56,45.90133833885193,0.9496638247670488,322
45.035876989364624,0.36165721556639036,1.9908971270851485,1713970339.5551155,2.3525543426515387,57,48.86624836921692,0.7349330327245234,346
48.3206672668457,0.25116315061105193,1.528297627538148,1713970342.8406794,1.7794607781491998,58,52.15181231498718,0.5988055003788106,373
51.711379051208496,0.16338310320578842,1.2607909532475476,1713970346.2306046,1.424174056453336,59,55.54173755645752,0.48894945772590476,401
55.40377926826477,0.05174032059922575,0.8358057986027924,1713970349.9239163,0.8875461192020181,60,59.2350492477417,0.26616390524596883,431
59.425256967544556,0.01730507120259988,0.45846152179705063,1713970353.9450023,0.4757665929996505,61,63.25613522529602,0.15357722000504825,464
63.68020534515381,0.017340451441442986,0.3389658436938612,1713970358.2002938,0.35630629513530415,62,67.5114266872406,0.16250924462512442,499
68.41569066047668,0.018150478786166272,0.26492566298140696,1713970362.9357905,0.28307614176757323,63,72.24692344665527,0.16069818201808797,537
73.39779114723206,0.019380268002494094,0.21110317298729517,1713970367.9171615,0.23048344098978926,64,77.2282943725586,0.16186495084783153,578
78.74254608154297,0.01980512869727491,0.1663747798130471,1713970373.2619836,0.186179908510322,65,82.57311654090881,0.1624993825035265,622
84.59291505813599,0.019243344029873214,0.13242078395320192,1713970379.113044,0.15166412798307513,66,88.42417693138123,0.162293980169734,669
90.80724573135376,0.01894435778824399,0.1064814050342469,1713970385.3265758,0.12542576282249088,67,94.63770866394043,0.1570649084102048,720
97.44274187088013,0.017604812145329937,0.08944749020122479,1713970391.9627368,0.10705230234655473,68,101.27386975288391,0.15121386052872124,774
104.63464117050171,0.015802622940230743,0.07548544779674446,1713970399.1542766,0.0912880707369752,69,108.46540951728821,0.1453233782806047,833
112.27674341201782,0.014067419186387991,0.065404143395437,1713970406.7968907,0.07947156258182499,70,116.10802364349365,0.1339263355635452,896
120.60546016693115,0.012010014932701377,0.057108680928277915,1713970415.1251857,0.0691186958609793,71,124.43631863594055,0.12663048652859432,964
129.79371118545532,0.010288582493044639,0.05033818884724578,1713970424.3136768,0.06062677134029042,72,133.62480974197388,0.11673371708424035,1038
139.39341163635254,0.008522504590250713,0.04349394381142618,1713970433.913535,0.05201644840167689,73,143.22466802597046,0.1050782047662595,1116
149.8540654182434,0.003791489169617023,0.025717608639245115,1713970444.3747253,0.02950909780886214,74,153.6858582496643,0.0701355691094473,1201
161.05703949928284,0.003223488257255606,0.02143459087157918,1713970455.5774238,0.024658079128834786,75,164.8885567188263,0.06295079622763351,1292
173.24680280685425,0.0028496860642347804,0.01882354218463596,1713970467.7667444,0.021673228248870743,76,177.0778772830963,0.05929637087379562,1390
186.35628414154053,0.0025873695773328664,0.01697547751944357,1713970480.8783314,0.019562847096776435,77,190.18946433067322,0.056036820155306914,1496
200.34470438957214,0.002402074770615981,0.015716882413804478,1713970494.8651247,0.01811895718442046,78,204.17625761032104,0.05441302782150536,1609
215.53022480010986,0.0022385154238462606,0.014448745829066887,1713970510.0499809,0.016687261252913147,79,219.3611137866974,0.05251564155650777,1731
231.7563178539276,0.0021031734585882805,0.013465746369760122,1713970526.276232,0.015568919828348403,80,235.58736491203308,0.05073287107859605,1863
249.31120133399963,0.001994815674675273,0.012638557917283202,1713970543.8319633,0.014633373591958475,81,253.1430962085724,0.049087267856339684,2004
267.86006927490234,0.001880236017932161,0.011839447103690906,1713970562.3797398,0.013719683121623067,82,271.69087266921997,0.04757676725194342,2156
287.60587215423584,0.001776128041199774,0.011122341247322955,1713970582.125541,0.01289846928852273,83,291.4366738796234,0.046626750619735834,2319
309.32222533226013,0.0016684136337640591,0.010377629892146713,1713970603.8419461,0.012046043525910773,84,313.15307903289795,0.0451591833316145,2495
333.45040249824524,0.0015730468487357495,0.009735064403793382,1713970627.9704814,0.011308111252529132,85,337.28161430358887,0.04373600999456719,2685
358.6104700565338,0.0014875653901880175,0.009158987860414107,1713970653.1301885,0.010646553250602124,86,362.44132137298584,0.042315622494833026,2888
385.49368476867676,0.0014081865282733435,0.00864736415996612,1713970680.013636,0.010055550688239464,87,389.32476902008057,0.04135978193069627,3107
416.5181872844696,0.0013349663875589445,0.00817722937269819,1713970711.0378807,0.009512195760257134,88,420.3490135669708,0.040285277700013486,3343
448.36540484428406,0.0012638240385476377,0.007733561067515237,1713970742.8851714,0.008997385106062876,89,452.19630432128906,0.03916211887037225,3597
481.94543528556824,0.0011960610186037073,0.007309603768946302,1713970776.4650137,0.00850566478755001,90,485.77614665031433,0.03805833415988921,3870
517.6612334251404,0.0011297789089993184,0.006912510250783494,1713970812.181001,0.008042289159782813,91,521.4921338558197,0.037094122800052,4163
557.1675117015839,0.0010618473708603271,0.006509565879815959,1713970851.6872485,0.007571413250676286,92,560.9983813762665,0.03593436859063084,4479
598.6149785518646,0.0009981907579700404,0.006139589461879392,1713970893.1347318,0.007137780219849433,93,602.4458646774292,0.03484090796149668,4819
643.2637598514557,0.0009429486282754745,0.005821333181150937,1713970937.7835653,0.006764281809426412,94,647.0946981906891,0.033835393695800006,5184
691.4718844890594,0.0008923323252828735,0.005537832186051886,1713970985.9915872,0.00643016451133476,95,695.3027200698853,0.032973427959718124,5577
742.870866060257,0.0008419700455716777,0.005255222111695884,1713971037.3906665,0.006097192157267561,96,746.7017993927002,0.032000253917899145,6000
798.7916493415833,0.0007911938226427324,0.00497733846083915,1713971093.3112452,0.005768532283481883,97,802.6223781108856,0.031085963906676645,6456
858.3474442958832,0.0007440602238474376,0.004718868650885319,1713971152.8673873,0.005462928874732756,98,862.1785202026367,0.03013183610101525,6945
923.4415574073792,0.0006988392081547562,0.004475223317693696,1713971217.9615605,0.0051740625258484526,99,927.2726933956146,0.029267447592646767,7472
994.8641140460968,0.0006572019713443127,0.004249685768763907,1713971289.384117,0.00490688774010822,100,998.6952497959137,0.028394991677014862,8039
1069.9129176139832,0.0006181357793282766,0.004040012913368305,1713971364.4327478,0.004658148692696582,101,1073.7438807487488,0.02760507340863915,8649
1151.5427072048187,0.0005812495948575747,0.0038408942506278076,1713971446.0625134,0.004422143845485382,102,1155.3736462593079,0.02680531491845091,9305
1238.3896152973175,0.0005465784723161137,0.0036519577114951,1713971532.9094312,0.004198536183811214,103,1242.2205641269684,0.026036202240950695,10010
1331.2775537967682,0.0005139854824091004,0.0034725553672259554,1713971625.7973318,0.003986540849635056,104,1335.108464717865,0.025305774905276836,10770
1431.5582840442657,0.00048237820167249467,0.0032954632424049687,1713971726.0782084,0.0037778414440774633,105,1435.3893413543701,0.024585611965236957,11586
1539.7450482845306,0.0004439005243476279,0.003073220780263225,1713971834.2652252,0.003517121304610853,106,1543.5763580799103,0.02368485420369099,12465
1655.828456878662,0.0004005077722991483,0.0028083955964584347,1713971950.3486502,0.003208903368757583,107,1659.6597831249237,0.02264986663215749,13411
1781.5145440101624,0.00036556213599019073,0.0025771781737470296,1713972076.0345812,0.0029427403097372204,108,1785.3457140922546,0.021735384878200845,14428
1916.2507224082947,0.0003381103101526971,0.0023785010517527946,1713972210.7706413,0.0027166113619054915,109,1920.0817742347717,0.021055818032153655,15522
2060.535430908203,0.00030557186520625287,0.0021220490520903416,1713972355.0554028,0.0024276209172965943,110,2064.3665356636047,0.020148901641163577,16699
2215.4158804416656,0.0002455571024356497,0.001590646396198716,1713972509.9361258,0.0018362034986343658,111,2219.2472586631775,0.01831490678368756,17966
2382.954036474228,0.00022252865142764197,0.0013803060885185941,1713972677.4737248,0.001602834739946236,112,2386.784857749939,0.017537157612025688,19329
2563.0424790382385,0.00020978372839119445,0.0012687027048130773,1713972857.562141,0.0014784864332042717,113,2566.8732738494873,0.017076445164973718,20795
2755.9447054862976,0.00019938568778230174,0.0011802305212200478,1713973050.4644213,0.0013796162090023495,114,2759.7755541801453,0.016661737895694383,22372
2972.0365149974823,0.0001910204001994513,0.0011114448286431338,1713973266.5570703,0.0013024652288425851,115,2975.868203163147,0.016363780644765156,24069
3201.5939660072327,0.00018309185099327124,0.0010473526357352668,1713973496.1138048,0.0012304444867285381,116,3205.424937725067,0.01603366695329507,25894
3441.2460145950317,0.00017613823270987294,0.000992732559972872,1713973735.7661133,0.001168870792682745,117,3445.0772461891174,0.015755797060249918,27858
3700.254148721695,0.0001694742348396338,0.0009419081810595035,1713973994.7743483,0.0011113824158991373,118,3704.0854811668396,0.015495077366543573,29971
3977.7902851104736,0.00016240828318775434,0.0008886503152148363,1713974272.3105273,0.0010510585984025906,119,3981.621660232544,0.015201183749101618,32245
4276.172896623611,0.00015618497663969654,0.0008426931798377568,1713974570.6925104,0.0009988781564774533,120,4280.003643274307,0.014927400757998333,34690
4597.460591554642,0.0001504960727243943,0.000801968008796033,1713974891.9801502,0.0009524640815204273,121,4601.291283130646,0.01468933658121496,37321
4943.570604562759,0.00014503099433480933,0.0007632231944087008,1713975238.0908124,0.0009082541887435101,122,4947.401945352554,0.01443856331035392,40152
5315.509989738464,0.000139632250611185,0.0007259735310753236,1713975610.0313163,0.0008656057816865086,123,5319.342449188232,0.014198408695105875,43197
5715.453138828278,0.00013410442858797722,0.0006881339706303113,1713976009.9728208,0.0008222383992182885,124,5719.283953666687,0.013939290507863338,46474
6145.115781545639,0.00012900492159117767,0.0006540077535520715,1713976439.6356087,0.0007830126751432492,125,6148.946741580963,0.01369685519540604,49998
6145.24170088768,0.0001289870630637825,0.0006540157893700117,1713976439.7609863,0.0007830028524337942,126,6149.072119235992,0.01370130964956705,49999
