step,time,_timestamp,loss_boundary,loss_interior,loss,_step,_runtime,l2_error
0,1.4272503852844238,1714779821.0335095,1.4923301999957372,120.66585450262039,122.15818470261613,0,5.749948501586914,1.5860199010142852
1,1.9151051044464111,1714779821.1419928,1.4923299225713926,120.66585261284075,122.15818253541214,1,5.858431816101074,3.360581027167854
2,2.0294220447540283,1714779821.257163,5.215685258933654,2074.799306013063,2080.0149912719967,2,5.973602056503296,3.2531710353567074
3,2.1249020099639893,1714779821.3510542,5.455205235894504,257.69949115149876,263.15469638739324,3,6.067493200302124,3.2141259595409575
4,2.228107213973999,1714779821.4543397,5.496334609194961,138.25077051250244,143.74710512169742,4,6.170778751373291,2.9294682989631795
5,2.3168070316314697,1714779821.543153,4.734311180555006,108.08170485309194,112.81601603364695,5,6.259592056274414,2.551365243191383
6,2.40673828125,1714779821.6337147,3.7430015947052397,91.09615115650239,94.83915275120762,6,6.350153684616089,1.9457139363940978
7,2.5004963874816895,1714779821.7288764,2.220214966666649,74.11948883259778,76.33970379926443,7,6.445315361022949,1.2819365503834443
8,2.602876663208008,1714779821.829137,1.0041687474188443,53.64824624850927,54.65241499592811,8,6.545576095581055,1.1214514323914295
9,2.6887595653533936,1714779821.915466,0.8227601962042177,45.101246706756065,45.92400690296028,9,6.6319050788879395,1.0836160536863402
10,2.776643753051758,1714779822.0034776,0.8095942920481073,34.96748461574016,35.77707890778827,10,6.719916582107544,1.0123595499325326
11,2.865687847137451,1714779822.092632,0.7515803470348262,25.869254841608033,26.620835188642857,11,6.809071063995361,0.9354030772098633
12,2.9606192111968994,1714779822.1867208,0.6332022143100876,17.60018053009605,18.23338274440614,12,6.903159856796265,0.8431696235326839
13,3.0509889125823975,1714779822.2779248,0.5515844172311781,12.558068608586524,13.109653025817702,13,6.994363784790039,0.9528092434572099
14,3.1452560424804688,1714779822.3722053,0.6568683222061618,8.847840776700117,9.504709098906279,14,7.08864426612854,0.9167665517203565
15,3.2513744831085205,1714779822.4778576,0.6211229814463683,6.428624771802846,7.049747753249214,15,7.194296598434448,0.943567252262422
16,3.362942934036255,1714779822.5901043,0.6254378435553175,4.771894506685266,5.397332350240584,16,7.306543350219727,0.7899544953955409
17,3.468651533126831,1714779822.695609,0.4739167350807975,3.856204042568243,4.33012077764904,17,7.412048101425171,0.7199941507601765
18,3.5607376098632812,1714779822.786867,0.4163528738650616,3.391913753172373,3.8082666270374346,18,7.503305912017822,0.6820814262220048
19,3.6508209705352783,1714779822.8771489,0.3755316163185726,2.939385931159829,3.3149175474784016,19,7.593587875366211,0.6163982362312694
20,3.7410035133361816,1714779822.9671245,0.32238344378067946,2.553735584065173,2.876119027845853,20,7.683563470840454,0.5279602428948557
21,3.830162525177002,1714779823.056559,0.25922368702353255,2.1773217442281285,2.4365454312516612,21,7.772998094558716,0.48348917105041017
22,3.9208872318267822,1714779823.1470747,0.22175098843994936,1.9083554384616712,2.1301064269016208,22,7.863513708114624,0.47610787256159837
23,4.015588760375977,1714779823.2419672,0.21417766042411227,1.7040112028351713,1.9181888632592836,23,7.958406209945679,0.4635457221684105
24,4.108196258544922,1714779823.3343222,0.2017088893849752,1.5370366384280822,1.7387455278130575,24,8.050761222839355,0.455767135178996
25,4.199203014373779,1714779823.4255993,0.19297340758149842,1.4186854660906392,1.6116588736721376,25,8.142038345336914,0.44047728709154577
26,4.288174390792847,1714779823.5151033,0.18146361729636576,1.2972999787543538,1.4787635960507195,26,8.231542348861694,0.4157072117332042
27,4.380688905715942,1714779823.607599,0.16256001293925681,1.0890240465790708,1.2515840595183276,27,8.324038028717041,0.40747861488375814
28,4.470625162124634,1714779823.697627,0.15609058456634553,0.9420454177130804,1.098136002279426,28,8.414066076278687,0.3937787279996951
29,4.574010848999023,1714779823.8011212,0.1455884180461158,0.8583806449785811,1.003969063024697,29,8.517560243606567,0.38143668391143715
30,4.667086601257324,1714779823.9012485,0.13637272107686316,0.7439544898560003,0.8803272109328635,30,8.617687463760376,0.37153135568950696
31,4.767487287521362,1714779823.994403,0.13039531335125445,0.6591012763141836,0.789496589665438,31,8.71084189414978,0.3569090882655125
32,4.868571519851685,1714779824.0955508,0.12118774270207647,0.5848194610230653,0.7060072037251417,32,8.811989784240723,0.34194912916001863
33,4.958478689193726,1714779824.1846652,0.11271637794158405,0.48949545435154335,0.6022118322931274,33,8.901104211807251,0.3311586413666717
34,5.058570384979248,1714779824.285555,0.10586963560755591,0.41435206772337324,0.5202217033309291,34,9.001993894577026,0.32600901118428544
35,5.15022349357605,1714779824.377193,0.10146120991589455,0.34374282698060354,0.4452040368964981,35,9.093631982803345,0.316001579826982
36,5.243819952011108,1714779824.4710443,0.09617938725784379,0.3111039717554062,0.40728335901325,36,9.187483310699463,0.3079992205155468
37,5.335120677947998,1714779824.562065,0.09232750142476423,0.27566726149002374,0.36799476291478794,37,9.278503894805908,0.30129858882884714
38,5.439352512359619,1714779824.6657183,0.088673588528838,0.24901122381599194,0.33768481234482994,38,9.382157325744629,0.2964376759848038
39,5.54202127456665,1714779824.7690003,0.08610673350708965,0.22500133209340037,0.31110806560049004,39,9.48543930053711,0.2906634244002526
40,5.632410287857056,1714779824.8594403,0.08367413382497699,0.19695203861418023,0.2806261724391572,40,9.575879335403442,0.28257949937999005
42,5.832594394683838,1714779825.0596342,0.07559211622862111,0.14944676842259483,0.22503888465121594,41,9.776073217391968,0.27144875417589287
46,6.213010787963867,1714779825.4392884,0.06712889108175547,0.10627310108217769,0.17340199216393315,42,10.15572738647461,0.24716522372739475
50,6.566456317901611,1714779825.7934284,0.056758862818606044,0.0748173222734613,0.13157618509206734,43,10.509867429733276,0.2254681426264673
55,7.039869785308838,1714779826.2665706,0.044439965719633434,0.054908770203148924,0.09934873592278236,44,10.983009576797485,0.19388694152716765
61,7.5695555210113525,1714779826.7958202,0.03339434796151549,0.040977667535170466,0.07437201549668596,45,11.512259244918823,0.16839546914405243
67,8.097668647766113,1714779827.3240116,0.023916360105511448,0.031092045405747375,0.05500840551125882,46,12.04045057296753,0.14377770291185835
73,8.661593914031982,1714779827.887751,0.01850936579713971,0.023534773198394664,0.04204413899553437,47,12.604190111160278,0.1269443003433037
81,9.38796591758728,1714779828.6145804,0.013857253404510573,0.01642054207286843,0.030277795477379,48,13.331019401550293,0.11309497097048662
89,10.091755867004395,1714779829.3179305,0.010322791699079854,0.012319332303720235,0.02264212400280009,49,14.034369468688965,0.09896217104610548
98,10.8923020362854,1714779830.118567,0.007908409375535459,0.00892641485376408,0.01683482422929954,50,14.83500599861145,0.09154011647363285
107,11.67727279663086,1714779830.9036314,0.006348731129574443,0.006726936551897606,0.013075667681472048,51,15.620070457458496,0.08322719047022724
118,12.64462661743164,1714779831.8762605,0.004973340232437922,0.0047283856928384315,0.009701725925276353,52,16.59269952774048,0.07393895603398902
130,13.677989959716797,1714779832.904279,0.0035430836021086366,0.003429628204660664,0.0069727118067693,53,17.620718002319336,0.06326242150940241
143,14.794008255004883,1714779834.021317,0.0024561056681830424,0.0025274164851758953,0.004983522153358937,54,18.73775601387024,0.0523704335789862
157,15.988547563552856,1714779835.2145798,0.0015304260592798767,0.0018528771730577853,0.003383303232337662,55,19.931018829345703,0.04201413566521255
172,17.342108488082886,1714779836.5685103,0.0009582244931370604,0.0013602801738290522,0.0023185046669661124,56,21.28494930267334,0.03290291124636164
190,19.008358240127563,1714779838.234848,0.0005753907348047141,0.0009952612049050663,0.0015706519397097804,57,22.951287031173706,0.025499582786554197
208,20.508065700531006,1714779839.734971,0.00035475759623736247,0.0007479411811980945,0.001102698777435457,58,24.451410055160522,0.019993795390987838
229,22.336153268814087,1714779841.5624654,0.0002270851732274047,0.0005706571584293474,0.000797742331656752,59,26.2789044380188,0.01647247943329399
252,24.32478618621826,1714779843.5521305,0.00015721683269277861,0.0004089592198395891,0.0005661760525323677,60,28.268569469451904,0.013693970928975292
277,26.65001606941223,1714779845.8773646,0.00011845487469523221,0.00030410810059328434,0.00042256297528851653,61,30.593803644180298,0.011760070570271087
305,29.11078715324402,1714779848.3377798,9.127510082991337e-05,0.00023039400966104158,0.00032166911049095494,62,33.054218769073486,0.010536938893107563
335,31.743362188339233,1714779850.9699142,7.199148723136725e-05,0.0001779692273703647,0.000249960714601732,63,35.68635320663452,0.009730406039985443
369,34.746461153030396,1714779853.97365,5.665075965653728e-05,0.00013045645048638912,0.00018710721014292639,64,38.690088987350464,0.009139638246578726
406,37.968637228012085,1714779857.1965535,4.489726092234061e-05,9.909123927013333e-05,0.00014398850019247395,65,41.91299247741699,0.008402041769926693
446,41.4414324760437,1714779860.667891,3.446525645907889e-05,7.579098209224041e-05,0.0001102562385513193,66,45.38433003425598,0.007429367716546352
491,45.4793758392334,1714779864.7065241,2.6803566412281678e-05,5.734880732758109e-05,8.415237373986276e-05,67,49.42296314239502,0.006630111575345245
540,49.88659477233887,1714779869.1134856,2.0526981431215952e-05,4.430686352440101e-05,6.483384495561696e-05,68,53.82992458343506,0.005952197854974598
594,54.5577654838562,1714779873.7844112,1.6323087232644752e-05,3.4567433798704514e-05,5.0890521031349266e-05,69,58.500850200653076,0.005441896100693043
653,59.69145226478577,1714779878.9180105,1.327142858709542e-05,2.7415433825211175e-05,4.06868624123066e-05,70,63.63444948196411,0.004993001156215651
718,65.33226561546326,1714779884.558901,1.0715741420940836e-05,2.166902444361038e-05,3.2384765864551215e-05,71,69.27534008026123,0.004669332201229214
790,71.60548520088196,1714779890.832862,8.537742958254026e-06,1.7526204790344433e-05,2.6063947748598457e-05,72,75.54930090904236,0.00436713249280479
869,78.42674708366394,1714779897.6535757,6.854583502767396e-06,1.4363864686790151e-05,2.121844818955755e-05,73,82.37001466751099,0.004092184058696349
956,86.14017152786255,1714779905.3667681,5.467230332658393e-06,1.1898079794760712e-05,1.7365310127419107e-05,74,90.08320713043213,0.003848441812343088
1052,94.59973311424255,1714779913.8263102,4.324151019917715e-06,9.542083761056401e-06,1.3866234780974116e-05,75,98.54274916648865,0.003575508550389428
1157,103.67193412780762,1714779922.8988128,3.4500481199616807e-06,7.616902123011781e-06,1.1066950242973462e-05,76,107.61525177955627,0.0033899693876085833
1272,113.6928014755249,1714779932.9202173,2.7763937339068985e-06,6.132392330527642e-06,8.90878606443454e-06,77,117.63665628433228,0.003152722326674106
1400,124.95666980743408,1714779944.1837955,2.0303053829763517e-06,5.076089039927149e-06,7.1063944229035e-06,78,128.9002344608307,0.002873989091272169
1539,137.0006992816925,1714779956.2277184,1.4917072410418997e-06,4.2501102240159174e-06,5.741817465057817e-06,79,140.94415736198425,0.0025977850227072914
1693,150.26935625076294,1714779969.495785,1.1669428924631324e-06,3.4987428419295623e-06,4.665685734392695e-06,80,154.21222400665283,0.002468227468034006
1863,165.13426399230957,1714779984.3612344,9.109183484805042e-07,2.8598734775313524e-06,3.7707918260118565e-06,81,169.07767343521118,0.0022909058516841366
2049,181.55179238319397,1714780000.7785494,7.290146945439684e-07,2.3186604076428815e-06,3.0476751021868497e-06,82,185.49498844146729,0.0020979489921651977
2254,199.39346170425415,1714780018.6206093,6.031623388542977e-07,1.8446729658174564e-06,2.447835304671754e-06,83,203.33704829216003,0.0019306098251451118
2479,218.92510294914246,1714780038.1517265,4.881652193309857e-07,1.4776483979935442e-06,1.96581361732453e-06,84,222.86816549301147,0.001788793838852858
2727,240.6900987625122,1714780059.9167888,4.1794554053700055e-07,1.1775510844320283e-06,1.5954966249690288e-06,85,244.6332278251648,0.001652046499584448
3000,264.8243980407715,1714780084.0509999,3.448032407009267e-07,9.178363705203456e-07,1.2626396112212723e-06,86,268.7674388885498,0.0016039171841279653
3299,290.85858821868896,1714780110.0853186,2.7710813586499326e-07,7.523777151926773e-07,1.0294858510576705e-06,87,294.8017575740814,0.0015085632041806245
3629,319.48127150535583,1714780138.7082012,2.2619834627512917e-07,5.922766200574734e-07,8.184749663326026e-07,88,323.4246401786804,0.0014708638944584903
3992,351.2036519050598,1714780170.4304478,1.808634715589911e-07,4.837689281929005e-07,6.646323997518916e-07,89,355.1468868255615,0.00141419794312251
4391,386.14839601516724,1714780205.3750474,1.487568169702225e-07,3.9050757627508413e-07,5.392643932453066e-07,90,390.09148645401,0.001376659126628348
4831,424.6920676231384,1714780243.9198165,1.2499817749129134e-07,3.1008436725202676e-07,4.3508254474331807e-07,91,428.6362555027008,0.0013240570084736018
5314,466.8563084602356,1714780286.0830107,1.0441646019623298e-07,2.458907778203252e-07,3.503072380165582e-07,92,470.7994496822357,0.0012577269559247391
5845,513.6867098808289,1714780332.9134858,9.127027138274634e-08,2.0381239142659664e-07,2.95082662809343e-07,93,517.6299247741699,0.0012307654990154457
6429,565.3021259307861,1714780384.530876,7.729281172269615e-08,1.7040628699057684e-07,2.47699098713273e-07,94,569.2473149299622,0.0011668409955850809
7072,621.6816346645355,1714780440.9080868,6.421103353520959e-08,1.4156659296626076e-07,2.0577762650147034e-07,95,625.6245257854462,0.0011327840842181155
7779,683.8258881568909,1714780503.0524938,5.353552294494618e-08,1.1752485797005584e-07,1.7106038091500202e-07,96,687.7689328193665,0.0010495521529058573
8557,752.0546867847443,1714780571.2813911,4.3858650406173597e-08,9.871512361890636e-08,1.4257377402507995e-07,97,755.9978301525116,0.0009914607925297038
9413,828.2551546096802,1714780647.4822795,3.432903106434188e-08,8.270768023400765e-08,1.1703671129834954e-07,98,832.198718547821,0.0009299304584807848
10354,910.4267039299011,1714780729.6535711,2.7045850969912832e-08,6.792570629081975e-08,9.497155726073259e-08,99,914.370010137558,0.000891482595477539
11389,1001.1391835212708,1714780820.3656507,2.2165640550025376e-08,5.5397329716997434e-08,7.756297026702281e-08,100,1005.0820896625519,0.0008697196279570048
12528,1100.6944615840912,1714780919.921004,1.8196505938989142e-08,4.476935604659949e-08,6.296586198558863e-08,101,1104.6374430656433,0.0008447732349550829
13781,1211.0399196147919,1714781030.2672243,1.4671670854978298e-08,3.6863004996598e-08,5.1534675851576297e-08,102,1214.9836633205414,0.0008303355527594857
15159,1331.037157535553,1714781150.2637105,1.2163939185622958e-08,3.0355845657509144e-08,4.2519784843132106e-08,103,1334.9801495075226,0.0008144914449395834
16675,1464.7323739528656,1714781283.9592063,1.0262015699271857e-08,2.508833299117471e-08,3.5350348690446566e-08,104,1468.67564535141,0.0007974874523317278
18342,1610.8327524662018,1714781430.0592902,8.20931129148299e-09,2.0681550547228916e-08,2.8890861838711906e-08,105,1614.7757291793823,0.0007844672439146145
20177,1769.4715695381165,1714781588.698348,6.464437034753786e-09,1.7323195649746128e-08,2.3787632684499914e-08,106,1773.414787054062,0.0007777150965865874
22194,1945.9989252090454,1714781765.225578,5.082830051593414e-09,1.4558762826975546e-08,1.964159287856896e-08,107,1949.9420170783997,0.0007705228032603107
24414,2141.4654309749603,1714781960.6921864,4.183269756707979e-09,1.2184710732957766e-08,1.6367980489665745e-08,108,2145.4086253643036,0.0007567450962290164
26855,2356.900625228882,1714782176.1272454,3.4313452137516302e-09,1.0398611440826475e-08,1.3829956654578105e-08,109,2360.8436844348907,0.0007513718499221143
29540,2591.3962185382843,1714782410.6256893,2.670477738909902e-09,8.802127771838644e-09,1.1472605510748545e-08,110,2595.342128276825,0.0007454181293732085
32494,2862.609278678894,1714782681.8359613,1.9838071197897518e-09,7.357214525656585e-09,9.341021645446336e-09,111,2866.5524003505707,0.0007444432659079444
33954,3000.0514459609985,1714782819.278201,1.7396536185892719e-09,6.775674529001879e-09,8.51532814759115e-09,112,3003.994640111923,0.0007444013905730788
