loss_interior,loss,_step,l2_error,_runtime,_timestamp,time,step,loss_boundary
1.5028557310106685,1.9680067358712967,43,0.8315455576167897,12.830082416534424,1714555874.1362665,8.854260921478271,50,0.46515100486062827
1.329049486069989,1.8063783107530753,44,0.8356046740974453,13.50091028213501,1714555874.8070943,9.524559259414673,55,0.47732882468308624
0.9627775708132006,1.3020972653298861,45,0.6872219846990419,14.313352346420288,1714555875.6195364,10.337024450302124,61,0.3393196945166855
0.8218564755639872,1.1040026383539694,46,0.6247585754588393,15.12862253189087,1714555876.4348066,11.151830673217773,67,0.2821461627899822
0.6606550034685372,0.8725333877228246,47,0.5398095676956052,15.929327964782715,1714555877.235512,11.953016996383667,73,0.21187838425428743
0.46088382629860597,0.7093857898894163,48,0.5945116028957784,16.990601062774658,1714555878.296785,13.013999938964844,81,0.24850196359081023
0.3223403663199505,0.48121988978703295,49,0.455389471275961,18.055762767791748,1714555879.3619468,14.079314947128296,89,0.15887952346708245
0.21249687563512218,0.2905283581081668,50,0.3087633821029689,19.266854763031006,1714555880.5730388,15.29063105583191,98,0.0780314824730446
0.1404479811838432,0.18876493513119816,51,0.24777587417333757,20.464866161346436,1714555881.7710502,16.489092111587524,107,0.048316953947354975
0.07468411391308462,0.09311401461674693,52,0.13984760688791753,21.919342279434204,1714555883.2255263,17.943042993545532,118,0.018429900703662305
0.03827776139836564,0.04931677520158952,53,0.10951555350224876,23.512510538101196,1714555884.8186946,19.536242961883545,130,0.011039013803223885
0.01623197691132886,0.02276694459114169,54,0.0818947885003851,25.25020694732666,1714555886.556391,21.273803234100342,143,0.006534967679812825
0.0074478993335854865,0.011548760827394308,55,0.06614486175546187,27.118141412734985,1714555888.4243255,23.14183020591736,157,0.004100861493808822
0.004127522675535244,0.006968436152118676,56,0.05697273410501631,29.113858461380005,1714555890.4200425,25.138081312179565,172,0.002840913476583432
0.0027109655457242423,0.004796423826461177,57,0.049674380323460776,31.53517198562622,1714555892.841356,27.55145812034607,190,0.0020854582807369342
0.0020264330490858975,0.003662086863747526,58,0.04486910070685307,33.91021394729614,1714555895.216398,29.93454933166504,208,0.0016356538146616287
0.001546303098527097,0.0028058207065676842,59,0.04008553683659144,36.66549801826477,1714555897.971682,32.68983197212219,229,0.001259517608040587
0.0012381358115800803,0.0021977910463630962,60,0.03564620281959769,39.69554114341736,1714555901.0017252,35.7189621925354,252,0.0009596552347830159
0.0010292638940735952,0.0018370459881466115,61,0.032952635949744916,43.00814723968506,1714555904.3143313,39.03226709365845,277,0.0008077820940730162
0.0008399267145523615,0.0014798028812813906,62,0.02981987324931352,46.69623684883118,1714555908.002421,42.72039198875427,305,0.0006398761667290292
0.0007265133304292103,0.0012559886867968798,63,0.027417622960649472,50.69322991371155,1714555911.999414,46.71741271018982,335,0.0005294753563676695
0.0006254470420232044,0.0010687661754287456,64,0.025275370505468908,55.189443826675415,1714555916.4956279,51.21370053291321,369,0.0004433191334055412
0.0005422891652993902,0.0009063964580117545,65,0.023332244891257226,60.078810691833496,1714555921.3849947,56.102660179138184,406,0.0003641072927123643
0.0004776776345183952,0.0007928292390586298,66,0.021944558463859332,65.49788618087769,1714555926.8040702,61.52201795578003,446,0.0003151516045402345
0.000417086547260704,0.0006824843418650928,67,0.020397483341868545,71.47703790664673,1714555932.783222,67.50121974945068,491,0.00026539779460438886
0.0003668472408796277,0.0005936701559619701,68,0.019130001411068083,77.89374375343323,1714555939.1999278,73.91799831390381,540,0.00022682291508234242
0.00032626182718269636,0.0005240173242430298,69,0.018111424216242428,85.03114414215088,1714555946.3373282,81.05536270141602,594,0.00019775549706033344
0.00028008906927844417,0.0004462161693371935,70,0.01692043588051743,92.86583995819092,1714555954.172024,88.88920450210571,653,0.00016612710005874934
0.00025028260995710414,0.0003975830782447075,71,0.016151946005307085,101.46234488487244,1714555962.768529,97.48595404624939,718,0.00014730046828760336
0.00021830225281420045,0.0003463575670032377,72,0.015351474795653939,110.98852014541626,1714555972.2947042,107.01274394989014,790,0.00012805531418903727
0.00020023217066540783,0.0003180310753422747,73,0.014891258945194026,121.37686920166016,1714555982.6830533,117.40016412734985,869,0.00011779890467686691
0.00018496987996830585,0.0002943052484985909,74,0.014497445647231268,132.76147317886353,1714555994.0676572,128.7853364944458,956,0.00010933536853028507
0.00017144624988857263,0.0002734357940132172,75,0.014139627413984437,145.49981307983398,1714556006.8059971,141.52397203445435,1052,0.00010198954412464457
0.00015889966955472479,0.0002540549865746487,76,0.013800823205820585,159.43029379844666,1714556020.7364779,155.45351696014404,1157,9.515531701992394e-05
0.00014691518398241734,0.0002358649566567174,77,0.013474817234644013,174.57810044288635,1714556035.8842845,170.60240077972412,1272,8.894977267430005e-05
0.00013566139327256455,0.00021870473450944194,78,0.013157138917743838,191.463618516922,1714556052.7698026,187.48788380622864,1400,8.30433412368774e-05
0.00012534996698217478,0.00020297572062168978,79,0.012850878939648114,209.73517966270447,1714556071.0413637,205.75863647460938,1539,7.7625753639515e-05
0.00011559199739101529,0.0001880994671728319,80,0.012549527536420782,230.05822658538818,1714556091.3644106,226.08245635032654,1693,7.250746978181659e-05
0.00010644996690556185,0.0001741281685582006,81,0.012251521033815266,252.61961007118225,1714556113.9257941,248.6435523033142,1863,6.767820165263877e-05
9.799533866367954e-05,0.0001611224430243603,82,0.011958480334049053,277.30535101890564,1714556138.611535,273.32948088645935,2049,6.312710436068075e-05
9.005194292787873e-05,0.000148873493637502,83,0.011667473911666608,304.35207200050354,1714556165.658256,300.37604784965515,2254,5.882155070962327e-05
8.275728032307354e-05,0.00013747232719988448,84,0.011376710561859044,333.9280683994293,1714556195.2342525,329.95224714279175,2479,5.4715046876810946e-05
7.593358336546437e-05,0.00012672239407276125,85,0.011085109634941566,366.5335075855255,1714556227.8396916,362.55746269226074,2727,5.078881070729689e-05
6.957690493918005e-05,0.00011659842375276404,86,0.010791416605506038,402.55461168289185,1714556263.8607957,398.5784983634949,3000,4.7021518813583975e-05
6.36164213023582e-05,0.00010698656578854707,87,0.010490665383743839,442.1619076728821,1714556303.4680917,438.1860520839691,3299,4.337014448618887e-05
5.8290115701520467e-05,9.827052568445185e-05,88,0.010198399108001412,486.1294400691986,1714556347.4356241,482.1534523963928,3629,3.9980409982931387e-05
5.3646741551604635e-05,9.061182721515135e-05,89,0.009924575344776409,534.2612302303314,1714556395.5674143,530.2852034568787,3992,3.6965085663546714e-05
4.915223809482237e-05,8.31019231971803e-05,90,0.009634744250589591,587.1751532554626,1714556448.4813373,583.1991620063782,4391,3.3949685102357925e-05
4.4893836816853494e-05,7.591142124884509e-05,91,0.00933844130154943,645.2319087982178,1714556506.5380929,641.2553751468658,4831,3.1017584431991596e-05
4.101209795763041e-05,6.929839447498492e-05,92,0.009046509042203908,708.8410949707031,1714556570.147279,704.864420413971,5314,2.8286296517354503e-05
3.729168863589764e-05,6.291939189511219e-05,93,0.0087443255979542,778.2444105148315,1714556639.5505946,774.268304347992,5845,2.5627703259214545e-05
3.3681210291359635e-05,5.6673050404781834e-05,94,0.008426036128739588,854.534740447998,1714556715.8409245,850.5587320327759,6429,2.2991840113422196e-05
3.064334073947944e-05,5.139762215758126e-05,95,0.008137030422004582,939.0546379089355,1714556800.360822,935.0785822868347,7072,2.075428141810182e-05
2.789335078665676e-05,4.659115619544773e-05,96,0.007853455402576186,1031.9972205162048,1714556893.3034046,1028.02086353302,7779,1.869780540879097e-05
2.544072636037291e-05,4.2291078819499625e-05,97,0.007581036537519708,1133.9961597919464,1714556995.3023438,1130.0194396972656,8557,1.685035245912671e-05
2.3146333116820046e-05,3.824305749320095e-05,98,0.007305964612032105,1246.3141582012177,1714557107.6203423,1242.3380727767944,9413,1.50967243763809e-05
2.1057684660767573e-05,3.4545219286664845e-05,99,0.0070347116975763655,1369.956225156784,1714557231.2624092,1365.9801051616669,10354,1.3487534625897274e-05
1.9195484020686316e-05,3.1239034145065895e-05,100,0.006773273157530514,1505.6448917388916,1714557366.9510758,1501.6687602996826,11389,1.2043550124379581e-05
1.7519878400664156e-05,2.826200134749275e-05,101,0.0065202273068425765,1655.0716557502747,1714557516.3778398,1651.0955910682678,12528,1.0742122946828594e-05
1.596158754973417e-05,2.550103657839263e-05,102,0.006268253384021447,1818.664247751236,1714557679.9704318,1814.687994480133,13781,9.53944902865846e-06
1.4444314581012487e-05,2.282734126612285e-05,103,0.006005229145851802,1999.294838666916,1714557860.6010227,1995.318861246109,15159,8.383026685110363e-06
1.3025106684378543e-05,2.0350203669358095e-05,104,0.005742309756145997,2198.331840991974,1714558059.638025,2194.355488538742,16675,7.325096984979552e-06
1.1840469120342538e-05,1.8305951018691073e-05,105,0.00550864820257811,2417.133076906204,1714558278.439261,2413.1564729213715,18342,6.465481898348533e-06
1.0778585328778028e-05,1.649721625483531e-05,106,0.005287627305042516,2657.3513510227203,1714558518.657535,2653.3750700950623,20177,5.71863092605728e-06
9.767201179603146e-06,1.4798722095167548e-05,107,0.005065429042526259,2920.716849565506,1714558782.0230336,2916.74085688591,22194,5.031520915564402e-06
9.496801722186862e-06,1.4349458691491871e-05,108,0.005004089159487551,3004.10378575325,1714558865.4099698,3000.1278505325317,22834,4.85265696930501e-06
