loss,time,l2_error,_step,_timestamp,loss_boundary,loss_interior,_runtime,step
122.06853110643938,12.61825704574585,1.5770828067991551,64,1713917333.1638439,1.471428509007866,120.59710259743152,16.598999977111816,1315
122.06853110643935,13.650313138961792,1.5770828037686004,65,1713917334.1956816,1.4714285090078432,120.59710259743152,17.6308376789093,1437
122.06853110643937,14.758578062057495,1.5770828037920817,66,1713917335.3036797,1.4714285090078434,120.59710259743152,18.73883581161499,1570
122.06856215202289,15.985198974609375,1.5771820482597552,67,1713917336.530544,1.4714595545913132,120.59710259743157,19.965700149536133,1716
122.06853110644312,17.32709503173828,1.5770828248093833,68,1713917337.8723707,1.4714285090115395,120.59710259743157,21.30752682685852,1875
122.06853110643942,18.792710781097412,1.577082803764295,69,1713917339.3379917,1.4714285090078434,120.59710259743157,22.77314782142639,2049
122.068586832314,20.408480167388916,1.5838055779321076,70,1713917340.953417,1.4714842348824024,120.5971025974316,24.388573169708252,2239
122.06853110643947,22.198633670806885,1.5770827493640713,71,1713917342.7439914,1.4714285090078603,120.5971025974316,26.179147481918335,2446
122.06853110643945,24.117279767990112,1.5770828037701246,72,1713917344.662598,1.4714285090078434,120.5971025974316,28.09775400161743,2673
122.06853112957262,26.20732283592224,1.5770794426714876,73,1713917346.7524848,1.4714285321409915,120.59710259743163,30.18764090538025,2921
122.06853110643948,28.50514578819275,1.5770828037941078,74,1713917349.0499463,1.4714285090078434,120.59710259743163,32.48510241508484,3192
122.06853110654714,31.02126955986023,1.577082916979901,75,1713917351.566742,1.4714285091154986,120.59710259743164,35.00189805030823,3488
122.06876118598085,33.724156618118286,1.5779121500125872,76,1713917354.2694955,1.4716585885491902,120.59710259743166,37.70465159416199,3811
122.06853110643951,36.702364683151245,1.5770828038761662,77,1713917357.24797,1.4714285090078438,120.59710259743166,40.68312621116638,4165
122.06853110643951,39.926475286483765,1.5770827970892374,78,1713917360.4719129,1.4714285090078565,120.59710259743166,43.907068967819214,4551
122.06853110644134,43.457610845565796,1.5770826946073189,79,1713917364.003059,1.4714285090096837,120.59710259743166,47.438215017318726,4973
122.06853110645272,47.33901596069336,1.5770826078079494,80,1713917367.8840601,1.4714285090210828,120.59710259743164,51.31921625137329,5434
122.0685311064396,51.63382363319397,1.5770828047487344,81,1713917372.179076,1.4714285090079298,120.59710259743166,55.61423206329346,5938
122.06853110643951,56.33304476737976,1.577082803495694,82,1713917376.8781874,1.4714285090078438,120.59710259743166,60.31334352493286,6488
122.11671009281396,61.440136432647705,1.5764920074375597,83,1713917381.985386,1.5196074953822705,120.59710259743169,65.42054200172424,7090
122.0685311071947,67.03577756881714,1.5770824539091368,84,1713917387.5811787,1.4714285097630073,120.5971025974317,71.01633477210999,7747
122.06853110643955,73.10333967208862,1.5770828037625761,85,1713917393.648962,1.4714285090078438,120.5971025974317,77.08411812782288,8465
122.06853110684071,79.84344601631165,1.5770811497497055,86,1713917400.3893657,1.4714285094090056,120.5971025974317,83.82452178001404,9250
122.068825945195,87.06057000160217,1.5773588904128237,87,1713917407.6064916,1.4717233477632996,120.5971025974317,91.0416476726532,10108
122.07550010609633,94.91442918777466,1.577310976565438,88,1713917415.460275,1.4783975086646328,120.5971025974317,98.89543104171753,11045
122.06853213941646,103.51644515991211,1.5770335048806507,89,1713917424.062196,1.4714295419847627,120.5971025974317,107.4973521232605,12069
122.06853110643955,112.87570095062256,1.5770828044499154,90,1713917433.4216025,1.4714285090078438,120.5971025974317,116.85675859451294,13188
122.06853122269455,123.13462328910828,1.5769719384341936,91,1713917443.6803052,1.4714286252628404,120.5971025974317,127.1154613494873,14411
122.07541621920687,134.33173751831055,1.5798317101402397,92,1713917454.8774772,1.4783136217751691,120.5971025974317,138.31263327598572,15747
122.06853110644444,146.54526114463806,1.5770829294417663,93,1713917467.091145,1.4714285090127353,120.5971025974317,150.5263011455536,17207
122.06853981256296,159.79102444648743,1.577125052725271,94,1713917480.3368676,1.4714372151312611,120.5971025974317,163.77202367782593,18802
122.06853110643955,174.28723692893982,1.5770828040744282,95,1713917494.8328154,1.4714285090078438,120.5971025974317,178.26797151565552,20546
122.06853110643986,190.24399185180664,1.5770828646364978,96,1713917510.7897103,1.4714285090081622,120.5971025974317,194.22486639022827,22451
122.06853110643955,207.61162996292114,1.577082803666821,97,1713917528.1575136,1.471428509007846,120.5971025974317,211.5926697254181,24532
122.068531106581,226.66093730926514,1.5770824470156657,98,1713917547.2067807,1.4714285091493071,120.5971025974317,230.64193677902222,26807
122.06853110643955,247.45031929016113,1.5770828037425215,99,1713917567.995825,1.4714285090078438,120.5971025974317,251.4309811592102,29292
122.06853110670016,270.3955588340759,1.577082720012872,100,1713917590.9411912,1.4714285092684631,120.5971025974317,274.3763473033905,32008
122.06853110643955,295.4649410247803,1.5770828025297947,101,1713917616.010753,1.4714285090078447,120.5971025974317,299.4459090232849,34976
122.06853110643955,322.78635025024414,1.577082804011949,102,1713917643.3315628,1.4714285090078438,120.5971025974317,326.7667188644409,38219
122.06853110643955,352.54986000061035,1.5770828032749022,103,1713917673.0953434,1.4714285090078438,120.5971025974317,356.530499458313,41762
122.06930332080351,385.1490843296051,1.576374521154132,104,1713917705.6943936,1.4722007233718075,120.5971025974317,389.129549741745,45634
122.06898304935268,420.48774909973145,1.5781016098506144,105,1713917741.0333042,1.4718804519209838,120.5971025974317,424.4684603214264,49865
122.06853110643976,459.5848548412323,1.5770828282180582,106,1713917780.1307664,1.4714285090080708,120.5971025974317,463.565922498703,54488
122.0685311085513,518.3195512294769,1.5770863924311338,107,1713917838.8653665,1.4714285111196033,120.5971025974317,522.3005225658417,59540
122.06853110643955,565.3366205692291,1.5770828033745241,108,1713917885.882334,1.4714285090078438,120.5971025974317,569.3174901008606,65060
122.06853110663977,616.3493762016296,1.577083925462944,109,1713917936.8949049,1.4714285092080603,120.5971025974317,620.3300609588623,71092
122.06853111612554,671.7498950958252,1.577089099696132,110,1713917992.2954783,1.4714285186938465,120.5971025974317,675.7306344509125,77684
122.06853110643993,732.6127998828888,1.5770828386213775,111,1713918053.1574516,1.471428509008241,120.5971025974317,736.5926077365875,84886
122.06853110644713,798.5307412147522,1.577082928444676,112,1713918119.0763776,1.471428509015424,120.5971025974317,802.5115337371826,92756
122.0702143826461,871.7773568630219,1.5770722048587626,113,1713918192.3229454,1.4731117852143971,120.5971025974317,875.7581014633179,101356
122.06937137159878,951.2919294834137,1.5791814244832425,114,1713918271.8377051,1.4722687741670821,120.5971025974317,955.2728612422943,110753
122.06862951236548,1038.1580641269684,1.5764946651639122,115,1713918358.7037272,1.4715269149337828,120.5971025974317,1042.1388833522797,121022
122.06853110644454,1132.963621377945,1.577082833574828,116,1713918453.5089588,1.4714285090128418,120.5971025974317,1136.9441149234772,132242
122.06853110643955,1236.5152831077576,1.5770828043994003,117,1713918557.060929,1.4714285090078498,120.5971025974317,1240.4960851669312,144503
122.06853110643961,1349.423686504364,1.5770828101364558,118,1713918669.9695854,1.4714285090079113,120.5971025974317,1353.40474152565,157900
122.06853789955672,1497.4053220748901,1.5771759325484236,119,1713918817.9509091,1.4714353021250173,120.5971025974317,1501.3860652446747,172540
122.06853110648015,1679.9213755130768,1.5770833040561252,120,1713919000.4669507,1.4714285090484513,120.5971025974317,1683.9021067619324,188537
