loss_interior,loss,step,_runtime,_timestamp,time,l2_error,_step,loss_boundary
117.33196217064214,118.81568917531203,0,17.339585542678833,1715417580.5116155,12.82411789894104,1.5820470927074473,0,1.4837270046698947
116.69791368565146,118.18389320482827,1,28.883529901504517,1715417592.0555599,24.807679653167725,1.6522195562828408,1,1.4859795191768082
112.86285980203577,114.43814670819735,2,40.62107515335083,1715417603.7931051,36.54450559616089,4.212518667226887,2,1.575286906161574
65.92446961462271,74.48350925125493,3,52.3787636756897,1715417615.5507936,48.30100417137146,3.047194516568384,3,8.559039636632214
48.05680738037366,52.41937145751888,4,64.2860255241394,1715417627.4580555,60.20956897735596,1.3389373897308183,4,4.362564077145218
8.014160297373824,9.01842209411051,5,76.08939528465271,1715417639.2614253,72.01338124275208,0.3095005320571392,5,1.0042617967366865
2.679986367861056,2.7430852125347034,6,87.91012859344482,1715417651.0821586,83.83364605903625,0.18571554391668588,6,0.06309884467364738
0.6768535211705049,0.6969539465525302,7,99.82935214042664,1715417663.001382,95.75328278541565,0.056221122725513974,7,0.020100425382025267
0.15570774918841676,0.15801036353967296,8,111.6571536064148,1715417674.8291836,107.58075380325317,0.05307655595016978,8,0.0023026143512562005
0.030012353921928494,0.0315360167172866,9,123.47727823257446,1715417686.6493082,119.40143346786499,0.029540265296423368,9,0.0015236627953581037
0.009235204233981322,0.00980296939663499,10,135.28781843185425,1715417698.4598484,131.2116458415985,0.024812599090726584,10,0.0005677651626536686
0.0038085816099220674,0.004163224565147382,11,147.05456352233887,1715417710.2265935,142.9777853488922,0.013944659461858246,11,0.00035464295522531466
0.0013339821362523393,0.001494084570183811,12,158.8862328529358,1715417722.0582628,154.8100266456604,0.009541231210479305,12,0.00016010243393147186
0.0006280250253486774,0.0007123564044924292,13,170.73151087760925,1715417733.9035408,166.65543603897095,0.006056808041937187,13,8.433137914375172e-05
0.00036544233138743464,0.0004028352739158097,14,182.48132014274597,1715417745.65335,178.40518355369568,0.005305177126066877,14,3.739294252837511e-05
0.0001894023119003466,0.0002115613851894878,15,194.23672580718994,1715417757.4087558,190.1607301235199,0.005717982803572509,15,2.2159073289141234e-05
0.00011143294235448248,0.00013477808286379404,16,206.00459122657776,1715417769.1766212,201.92874240875244,0.004263494766756926,16,2.334514050931156e-05
7.679677846278776e-05,9.26750530562489e-05,17,217.94679355621338,1715417781.1188235,213.87058568000793,0.0034380385360252524,17,1.587827459346114e-05
3.9040749308246004e-05,4.956257792724255e-05,18,229.69478368759155,1715417792.8668137,225.61874508857727,0.003021316825323889,18,1.052182861899655e-05
2.8430241173726962e-05,3.794059264546474e-05,19,241.44891333580017,1715417804.6209433,237.37242436408997,0.0027613826162060395,19,9.510351471737775e-06
2.2236647143865444e-05,2.9598606499913978e-05,20,253.3025393486023,1715417816.4745693,249.22600746154785,0.0027210524790469456,20,7.361959356048533e-06
1.8434887106656952e-05,2.6551125804094783e-05,21,265.08884477615356,1715417828.2608747,261.01266860961914,0.0024919388956919533,21,8.116238697437831e-06
1.7238648941696166e-05,2.3626782137057727e-05,22,276.9376986026764,1715417840.1097286,272.86155796051025,0.002407436071517318,22,6.3881331953615595e-06
1.5588652671296685e-05,2.1582320351534204e-05,23,288.67483139038086,1715417851.8468614,284.59841799736023,0.002192793876183756,23,5.993667680237519e-06
1.2958014205900874e-05,1.9495996501340387e-05,24,300.45448064804077,1715417863.6265106,296.3785593509674,0.0020332013589346347,24,6.537982295439513e-06
1.3124204218378489e-05,1.8753054375734558e-05,25,312.2861485481262,1715417875.4581785,308.20991230010986,0.0020612358762196067,25,5.6288501573560706e-06
1.3055115973405161e-05,1.8398850027888066e-05,26,324.08822894096375,1715417887.260259,320.01214504241943,0.002004847559520927,26,5.343734054482904e-06
1.2680839640449257e-05,1.7705016448922588e-05,27,335.9954001903534,1715417899.1674302,331.9192764759064,0.002015498047695877,27,5.024176808473332e-06
1.0288956806687168e-05,1.4374369404005269e-05,28,347.7339622974396,1715417910.9059923,343.65813851356506,0.0018752781184760328,28,4.085412597318101e-06
9.946687060622338e-06,1.4024552428464649e-05,29,359.4942169189453,1715417922.666247,355.4179422855377,0.001789916285188245,29,4.0778653678423105e-06
1.0711528446231262e-05,1.4137808690046946e-05,30,371.46755814552307,1715417934.639588,367.3911974430084,0.001759354282081734,30,3.426280243815684e-06
9.375627154822625e-06,1.3259232473583769e-05,31,383.20065093040466,1715417946.372681,379.12433767318726,0.001739749045409547,31,3.883605318761143e-06
8.183923036246821e-06,1.2285208636865419e-05,32,395.0250151157379,1715417958.197045,390.94862127304077,0.0016717104559737827,32,4.101285600618597e-06
8.794208268655012e-06,1.2276364758930423e-05,33,406.7930066585541,1715417969.9650366,402.7168312072754,0.0016679832984156397,33,3.482156490275411e-06
7.995331845887997e-06,1.1193710418799166e-05,34,418.62005400657654,1715417981.792084,414.54399490356445,0.0016370600269248372,34,3.1983785729111694e-06
7.3018382216218185e-06,1.0770915853182328e-05,35,430.47763323783875,1715417993.6496632,426.40191864967346,0.0015631158519986482,35,3.46907763156051e-06
7.700405970821234e-06,1.0987665161986128e-05,36,442.2237548828125,1715418005.3957849,438.1474323272705,0.0015440887886880258,36,3.287259191164893e-06
6.149772692124528e-06,8.80987054819116e-06,37,454.01123881340027,1715418017.1832688,449.93515729904175,0.0015384452920613795,37,2.6600978560666323e-06
6.8068225559758205e-06,9.978282770478672e-06,38,465.9359633922577,1715418029.1079934,461.8591558933258,0.0015812108045442446,38,3.1714602145028516e-06
6.808419303657197e-06,9.500818439978123e-06,39,477.85502672195435,1715418041.0270567,473.7791335582733,0.0014355075926583809,39,2.6923991363209273e-06
6.6074929728893585e-06,9.69140422352325e-06,40,489.76847219467163,1715418052.9405022,485.69259119033813,0.001470556955653824,40,3.0839112506338904e-06
5.811458136039616e-06,8.154792609723916e-06,42,513.3780121803284,1715418076.5500422,509.3017213344574,0.001398802950905528,41,2.3433344736843002e-06
5.673933322326314e-06,8.115996959989892e-06,46,560.7315101623535,1715418123.9035401,556.6547746658325,0.00130194023884737,42,2.442063637663578e-06
6.019185279213639e-06,8.02512687259509e-06,50,608.3613123893738,1715418171.5333424,604.2849862575531,0.0014474251410242953,43,2.0059415933814504e-06
4.210675088246129e-06,5.965814201179075e-06,55,668.0193238258362,1715418231.1913538,663.9431610107422,0.0012239715073337398,44,1.7551391129329466e-06
4.576162665394508e-06,6.166781148345812e-06,61,739.838437795639,1715418303.0104678,735.7617244720459,0.0010539175037786684,45,1.5906184829513037e-06
3.64601236000341e-06,5.01804294624276e-06,67,812.0315101146698,1715418375.20354,807.9556136131287,0.0010269924450891342,46,1.3720305862393505e-06
3.2437254605548244e-06,4.390586205056793e-06,73,883.993664264679,1715418447.1656942,879.9168362617493,0.0009163618581583694,47,1.146860744501969e-06
2.975774942313339e-06,3.979059187540849e-06,81,978.9724316596985,1715418542.1444616,974.8957059383392,0.0008841953644347919,48,1.00328424522751e-06
2.6822775139505503e-06,3.656197868241076e-06,89,1073.6109189987183,1715418636.782949,1069.5344831943512,0.0007345783287824744,49,9.739203542905256e-07
2.191441370952773e-06,2.788386527233464e-06,98,1179.823012828827,1715418742.9950428,1175.7468860149384,0.0007443342981969207,50,5.969451562806912e-07
1.8740801282494132e-06,2.5198148499791446e-06,107,1286.111072063446,1715418849.283102,1282.035143852234,0.0007034543685991928,51,6.457347217297313e-07
1.6009529124465853e-06,2.209165054210724e-06,118,1416.98463845253,1715418980.1566684,1412.9085066318512,0.000644201998598701,52,6.082121417641388e-07
1.7111811078747504e-06,2.2672308204561197e-06,130,1559.3646683692932,1715419122.5366983,1555.287919998169,0.000608918519969488,53,5.560497125813692e-07
1.3517360872006556e-06,1.8900502240883076e-06,143,1711.6458122730255,1715419274.8178422,1707.568966627121,0.0006002967910750945,54,5.383141368876519e-07
1.252795837324222e-06,1.7227415310209512e-06,157,1876.6012637615204,1715419439.7732937,1872.5248985290527,0.0006013216763899924,55,4.699456936967293e-07
1.2017698401369065e-06,1.649592517418944e-06,172,2054.5263295173645,1715419617.6983595,2050.4496779441833,0.0005183418082781557,56,4.4782267728203753e-07
1.0031107448523462e-06,1.506680554960321e-06,190,2266.1085772514343,1715419829.2806072,2262.03240609169,0.0005829550421189607,57,5.035698101079747e-07
9.763629330608866e-07,1.3586525390958305e-06,208,2477.771610021591,1715420040.94364,2473.6953806877136,0.0005061608538774376,58,3.8228960603494383e-07
8.844499574633998e-07,1.2590963854589454e-06,229,2726.2603974342346,1715420289.4324274,2722.183440923691,0.0004858228349953156,59,3.7464642799554556e-07
7.097304323893311e-07,1.062330784432693e-06,252,2996.0813958644867,1715420559.2534258,2992.0046186447144,0.00047298361215541485,60,3.5260035204336187e-07
8.419497420032886e-07,1.1919203889195337e-06,253,3007.8073241710663,1715420570.9793541,3003.7315056324005,0.00046044684455737926,61,3.499706469162452e-07
