l2_error,loss_interior,_step,time,_runtime,_timestamp,loss_boundary,loss,step
0.09034413787130621,0.10711598168164066,43,3.2585723400115967,7.032588958740234,1713936501.085211,0.007558256302219274,0.11467423798385994,204
0.14902697250882163,0.11731033014827312,44,3.418728828430176,7.192613840103149,1713936501.245236,0.01015286667741133,0.12746319682568444,223
0.1229899772141639,0.3549715852648904,45,3.602299690246582,7.376213312149048,1713936501.4288354,0.02663834398692616,0.3816099292518166,244
0.0908864287897511,0.09352138550583784,46,3.7853822708129883,7.5593719482421875,1713936501.611994,0.0075574757055606005,0.10107886121139845,266
0.07415774261727201,0.06759332511752242,47,3.996434450149536,7.770247459411621,1713936501.8228695,0.005225259720453634,0.07281858483797606,291
0.07029057399723018,0.055956237513952824,48,4.223171949386597,7.9970128536224365,1713936502.049635,0.004734904441211191,0.060691141955164014,318
0.06774465886547883,0.04785303173248456,49,4.466113328933716,8.240129232406616,1713936502.2927513,0.004326860868531263,0.052179892601015826,347
0.06511690733466852,0.041343654367580585,50,4.74462890625,8.518460988998413,1713936502.571083,0.003957185630149375,0.04530083999772996,380
0.06263040476841805,0.03621168656784367,51,5.037640571594238,8.81162977218628,1713936502.8642519,0.003629883550315597,0.03984157011815927,415
0.06027473042845441,0.03195212879476113,52,5.353906869888306,9.12786340713501,1713936503.1804855,0.003332334681362334,0.03528446347612346,453
0.05797819714347947,0.02830289476469747,53,5.702555418014526,9.476479530334473,1713936503.5291016,0.0030566053644482303,0.0313595001291457,495
0.05575976556952987,0.025177475113463764,54,6.081409454345703,9.855376243591309,1713936503.9079983,0.0028031600539049246,0.02798063516736869,541
0.05358763104649398,0.022450505446656572,55,6.511439561843872,10.28507399559021,1713936504.337696,0.0025671414523917102,0.02501764689904828,592
0.05151365919403759,0.020120528039512874,56,6.971696853637695,10.74549412727356,1713936504.7981162,0.0023529394512037186,0.022473467490716593,647
0.04950398131479458,0.018091714692853006,57,7.472224950790405,11.245786428451538,1713936505.2984085,0.0021557653343435294,0.020247480027196535,707
0.04756569507180183,0.016327132632605008,58,8.008678436279297,11.782580137252808,1713936505.8352022,0.001975284148459054,0.018302416781064063,772
0.0456533863037575,0.014752301664396636,59,8.60806679725647,12.381983757019043,1713936506.4346058,0.001806522396548148,0.016558824060944784,844
0.043810339371823576,0.013373462502696911,60,9.251795768737793,13.025758743286133,1713936507.0783808,0.0016524722462442872,0.015025934748941198,922
0.05288859141065962,0.02965599988861926,61,9.976711750030518,13.750515460968018,1713936507.8031375,0.002556268449891831,0.03221226833851109,1008
0.04851689257872455,0.01556781517040031,62,10.757200241088867,14.531010389328003,1713936508.5836325,0.0020277944171270437,0.017595609587527355,1101
0.0461783421870549,0.012934954249360217,63,11.608769655227661,15.382694721221924,1713936509.4353168,0.0018165163984773466,0.014751470647837564,1203
0.04402678955663785,0.011223317337976338,64,12.540330410003662,16.31412672996521,1713936510.3667488,0.001635975559144574,0.012859292897120912,1315
0.04192331238559447,0.009928250612901836,65,13.554616451263428,17.328528881072998,1713936511.381151,0.0014737932353286467,0.011402043848230483,1437
0.039871099220294026,0.008876971546801598,66,14.661154985427856,18.43472146987915,1713936512.4873435,0.0013266854068132636,0.010203656953614861,1570
0.037871523907991075,0.007985888014972355,67,15.876540660858154,19.65046977996826,1713936513.7030919,0.0011925939047889413,0.009178481919761297,1716
0.03595026361469496,0.0072197364381887995,68,17.195158004760742,20.969000101089478,1713936515.0216222,0.0010716684490167556,0.008291404887205554,1875
0.0341016137724161,0.006547817094404022,69,18.630983591079712,22.404784440994263,1713936516.4574065,0.0009622797026926277,0.00751009679709665,2049
0.03233032536178605,0.0059539843475186534,70,20.184657335281372,23.958621740341187,1713936518.0112438,0.0008636941787153869,0.0068176785262340405,2239
0.03063885447848516,0.005426646048400038,71,21.90103816986084,25.674712419509888,1713936519.7273345,0.0007751448494189423,0.00620179089781898,2446
0.029015391904956958,0.0049532812608143965,72,23.780468463897705,27.554381132125854,1713936521.6070032,0.0006952471486224314,0.005648528409436828,2673
0.027466703323526367,0.004528970517868869,73,25.832792043685913,29.60659408569336,1713936523.6592162,0.0006236487285156827,0.005152619246384551,2921
0.025994035047942572,0.0041479072536670936,74,28.05984139442444,31.83383297920227,1713936525.886455,0.0005597274485918416,0.0047076347022589355,3192
0.026838137967936115,0.004553367609313697,75,30.512366771697998,34.28617453575134,1713936528.3387966,0.0005952353677163598,0.005148602977030056,3488
0.02519865584740979,0.003850396670861846,76,33.16435790061951,36.93842625617981,1713936530.9910483,0.0005188983998415421,0.004369295070703388,3811
0.023614788017357165,0.0034832217646005147,77,36.07784986495972,39.85171937942505,1713936533.9043415,0.0004576083928355184,0.003940830157436033,4165
0.02217614816121034,0.0031791945215959593,78,39.254018783569336,43.02799129486084,1713936537.0806134,0.0004061783305862433,0.0035853728521822027,4551
0.1023284010053585,0.016690103354793682,79,42.74901795387268,46.52279496192932,1713936540.575417,0.0031695029026359107,0.019859606257429593,4973
0.0211253508388588,0.002969771797920547,80,46.55291295051575,50.326844215393066,1713936544.3794663,0.0003630158434577685,0.0033327876413783153,5434
0.01975690552786617,0.0026707848618707317,81,50.72713041305542,54.501089334487915,1713936548.5537114,0.00032178375993537506,0.0029925686218061067,5938
0.018576723213440224,0.002430833284576395,82,55.25900626182556,59.032878160476685,1713936553.0855002,0.0002886093678641861,0.002719442652440581,6488
0.0185645754576947,0.002478053825014128,83,60.24597525596619,64.01989650726318,1713936558.0725186,0.0002805436636223071,0.002758597488636435,7090
0.017372608149954206,0.0022097235012257556,84,65.82357001304626,69.5968964099884,1713936563.6495185,0.00025116787493420316,0.002460891376159959,7747
0.017102264463209553,0.0023318205884628874,85,71.85396146774292,75.6282742023468,1713936569.6808963,0.00023472526110929426,0.0025665458495721816,8465
0.016047086244943918,0.0019842299376514505,86,78.37570595741272,82.14986515045166,1713936576.2024872,0.00021428943487590804,0.0021985193725273587,9250
0.01553726447521478,0.002051423871909166,87,85.49039125442505,89.2644636631012,1713936583.3170857,0.00019428878109714436,0.0022457126530063105,10108
0.01463675615131046,0.0017444299923022276,88,93.23722839355469,97.01136708259583,1713936591.0639892,0.0001799736650799217,0.0019244036573821492,11045
0.014126504350994582,0.0017231185228416897,89,101.73572850227356,105.5099413394928,1713936599.5625634,0.00016437501762341455,0.0018874935404651042,12069
0.013413929671384512,0.002039827729216994,90,110.97054982185364,114.74441266059875,1713936608.7970347,0.0001643997405482785,0.0022042274697652727,13188
0.012712478964498073,0.0014615989748454385,91,121.05609369277954,124.83032083511353,1713936618.882943,0.0001369200592179356,0.0015985190340633742,14411
0.012112525699055385,0.0014028334272392158,92,132.0579273700714,135.83219695091248,1713936629.884819,0.00012361848018009673,0.0015264519074193125,15747
0.011497994077865763,0.0013360541060097335,93,144.0573034286499,147.8315887451172,1713936641.8842108,0.0001112219317779185,0.001447276037787652,17207
0.010889694822063839,0.0012618537564938834,94,157.14938473701477,160.92336750030518,1713936654.9759896,0.0001001160824573884,0.001361969838951272,18802
0.010305823912715862,0.0011860538790159632,95,171.4991374015808,175.27332162857056,1713936669.3259437,9.031266932190504e-05,0.0012763665483378683,20546
0.009769169413156422,0.0011052843482276871,96,187.19854283332825,190.9727988243103,1713936685.025421,8.210782830889901e-05,0.0011873921765365861,22451
0.008923205781733135,0.0011666109885001476,97,204.34564352035522,208.119690656662,1713936702.1723127,6.508623300404596e-05,0.0012316972215041936,24532
0.008596029048272011,0.0010174082813433137,98,223.1657874584198,226.93994617462158,1713936720.9925683,6.31575053554201e-05,0.0010805657866987338,26807
0.008297890921875564,0.0009214286788236506,99,243.83978295326233,247.6134660243988,1713936741.666088,6.0561581788481904e-05,0.0009819902606121324,29292
0.007699894515617209,0.0008898583606369184,100,266.29232931137085,270.0664896965027,1713936764.1191118,5.195132623201612e-05,0.0009418096868689345,32008
0.007221728665962862,0.0008443507262055056,101,290.7849385738373,294.5591547489166,1713936788.6117768,4.5830579308396474e-05,0.000890181305513902,34976
0.006880458081183451,0.0007885225190321592,102,317.60052466392517,321.37463545799255,1713936815.4272575,4.2101825610689104e-05,0.0008306243446428483,38219
0.006701986216937676,0.0007271510029313794,103,347.07183265686035,350.84597301483154,1713936844.898595,4.059027421362787e-05,0.0007677412771450073,41762
0.006674532525853427,0.0006667545922998903,104,379.0966649055481,382.87051725387573,1713936876.9231393,4.06317760122567e-05,0.000707386368312147,45634
0.006194873923587683,0.0006384783256828296,105,414.16896748542786,417.9426121711731,1713936911.9952343,3.503592152386933e-05,0.000673514247206699,49865
0.005895107799474273,0.0006108066949169848,106,452.55753803253174,456.331661939621,1713936950.384284,3.125607253867548e-05,0.0006420627674556603,54488
0.005944873438273599,0.0005546000343492224,107,494.7135503292084,498.4878423213959,1713936992.5404644,3.214788819364039e-05,0.0005867479225428628,59540
0.006167830661717144,0.0005007116230018257,108,540.5074515342712,544.2815327644348,1713937038.3341548,3.4776212981505445e-05,0.0005354878359833311,65060
0.0066005192856433215,0.0004536716132406958,109,590.5724406242371,594.3464601039886,1713937088.3990822,3.805398741597058e-05,0.0004917256006566664,71092
0.0064498445431366925,0.00041554523701527765,110,645.0954442024231,648.869528055191,1713937142.9221501,3.737487313892016e-05,0.0004529201101541978,77684
0.006457535385660834,0.00037943641476538526,111,704.7675278186798,708.5416519641876,1713937202.594274,3.728738057930407e-05,0.00041672379534468933,84886
0.006260325353887554,0.0003493036860478155,112,769.7769258022308,773.5511412620544,1713937267.6037633,3.488039364837985e-05,0.0003841840796961953,92756
0.006136983501268498,0.00031786323888585694,113,840.9866018295288,844.7608377933502,1713937338.8134599,3.3349637181629334e-05,0.0003512128760674863,101356
0.00606204983174536,0.00028621645858780857,114,919.2666628360748,923.0409336090088,1713937417.0935557,3.239354135714935e-05,0.0003186099999449579,110753
0.005758327627900497,0.00026140757542585184,115,1004.6391961574554,1008.4135360717773,1713937502.4661582,2.9151988087754096e-05,0.0002905595635136059,121022
0.0055527189808600415,0.00023705349670777713,116,1097.8187127113342,1101.5928676128387,1713937595.6454897,2.723981628472811e-05,0.00026429331299250526,132242
0.005466757563988926,0.0002093713140118826,117,1199.817368030548,1203.5916895866394,1713937697.6443117,2.6122759144416537e-05,0.00023549407315629915,144503
0.005224884862482742,0.00018920064457602514,118,1311.6613228321075,1315.4356219768524,1713937809.488244,2.378414672312236e-05,0.0002129847912991475,157900
0.030913385899275263,0.0027592900072743592,119,1433.0818092823029,1436.855700969696,1713937930.908323,0.0004166381524218813,0.0031759281596962403,172540
0.004811989953494234,0.00015525901508063532,120,1564.8863241672516,1568.660493850708,1713938062.713116,1.991797846815248e-05,0.0001751769935487878,188537
0.004549741682763756,0.0001422544869738205,121,1709.7498526573181,1713.524020433426,1713938207.5766425,1.775445180958636e-05,0.00016000893878340686,206017
0.004354712893053474,0.00012999400049986935,122,1868.4934225082397,1872.2677521705627,1713938366.3203743,1.623388939483453e-05,0.00014622788989470387,225118
0.0041474902722614575,0.00011934008107826528,123,2042.0923829078674,2045.8823821544647,1713938539.9350042,1.4749774195584122e-05,0.0001340898552738494,245989
0.003984998481355007,0.00010930675986877507,124,2231.0685250759125,2234.842710494995,1713938728.8953326,1.3689448316509281e-05,0.00012299620818528436,268796
0.003761100344636748,0.0001011497451297357,125,2436.463684797287,2440.237931251526,1713938934.2905533,1.2314715767999429e-05,0.00011346446089773512,293717
0.003572790864571717,9.353111656284977e-05,126,2662.1413373947144,2665.9156353473663,1713939159.9682574,1.1256762242044884e-05,0.00010478787880489466,320949
0.008782894116867866,0.0002690851087729858,127,2909.2052526474,2912.9795479774475,1713939407.03217,3.8491973219923346e-05,0.00030757708199290917,350705
0.0033106496201615082,7.939380024860808e-05,128,3179.6379392147064,3183.4119923114777,1713939677.4646144,9.904500705203687e-06,8.929830095381177e-05,383221
0.0031749198550093706,7.355270465712223e-05,129,3473.160211086273,3476.9342176914215,1713939970.9868398,9.218781027485777e-06,8.277148568460801e-05,418751
0.003026585713716698,6.84998301986481e-05,130,3793.5975484848022,3797.3719325065613,1713940291.4245546,8.455371473986699e-06,7.695520167263481e-05,457575
0.002937006495835779,6.333164413366609e-05,131,4144.792568683624,4148.566474199295,1713940642.6190963,8.018370569103908e-06,7.135001470277e-05,499999
