l2_error,step,_timestamp,loss_boundary,_step,_runtime,loss_interior,loss,time
0.00047270865331307824,134,1714005241.9439125,3.8559813259962855e-08,44,1597.8424046039581,7.939572706619445e-08,1.1795554032615732e-07,1593.3457295894623
0.00046065842121958376,144,1714005351.6182337,3.3966699096825576e-08,45,1707.5167257785797,6.863081284786052e-08,1.025975119446861e-07,1703.0196104049683
0.00044855933105328533,155,1714005471.040267,2.998071937128459e-08,46,1826.9387590885162,5.973191355834629e-08,8.971263292963088e-08,1822.441794872284
0.00043883830660820073,166,1714005590.8558578,2.697435890916342e-08,47,1946.7543499469757,5.331680385078902e-08,8.029116275995245e-08,1942.2572388648987
0.000427646812330295,179,1714005732.4628417,2.4153842389167943e-08,48,2088.361333847046,4.729374891180082e-08,7.144759130096876e-08,2083.8645939826965
0.0004184313527565578,193,1714005885.6861463,2.1650570645108387e-08,49,2241.5846383571625,4.224392893849545e-08,6.389449958360383e-08,2237.0868713855743
0.0004103021516476106,207,1714006038.9677737,1.966996560990603e-08,50,2394.866265773773,3.827283941940696e-08,5.794280502931299e-08,2390.3689341545105
0.0004024522788701633,223,1714006217.338394,1.7627930888840725e-08,51,2573.236886024475,3.43352355407909e-08,5.196316642963162e-08,2568.7400121688843
0.00039506817776776074,240,1714006401.2896948,1.5968226221466095e-08,52,2757.1881868839264,3.1088651863274426e-08,4.705687808474052e-08,2752.6912503242493
0.0003889662755947657,258,1714006597.9499488,1.4566830916150837e-08,53,2953.848440885544,2.8419527943350408e-08,4.2986358859501246e-08,2949.3511488437653
0.0003830986603317389,278,1714006820.204598,1.3260791911837185e-08,54,3176.1030900478363,2.596156659290535e-08,3.922235850474253e-08,3171.605731487274
0.00037800872079146015,299,1714007055.9233284,1.2132048786135167e-08,55,3411.821820497513,2.386643249299155e-08,3.599848127912672e-08,3407.3253693580627
0.0003729265051342144,322,1714007312.8117056,1.1092970761021019e-08,56,3668.710197687149,2.196019839875182e-08,3.3053169159772836e-08,3664.2121274471283
0.0003678397628920718,346,1714007574.2638366,1.015847682633275e-08,57,3930.162328720093,2.021520410923155e-08,3.0373680935564297e-08,3925.6653962135315
0.00036335843851119116,373,1714007868.7286077,9.284591900125732e-09,58,4224.627099752426,1.8616196850331322e-08,2.7900788750457055e-08,4220.129943847656
0.0003591495890424882,401,1714008172.8636417,8.510939007296474e-09,59,4528.762133836746,1.7211473439460227e-08,2.57224124467567e-08,4524.265244483948
0.00035504076282693214,431,1714008506.7963681,7.816713803838116e-09,60,4862.694860219955,1.5974026679458615e-08,2.379074048329673e-08,4858.197411060333
0.00035095073251821296,464,1714008873.825399,7.179397927348652e-09,61,5229.723891019821,1.477283988695585e-08,2.19522378143045e-08,5225.227294921875
0.00034718961554005136,499,1714009250.3591027,6.599362308169357e-09,62,5606.257594823837,1.3724397721299924e-08,2.0323760029469282e-08,5601.760037660599
0.0003434767484735834,537,1714009677.5470455,6.076701994684553e-09,63,6033.445537567139,1.2737665220457848e-08,1.88143672151424e-08,6028.946613550186
0.00033976716363484313,578,1714010148.6096976,5.593669950648719e-09,64,6504.508189678192,1.1821573525364555e-08,1.7415243476013275e-08,6500.011468887329
0.00033596484769582365,622,1714010647.160331,5.149415401878984e-09,65,7003.058823108673,1.0976921953241612e-08,1.6126337355120595e-08,6998.561431884766
