loss,_runtime,l2_error,loss_interior,step,_timestamp,_step,time,loss_boundary
0.414245626285883,10.567102909088135,0.4890169059466372,0.214664248288864,50,1714776968.010397,43,6.455957651138306,0.19958137799701905
0.27778182182453837,11.020946264266968,0.3969861869860647,0.14694480152570674,55,1714776968.4642403,44,6.910941123962402,0.13083702029883165
0.18745486034844067,11.56658124923706,0.31127077304322215,0.09869416293028051,61,1714776969.0098753,45,7.455797433853149,0.08876069741816017
0.11817085520747306,12.117384433746338,0.22597641676752303,0.06607697434986867,67,1714776969.5606785,46,8.006694555282593,0.05209388085760439
0.08216074676456397,12.695361852645874,0.1853894184742326,0.04438908522961539,73,1714776970.138656,47,8.584701299667358,0.03777166153494858
0.055149523366987765,13.422587394714355,0.14607787473352213,0.028911236369812816,81,1714776970.8658814,48,9.311876773834229,0.026238286997174946
0.03730704611105738,14.1505708694458,0.12010980830755254,0.019199731308260314,89,1714776971.593865,49,10.040534496307373,0.01810731480279707
0.026189059192045658,14.985031366348267,0.1022520303671082,0.013657271549673894,98,1714776972.4283254,50,10.874061584472656,0.012531787642371763
0.018814608476540262,15.810395002365112,0.08592835101521874,0.010027475334055558,107,1714776973.253689,51,11.69917631149292,0.008787133142484702
0.012753458849634768,16.799435138702393,0.07052884554599319,0.007169983295105365,118,1714776974.2427292,52,12.689451932907104,0.005583475554529402
0.00883535788830082,17.89617419242859,0.05793266301695274,0.005378351780304091,130,1714776975.3394682,53,13.785468101501465,0.0034570061079967295
0.006189348786046572,19.113142013549805,0.0503950635486752,0.003954855183309231,143,1714776976.556436,54,15.002931118011475,0.0022344936027373415
0.004368793138800069,20.408195734024048,0.04507623485610432,0.002875325717765442,157,1714776977.8514898,55,16.298216581344604,0.0014934674210346271
0.003215063449525348,21.78130030632019,0.03989995097487066,0.00217516545738118,172,1714776979.2245944,56,17.671303033828735,0.001039897992144168
0.002369170529343643,23.432373523712158,0.035272181970884484,0.001620975210449704,190,1714776980.8756676,57,19.322384119033813,0.0007481953188939391
0.0018065737617029133,25.077038049697876,0.031158213021790553,0.0012365285030514414,208,1714776982.520332,58,20.967068433761597,0.0005700452586514719
0.0013849836081153031,26.97163200378418,0.028266021937684547,0.0009446308942074933,229,1714776984.414926,59,22.86107563972473,0.00044035271390780985
0.00109880687376024,29.070979118347168,0.025752120458650617,0.0007416303660078085,252,1714776986.5142732,60,24.960636138916016,0.0003571765077524316
0.0008567527239347218,31.377140998840332,0.023953988338908633,0.0005705714600264895,277,1714776988.820435,61,27.267083644866943,0.0002861812639082323
0.0006686973279299117,33.93333554267883,0.022290707316639784,0.00043929581912099085,305,1714776991.3766296,62,29.82323431968689,0.00022940150880892092
0.0005763975385811264,36.699519634246826,0.021302575461653424,0.00037407916223453547,335,1714776994.1428137,63,32.589350938797,0.00020231837634659096
0.0004906136621729041,39.880016803741455,0.020334552373442442,0.0003140800959140724,369,1714776997.3233109,64,35.769794940948486,0.00017653356625883167
0.00039469890593009035,43.24131631851196,0.01905725720334859,0.00025022799222115105,406,1714777000.6846104,65,39.13130211830139,0.00014447091370893932
0.00033067695021480226,46.92450833320618,0.018077722015156988,0.0002088071535543332,446,1714777004.3678024,66,42.814239501953125,0.00012186979666046906
0.00028269025408210577,51.06280064582825,0.017409872595301353,0.0001784965576776808,491,1714777008.5060947,67,46.95200204849243,0.00010419369640442494
0.00021931848069410705,55.529502153396606,0.01628387264201297,0.00014006769091863945,540,1714777012.9727962,68,51.41873860359192,7.92507897754676e-05
0.00018146366104792303,60.46141004562378,0.015460537476199538,0.00011660297250582688,594,1714777017.904704,69,56.35063052177429,6.486068854209615e-05
0.00016220102097406304,65.8626811504364,0.015047833659588483,0.00010432348346333435,653,1714777023.3059752,70,61.752358198165894,5.7877537510728704e-05
0.00014504478875272903,71.78661179542542,0.014595950858474484,9.333189851105533e-05,718,1714777029.2299058,71,67.67645382881165,5.17128902416737e-05
0.00013586671670943546,78.48814868927002,0.014359313890386142,8.74663535868979e-05,790,1714777035.9314427,72,74.3781406879425,4.840036312253756e-05
0.00010475851468831022,85.6742091178894,0.01321894842030056,6.90474044858947e-05,869,1714777043.1175032,73,81.56420111656189,3.571111020241553e-05
9.531311607897464e-05,93.66211986541748,0.012944290902388269,6.249390258621589e-05,956,1714777051.105414,74,89.55173301696777,3.281921349275874e-05
8.948513336039016e-05,102.44892907142639,0.012694627410993389,5.8801263891920795e-05,1052,1714777059.8922231,75,98.33890581130981,3.068386946846936e-05
8.53726014898351e-05,112.06704044342041,0.012488712264161058,5.627408109220196e-05,1157,1714777069.5103345,76,107.95641827583313,2.9098520397633133e-05
6.67146062003068e-05,122.60780143737793,0.011495847137077683,4.502961377302527e-05,1272,1714777080.0510955,77,118.49674034118652,2.1684992427281536e-05
6.274935394391213e-05,134.25536513328552,0.011290523473174585,4.244197245684428e-05,1400,1714777091.6986592,78,130.14535880088806,2.0307381487067858e-05
5.688030017142118e-05,146.91660118103027,0.01098201582202533,3.869294434272942e-05,1539,1714777104.3598952,79,142.8062195777893,1.8187355828691758e-05
5.290401081187422e-05,160.9605107307434,0.010735293182392771,3.632217154897876e-05,1693,1714777118.4038048,80,156.85018682479858,1.658183926289546e-05
3.776522150443317e-05,176.46112370491028,0.00966454467578626,2.7094361013060966e-05,1863,1714777133.9044178,81,172.35110759735107,1.0670860491372207e-05
3.5531283439342095e-05,193.50462079048157,0.009482393715826952,2.5540733044007696e-05,2049,1714777150.9479148,82,189.39424204826355,9.990550395334399e-06
3.302475521236655e-05,212.35141134262085,0.009314956535787856,2.3809308861074444e-05,2254,1714777169.7947054,83,208.24118995666504,9.215446351292101e-06
3.2403428696058186e-05,232.91703081130981,0.009271032929324964,2.336313370096864e-05,2479,1714777190.3603249,84,228.80677604675293,9.040294995089545e-06
2.9588993813655633e-05,255.57144212722778,0.009032509468031974,2.1493708725143154e-05,2727,1714777213.0147362,85,251.46136593818665,8.095285088512479e-06
2.7427613897014464e-05,280.5456266403198,0.008833388879340437,2.0038144169332407e-05,3000,1714777237.9889207,86,276.435293674469,7.3894697276820565e-06
2.677573023954988e-05,308.08633685112,0.008794078203495974,1.9540385299126794e-05,3299,1714777265.529631,87,303.9762976169586,7.2353449404230844e-06
2.4728000724912695e-05,338.20934987068176,0.008605425995758456,1.8146822787378918e-05,3629,1714777295.652644,88,334.0988459587097,6.581177937533779e-06
1.8235414820192235e-05,371.5075132846832,0.007869403506201465,1.3630958410875807e-05,3992,1714777328.9508073,89,367.397554397583,4.604456409316427e-06
1.758166500760112e-05,407.94712138175964,0.007837626911885902,1.31154267220124e-05,4391,1714777365.3904154,90,403.83606934547424,4.4662382855887205e-06
1.716420554609457e-05,448.26168489456177,0.00781126152116382,1.279649512952042e-05,4831,1714777405.704979,91,444.15058851242065,4.367710416574151e-06
1.1734596548985137e-05,492.5222990512848,0.007111639070267278,8.814394939166093e-06,5314,1714777449.965593,92,488.4120423793793,2.9202016098190426e-06
1.1471366876571726e-05,541.2635548114777,0.007080204343005893,8.601502952767131e-06,5845,1714777498.7068489,93,537.153247833252,2.8698639238045944e-06
1.0799499376485385e-05,594.8774702548981,0.006837014085310649,8.142007749682051e-06,6429,1714777552.3207643,94,590.7665121555328,2.6574916268033344e-06
1.0512742799733318e-05,653.8576416969299,0.006324959325557636,8.124231842413203e-06,7072,1714777611.3009357,95,649.7473495006561,2.388510957320115e-06
9.682031108480153e-06,718.7131316661835,0.005511822320726326,7.586987788084959e-06,7779,1714777676.1564257,96,714.602751493454,2.0950433203951945e-06
9.342717448907807e-06,789.9064424037933,0.005182148688067046,7.179737694618383e-06,8557,1714777747.3497365,97,785.7953901290894,2.1629797542894234e-06
9.210471319522725e-06,867.9035029411316,0.004989475152308471,6.966209674834444e-06,9413,1714777825.346797,98,863.79323387146,2.2442616446882804e-06
9.082914713947861e-06,953.828230381012,0.004830135517465164,6.8272827795940066e-06,10354,1714777911.2715244,99,949.7179379463196,2.255631934353854e-06
8.927412168788714e-06,1048.4730093479156,0.004549621541372308,6.77639722108084e-06,11389,1714778005.9163034,100,1044.3627352714539,2.1510149477078734e-06
8.808445500533163e-06,1152.4007444381714,0.004418911898303817,6.878352559217533e-06,12528,1714778109.8440385,101,1148.2903945446014,1.930092941315629e-06
6.077575566570611e-06,1266.9284493923187,0.004242378064422058,4.8880196242451445e-06,13781,1714778224.3717434,102,1262.8178570270538,1.1895559423254663e-06
3.18671759395885e-06,1393.0020747184753,0.00392832809431171,2.561684252720943e-06,15159,1714778350.4453688,103,1388.891541481018,6.250333412379071e-07
2.4272237619175124e-06,1531.9979197978973,0.0037073449597045606,1.9397669950777905e-06,16675,1714778489.4412138,104,1527.8873810768127,4.874567668397219e-07
2.241593178867953e-06,1684.480218887329,0.0037848049067163406,1.7666392835653134e-06,18342,1714778641.923513,105,1680.369862794876,4.749538953026395e-07
2.1379781668182943e-06,1852.0248537063599,0.0038618567319364705,1.6569347012349754e-06,20177,1714778809.4681478,106,1847.9144060611725,4.810434655833187e-07
2.100383198315892e-06,2036.4861903190613,0.003911503249252179,1.6268279751708603e-06,22194,1714778993.9294844,107,2032.3758866786957,4.7355522314503205e-07
2.0662759835068584e-06,2239.575520515442,0.003896016041199467,1.616269871950506e-06,24414,1714779197.0188146,108,2235.4650180339813,4.500061115563522e-07
2.0375508176449846e-06,2463.4256961345673,0.00387146002717461,1.5957724442340625e-06,26855,1714779420.8689902,109,2459.315361738205,4.417783734109221e-07
2.0200699319815594e-06,2708.417800426483,0.0038412356345455504,1.5688296561303875e-06,29540,1714779665.8610945,110,2704.307478904724,4.512402758511721e-07
2.00260820580335e-06,2978.51438331604,0.0037785728434614075,1.5851827264143072e-06,32494,1714779935.9576774,111,2974.4040513038635,4.174254793890428e-07
2.001260315044787e-06,3004.1842472553253,0.0037771103823286425,1.5849860959049214e-06,32774,1714779961.6275413,112,3000.074009180069,4.162742191398652e-07
