loss_boundary,loss_interior,loss,step,_step,time,_runtime,l2_error,_timestamp
0.10487764848456523,28.270059996477226,28.37493764496179,55,44,21.100809812545776,25.308369398117065,0.33311668938239547,1714574227.2330503
0.1056881366927121,27.705854910327663,27.811543047020375,61,45,23.105603456497192,27.31338906288147,0.3353687908657267,1714574229.23807
0.10982812617578852,27.05606833570955,27.16589646188534,67,46,25.320966720581055,29.528855323791504,0.33884098875703783,1714574231.4535363
0.10975867605608673,26.373020335379284,26.48277901143537,73,47,27.42215323448181,31.629945755004883,0.34429814901056627,1714574233.5546267
0.11478898505303056,25.50855552270207,25.623344507755103,81,48,30.271562814712524,34.47949266433716,0.3519567134475653,1714574236.4041736
0.11652895092469513,24.763135128448305,24.879664079373,89,49,33.18432664871216,37.3924515247345,0.3598407317452626,1714574239.3171325
0.12076905957299847,23.926104632365032,24.046873691938032,98,50,36.44957208633423,40.65735483169556,0.37648471087354773,1714574242.5820358
0.1289259018382713,23.143533341013157,23.27245924285143,107,51,39.492796182632446,43.7008171081543,0.38317373785328124,1714574245.625498
0.13323864961808954,22.195503819652366,22.328742469270455,118,52,43.1327166557312,47.340556144714355,0.4060541370733879,1714574249.265237
0.1416578359272827,21.239980739117964,21.381638575045248,130,53,47.106645822525024,51.31460618972778,0.4268994049175828,1714574253.2392871
0.15524753222826984,20.14326350248231,20.29851103471058,143,54,51.40575814247131,55.613702058792114,0.43662136738053164,1714574257.538383
0.1673099248082586,18.881298935052136,19.048608859860394,157,55,56.155189037323,60.36322379112244,0.46285627560382414,1714574262.2879047
0.1834045984204222,17.446248626311373,17.629653224731797,172,56,61.29396605491638,65.50193095207214,0.5051428817471825,1714574267.426612
0.2031672975897594,15.970567910331779,16.17373520792154,190,57,67.34770441055298,71.55551362037659,0.5321780812875702,1714574273.4801946
0.239732105663651,14.233014215848145,14.472746321511796,208,58,73.22198820114136,77.42972445487976,0.5852761926188201,1714574279.3544054
0.2730160118258999,12.31032297707043,12.58333898889633,229,59,80.20570707321167,84.41396284103394,0.6294772947747369,1714574286.3386438
0.3165184226842291,9.651465290275903,9.967983712960132,252,60,87.89034843444824,92.09818720817566,0.6859869948266428,1714574294.0228682
0.3713825901260058,5.620158944782027,5.991541534908032,277,61,95.9718644618988,100.17982244491577,0.7478280631232578,1714574302.1045034
0.42054890224494385,3.090233061937232,3.5107819641821756,305,62,105.2223711013794,109.43014550209045,0.7736699617835319,1714574311.3548265
0.4122093873504302,1.7179108702195458,2.130120257569976,335,63,115.01163721084595,119.21924257278442,0.8006819152248729,1714574321.1439235
0.3611970561644474,1.1633800243194221,1.5245770804838696,369,64,126.51406717300415,130.72188091278076,0.7483595951278841,1714574332.6465619
0.27177453114987055,0.7425906040828599,1.0143651352327305,406,65,138.79606199264526,143.00413370132446,0.6498969301062562,1714574344.9288146
0.18179047467316883,0.503926347089848,0.6857168217630167,446,66,152.2737386226654,156.48179745674133,0.5299432858421667,1714574358.4064784
0.1157901650698303,0.356411942557507,0.47220210762733733,491,67,167.39462780952454,171.60266733169556,0.41629189490069407,1714574373.5273483
0.08466194706799547,0.2942243996075589,0.3788863466755544,540,68,183.25306224822998,187.46089124679565,0.34976943042136305,1714574389.3855722
0.0816574234233748,0.28355857021187286,0.36521599363524765,594,69,201.31823801994324,205.5261971950531,0.3426978322171793,1714574407.4508781
0.0781909403858274,0.27342603803615884,0.35161697842198625,653,70,220.22949266433716,224.43741059303284,0.3346708615691813,1714574426.3620915
0.049110483223097585,0.1869971697110926,0.23610765293419017,718,71,242.49437952041626,246.70250916481018,0.25487167867399163,1714574448.62719
0.03199592461177103,0.1264684544115182,0.15846437902328922,790,72,266.27229285240173,270.48011684417725,0.1959131057368472,1714574472.4047978
0.024630820524711515,0.08847314767356479,0.11310396819827631,869,73,292.34834241867065,296.55615186691284,0.16554603122717176,1714574498.4808328
0.021961841064272385,0.0709719125267351,0.09293375359100749,956,74,321.2316474914551,325.43949604034424,0.15408989929472738,1714574527.364177
0.020289229376498866,0.05947307183067073,0.0797623012071696,1052,75,352.409930229187,356.6177599430084,0.1473021048577158,1714574558.542441
0.018897723310901334,0.05078294236701581,0.06968066567791714,1157,76,386.0192041397095,390.227224111557,0.14189734206283414,1714574592.151905
0.01797547043995053,0.04552963195521175,0.06350510239516229,1272,77,423.3486866950989,427.55638551712036,0.1383778879902658,1714574629.4810665
0.01706358518774216,0.040840192070489334,0.057903777258231495,1400,78,465.15981125831604,469.3685579299927,0.13491674590601394,1714574671.2932389
0.016108056397851508,0.03649531434193467,0.05260337073978617,1539,79,509.2368891239166,513.444655418396,0.131269437541986,1714574715.3693364
0.015061746237828334,0.03238021264134176,0.0474419588791701,1693,80,557.9289495944977,562.1367387771606,0.1271970334626794,1714574764.0614197
0.014072167899752635,0.02876846342771472,0.042840631327467356,1863,81,611.5794186592102,615.7872476577759,0.12318593428220245,1714574817.7119286
0.013055192987366316,0.025615255941659587,0.0386704489290259,2049,82,670.8289721012115,675.0369346141815,0.11891977146707083,1714574876.9616156
0.012084592234765244,0.022947742747728147,0.03503233498249339,2254,83,737.65660405159,741.8643805980682,0.11459978820102987,1714574943.7890615
0.011087997931641124,0.020490251145170408,0.03157824907681153,2479,84,813.9151923656464,818.1232392787933,0.11012930270637647,1714575020.0479202
0.010181952438665976,0.018444570285339683,0.02862652272400566,2727,85,897.5768353939056,901.7848205566406,0.10576872941703992,1714575103.7095015
0.009328800192513363,0.016646959540157828,0.02597575973267119,3000,86,990.3862323760986,994.5940434932709,0.10156050738594377,1714575196.5187244
0.008452998242598398,0.014900237196002543,0.02335323543860094,3299,87,1090.972695350647,1095.1806495189667,0.09698665999364951,1714575297.1053305
0.007713249287875296,0.01349542205312683,0.021208671341002124,3629,88,1202.5468735694885,1206.7547228336334,0.09293268070814921,1714575408.6794038
0.007033494644825135,0.012258456762092938,0.019291951406918074,3992,89,1325.6644146442413,1329.8723585605621,0.08902308392269961,1714575531.7970395
0.006244394203701391,0.010880743254505972,0.017125137458207363,4391,90,1458.0808680057526,1462.289532661438,0.08421364438831537,1714575664.2142136
0.005541086307564113,0.0097132328541062,0.015254319161670311,4831,91,1601.2045722007751,1605.4124920368195,0.07963136050277365,1714575807.337173
0.004885862315111977,0.00867621073335673,0.013562073048468706,5314,92,1761.7597315311432,1765.967787027359,0.07504672484830768,1714575967.892468
0.004318124028230634,0.007814592471807583,0.012132716500038217,5845,93,1939.685212135315,1943.8936340808868,0.07078797499674268,1714576145.818315
0.0038139853095606495,0.007073537004069142,0.010887522313629792,6429,94,2135.189105272293,2139.396933078766,0.06672044500606371,1714576341.321614
0.0033132432556679933,0.006349905569635792,0.009663148825303785,7072,95,2350.9438378810883,2355.151734352112,0.06236614749489717,1714576557.0764153
0.0028521852169179356,0.0056830316140713795,0.008535216830989316,7779,96,2587.4936463832855,2591.701389312744,0.058022007097223924,1714576793.6260703
0.0024284493825961167,0.0050574592850536814,0.007485908667649798,8557,97,2845.4554340839386,2849.6632351875305,0.05369044214349349,1714577051.5879161
0.002241072203561982,0.0047747726096267614,0.007015844813188744,9022,98,3000.019645214081,3004.2274363040924,0.051662632312900476,1714577206.1521173
