l2_error,loss,step,_timestamp,time,loss_boundary,loss_interior,_step,_runtime
0.0009234274141176834,1.0326080554792711e-06,39,1714579133.1508524,452.1301941871643,2.6281652789881463e-07,7.697915275804564e-07,39,455.97136545181274
0.0009136807539723655,1.0086488916802513e-06,40,1714579144.289604,463.26808285713196,2.562449545577916e-07,7.524039371224597e-07,40,467.11011695861816
0.000895446391837321,9.644029141242858e-07,42,1714579166.4242444,485.40366101264954,2.443450764672397e-07,7.20057837657046e-07,41,489.24475741386414
0.0008632428197770479,8.879944531455569e-07,46,1714579210.7779727,529.7575767040253,2.2447900370424735e-07,6.635154494413096e-07,42,533.5984857082367
0.0008356262480241907,8.24143323096695e-07,50,1714579254.6493669,573.628443479538,2.084843975638116e-07,6.156589255328833e-07,43,577.4698798656464
0.0008061122794189505,7.575454158354537e-07,55,1714579310.327105,629.305807352066,1.9231053020609667e-07,5.65234885629357e-07,44,633.1476180553436
0.0007678389696729349,6.861434897748525e-07,61,1714579377.0458405,696.0252718925476,1.7380586769444275e-07,5.123376220804097e-07,45,699.8663535118103
0.0007221928379942242,5.86252084631443e-07,67,1714579443.4870846,762.4658935070038,1.5133722865866635e-07,4.349148559727766e-07,46,766.3075976371765
0.0006880309854543499,5.129140860822922e-07,73,1714579514.0620384,833.0408978462219,1.3520689671032603e-07,3.7770718937196613e-07,47,836.8825514316559
0.0006438694079113985,4.3148646484348265e-07,81,1714579610.6294596,929.6082239151001,1.1645094853164675e-07,3.150355163118359e-07,48,933.4499726295471
0.0005995259615799589,3.413335225213226e-07,89,1714579698.9348843,1017.9141731262207,9.632850002882574e-08,2.4500502249249687e-07,49,1021.7553973197937
0.0005537534242071299,2.587906038186453e-07,98,1714579799.6493993,1118.627765417099,7.67761469518785e-08,1.820144568667668e-07,50,1122.4699122905731
0.0005151818591057304,1.9410677008441405e-07,107,1714579902.1711636,1221.149881362915,5.960753317908495e-08,1.344992369053291e-07,51,1224.991676568985
0.0004936229334371238,1.535344756856976e-07,118,1714580024.3967028,1343.3727843761444,4.8825097065163214e-08,1.0470937862053439e-07,52,1347.2172157764435
0.00047652674110187487,1.253557381582978e-07,130,1714580155.2816937,1474.2604746818542,4.081900231818359e-08,8.453673584011423e-08,53,1478.1022067070007
0.0004612647488090013,1.0367761099773946e-07,143,1714580302.8792677,1621.8578202724457,3.431264864447737e-08,6.936496235326209e-08,54,1625.699780702591
0.0004462568624227897,8.826512469386144e-08,157,1714580465.0264935,1784.0056912899017,2.955834793534805e-08,5.87067767585134e-08,55,1787.847006559372
0.00043278570036865954,7.58735653656227e-08,172,1714580647.9365199,1966.9159469604492,2.5584218610388366e-08,5.0289346755234334e-08,56,1970.7570328712463
0.0004199387542865838,6.541953049520811e-08,190,1714580862.231119,2181.2096979618073,2.216699916924966e-08,4.325253132595845e-08,57,2185.0516319274902
0.0004096649884178183,5.727623041165104e-08,208,1714581079.8991601,2398.877594470978,1.943586000543084e-08,3.78403704062202e-08,58,2402.7196731567383
0.00039953648280288245,5.00805409550487e-08,229,1714581327.0205255,2645.9996423721313,1.6938718419712935e-08,3.314182253533577e-08,59,2649.8410384655
0.0003910775961165618,4.431431109555187e-08,252,1714581580.8642657,2899.842660188675,1.5005777544429322e-08,2.930853355112255e-08,60,2903.684778690338
0.0003880904257687388,4.251158876400208e-08,261,1714581681.6665914,3000.644424200058,1.4402840950215058e-08,2.810874781378702e-08,61,3004.4871044158936
