time,_step,l2_error,_timestamp,loss_boundary,loss_interior,step,_runtime,loss
1.2227864265441895,0,1.4918568290955492,1713973226.460497,1.492330158055808,120.66585864667057,0,8.332273006439209,122.15818880472638
1.7654445171356201,1,1.3933957627615896,1713973226.6401715,1.311040325704331,118.50692534203317,1,8.511947631835938,119.8179656677375
1.996025562286377,2,1.2499825727647182,1713973226.8708045,1.0262264663311167,111.85252800904726,2,8.742580652236938,112.87875447537837
2.2417609691619873,3,1.8171233600534644,1713973227.1165617,0.7753303786899617,95.85689602345235,3,8.988337755203247,96.63222640214231
2.55959153175354,4,1.776094635222983,1713973227.4343321,1.668819802667108,62.93537564645886,4,9.306108236312866,64.60419544912597
2.9546289443969727,5,1.5452510029107864,1713973227.8294063,1.846131431262439,35.79680249660724,5,9.70118236541748,37.642933927869684
3.3760006427764893,6,1.7238697901902758,1713973228.2525191,1.5832200477141702,15.129053038780253,6,10.124295234680176,16.712273086494424
3.863842248916626,7,1.670706807646274,1713973228.7386227,1.9892597543433057,3.2088552152656296,7,10.610398769378662,5.198114969608936
4.428690433502197,8,1.5662530066426996,1713973229.3034878,1.8592533923636971,0.8657772854010435,8,11.17526388168335,2.7250306777647406
5.123997688293457,9,1.3180944182766783,1713973229.998762,1.660178556059575,0.4299206901513585,9,11.870537996292114,2.0900992462109333
5.91847825050354,10,0.9744115557606332,1713973230.7933054,1.184788302368169,0.30197478970407315,10,12.66508150100708,1.486763092072242
6.815823078155518,11,0.5500568947858356,1713973231.6905696,0.6607097398156335,0.19857071516781796,11,13.562345743179321,0.8592804549834515
7.5303285121917725,12,0.2456599360631974,1713973232.405012,0.20954352200477194,0.2529671980141332,12,14.276787996292114,0.46251072001890514
8.624095439910889,13,0.11503345386819781,1713973233.4988325,0.0425092433429302,0.10791807351222892,13,15.370608568191528,0.15042731685515912
9.577870607376099,14,0.08930786410389678,1713973234.4525673,0.010948899689825412,0.02921736488013689,14,16.32434344291687,0.0401662645699623
12.0257248878479,15,0.060046773449016835,1713973236.900429,0.004111393393482328,0.01286894133350228,16,18.772205114364624,0.016980334726984608
13.444732427597046,16,0.05463161357156495,1713973238.319596,0.002948462070292514,0.009678394185765184,17,20.19137215614319,0.012626856256057698
14.627031564712524,17,0.05236225904374797,1713973239.5018315,0.002438992694430468,0.008088510356617758,18,21.373607635498047,0.010527503051048225
17.52441120147705,18,0.04977136738629992,1713973242.3994207,0.00205290726397702,0.006013739364259471,20,24.271196842193604,0.00806664662823649
19.637625217437744,19,0.05008415164830547,1713973244.512391,0.002126568299447391,0.005218303505918013,21,26.384167194366455,0.007344871805365404
21.649243593215942,20,0.0496017879875078,1713973246.524039,0.0020545399654367156,0.004221258083860891,23,28.395815134048462,0.006275798049297607
22.763582944869995,21,0.049829418745604474,1713973247.6385226,0.0020773629910562142,0.0039043059138358354,24,29.51029872894287,0.005981668904892049
27.29884171485901,22,0.04642268072457555,1713973252.1736326,0.0019294515808232712,0.003196906007650896,26,34.045408725738525,0.005126357588474168
29.935443878173828,23,0.04389818707396662,1713973254.8102129,0.0016954777664501212,0.0028472659835020266,28,36.68198895454407,0.004542743749952147
35.77255392074585,24,0.040029570941807015,1713973260.6473334,0.0014026338975481661,0.0023096854855597098,31,42.51910948753357,0.0037123193831078757
36.92077040672302,25,0.038791094379731654,1713973261.795516,0.001239265157918124,0.001969704207093714,33,43.66729211807251,0.0032089693650118383
38.64419078826904,26,0.03814659966376809,1713973263.519002,0.0011299213854064564,0.0018698045898039078,35,45.39077806472778,0.0029997259752103642
40.30813765525818,27,0.03666178113905158,1713973265.18291,0.0009826659034834736,0.0015669641465694232,38,47.054686069488525,0.0025496300500528965
45.04249906539917,28,0.03353998832255331,1713973269.9174142,0.0008353446387381668,0.0013752833503871138,41,51.7891902923584,0.0022106279891252805
47.14287328720093,29,0.02917159419856449,1713973272.0176554,0.000644833223507691,0.001226987316270994,44,53.88943147659302,0.001871820539778685
52.22836256027222,30,0.026111595089991422,1713973277.1032367,0.0004356705742219095,0.0010788109680871117,48,58.97501277923584,0.0015144815423090213
57.06814527511597,31,0.023483815037195595,1713973281.943418,0.00037419392912362037,0.0008836923521338793,51,63.81519412994385,0.0012578862812574997
59.710867166519165,32,0.017891384333170213,1713973284.585618,0.00021074829903111887,0.0006640096191409983,55,66.45739412307739,0.0008747579181721171
65.22858619689941,33,0.013163504960836316,1713973290.103359,0.00012056482426985886,0.0004565982043333195,59,71.97513508796692,0.0005771630286031783
71.7161967754364,34,0.011120250343336545,1713973296.5909693,7.721399042996907e-05,0.00025594550033457877,64,78.46274542808533,0.00033315949076454784
78.28395915031433,35,0.009429370480066639,1713973303.158769,4.762245980402215e-05,0.0001331122746681031,69,85.0305449962616,0.00018073473447212526
87.68591332435608,36,0.007030249124092848,1713973312.560681,2.9847726219964014e-05,7.297578919323118e-05,74,94.43245720863342,0.00010282351541319518
99.60446310043335,37,0.005616434070657234,1713973324.479444,2.2006742216768337e-05,3.260965116066149e-05,80,106.35122013092041,5.4616393377429826e-05
109.36583828926086,38,0.003823376191960025,1713973334.2407076,9.53801978737684e-06,2.215262597669114e-05,86,116.1124837398529,3.169064576406798e-05
119.85579347610474,39,0.002974047995351347,1713973344.7305965,5.5443796368524565e-06,1.206256448028375e-05,93,126.60237264633179,1.7606944117136206e-05
133.670912027359,40,0.002216099086004087,1713973358.5456636,3.6286035563427126e-06,7.305609680701023e-06,100,140.41743969917297,1.0934213237043736e-05
