loss,loss_boundary,loss_interior,_timestamp,step,_runtime,time,_step,l2_error
0.02522115183957825,0.006229517527938813,0.01899163431163944,1714569123.3176765,15,15.111870527267456,11.242253541946411,15,0.07298304206164041
0.016997647853687018,0.004107149712006062,0.012890498141680957,1714569124.6242275,16,16.418421506881714,12.548790454864502,16,0.05974054852757576
0.012626497983524616,0.0029305946108960862,0.009695903372628531,1714569126.1524918,17,17.946685791015625,14.07691740989685,17,0.05449389157176362
0.010601763905101915,0.002426647289409757,0.008175116615692158,1714569127.460696,18,19.254889965057373,15.385172367095947,18,0.05270689199372471
0.010043607352323302,0.0022103231327934916,0.00783328421952981,1714569128.797635,19,20.59182906150818,16.7220561504364,19,0.05191356866336286
0.009806680474506802,0.002156719807540219,0.007649960666966583,1714569130.3024535,20,22.09664750099182,18.226715803146362,20,0.04757189206760079
0.006409836319164976,0.002012337993329913,0.0043974983258350635,1714569133.2399888,21,25.03418278694153,21.164361000061035,21,0.04852768642768678
0.0058209441502203975,0.0020848386061060966,0.003736105544114301,1714569134.5339813,22,26.32817530632019,22.45841383934021,22,0.048012053405499154
0.005720646572012225,0.0020253294019109904,0.003695317170101235,1714569135.4413128,23,27.235506772994995,23.365703344345093,23,0.0478147702906484
0.005474261397049488,0.0019875678018890174,0.0034866935951604707,1714569137.1864176,24,28.980611562728882,25.110874891281128,24,0.04969772028347398
0.005156294844385486,0.001992010619925451,0.0031642842244600346,1714569138.0485735,25,29.842767477035522,25.973020792007446,25,0.04770626958360336
0.0041824931803826765,0.0018707622095508309,0.0023117309708318456,1714569142.2690253,26,34.06321930885315,30.193471670150757,26,0.04715261074710035
0.003623276520233001,0.0018620082813784417,0.0017612682388545595,1714569143.6966605,27,35.49085450172424,31.621060371398926,27,0.044200205196649855
0.003210042113945084,0.0016661474138346204,0.0015438947001104634,1714569145.8118026,28,37.60599660873413,33.736072063446045,28,0.04226197519579699
0.00294189905832465,0.001524246711445769,0.0014176523468788808,1714569146.6816363,29,38.47583031654358,34.60614800453186,29,0.041426433967291704
0.002746889230091929,0.0014506055652414105,0.0012962836648505187,1714569150.8906493,30,42.68484330177307,38.81503510475159,30,0.04067365066772666
0.002573599062448714,0.0013811659252325442,0.0011924331372161698,1714569151.4128103,31,43.20700430870056,39.337273359298706,31,0.039987940090849716
0.002470384002011373,0.0013193502922280546,0.0011510337097833181,1714569152.1093788,32,43.90357279777527,40.03381896018982,32,0.039299077904645235
0.002395540256389228,0.0012525851933900959,0.001142955062999132,1714569152.6597178,33,44.453911781311035,40.584227561950684,33,0.038613787037442095
0.0023008535676007106,0.0011898838902090092,0.0011109696773917016,1714569154.2492838,34,46.04347777366638,42.17376732826233,34,0.0379054758759259
0.0021885706423826453,0.0011293991022296734,0.0010591715401529719,1714569154.7968745,35,46.591068506240845,42.72135925292969,35,0.03713961247929936
0.0021124383117008447,0.0010614301832276164,0.0010510081284732283,1714569155.4682052,36,47.262399196624756,43.39266920089722,36,0.036323986094297704
0.002006258983522178,0.0009962497258965014,0.0010100092576256767,1714569155.9689302,37,47.763124227523804,43.89342164993286,37,0.03543874252135374
0.0018801813943391873,0.0009333170360692311,0.0009468643582699562,1714569160.2401013,38,52.034295320510864,48.164559841156006,38,0.03461239676953023
0.0017962596280584069,0.0008707964283603995,0.0009254631996980073,1714569160.7088604,39,52.50305438041687,48.63331580162048,39,0.033666585873905225
0.001744148957967016,0.0008194561173953058,0.0009246928405717103,1714569161.3232656,40,53.117459535598755,49.24777841567993,40,0.032708224947297006
0.0015966927568599517,0.0007214616052225472,0.0008752311516374045,1714569162.701201,42,54.49539494514465,50.62552809715271,41,0.030613152594149852
0.001313635027199394,0.0005262864081994906,0.0007873486189999034,1714569168.7212884,46,60.5154824256897,56.64532780647278,42,0.02620900637801833
0.001027259268408348,0.00034966811303927003,0.0006775911553690781,1714569172.3269773,50,64.12117123603821,60.251402616500854,43,0.02167464137022203
0.0007721532131037066,0.00021077589061704974,0.0005613773224866569,1714569178.6142056,55,70.40839958190918,66.53868126869202,44,0.017217690849237063
0.0004999004683389342,0.00011211504242594197,0.0003877854259129922,1714569184.1572402,61,75.95143413543701,72.08167839050293,45,0.01341950833294084
0.00022069955148293585,3.427318382144891e-05,0.00018642636766148693,1714569198.1429265,67,89.93712043762207,86.06705927848816,46,0.007235203628555668
0.00013401550354461843,3.330186496325505e-05,0.00010071363858136339,1714569209.0241075,73,100.81830143928528,96.94845533370972,47,0.006815691695144664
6.70307017455466e-05,1.7450407702801638e-05,4.958029404274496e-05,1714569222.208425,81,114.00261902809143,110.13270950317383,48,0.005844840457174726
3.163582889234825e-05,8.700410096013368e-06,2.293541879633488e-05,1714569234.5247557,89,126.31894969940186,122.4492437839508,49,0.003728135552706237
1.2902873986836634e-05,3.895995103429086e-06,9.006878883407547e-06,1714569258.1825378,98,149.97673177719116,146.10680222511292,50,0.002202735854407238
8.539679909701539e-06,3.002636684101972e-06,5.5370432255995664e-06,1714569283.2428546,107,175.03704857826233,171.1670868396759,51,0.001981334794410978
5.407783289086578e-06,2.1411781313533914e-06,3.2666051577331864e-06,1714569304.1671386,118,195.96133255958557,192.0912938117981,52,0.001673711899941872
3.9515990684433286e-06,1.7507184255878392e-06,2.200880642855489e-06,1714569332.4163914,130,224.21058535575867,220.34078693389893,53,0.0014994541500520835
2.719267189119519e-06,1.3968538486851976e-06,1.3224133404343216e-06,1714569377.922459,143,269.7166528701782,265.8466794490814,54,0.0013063319181079883
2.0166955963931675e-06,1.0388998138316525e-06,9.777957825615148e-07,1714569427.0706303,157,318.86482429504395,314.994765996933,55,0.001118178508505137
1.4741719166137143e-06,7.498107689952034e-07,7.243611476185111e-07,1714569484.3383348,172,376.13252878189087,372.26254630088806,56,0.0009824198849812864
1.094038089096992e-06,5.362216551448758e-07,5.578164339521163e-07,1714569560.3253925,190,452.1195864677429,448.24958872795105,57,0.0008595089595311451
8.785145324183247e-07,4.2174477257685534e-07,4.5676975984146943e-07,1714569636.063264,208,527.8574578762054,523.9874832630157,58,0.0007657616040087893
7.24607083049498e-07,3.503288825544789e-07,3.742782004950191e-07,1714569723.7062232,229,615.5004172325134,611.6304767131805,59,0.0007030614000466893
6.119697437654085e-07,2.9831254162515434e-07,3.136572021402542e-07,1714569820.1147494,252,711.9089434146881,708.0389971733093,60,0.0006557975492474621
5.250074229895536e-07,2.5608664193322554e-07,2.689207810563281e-07,1714569925.1503248,277,816.9445188045502,813.074535369873,61,0.000612694480139274
4.5515053364911155e-07,2.223834823376374e-07,2.3276705131147414e-07,1714570046.7368126,305,938.5310065746307,934.6610007286072,62,0.0005749305574005278
4.009713093568689e-07,1.9691882518506793e-07,2.0405248417180095e-07,1714570182.1499403,335,1073.944134235382,1070.074062347412,63,0.0005445665097973184
3.5320123712980256e-07,1.7464754403890028e-07,1.7855369309090228e-07,1714570336.6057086,369,1228.3999025821686,1224.5298290252686,64,0.0005158204652975587
3.092036123237446e-07,1.5406840018138906e-07,1.5513521214235553e-07,1714570503.505486,406,1395.2996799945831,1391.4296033382416,65,0.0004872208713650792
2.745314534942462e-07,1.3778208186134639e-07,1.367493716328998e-07,1714570682.9651227,446,1574.7593166828156,1570.8892750740051,66,0.00046352257216194414
2.4290396378355134e-07,1.2281117711671503e-07,1.2009278666683633e-07,1714570884.900422,491,1776.6946160793304,1772.8246810436249,67,0.00044053072123441893
2.1526278595512227e-07,1.0960301942712909e-07,1.0565976652799318e-07,1714571102.872631,540,1994.666825056076,1990.7968525886536,68,0.0004183149305973193
1.9084714222064483e-07,9.779441780193633e-08,9.305272441870851e-08,1714571344.0423577,594,2235.8365516662598,2231.9665110111237,69,0.00039735620763985493
1.7020444036065836e-07,8.771789207207318e-08,8.248654828858517e-08,1714571606.532668,653,2498.3268620967865,2494.4568090438843,70,0.0003781484673161481
1.517724296415216e-07,7.865262608773766e-08,7.311980355378392e-08,1714571897.2380164,718,2789.0322103500366,2785.1621820926666,71,0.0003593980985798451
1.3909883015130175e-07,7.23966137233796e-08,6.670221642792216e-08,1714572115.565752,767,3007.359946012497,3003.489846944809,72,0.0003456011047221653
