_timestamp,loss_interior,loss,_step,time,_runtime,loss_boundary,step,l2_error
1714845204.11741,0.0008189744115174068,0.002090627058276483,42,6.018606901168823,9.861531019210815,0.0012716526467590763,46,0.027004079265405455
1714845204.5133834,0.0005486743142805123,0.0015963017675414215,43,6.41527533531189,10.2575044631958,0.0010476274532609093,50,0.032823150852638795
1714845204.9605286,0.0002933537392038153,0.0010266316805802472,44,6.863240718841553,10.704649686813354,0.0007332779413764319,55,0.018837586485487966
1714845205.4860942,0.00021302794484944417,0.0006762734297286027,45,7.388750314712524,11.230215311050415,0.00046324548487915846,61,0.019607036096881313
1714845206.0376015,8.144047495652004e-05,0.000365457898350778,46,7.9402916431427,11.78172254562378,0.000284017423394258,67,0.011767680451167772
1714845206.5846515,9.207284655969507e-05,0.00024319900026810017,47,8.487355709075928,12.32877254486084,0.0001511261537084051,73,0.009176162283465713
1714845207.3827627,2.7505464405418928e-05,0.00011840316427648304,48,9.28530240058899,13.126883745193481,9.08976998710641e-05,81,0.007104435333919195
1714845208.190015,1.837309060440079e-05,6.632297396876915e-05,49,10.0898916721344,13.934136152267456,4.794988336436836e-05,89,0.005624687285629377
1714845209.1739626,1.0022602643042565e-05,2.8794390218855596e-05,50,11.074867010116577,14.918083667755127,1.877178757581303e-05,98,0.004041591514097546
1714845210.071687,6.052926361248946e-06,1.2371910355744558e-05,51,11.971055030822754,15.815808057785034,6.318983994495612e-06,107,0.0022671176558649465
1714845211.198581,4.085448363910185e-06,7.267222628467346e-06,52,13.100337982177734,16.942702054977417,3.1817742645571613e-06,118,0.001426986718528647
1714845212.267487,2.329463982729341e-06,3.868259196266281e-06,53,14.169715166091919,18.011608123779297,1.5387952135369404e-06,130,0.0010166804408561355
1714845213.4538858,1.2560099756645274e-06,2.133757143024462e-06,54,15.356462717056274,19.198006868362427,8.777471673599346e-07,143,0.0007560552191781335
1714845214.7345674,7.77495581930035e-07,1.3925775528166095e-06,55,16.637259244918823,20.47868847846985,6.150819708865744e-07,157,0.000643861841975531
1714845216.1617393,5.206947488721655e-07,9.992430319025056e-07,56,18.063100814819336,21.905860424041748,4.785482830303402e-07,172,0.0005632119510926898
1714845217.8354595,3.446944083543039e-07,6.921668171565483e-07,57,19.7366042137146,23.579580545425415,3.474724088022445e-07,190,0.0005138899462015211
1714845219.4806795,2.376750884947817e-07,4.703816641519079e-07,58,21.383229732513428,25.22480058670044,2.327065756571262e-07,208,0.00042677089048841107
1714845221.3969662,1.8461084695489752e-07,3.609956632797381e-07,59,23.298819541931152,27.141087293624878,1.763848163248406e-07,229,0.0003591125342132658
1714845223.5575871,1.4596372393221706e-07,2.874487830480522e-07,60,25.460203647613525,29.301708221435547,1.4148505911583517e-07,252,0.0003449107898360464
1714845225.9579666,1.0590933207572173e-07,2.0904135088979257e-07,61,27.86007022857666,31.70208764076233,1.0313201881407084e-07,277,0.00028833262007158824
1714845228.636457,7.109847302217153e-08,1.4039655701654405e-07,62,30.538796186447144,34.38057804107666,6.929808399437253e-08,305,0.00023553026712652944
1714845231.4336386,4.661225382833937e-08,9.362514394686611e-08,63,33.33511304855347,37.177759647369385,4.7012890118526733e-08,335,0.00020237090981469825
1714845234.6885645,2.952469129911518e-08,6.121762788121119e-08,64,36.59036827087402,40.4326856136322,3.1692936582096e-08,369,0.0001695810354438078
1714845238.0327067,1.907336051085692e-08,4.0793978852983765e-08,65,39.9343535900116,43.776827812194824,2.1720618342126842e-08,406,0.00013829903960116722
1714845241.6091552,1.190213627021215e-08,2.4709782686680324e-08,66,43.51144242286682,47.35327625274658,1.2807646416468173e-08,446,0.00010612504399025681
1714845245.6255252,7.810363408638148e-09,1.4020890591327109e-08,67,47.52780103683472,51.369646310806274,6.210527182688962e-09,491,6.771693768105818e-05
1714845250.0521047,5.600031543375636e-09,8.690180964051752e-09,68,51.95432901382446,55.796225786209106,3.0901494206761147e-09,540,4.289769723358628e-05
1714845254.8789735,4.3379209732671176e-09,6.2073244781200204e-09,69,56.781211137771606,60.62309455871582,1.869403504852903e-09,594,3.21203880378012e-05
1714845260.256387,3.5688063176726934e-09,4.902355640522194e-09,70,62.15862536430359,66.00050806999207,1.333549322849501e-09,653,2.7197123348397276e-05
1714845266.069721,2.998821362785218e-09,3.987392834535279e-09,71,67.97223854064941,71.81384205818176,9.88571471750061e-10,718,2.302431152948978e-05
1714845272.4437678,2.5669534154594985e-09,3.3249131462810167e-09,72,74.34529113769531,78.18788886070251,7.579597308215181e-10,790,1.9931159679106986e-05
1714845279.519223,2.202067656474356e-09,2.792038785538426e-09,73,81.42180967330933,85.26334404945374,5.899711290640699e-10,869,1.7544550707745804e-05
1714845287.443786,1.906721420218152e-09,2.380994586232426e-09,74,89.34574794769287,93.18790698051453,4.742731660142742e-10,956,1.5758696542168643e-05
1714845296.174664,1.673877859971033e-09,2.067960852230179e-09,75,98.07679629325867,101.91878509521484,3.9408299225914573e-10,1052,1.4426242479761524e-05
1714845305.5309002,1.4866384676693427e-09,1.8215197111413956e-09,76,107.43275594711304,111.27502131462097,3.3488124347205286e-10,1157,1.3359492811818252e-05
1714845315.8850186,1.3304958813311364e-09,1.61927542810874e-09,77,117.78747701644897,121.62913966178894,2.8877954677760364e-10,1272,1.2460861886007735e-05
1714845327.4445622,1.1924385591444006e-09,1.4429814402947544e-09,78,129.3467116355896,133.18868327140808,2.505428811503536e-10,1400,1.1659072493874291e-05
1714845339.7909737,1.0685325542203731e-09,1.2867878601402043e-09,79,141.69124555587769,145.5350947380066,2.1825530591983118e-10,1539,1.0935765582187487e-05
1714845353.6818123,9.51569093243311e-10,1.141024761386172e-09,80,155.58380603790283,159.42593336105347,1.8945566814286114e-10,1693,1.0247557806130194e-05
1714845368.9253552,8.368646609035634e-10,9.99570282388365e-10,81,170.82490062713623,174.66947627067566,1.627056214848016e-10,1863,9.56701591480123e-06
1714845385.4806814,7.232301202910804e-10,8.607854817042737e-10,82,187.38282465934753,191.22480249404907,1.375553614131933e-10,2049,8.887210563814658e-06
1714845404.1202807,6.091543178404144e-10,7.227246124334866e-10,83,206.02250170707703,209.86440181732178,1.1357029459307228e-10,2254,8.195654800740185e-06
1714845424.4585853,4.995584249776175e-10,5.911311891403026e-10,84,226.36069130897522,230.2027063369751,9.157276416268508e-11,2479,7.51002384498835e-06
1714845446.8439374,4.009571119494076e-10,4.733068632989179e-10,85,248.74598503112793,252.5880584716797,7.23497513495104e-11,2727,6.842198509458292e-06
1714845471.197868,3.179546591886688e-10,3.740970281439443e-10,86,273.10001587867737,276.9419891834259,5.614236895527554e-11,3000,6.18692896873302e-06
1714845497.254534,2.523608816248249e-10,2.9528853481396337e-10,87,299.1547737121582,302.9986550807953,4.2927653189138437e-11,3299,5.544204879265809e-06
1714845526.1621575,2.0195066641014887e-10,2.3428462395954696e-10,88,328.06403255462646,331.9062786102295,3.233395754939811e-11,3629,4.915531833761883e-06
1714845558.573141,1.6428809140059002e-10,1.88464364885477e-10,89,360.47544384002686,364.317262172699,2.4176273484886963e-11,3992,4.322604646844243e-06
1714845593.6513324,1.3596447443790169e-10,1.5399795072089913e-10,90,395.5533368587494,399.39545345306396,1.8033476282997437e-11,4391,3.777036459060124e-06
1714845632.4950788,1.1407289929941698e-10,1.27519207964839e-10,91,434.3971953392029,438.2391998767853,1.3446308665422034e-11,4831,3.2826481095431167e-06
1714845675.0133376,9.661420700089701e-11,1.0664578029340458e-10,92,476.9153263568878,480.7574586868286,1.0031573292507573e-11,5314,2.8396443963751056e-06
1714845721.9906445,8.218786517006641e-11,8.966150891915292e-11,93,523.8926177024841,527.7347655296326,7.473643749086508e-12,5845,2.4437542559747888e-06
1714845773.8578873,6.991347103804139e-11,7.545998325941197e-11,94,575.76025390625,579.6020083427429,5.546512221370585e-12,6429,2.091450154909796e-06
1714845830.4598534,5.922402534757422e-11,6.331123768402208e-11,95,632.3620879650116,636.2039744853973,4.087212336447858e-12,7072,1.7805588457399805e-06
1714845892.951253,4.979393836667786e-11,5.277716978108607e-11,96,694.8533804416656,698.6953740119934,2.983231414408207e-12,7779,1.5109673240355346e-06
1714845961.049241,4.146486983829005e-11,4.3620173921835785e-11,97,762.9514632225037,766.7933621406555,2.1553040835457304e-12,8557,1.2850433755591719e-06
1714846036.9444973,3.4230715918937865e-11,3.577876395420062e-11,98,838.8467099666595,842.6886184215546,1.5480480352627547e-12,9413,1.1072462851387769e-06
1714846121.4467683,2.8126878538988565e-11,2.924230296373288e-11,99,923.3489651679993,927.1908893585205,1.115424424744313e-12,10354,9.795492395383772e-07
1714846198.1244965,2.3834947864381845e-11,2.4689388912070475e-11,100,1000.0263955593109,1003.8686175346375,8.54441047688631e-13,11221,9.079593012785009e-07
