step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,46.92645720665591,5.489009141921997,1.4203176498413086,0.4172433777793042,46.920246795591744,0.006210411064169767,1715518446.795576
1,1,46.92643610231072,5.585911512374878,1.7904174327850342,0.9195290141861197,46.9202255147448,0.006210587565917419,1715518446.8924785
2,2,45.20647386600269,5.678267240524292,1.882795810699463,0.26055696216151636,45.06821104915776,0.13826281684493089,1715518446.9848342
3,3,7.788833803335317,5.770745277404785,1.975285530090332,0.30599149021578537,7.714215578928142,0.07461822440717496,1715518447.0773122
4,4,4.509797138486381,5.855716705322266,2.060431480407715,0.49055478885694354,4.424928003345448,0.08486913514093333,1715518447.1622837
5,5,3.8510878005635885,5.938066244125366,2.142807722091675,0.3630312154451865,3.675012051005943,0.17607574955764527,1715518447.2446332
6,6,0.920588115424355,6.018845319747925,2.223668336868286,0.2825260318900219,0.8139229777647857,0.10666513765956935,1715518447.3254123
7,7,0.488221561302529,6.101454496383667,2.3049137592315674,0.11411677290338759,0.4211511073609992,0.06707045394152976,1715518447.4080215
8,8,0.2736817625587754,6.195667266845703,2.400247097015381,0.09257127314785708,0.25398852248518344,0.019693240073591946,1715518447.5022342
9,9,0.17035947189099082,6.290175914764404,2.494734287261963,0.0800913754576739,0.15661051487201777,0.013748957018973065,1715518447.5967429
10,10,0.12253515859650349,6.386972665786743,2.591541051864624,0.06233025675348662,0.11121190282356329,0.011323255772940206,1715518447.6935396
11,11,0.1211665720397052,6.483003616333008,2.6874983310699463,0.059311416541661784,0.11414256375985236,0.007024008279852839,1715518447.7895706
12,12,0.055174748821420885,6.578867435455322,2.7834889888763428,0.055923787967733576,0.04900543800872973,0.006169310812691155,1715518447.8854344
13,13,0.036878871279005784,6.673990249633789,2.8785674571990967,0.0534283169726117,0.03118631548450158,0.005692555794504204,1715518447.9805572
14,14,0.028561334276033187,6.767937898635864,2.972744941711426,0.050353325417564446,0.023238604488435313,0.005322729787597875,1715518448.0745049
