_step,loss_boundary,loss,loss_interior,step,time,l2_error,_timestamp,_runtime
53,4.547200100232889e-06,48.48987207205832,48.48986752485822,130,2.5050694942474365,0.5025561728100595,1714526651.626766,6.567940950393677
54,7.022726875067992e-07,48.489868227130906,48.48986752485822,143,2.608665943145752,0.4995847676041876,1714526651.7303793,6.671554327011108
55,4.0881566231269356e-07,48.489867933673885,48.48986752485822,157,2.732537031173706,0.5009142983549091,1714526651.8542528,6.7954277992248535
56,4.266086997974644e-09,48.489867529124304,48.48986752485822,172,2.853876829147339,0.5001154880082341,1714526651.975559,6.916733980178833
57,1.5434003010758624e-08,48.489867540292224,48.48986752485822,190,2.9993178844451904,0.5003533608196746,1714526652.121013,7.062187910079956
58,1.343488705203143e-09,48.48986752620171,48.48986752485822,208,3.14681339263916,0.500397743523839,1714526652.2684813,7.209656238555908
59,3.1381864913354924e-10,48.48986752517204,48.48986752485822,229,3.317530870437622,0.5004722947932417,1714526652.4392478,7.380422830581665
60,2.1618566735327406e-11,48.48986752487984,48.48986752485822,252,3.501770257949829,0.5004480260445214,1714526652.6234791,7.564654111862183
61,3.349517785088039e-12,48.489867524861566,48.48986752485822,277,3.7135796546936035,0.5004531820689299,1714526652.8354175,7.776592493057251
62,1.2272396841550122e-13,48.48986752485834,48.48986752485822,305,3.936713218688965,0.5004544722224465,1714526653.058393,7.999567985534668
63,2.0855332637100353e-12,48.48986752486031,48.48986752485822,335,4.175406455993652,0.500452562547302,1714526653.2970724,8.238247394561768
64,0.8994553473248796,49.3893228721831,48.48986752485822,369,4.452893257141113,1.6851136873968138,1714526653.5746152,8.515790224075317
65,0.01432044762507062,48.50418797248329,48.48986752485822,406,4.764839172363281,0.736464489353222,1714526653.8865151,8.827690124511719
66,0.0008056544768525637,48.49067317933507,48.48986752485822,446,5.086079120635986,0.4587561131552693,1714526654.2079127,9.14908766746521
67,6.61469445664256e-06,48.489874139552676,48.48986752485822,491,5.450268507003784,0.5012968585773354,1714526654.5719523,9.513127326965332
68,1.1322374862417774e-07,48.48986763808197,48.48986752485822,540,5.844617128372192,0.5001890698377335,1714526654.9664807,9.907655715942383
69,2.2948833370714767e-10,48.48986752508771,48.48986752485822,594,6.2712180614471436,0.500458863001344,1714526655.3929563,10.334131240844727
70,1.3971650761817965e-12,48.48986752485962,48.48986752485822,653,6.736264228820801,0.500453674778347,1714526655.8583457,10.79952073097229
71,0.007077146701734779,48.49694467155995,48.48986752485822,718,7.248841285705566,0.37217442722339816,1714526656.3705792,11.31175422668457
72,0.002936121746047778,48.492803646604266,48.48986752485822,790,7.834567070007324,0.5745561423505692,1714526656.9561877,11.89736270904541
73,2.846462782659802e-07,48.489867809504496,48.48986752485822,869,8.464115619659424,0.5006899895449728,1714526657.5860097,12.52718472480774
74,2.81514878635655e-11,48.48986752488637,48.48986752485822,956,9.175034523010254,0.500443210334026,1714526658.2966948,13.23786973953247
75,0.2325001530548016,48.72236767791302,48.48986752485822,1052,9.952542304992676,1.4008945575607301,1714526659.0743551,14.015530109405518
76,0.00010491604638932083,48.48997244090461,48.48986752485822,1157,10.788671255111694,0.4909603902131914,1714526659.9105816,14.851756572723389
77,1.2736747884116824e-10,48.489867524985584,48.48986752485822,1272,11.709305047988892,0.5004532653161496,1714526660.831293,15.772468090057373
78,3.5513789238222917,52.04124644868051,48.48986752485822,1400,12.729465007781982,2.062792073377095,1714526661.8511539,16.79232883453369
79,2.57682287789902e-07,48.48986778254051,48.48986752485822,1539,13.838027000427246,0.5017254126329118,1714526662.9597423,17.900917291641235
80,5.688821863316805e-13,48.48986752485879,48.48986752485822,1693,15.08133602142334,0.5004539115235066,1714526664.2031538,19.144328832626343
81,0.00039650799205781886,48.49026403285028,48.48986752485822,1863,16.459782600402832,0.4885466183862298,1714526665.5814562,20.52263116836548
82,8.944622228668324e-13,48.489867524859115,48.48986752485822,2049,17.938310861587524,0.5004561695437987,1714526667.060364,22.0015389919281
83,0.00016987673166790957,48.49003740158989,48.48986752485822,2254,19.595534324645996,0.5277347414255862,1714526668.717192,23.658366918563843
84,6.295384365158377e-14,48.48986752485828,48.48986752485822,2479,21.39415740966797,0.500454348290181,1714526670.5159783,25.4571533203125
85,1.0011531005266791e-06,48.48986852601132,48.48986752485822,2727,23.33982253074646,0.500718815450552,1714526672.4616156,27.402790546417236
86,1.1465525081249494e-15,48.48986752485822,48.48986752485822,3000,25.544320106506348,0.5004546444405459,1714526674.666193,29.607367992401123
87,1.2914962669021015e-10,48.48986752498737,48.48986752485822,3299,28.01051926612854,0.5004612133956714,1714526677.132512,32.0736870765686
88,0.0011672079081735264,48.491034732766394,48.48986752485822,3629,30.71257185935974,0.5296432133535262,1714526679.8343163,34.77549123764038
89,1.2346932758903182e-07,48.48986764832755,48.48986752485822,3992,33.5930917263031,0.4999119522222629,1714526682.7151737,37.65634870529175
90,7.556807127038961e-16,48.48986752485822,48.48986752485822,4391,36.774110555648804,0.5004546870726853,1714526685.895965,40.83714008331299
91,7.70817704491405e-16,48.48986752485822,48.48986752485822,4831,40.27346205711365,0.5004546736312762,1714526689.3951747,44.33634972572327
92,7.536893504384917e-16,48.48986752485822,48.48986752485822,5314,44.161988258361816,0.500454656383492,1714526693.284058,48.22523307800293
93,1.415846137382339e-12,48.48986752485963,48.48986752485822,5845,48.33387279510498,0.5004529696666113,1714526697.4556277,52.3968026638031
94,0.0026856319159599663,48.49255315677418,48.48986752485822,6429,52.98138165473938,0.5642466568812391,1714526702.1031175,57.04429244995117
95,2.1481999581589477e-11,48.4898675248797,48.48986752485822,7072,58.153151988983154,0.5004494724963073,1714526707.2752197,62.216394662857056
96,0.05927602858734891,48.54914355344557,48.48986752485822,7779,63.816060066223145,0.6602428255986147,1714526712.9381936,67.87936854362488
97,1.6318177622728913e-15,48.48986752485822,48.48986752485822,8557,70.10937309265137,0.5004547138743346,1714526719.231593,74.17276787757874
98,1.1387405709239704e-13,48.48986752485833,48.48986752485822,9413,76.92818236351013,0.5004547906818883,1714526726.050236,80.99141097068787
99,1.1033438079924187e-14,48.489867524858234,48.48986752485822,10354,84.52842497825623,0.5004548139787451,1714526733.6506329,88.59180784225464
100,0.12115248873508329,48.611020013593304,48.48986752485822,11389,92.82435250282288,0.41148876616436053,1714526741.9463623,96.88753724098206
101,3.1912901846598416e-11,48.48986752489013,48.48986752485822,12528,102.01917552947998,0.5004702555655275,1714526751.141353,106.08252787590027
102,5.684828745434646e-05,48.489924373145676,48.48986752485822,13781,112.12300658226013,0.505190089580483,1714526761.245055,116.18622994422913
103,0.018129409287366602,48.50799693414559,48.48986752485822,15159,123.12027621269226,0.5809706811449282,1714526772.242352,127.18352699279785
104,8.622245956695637e-09,48.489867533480464,48.48986752485822,16675,135.59807634353638,0.5005699717626592,1714526784.720154,139.6613290309906
105,0.0004943695648539559,48.490361894423074,48.48986752485822,18342,148.97784662246704,0.4656221707844398,1714526798.1001887,153.0413637161255
106,5.0834478398085824e-12,48.4898675248633,48.48986752485822,20177,163.80407691001892,0.5004579575434481,1714526812.9262831,167.86745810508728
107,0.0076755627416686695,48.49754308759989,48.48986752485822,22194,180.00662779808044,0.44362952280714035,1714526829.1287308,184.06990575790405
108,6.204079521432032e-16,48.48986752485822,48.48986752485822,24414,197.5986306667328,0.5004546787901091,1714526846.720588,201.66176295280457
109,6.352696473743715e-16,48.48986752485822,48.48986752485822,26855,217.34349489212036,0.500454681007709,1714526866.4656322,221.40680718421936
110,4.44786611770466e-10,48.489867525303005,48.48986752485822,29540,238.8367464542389,0.500506946370108,1714526887.958948,242.90012288093567
111,3.3215941562135776e-14,48.489867524858255,48.48986752485822,32494,262.5368616580963,0.5004549021753382,1714526911.65898,266.600154876709
112,1.8444000547142515e-11,48.489867524876665,48.48986752485822,35744,288.6035985946655,0.5004555134427052,1714526937.7258348,292.66700983047485
113,6.132377601700208e-16,48.48986752485822,48.48986752485822,39318,317.33277773857117,0.5004546757449909,1714526966.4548917,321.3960666656494
114,0.004138899218466809,48.49400642407669,48.48986752485822,43250,349.2052528858185,0.5457349015571922,1714526998.3273726,353.2685475349426
115,0.00022816083656216536,48.49009568569478,48.48986752485822,47575,383.8669135570526,0.5114138539034041,1714527032.9889557,387.93013072013855
116,4.384207456684751e-10,48.48986752529664,48.48986752485822,52332,422.0696668624878,0.500422844424577,1714527071.1919246,426.13309955596924
117,4.1378351784632905e-13,48.48986752485863,48.48986752485822,57566,464.85361909866333,0.5004536868017216,1714527113.9758146,468.91698956489563
118,7.617236624197564e-16,48.48986752485822,48.48986752485822,63322,511.4420750141144,0.500454662829895,1714527160.5641885,515.5053634643555
119,3.5045147237149765e-15,48.48986752485822,48.48986752485822,69654,562.3163628578186,0.500454749599913,1714527211.4385033,566.3796782493591
120,0.0008429567890723498,48.49071048164729,48.48986752485822,76620,618.6596622467041,0.4460537815382058,1714527267.7817817,622.7229566574097
121,0.040650507240253146,48.53051803209847,48.48986752485822,84281,680.7594239711761,0.34047057463787184,1714527329.881606,684.822781085968
122,8.451136474734795e-13,48.489867524859065,48.48986752485822,92710,748.8493421077728,0.500455355295445,1714527397.9715555,752.9127304553986
123,0.10512163369241835,48.59498915855064,48.48986752485822,101980,823.5972213745117,0.3179775824350091,1714527472.719415,827.6605899333954
124,1.175073944712817e-13,48.48986752485834,48.48986752485822,112178,905.9842114448547,0.5004607597087889,1714527555.1064267,910.0476016998291
125,6.648719874543347e-15,48.48986752485823,48.48986752485822,123396,996.0412333011627,0.5004546418948209,1714527645.1634367,1000.1046116352081
126,2.1655200455148257e-15,48.48986752485822,48.48986752485822,123886,1000.0007383823395,0.5004547222291681,1714527649.122902,1004.0640769004822
