l2_error,_step,_runtime,loss_boundary,step,time,_timestamp,loss_interior,loss
0.3852394092036436,0,5.782313823699951,0.006179260679215324,0,1.8444561958312988,1714523565.1032457,48.79311548923636,48.799294749915575
2.2362669395356023,1,5.915736198425293,0.21029746486644119,1,2.2331531047821045,1714523565.236668,44.99959587972823,45.209893344594676
1.7321445625176757,2,6.049878120422363,3.167140647175081,2,2.367182493209839,1714523565.37081,25.842879918463645,29.010020565638726
1.7802211162965549,3,6.2623724937438965,2.3132453452154182,3,2.578550100326538,1714523565.5833044,14.578961230484696,16.892206575700115
1.9702506581312091,4,6.39635443687439,2.5373596796753874,4,2.7140142917633057,1714523565.7172863,13.813512897879276,16.350872577554664
2.0761863112869006,5,6.563247919082642,3.00800507906669,5,2.8810312747955322,1714523565.8841798,12.849373844682646,15.857378923749335
2.120670555308556,6,6.764405965805054,3.2397191257953426,6,3.0818867683410645,1714523566.0853379,12.47745171570453,15.717170841499874
2.1866682669156354,7,6.894894361495972,3.3261957142421266,7,3.2126052379608154,1714523566.2158263,12.304354311669586,15.630550025911713
2.2224247675968134,8,7.028722763061523,3.435509189826702,8,3.3465356826782227,1714523566.3496547,12.035598445281602,15.471107635108304
2.2317317501441414,9,7.17084002494812,3.474682150001627,9,3.4881460666656494,1714523566.491772,11.895384748382643,15.37006689838427
2.1245602918138142,10,7.303761005401611,3.4217195575308565,10,3.621242046356201,1714523566.624693,11.757994912909883,15.17971447044074
1.7118644201439477,11,7.433811664581299,3.0842899108158783,11,3.751746416091919,1714523566.7547436,11.534254245348205,14.618544156164083
1.3376279361205454,12,7.565074920654297,2.1697199694753095,12,3.8826851844787598,1714523566.8860068,11.210178610141844,13.379898579617153
1.1642336686919375,13,7.696930885314941,1.5166724821903221,13,4.014089584350586,1714523567.0178628,11.122946903188213,12.639619385378534
1.04888155852805,14,7.82812237739563,1.254101468513655,14,4.145498275756836,1714523567.1490543,9.56144025487857,10.815541723392226
0.9654669214074365,15,7.962952136993408,1.080781313855006,15,4.280500888824463,1714523567.283884,8.243697078517847,9.324478392372853
0.9105572812832903,16,8.093435525894165,0.9625129093259595,16,4.411314249038696,1714523567.4143674,7.767275956498862,8.72978886582482
0.9212716374545402,17,8.248894691467285,0.8816235612750811,17,4.566246509552002,1714523567.5698266,6.895663973659735,7.777287534934816
0.949124756645935,18,8.382651567459106,0.8795849414741129,18,4.700168609619141,1714523567.7035835,5.965120009508201,6.844704950982314
0.9439576553208151,19,8.518167972564697,0.9078000359472763,19,4.835689067840576,1714523567.8391,5.017385992299023,5.9251860282463
0.9354748810716167,20,8.653694868087769,0.9004053572541293,20,4.971297740936279,1714523567.9746268,4.495025541512155,5.395430898766285
0.9093964651547182,21,8.790833234786987,0.8871042175459787,21,5.108415126800537,1714523568.1117651,4.467488526411954,5.354592743957933
0.8792449813796804,22,8.945557594299316,0.8442093500961813,22,5.263102769851685,1714523568.2664895,4.427951166806697,5.272160516902878
0.8178961523987164,23,9.078383684158325,0.7926172910114977,23,5.396200895309448,1714523568.3993156,4.390159328987289,5.182776619998786
0.7087687911717822,24,9.212080717086792,0.686808012181622,24,5.529922962188721,1714523568.5330126,4.278236899914995,4.965044912096617
0.632785741446538,25,9.34545111656189,0.5094821694130441,25,5.663154602050781,1714523568.666383,4.147736803215241,4.657218972628285
0.6152651985335327,26,9.479414463043213,0.3992180368884799,26,5.7968175411224365,1714523568.8003464,3.9157010174656968,4.314919054354177
0.6128027986521513,27,9.61206316947937,0.374139241276821,27,5.929941177368164,1714523568.932995,3.6850276979550314,4.059166939231853
0.6136839197095652,28,9.751741409301758,0.36838505048991066,28,6.069380521774292,1714523569.0726733,3.472704462499803,3.841089512989714
0.5998912589202372,29,9.893222332000732,0.3693072231476361,29,6.210269212722778,1714523569.2141542,3.307154394807266,3.676461617954902
0.5620710475678751,30,10.03353500366211,0.3613283295225385,30,6.350832462310791,1714523569.354467,2.8300616230426234,3.191389952565162
0.5474684067857377,31,10.169200897216797,0.32902912120305555,31,6.4868083000183105,1714523569.4901328,2.452281580057509,2.7813107012605642
0.5068604491416312,32,10.298587322235107,0.3139097255603473,32,6.616618871688843,1714523569.6195192,2.427779612999097,2.741689338559444
0.402242778062249,33,10.426389217376709,0.27036424888912813,33,6.744424343109131,1714523569.7473211,2.3569345095689207,2.627298758458049
0.28388986263952476,34,10.562782287597656,0.1684327191329706,34,6.880590200424194,1714523569.8837142,2.19119308931017,2.3596258084431407
0.17415423902001043,35,10.695598602294922,0.08057265102351613,35,7.013253927230835,1714523570.0165305,1.928378979162913,2.008951630186429
0.14657364198356237,36,10.826385259628296,0.03254039790231348,36,7.144300937652588,1714523570.1473172,1.5684527363787049,1.6009931342810184
0.18087179959322636,37,10.96244740486145,0.02417988992112101,37,7.279726266860962,1714523570.2833793,1.2536899389287288,1.2778698288498498
0.2184650560653558,38,11.098489761352539,0.027630171079096332,38,7.416492462158203,1714523570.4194217,1.1121606782774693,1.1397908493565656
0.24103646446106136,39,11.231955528259277,0.03266276973869923,39,7.549939393997192,1714523570.5528874,1.012043982894601,1.0447067526333003
0.24576525731912174,40,11.361531496047974,0.03798763955396602,40,7.679543495178223,1714523570.6824634,0.9603950873269059,0.9983827268808719
0.24082369828700279,41,11.615968704223633,0.04632450555025369,42,7.933800458908081,1714523570.9369006,0.8401607731876589,0.8864852787379126
0.18058151117602292,42,12.137705326080322,0.04966487837100678,46,8.455059289932251,1714523571.4586372,0.761320288023099,0.8109851663941058
0.10214561586560383,43,12.664023399353027,0.013540893840361402,50,8.98147463798523,1714523571.9849553,0.33914189865751826,0.35268279249787965
0.12856737381804248,44,13.3057279586792,0.020344605872000304,55,9.623576402664185,1714523572.6266599,0.17164722934912785,0.19199183522112814
0.06304299357588955,45,14.089648962020874,0.008493307888203077,61,10.406867027282715,1714523573.4105809,0.08088887971047343,0.0893821875986765
0.06619573883779657,46,14.76163649559021,0.006828861101308747,67,11.079173803329468,1714523574.0825684,0.044497467925906024,0.05132632902721477
0.062466873532027026,47,15.401007890701294,0.00619031865417147,73,11.719093084335327,1714523574.7219398,0.033985387269933234,0.0401757059241047
0.05801793086029013,48,16.252104997634888,0.006290521681829273,81,12.570093870162964,1714523575.573037,0.027932224521853278,0.03422274620368255
0.05921139661997741,49,17.097206115722656,0.006297943258450549,89,13.415053129196167,1714523576.418138,0.022627934023706435,0.028925877282156984
0.05833847267938364,50,18.04743790626526,0.005926686364501603,98,14.365595817565918,1714523577.3683698,0.017501672006967905,0.023428358371469508
0.057929847210383065,51,18.99717903137207,0.005297245357926087,107,15.315320014953613,1714523578.318111,0.012012500652600022,0.01730974601052611
0.05504965031728808,52,20.1476788520813,0.004809852914464491,118,16.465827465057373,1714523579.4686108,0.007956769502901622,0.012766622417366112
0.05040789252723849,53,21.62457036972046,0.004035147024737489,130,17.94185757637024,1714523580.9455023,0.0042395905178787725,0.008274737542616262
0.04686208648237549,54,23.29110360145569,0.0034613397994295225,143,19.60878849029541,1714523582.6120355,0.002242243959323293,0.005703583758752816
0.04155010292813863,55,25.16484808921814,0.0028321042267407614,157,21.48197889328003,1714523584.48578,0.0010031211172850092,0.003835225344025771
0.036518656719941964,56,27.139331817626953,0.002195313913835972,172,23.457138061523438,1714523586.4602637,0.00048690378995776,0.0026822177037937323
0.031168292459759425,57,29.855924129486084,0.0015731243701764656,190,26.173054933547974,1714523589.176856,0.0003272266770587666,0.0019003510472352322
0.025783475384449177,58,32.40743088722229,0.001058297691916444,208,28.72479820251465,1714523591.7283628,0.0002249568106658443,0.0012832545025822882
0.02070587292236661,59,35.29671049118042,0.0006596884089011845,229,31.61390519142151,1714523594.6176424,0.0001595524342170464,0.0008192408431182309
0.013776268687155717,60,38.37045478820801,0.0002965191480686183,252,34.68748235702515,1714523597.6913867,0.00011276708275239085,0.00040928623082100914
0.006381755215874831,61,41.69299626350403,6.432991008596515e-05,277,38.00925970077515,1714523601.0139282,6.117536264319796e-05,0.00012550527272916313
0.002514543970721414,62,45.308406829833984,9.528225608876383e-06,305,41.62528872489929,1714523604.6293387,3.75732687920125e-05,4.710149440088888e-05
0.001386939655095199,63,49.155261516571045,3.2856729873062436e-06,335,45.47278356552124,1714523608.4761934,2.16950528826011e-05,2.4980725869907344e-05
0.0009995043267615612,64,53.58197593688965,1.8179671678453529e-06,369,49.8995680809021,1714523612.9029078,1.29614312749531e-05,1.4779398442798454e-05
0.0006044212847453027,65,58.514641523361206,7.196609149105073e-07,406,54.83211970329285,1714523617.8355734,8.296529288555748e-06,9.016190203466255e-06
0.00032166514488179927,66,63.736252546310425,2.3173645883857686e-07,446,60.05394172668457,1714523623.0571845,5.2914771720512775e-06,5.523213630889854e-06
0.00025069391142691736,67,69.83090662956238,1.222349886176802e-07,491,66.14804816246033,1714523629.1518385,3.0600190149455463e-06,3.1822540035632266e-06
0.0002583386230035993,68,76.17712426185608,1.1587081779625125e-07,540,72.49450850486755,1714523635.4980562,1.9791577625553317e-06,2.095028580351583e-06
0.0002449346341167963,69,83.07897710800171,1.0036530304117434e-07,594,79.39641952514648,1714523642.399909,1.3595305840266039e-06,1.4598958870677783e-06
