l2_error,_timestamp,time,step,_runtime,_step,loss_boundary,loss_interior,loss
0.0004509559124338743,1714529013.6650944,436.41702222824097,9413,440.64115738868713,98,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529046.7391977,469.4912474155426,10354,473.71526074409485,99,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529083.233973,505.985867023468,11389,510.2100360393524,100,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529123.2982414,546.0502817630768,12528,550.2743043899536,101,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529167.1504238,589.9023807048798,13781,594.1264867782593,102,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529215.0428011,637.7947885990143,15159,642.0188641548157,103,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529268.3678522,691.1198871135712,16675,695.3439152240753,104,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529327.2234693,749.9754354953766,18342,754.1995322704315,105,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529392.1450067,814.8969535827637,20177,819.1210696697235,106,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529462.7187114,885.4706039428711,22194,889.694774389267,107,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529540.5431447,963.2952394485474,24414,967.5192077159882,108,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
0.0004509559124338743,1714529577.25599,1000.0079655647278,25459,1004.2320530414581,109,4.2978221470577746e-07,1.5893927282010592e-06,2.019174942906837e-06
