l2_error,step,_step,time,_timestamp,loss_boundary,loss_interior,loss,_runtime
0.046029634689958875,46,42,5.91457724571228,1714845143.7641568,0.004461023790253758,0.003755797736758035,0.008216821527011793,9.914861917495728
0.044018654361681495,50,43,6.272495269775391,1714845144.1220915,0.003517559934557025,0.0028785252361193344,0.0063960851706763595,10.272796630859375
0.03139205833898529,55,44,6.722036361694336,1714845144.5716128,0.0022375133748241626,0.002276561570602463,0.004514074945426626,10.722317934036255
0.026083111773272747,61,45,7.262961387634277,1714845145.1125333,0.0011994191590131878,0.0015333002305050977,0.0027327193895182855,11.263238430023193
0.019009141577050685,67,46,7.813935995101929,1714845145.6635606,0.0007007160120870182,0.0010029410704180924,0.0017036570825051107,11.814265727996826
0.016162472409932113,73,47,8.343631029129028,1714845146.1932344,0.00040243338663208475,0.0006623371548293437,0.0010647705414614285,12.343939542770386
0.00840576301704976,81,48,9.057302236557007,1714845146.9068482,0.00016562110864736153,0.00044066128801793157,0.0006062823966652931,13.0575532913208
0.007003516686394099,89,49,9.765879392623901,1714845147.615467,7.639862083600928e-05,0.000302849158715638,0.0003792477795516473,13.766172170639038
0.0042794612369864826,98,50,10.559520244598389,1714845148.4091034,3.450608211445582e-05,0.00022466540441137245,0.0002591714865258283,14.559808492660522
0.0036292398361002873,107,51,11.36954641342163,1714845149.2191486,1.9384562832191805e-05,0.00017624715290079116,0.00019563171573298296,15.369853734970093
0.0024679589210720755,118,52,12.348172426223755,1714845150.1977282,1.2534806522619863e-05,0.0001396206494150566,0.00015215545593767648,16.348433256149292
0.002218891515762879,130,53,13.406003713607788,1714845151.2555792,8.68087126795397e-06,0.00010701786270382886,0.00011569873397178284,17.40628433227539
0.001697541918039149,143,54,14.553659915924072,1714845152.403223,6.332767779227731e-06,7.774302767256729e-05,8.407579545179502e-05,18.55392813682556
0.0015739111250456237,157,55,15.798259496688843,1714845153.6479259,5.084088340040329e-06,5.753012427690469e-05,6.261421261694503e-05,19.798630952835083
0.0014758197144813469,172,56,17.1164333820343,1714845154.9666934,4.174212122537977e-06,4.236170443016909e-05,4.653591655270707e-05,21.117398500442505
0.0014103287322400177,190,57,18.6896710395813,1714845156.5393202,3.489107501098628e-06,3.172625281027473e-05,3.5215360311373356e-05,22.690025329589844
0.0012852139237955857,208,58,20.2769992351532,1714845158.1265845,2.864370197190053e-06,2.4974533682904057e-05,2.783890388009411e-05,24.277289628982544
0.001105979633282208,229,59,22.10885977745056,1714845159.9587433,2.134117214023254e-06,1.9141081999177507e-05,2.127519921320076e-05,26.109448432922363
0.0009273966785662776,252,60,24.120344877243042,1714845161.9700058,1.4498276242701763e-06,1.4497582719552706e-05,1.594741034382288e-05,28.120710849761963
0.0007429312730109437,277,61,26.28857946395874,1714845164.1381342,9.483946183280304e-07,1.117944779834373e-05,1.212784241667176e-05,30.28883934020996
0.0006121116284196625,305,62,28.74232053756714,1714845166.5919454,6.629035908340056e-07,9.19649048326797e-06,9.859394074101975e-06,32.742650508880615
0.0005278549901957804,335,63,31.37420153617859,1714845169.2237957,4.916227543420036e-07,7.918873297221523e-06,8.410496051563526e-06,35.37450075149536
0.00045201724357830675,369,64,34.34282684326172,1714845172.1924672,3.493227866240992e-07,6.813057875392381e-06,7.1623806620164805e-06,38.34317231178284
0.00038377658722852785,406,65,37.612146854400635,1714845175.4630907,2.3975023067478033e-07,5.8609453865031665e-06,6.100695617177947e-06,41.6137957572937
0.00033191118559162486,446,66,41.10948085784912,1714845178.9599109,1.684435852184115e-07,5.070869766253089e-06,5.239313351471501e-06,45.110615968704224
0.00029587483395937574,491,67,45.04648184776306,1714845182.8960648,1.273350270746896e-07,4.405043748446128e-06,4.5323787755208175e-06,49.046769857406616
0.0002728520855694574,540,68,49.38817000389099,1714845187.237747,1.0718147970370248e-07,3.8790780106626825e-06,3.986259490366385e-06,53.38845205307007
0.0002573307946817734,594,69,54.158097982406616,1714845192.0076923,9.68681038023072e-08,3.467966801061912e-06,3.5648349048642194e-06,58.15839743614197
0.0002454192322746701,653,70,59.36444926261902,1714845197.2150557,9.02832371822436e-08,3.1492075225018973e-06,3.239490759684141e-06,63.365760803222656
0.00023504822716207484,718,71,65.05374240875244,1714845202.9033694,8.479385803564794e-08,2.885056418691663e-06,2.969850276727311e-06,69.05407452583313
0.00022520252435289352,790,72,71.3971529006958,1714845209.2474408,7.95078341481914e-08,2.654805113247224e-06,2.7343129473954156e-06,75.39814591407776
0.00021574345071434192,869,73,78.31848096847534,1714845216.1681523,7.417653481170731e-08,2.4486457930025374e-06,2.5228223278142447e-06,82.31885743141174
0.00020628158317238806,956,74,85.87544250488281,1714845223.7250354,6.867006316424833e-08,2.257887280790976e-06,2.3265573439552243e-06,89.87574052810669
0.000196571960973325,1052,75,94.25430274009705,1714845232.103953,6.29221421754181e-08,2.077536525663962e-06,2.1404586678393798e-06,98.25465798377991
0.00018641819949606443,1157,76,103.43096375465393,1714845241.2806036,5.6952127352786433e-08,1.9054556808217054e-06,1.9624078081744917e-06,107.43130874633789
0.00017567423280794852,1272,77,113.4345920085907,1714845251.2845566,5.072083074995789e-08,1.7379781050052347e-06,1.7886989357551925e-06,117.4352617263794
0.0001639142818081995,1400,78,124.53879714012146,1714845262.3883674,4.4191705907563985e-08,1.5716415363275625e-06,1.6158332422351265e-06,128.53907251358032
0.00015142130830043967,1539,79,136.63442635536194,1714845274.4840622,3.7664214725703115e-08,1.4101602564161546e-06,1.4478244711418578e-06,140.63476729393005
0.00013812174758778457,1693,80,150.04616284370422,1714845287.8958247,3.1236410112786415e-08,1.2510388169071587e-06,1.282275227019945e-06,154.04652976989746
0.00012442386379611214,1863,81,164.872052192688,1714845302.7220275,2.524515659466276e-08,1.0972647853448823e-06,1.122509941939545e-06,168.87273263931274
0.00011114556219260237,2049,82,181.20597076416016,1714845319.0555618,2.006396146663746e-08,9.538918131336285e-07,9.73955774600266e-07,185.2062668800354
9.927219732712268e-05,2254,83,198.9893982410431,1714845336.8389945,1.5958564464183856e-08,8.266626299218908e-07,8.426211943860747e-07,202.98969960212708
8.973590827615515e-05,2479,84,218.24835395812988,1714845356.0981348,1.303119678460958e-08,7.22276645974806e-07,7.353078427594156e-07,222.2488398551941
8.247945216016362e-05,2727,85,239.9675829410553,1714845377.8172567,1.1034499142144786e-08,6.401145140237686e-07,6.511490131659134e-07,243.9679617881775
7.683467955218346e-05,3000,86,263.55462312698364,1714845401.40457,9.627428550983486e-09,5.74378520177305e-07,5.840059487282885e-07,267.5552752017975
7.213130824306592e-05,3299,87,289.4372127056122,1714845427.2868044,8.554522773041745e-09,5.188614831653759e-07,5.274160059384177e-07,293.43750953674316
6.797066952777922e-05,3629,88,317.8631749153137,1714845455.713017,7.676322531459426e-09,4.6978158926323434e-07,4.774579117946938e-07,321.86372208595276
6.415091636156058e-05,3992,89,348.74151587486267,1714845486.5913794,6.919925871713481e-09,4.251229089171842e-07,4.320428347888977e-07,352.7420845031738
6.0573448828971125e-05,4391,90,382.7386691570282,1714845520.5882862,6.245757997503464e-09,3.8365666852884043e-07,3.899024265263439e-07,386.73899126052856
5.720060573341847e-05,4831,91,420.347021818161,1714845558.1969,5.63214142527151e-09,3.444346636306734e-07,3.500668050559449e-07,424.3476049900055
5.4120945448751315e-05,5314,92,461.68331480026245,1714845599.5332434,5.082075117742959e-09,3.0728086398156215e-07,3.1236293909930513e-07,465.6839485168457
5.145806493726867e-05,5845,93,507.20821142196655,1714845645.0580976,4.604939004899731e-09,2.7177536845694764e-07,2.7638030746184735e-07,511.2088027000427
4.9391202110315566e-05,6429,94,557.4017734527588,1714845695.2516453,4.218391945878241e-09,2.377802424644135e-07,2.4199863441029174e-07,561.4023504257202
4.80794695122293e-05,7072,95,612.3572406768799,1714845750.207083,3.935822774264621e-09,2.0532717599495772e-07,2.0926299876922234e-07,616.3577880859375
4.752638192209101e-05,7779,96,672.8970203399658,1714845810.7469842,3.750968967549735e-09,1.745485860594478e-07,1.7829955502699754e-07,676.8976893424988
4.74922182754627e-05,8557,97,739.8866987228394,1714845877.7365625,3.6265871001935043e-09,1.4578516022277483e-07,1.4941174732296834e-07,743.8872675895691
4.750758748227156e-05,9413,98,814.1193833351135,1714845951.9692469,3.4979961530110203e-09,1.1975471576582165e-07,1.2325271191883268e-07,818.1199519634247
4.706316092071189e-05,10354,99,895.2972745895386,1714846033.1471844,3.30240106601116e-09,9.708984329885777e-08,1.0039224436486892e-07,899.2978894710541
4.585958260553761e-05,11389,100,983.8425607681274,1714846121.6924999,3.0167767422234304e-09,7.808336524944219e-08,8.110014199166562e-08,987.8432049751282
4.5571508579900166e-05,11577,101,1000.0202853679657,1714846137.87014,2.9597611695917195e-09,7.517972738079673e-08,7.813948855038845e-08,1004.0208451747894
