time,_step,loss,step,_runtime,l2_error,loss_interior,_timestamp,loss_boundary
32.46339821815491,39,1.4680134959253325e-05,39,33.02231049537659,0.0013291755640356308,1.2881143367828134e-05,1729106059.5050225,1.7989915914251908e-06
33.22742295265198,40,1.3277172765995829e-05,40,33.78643989562988,0.0012724302227384082,1.1507067533461327e-05,1729106060.269152,1.7701052325345027e-06
35.40978121757507,41,1.0708843193137021e-05,42,35.96869611740112,0.0010321215179026292,9.168895441735186e-06,1729106062.4514081,1.539947751401835e-06
39.14966535568237,42,7.5450165680755856e-06,46,39.70865488052368,0.000518134457549873,7.129171624990254e-06,1729106066.191367,4.158449430853314e-07
43.245370864868164,43,4.606569408280238e-06,50,43.804500102996826,0.00040654672718142313,4.331929837154514e-06,1729106070.2872121,2.746395711257246e-07
46.954097032547,44,2.598237924254359e-06,55,47.513083696365356,0.0003356592605676571,2.369096398178033e-06,1729106073.9957957,2.2914152607632593e-07
55.81413173675537,45,1.978482051803272e-06,61,56.37305402755737,0.0005810696973952791,1.7093216986251855e-06,1729106082.855766,2.691603531780863e-07
60.11520004272461,46,1.8280193489843937e-06,67,60.67412447929382,0.00041040562739458266,1.6584123194116614e-06,1729106087.1568365,1.6960702957273225e-07
63.53953742980957,47,1.623006567856222e-06,73,64.09849786758423,0.0002946367880982758,1.5144980274141748e-06,1729106090.58121,1.0850854044204725e-07
69.16553449630737,48,1.140700747783047e-06,81,69.72466778755188,0.0002861668108291808,1.0423689749405446e-06,1729106096.2073798,9.833177284250248e-08
78.54805660247803,49,6.314288495980126e-07,89,79.1069884300232,0.00027678181623673367,5.205845974102693e-07,1729106105.5897005,1.1084425218774333e-07
84.05375123023987,50,5.355471918127547e-07,98,84.61270046234131,0.00020010331177607263,4.804280661829126e-07,1729106111.0954125,5.511912562984208e-08
89.88783431053162,51,3.7839196989077334e-07,107,90.44679021835327,0.00014965230520939073,3.4034291267315785e-07,1729106116.9295022,3.80490572176155e-08
107.65819954872131,52,1.7442670053185509e-07,118,108.21730971336365,0.00010848399602151964,1.5376069136855824e-07,1729106134.7000217,2.0666009163296856e-08
122.39755845069885,53,8.038713918963008e-08,130,122.95675206184387,7.865083485772172e-05,6.944405779624271e-08,1729106149.439464,1.0943081393387368e-08
138.3091435432434,54,3.3695866344260444e-08,143,138.86805748939514,4.2780124900204674e-05,2.855137631398042e-08,1729106165.3507695,5.1444900302800244e-09
148.0284833908081,55,2.7566509928698153e-08,157,148.58743906021118,4.7894021244782876e-05,2.336593452272116e-08,1729106175.070151,4.200575405976995e-09
164.67458271980286,56,1.8968605014197423e-08,172,165.23373198509216,4.310989237377485e-05,1.5395144573397997e-08,1729106191.716444,3.5734604407994275e-09
187.23404717445374,57,1.2082293140880848e-08,190,187.7931706905365,3.454943303214156e-05,9.58657016138557e-09,1729106214.2758827,2.495722979495278e-09
206.1411635875702,58,6.838664640379306e-09,208,206.7001314163208,2.4606036793216905e-05,5.410505172993738e-09,1729106233.1828434,1.4281594673855677e-09
232.00295090675354,59,3.17607190712015e-09,229,232.5621531009674,1.2275876769384546e-05,2.7850072150513966e-09,1729106259.0448651,3.9106469206875307e-10
260.74543261528015,60,1.5084614591118244e-09,252,261.30442094802856,7.2007675547464025e-06,1.3917634900179248e-09,1729106287.787133,1.1669796909389953e-10
290.1857228279114,61,7.763065134219052e-10,277,290.7449560165405,4.290263284676496e-06,7.315965871025273e-10,1729106317.227668,4.470992631937789e-11
325.97848749160767,62,5.23375471892576e-10,305,326.53740644454956,4.290554724150513e-06,4.75891253775313e-10,1729106353.0201185,4.7484218117263036e-11
388.10001945495605,63,3.0027127094800214e-10,335,388.6592547893524,3.4297231156143924e-06,2.8167076883823867e-10,1729106415.1419668,1.860050210976347e-11
464.9262158870697,64,2.062936243340428e-10,369,465.4855194091797,2.3350631722267076e-06,1.955196834362511e-10,1729106491.9682314,1.0773940897791713e-11
547.7652864456177,65,1.6281954331586878e-10,406,548.324481010437,2.0860912976890536e-06,1.5244217499157309e-10,1729106574.807193,1.0377368324295695e-11
637.1696057319641,66,1.3145853479109036e-10,446,637.7287900447845,1.8494425035206258e-06,1.2329289326834298e-10,1729106664.211502,8.165641522747382e-12
754.8302531242371,67,1.0192648350677269e-10,491,755.3894882202148,1.5991814389687627e-06,9.570888380898758e-11,1729106781.8722003,6.217599697785112e-12
840.6587378978729,68,8.842282068723455e-11,540,841.217939376831,1.480078093258583e-06,8.315643418587424e-11,1729106867.7006514,5.266386501360318e-12
974.0693442821503,69,7.456722917820428e-11,594,974.6285533905029,1.2721662866291189e-06,7.046836372700041e-11,1729107001.1112654,4.098865451203866e-12
1003.1709861755371,70,7.290718907250673e-11,605,1003.7299308776855,1.252638711003091e-06,6.900761843367059e-11,1729107030.212643,3.899570638836136e-12
