loss_boundary,loss,time,_runtime,loss_interior,l2_error,_timestamp,step,_step
7.276418323788096e-10,2.9742838905216932e-09,100.74515509605408,104.57494473457336,2.2466420581428837e-09,1.827337860160668e-05,1715381898.6969388,1272,77
6.172895571059596e-10,2.439134271375676e-09,110.59165549278259,114.42160964012146,1.8218447142697164e-09,1.6424979669453762e-05,1715381908.5436037,1400,78
5.240995846322441e-10,2.003914552886991e-09,121.40060687065125,125.2315411567688,1.4798149682547472e-09,1.4812040852154338e-05,1715381919.3535352,1539,79
4.3869609453677087e-10,1.6309228806797896e-09,133.7409896850586,137.5708200931549,1.1922267861430188e-09,1.3268344889263928e-05,1715381931.692814,1693,80
3.632216220674543e-10,1.326393358601887e-09,147.61253190040588,151.4426884651184,9.631717365344327e-10,1.1826764632194116e-05,1715381945.5646825,1863,81
3.0283881866681003e-10,1.1000838030547275e-09,162.87573742866516,166.70592951774597,7.972449843879175e-10,1.0604925229330283e-05,1715381960.8279235,2049,82
2.563767320124862e-10,9.354689951754498e-10,179.57268595695496,183.4028069972992,6.790922631629636e-10,9.625496414170309e-06,1715381977.524801,2254,83
2.2013490116993133e-10,8.118107316041116e-10,197.85062408447266,201.6805021762848,5.916758304341803e-10,8.812980073642708e-06,1715381995.8024962,2479,84
1.9019932317156057e-10,7.119123697981837e-10,218.32157611846924,222.15160536766052,5.217130466266231e-10,8.11412491575979e-06,1715382016.2735994,2727,85
1.6379125816189158e-10,6.249815913414627e-10,240.55102682113647,244.38111233711243,4.6119033317957113e-10,7.466108274942835e-06,1715382038.5031064,3000,86
1.3891035809570552e-10,5.440138603578223e-10,265.24540853500366,269.0755100250244,4.051035022621168e-10,6.822780169568114e-06,1715382063.197504,3299,87
1.1396758243093589e-10,4.6392796688143947e-10,292.2451434135437,296.0752739906311,3.4996038445050357e-10,6.12778539601738e-06,1715382090.197268,3629,88
8.871443347590239e-11,3.8411518451380026e-10,322.16471886634827,325.99471616744995,2.9540075103789786e-10,5.359648988707233e-06,1715382120.1167102,3992,89
6.446276818474708e-11,3.08337101678029e-10,354.9966883659363,358.8266966342926,2.438743334932819e-10,4.525450459917279e-06,1715382152.9486907,4391,90
4.355321386401417e-11,2.4237702268099577e-10,391.3146367073059,395.144690990448,1.988238088169816e-10,3.68120251444603e-06,1715382189.266685,4831,91
2.777309076702802e-11,1.8969870826645435e-10,431.1504502296448,434.98052525520325,1.6192561749942632e-10,2.9067872670793665e-06,1715382229.1025193,5314,92
1.7128726859586216e-11,1.4926652753217808e-10,474.9093129634857,478.739137172699,1.3213780067259187e-10,2.258426385008772e-06,1715382272.8611312,5845,93
1.0560911591115649e-11,1.186153254320987e-10,522.9798090457916,526.8098912239075,1.0805441384098304e-10,1.7607276979516664e-06,1715382320.9318852,6429,94
6.717406353242957e-12,9.524696640776644e-11,575.9503970146179,579.7808668613434,8.852956005452348e-11,1.4053964098589385e-06,1715382373.9028609,7072,95
4.5036357732198394e-12,7.717449384968713e-11,634.0727319717407,637.9028434753418,7.267085807646729e-11,1.1648113710146576e-06,1715382432.0248375,7779,96
3.206151927090784e-12,6.296647603587896e-11,698.9049761295319,702.7351779937744,5.976032410878817e-11,1.0056482057524295e-06,1715382496.857172,8557,97
2.4133621537822762e-12,5.1687097888592895e-11,769.6012823581696,773.431453704834,4.927373573481062e-11,8.986463790249328e-07,1715382567.5534477,9413,98
1.896096727790527e-12,4.267333957318235e-11,847.0754313468933,850.9055392742157,4.077724284539182e-11,8.219448662193817e-07,1715382645.0275333,10354,99
1.5337237542479186e-12,3.545227397507245e-11,932.2568452358246,936.0869345664978,3.391855022082453e-11,7.620967932020296e-07,1715382730.2089286,11389,100
1.3287488020848856e-12,3.108247338839831e-11,1000.0064563751221,1003.8366136550903,2.975372458631342e-11,7.245487687118921e-07,1715382797.9586077,12213,101
