_runtime,l2_error,step,loss_boundary,loss_interior,time,loss,_step,_timestamp
24.170291900634766,0.6782107007255683,50,0.41868530177765795,0.37218092424535304,20.1190083026886,0.790866226023011,43,1714529417.890044
25.79191541671753,0.6652292644221282,55,0.37509321839705895,0.3064225983667364,21.74011206626892,0.6815158167637954,44,1714529419.5116675
28.11429762840271,0.62073750198664,61,0.3301237405665899,0.2517406373645871,24.062586069107056,0.581864377931177,45,1714529421.8340497
30.095956325531006,0.5851257493234093,67,0.2997088212297119,0.20338723517754248,26.044349908828735,0.5030960564072544,46,1714529423.8157084
32.06504225730896,0.5446234004099727,73,0.26479138566496213,0.16837217592190926,28.013051748275757,0.4331635615868714,47,1714529425.7847943
35.08562254905701,0.5049125793542276,81,0.22944390832956893,0.13991519116085688,31.034127950668335,0.3693590994904258,48,1714529428.8053746
37.9586226940155,0.4686884084898048,89,0.1994317632360569,0.11886397571926272,33.90693545341492,0.3182957389553196,49,1714529431.6783748
41.450093269348145,0.42279736431477993,98,0.16585370458671198,0.09756638013913785,37.39844727516174,0.2634200847258498,50,1714529435.1698453
44.906599044799805,0.38840282261749165,107,0.13702601293940575,0.08417475421461543,40.85418105125427,0.22120076715402118,51,1714529438.626351
48.7207977771759,0.34041336584368326,118,0.11245967992324293,0.07017436228089106,44.669257164001465,0.18263404220413398,52,1714529442.4405499
53.06646013259888,0.30982158698000933,130,0.08944022478953932,0.05943958247353139,49.01495003700256,0.1488798072630707,53,1714529446.7862122
58.084842681884766,0.27493882550764803,143,0.0676559262722856,0.049877821526097266,54.0330114364624,0.11753374779838287,54,1714529451.8045948
62.85495638847351,0.2396990984090041,157,0.052776338440461514,0.04237749531254596,58.80355215072632,0.09515383375300748,55,1714529456.5747085
68.65745139122009,0.20823715892570402,172,0.04047118570628662,0.03586646760881357,64.60588335990906,0.07633765331510019,56,1714529462.3772035
75.64878702163696,0.1790404575769325,190,0.03138178265035437,0.030599512176998783,71.59687328338623,0.06198129482735315,57,1714529469.368539
82.2243320941925,0.15480739518312198,208,0.023609844350192734,0.025625414325838196,78.172367811203,0.04923525867603093,58,1714529475.9440842
89.90629529953003,0.13461361945914385,229,0.018521284992924013,0.021423284672074574,85.85481548309326,0.03994456966499858,59,1714529483.6260474
97.49406003952026,0.11584142637991818,252,0.015081725145261992,0.017824719051819843,93.44265937805176,0.03290644419708184,60,1714529491.213812
105.40209245681763,0.10421527838042265,277,0.012933189430877194,0.014940873411578164,101.35071396827698,0.02787406284245536,61,1714529499.1218445
114.1210732460022,0.09457989595335646,305,0.011480611467346927,0.012541423061814758,110.06970286369324,0.024022034529161684,62,1714529507.8408253
123.69398880004883,0.08759223298126462,335,0.010538669438191619,0.01053329609000554,119.64254641532898,0.021071965528197158,63,1714529517.4137409
134.50890493392944,0.08386490230901669,369,0.009958326896422098,0.00892302957353624,130.45758628845215,0.018881356469958338,64,1714529528.228657
146.31088662147522,0.08060575195189341,406,0.009566785240853595,0.00767659937455795,142.25948667526245,0.017243384615411545,65,1714529540.0306387
159.1251859664917,0.07838821504793107,446,0.009210193036310592,0.006495161862516403,155.0739414691925,0.015705354898826997,66,1714529552.844938
173.33470058441162,0.07686047231739314,491,0.00890262217636582,0.00551112925474709,169.2832794189453,0.01441375143111291,67,1714529567.0544527
189.007399559021,0.07495385141199222,540,0.00860071106780097,0.00471255246101355,184.9560523033142,0.01331326352881452,68,1714529582.7271516
205.90344500541687,0.07361263755999667,594,0.008269279297035397,0.0040554751560184345,201.8522446155548,0.01232475445305383,69,1714529599.623197
224.7723515033722,0.07251563110207992,653,0.00795351203764416,0.003559116437406051,220.72093653678894,0.011512628475050211,70,1714529618.4921036
245.3542342185974,0.0705103900494151,718,0.007588119697046457,0.0031273056142701538,241.30282521247864,0.01071542531131661,71,1714529639.0739863
267.8222322463989,0.0683623045394909,790,0.007147111499943962,0.002717229728448813,263.7710003852844,0.009864341228392776,72,1714529661.5419843
292.6226212978363,0.06649984061840816,869,0.006721819619828022,0.002394199231804817,288.5714192390442,0.009116018851632839,73,1714529686.3423734
320.1529104709625,0.06427222178958958,956,0.0063099609498056255,0.0021228406818481903,316.1015591621399,0.008432801631653816,74,1714529713.8726625
350.57904505729675,0.06206927244810235,1052,0.005896465922927168,0.001874083721533121,346.52780413627625,0.007770549644460289,75,1714529744.2987971
383.9026548862457,0.060063422793177945,1157,0.005455662132047899,0.0016253667901416167,379.8514816761017,0.007081028922189515,76,1714529777.622407
420.04648661613464,0.05744964655257797,1272,0.00508824852100682,0.0014128639763728293,415.99510288238525,0.0065011124973796495,77,1714529813.7662387
460.38788652420044,0.05604906672714247,1400,0.004803875428057271,0.0012547371040117603,456.3365375995636,0.006058612532069031,78,1714529854.1076386
505.94895100593567,0.05391947210344586,1539,0.004476053182413102,0.001077496752039623,501.8975784778595,0.005553549934452725,79,1714529899.668703
556.6338212490082,0.05241086836197522,1693,0.00425734499070347,0.0009177561240943057,552.5822894573212,0.005175101114797776,80,1714529950.3535733
612.523282289505,0.051211886122593385,1863,0.004065893122767747,0.0007724926299189187,608.4717638492584,0.004838385752686665,81,1714530006.2430344
673.4291396141052,0.05001622311381613,2049,0.003903612179263079,0.0006531780217115818,669.37766289711,0.004556790200974661,82,1714530067.1488917
739.9657647609711,0.04864437196446153,2254,0.003708502082062205,0.0005248235996978765,735.9145526885986,0.004233325681760081,83,1714530133.6855168
815.1027147769928,0.047571014222926755,2479,0.0035343372331860926,0.0004314477418643413,811.051317691803,0.003965784975050434,84,1714530208.8224669
896.4788122177124,0.04635572521447329,2727,0.003347070682508847,0.0003503971190870728,892.4273934364319,0.0036974678015959197,85,1714530290.1985643
985.6330845355988,0.044907980331999976,3000,0.0031648799976732116,0.00028864358964806144,981.5815904140472,0.0034535235873212732,86,1714530379.3528366
1004.1861038208008,0.04490930148606185,3057,0.003125775581619434,0.00027763778430078996,1000.1346180438995,0.003403413365920224,87,1714530397.905856
