step,l2_error,loss,_step,_runtime,_timestamp,loss_interior,loss_boundary,time
46,0.029043225312763522,0.002282173208175182,42,12.137245893478394,1714525399.8039148,0.0008799481046970277,0.0014022251034781546,8.242187023162842
50,0.02684255706673908,0.0017892382414301288,43,12.650712728500366,1714525400.3173816,0.000591724077994681,0.0011975141634354477,8.755566596984863
55,0.024295135207703985,0.0013471570090197633,44,13.306206464767456,1714525400.9728754,0.0003745329477186022,0.0009726240613011611,9.411065816879272
61,0.02192790261816676,0.001063457204249643,45,14.08942985534668,1714525401.7560987,0.0002667640996790714,0.0007966931045705716,10.194239139556885
67,0.019656396211199557,0.00082609235783186,46,14.876563549041748,1714525402.5432324,0.00017425253956709867,0.0006518398182647614,10.981407403945923
73,0.018340333258976386,0.0006967397691239985,47,15.665988206863403,1714525403.332657,0.00013108341913037623,0.0005656563499936223,11.770819425582886
81,0.016695601738939952,0.0005609635392853687,48,16.73140001296997,1714525404.398069,9.377005160503451e-05,0.0004671934876803342,12.836232900619507
89,0.014957633448681285,0.0004602931995888961,49,17.789453983306885,1714525405.4561229,6.0282436676398196e-05,0.0004000107629124979,13.894269704818726
98,0.013539866192900304,0.00035410910046995237,50,18.99107050895691,1714525406.6577394,4.195448472797839e-05,0.000312154615741974,15.095882415771484
107,0.01220856914435933,0.0002847764507033633,51,20.195870637893677,1714525407.8625395,2.499881736114912e-05,0.00025977763334221417,16.3002028465271
118,0.01087756499997048,0.00021347568513183242,52,21.69028353691101,1714525409.3569524,1.570228392084908e-05,0.00019777340121098335,17.794432163238525
130,0.009639887519947472,0.00016622621289132122,53,23.33410906791687,1714525411.000778,9.594664573317714e-06,0.0001566315483180035,19.438489198684692
143,0.008650061231528096,0.00013352376369964663,54,25.11216926574707,1714525412.7788382,7.208011327134935e-06,0.0001263157523725117,21.216520309448242
157,0.0077803596955034774,0.00010659225159762423,55,27.018638610839844,1714525414.6853075,5.603652410492176e-06,0.00010098859918713206,23.12272572517395
172,0.006953986856544189,8.461619331440876e-05,56,29.01160979270935,1714525416.6782787,4.504444333947157e-06,8.01117489804616e-05,25.1159610748291
190,0.006130133758588502,6.50467902591972e-05,57,31.460983514785767,1714525419.1276524,3.564018358659685e-06,6.148277190053753e-05,27.56510066986084
208,0.005008592464740116,4.3507711753145844e-05,58,33.84032964706421,1714525421.5069985,2.6394331775020047e-06,4.086827857564384e-05,29.9446063041687
229,0.004405611504393964,3.2981170552199216e-05,59,36.67594242095947,1714525424.3426113,2.2283850852130505e-06,3.0752785466986164e-05,32.78048586845398
252,0.0038978676375877705,2.5791814779531256e-05,60,39.83738589286804,1714525427.5040548,2.0820379753283938e-06,2.370977680420286e-05,35.9423143863678
277,0.0031777707156244966,1.696101165331032e-05,61,43.13840365409851,1714525430.8050725,1.6216517411093357e-06,1.5339359912200984e-05,39.242759466171265
305,0.0028619568892673847,1.3835631154575976e-05,62,46.88500165939331,1714525434.5516706,1.455464688566845e-06,1.238016646600913e-05,42.989805459976196
335,0.002405728074133445,9.871214597959061e-06,63,50.94989323616028,1714525438.6165621,1.2702036048806876e-06,8.601010993078373e-06,47.05431056022644
369,0.0021366773149397622,7.890602445961665e-06,64,55.47896885871887,1714525443.1456378,1.1833533639592782e-06,6.707249082002386e-06,51.58329916000366
406,0.0017920711511428746,5.681143610697992e-06,65,60.49453377723694,1714525448.1612027,1.0357722960564952e-06,4.6453713146414965e-06,56.59907674789429
446,0.001420915099537255,3.7830958999618697e-06,66,65.92078375816345,1714525453.5874527,9.03904594221986e-07,2.8791913057398837e-06,62.02563166618347
491,0.0012549489569806263,3.0702090359875054e-06,67,72.08987045288086,1714525459.7565393,8.374046877810099e-07,2.2328043482064958e-06,68.19466996192932
540,0.0011687497498945642,2.7287714366826533e-06,68,78.74117875099182,1714525466.4078476,7.955384764843675e-07,1.933232960198286e-06,74.84573268890381
594,0.0010173436822841183,2.2224615786997602e-06,69,86.17042970657349,1714525473.8370986,7.25466827393781e-07,1.4969947513059792e-06,82.27505397796631
653,0.0008417883940461441,1.6422003685730053e-06,70,94.14851593971252,1714525481.8151848,6.271615869900056e-07,1.0150387815829996e-06,90.25323867797852
718,0.0007730101721790409,1.441372459122066e-06,71,102.91215395927429,1714525490.5788229,5.827470228738973e-07,8.586254362481687e-07,99.01693415641785
790,0.0007299090802516966,1.3199661071023953e-06,72,112.61502027511597,1714525500.2816892,5.522948713834944e-07,7.676712357189009e-07,108.71984243392944
869,0.0006849031579527506,1.1991645722549998e-06,73,123.34657835960388,1714525511.0132473,5.192466469465929e-07,6.79917925308407e-07,119.45128464698792
956,0.000638014741765721,1.0805091408127548e-06,74,135.29858112335205,1714525522.96525,4.829413353731474e-07,5.975678054396073e-07,131.40292692184448
1052,0.0005902157518300774,9.602513533144008e-07,75,148.37089776992798,1714525536.0375667,4.443321669272991e-07,5.159191863871018e-07,144.4754605293274
1157,0.0005547988169626219,8.77057476173809e-07,76,162.61459851264954,1714525550.2812674,4.15688068399889e-07,4.6136940777391995e-07,158.71894717216492
1272,0.0004928271754499409,7.374086936985945e-07,77,178.19441056251526,1714525565.8610795,3.651180327546885e-07,3.722906609439059e-07,174.29914021492004
1400,0.00044612729020431364,6.391700487550398e-07,78,195.5481686592102,1714525583.2148376,3.2662047220259865e-07,3.125495765524411e-07,191.6524851322174
1539,0.00040068990109639544,5.459147957053669e-07,79,214.41771721839905,1714525602.084386,2.887382109355434e-07,2.5717658476982354e-07,210.5223309993744
1693,0.00035442917925412534,4.582370156060895e-07,80,234.45047450065613,1714525622.1171434,2.514791920720487e-07,2.0675782353404077e-07,230.5549340248108
1863,0.00032335159254631495,4.0394064874729177e-07,81,256.46198534965515,1714525644.1286542,2.2804216006149168e-07,1.7589848868580012e-07,252.56638097763062
2049,0.0002921180463484404,3.528672608572862e-07,82,280.6407458782196,1714525668.3074148,2.0572490928812473e-07,1.4714235156916147e-07,276.7451858520508
2254,0.0002392618293099291,2.7639432251849085e-07,83,307.2174332141876,1714525694.884102,1.713976609565709e-07,1.0499666156191997e-07,303.321816444397
2479,0.0001862140600028717,2.0837094668438078e-07,84,336.4532256126404,1714525724.1198945,1.3921323762315433e-07,6.915770906122645e-08,332.5571439266205
2727,0.00015226096389112605,1.6923920848674855e-07,85,368.81850695610046,1714525756.4851758,1.1924299355178834e-07,4.9996214934960203e-08,364.9222979545593
3000,0.00013775223110159914,1.5276077027863627e-07,86,404.4977433681488,1714525792.1644123,1.102501723751639e-07,4.251059790347236e-08,400.60228848457336
3299,0.000124463090047438,1.381446922936431e-07,87,443.3100390434265,1714525830.976708,1.0203608173613803e-07,3.610861055750508e-08,439.41365098953247
3629,0.00011127906240581746,1.237080055433596e-07,88,486.2414753437042,1714525873.9081442,9.358470126366169e-08,3.0123304279697905e-08,482.346036195755
3992,9.85868225277591e-05,1.0984389566737272e-07,89,533.641382932663,1714525921.3080518,8.516177059921955e-08,2.4682125068153173e-08,529.7459537982941
4391,8.6932004678541e-05,9.6852164724299e-08,90,585.6512250900269,1714525973.317894,7.69009606297882e-08,1.9951204094510795e-08,581.7557611465454
4831,7.67027883338014e-05,8.489356996655086e-08,91,643.1441547870636,1714526030.8108237,6.894276246332986e-08,1.5950807503221e-08,639.2486073970795
5314,6.831305564981937e-05,7.408851764601758e-08,92,706.1266610622406,1714526093.79333,6.139402023987215e-08,1.2694497406145427e-08,702.2312083244324
5845,6.199150912464767e-05,6.45735169182587e-08,93,775.5824093818665,1714526163.2490783,5.4422020991833013e-08,1.0151495926425686e-08,771.6866738796234
6429,5.759921515811332e-05,5.649719052686298e-08,94,851.7503876686096,1714526239.4170566,4.8268947994268635e-08,8.228242532594343e-09,847.8548345565796
7072,5.7007529895071505e-05,5.495891646871087e-08,95,936.0379106998444,1714526323.7045796,4.7070449312427135e-08,7.888467156283737e-09,932.1423120498657
7588,5.7007529895071505e-05,5.495891646871087e-08,96,1003.9120035171509,1714526391.5786724,4.7070449312427135e-08,7.888467156283737e-09,1000.0168194770813
