_step,_timestamp,loss_interior,_runtime,loss_boundary,step,time,l2_error,loss
42,1715375775.9631155,0.00016296522737449038,12.093551397323608,0.0013365680768904803,46,8.178832292556763,0.030187435960358326,0.0014995333042649708
43,1715375776.4900646,0.0001088362927956472,12.620500564575195,0.0012131863788208315,50,8.70585036277771,0.028859287217277405,0.0013220226716164787
44,1715375777.1498196,6.161020030504385e-05,13.280255556106567,0.0009573201670744146,55,9.36552906036377,0.026414699350680405,0.0010189303673794584
45,1715375777.9434888,4.2235822768452935e-05,14.073924779891968,0.0008097020113968044,61,10.159214973449707,0.02304157882559101,0.0008519378341652574
46,1715375778.7686956,3.455332234014211e-05,14.899131536483765,0.0005276135016640954,67,10.984245538711548,0.018340003197611407,0.0005621668240042375
47,1715375779.5908256,3.852389948098969e-05,15.721261501312256,0.00042115177189746823,73,11.806587219238281,0.01651465864952255,0.0004596756713784579
48,1715375780.7014775,2.183463025573025e-05,16.831913471221924,0.0002859455067571367,81,12.917088270187378,0.013916598943751048,0.00030778013701286694
49,1715375781.8161309,2.3520277871229483e-05,17.946566820144653,0.00020560874441313864,89,14.031828165054321,0.011988257074085625,0.00022912902228436813
50,1715375783.0831642,4.153121594806013e-05,19.213600158691406,0.00011742797722064426,98,15.29871940612793,0.008925824499025535,0.0001589591931687044
51,1715375784.3208823,3.7762506618750518e-06,20.45131826400757,0.00010535928771107939,107,16.536632537841797,0.008165207137608481,0.00010913553837295444
52,1715375785.8563187,4.2563994879691115e-06,21.986754655838013,7.844748445458428e-05,118,18.072022676467896,0.007166680026753722,8.270388394255339e-05
53,1715375787.492332,1.906853879891662e-06,23.62276792526245,5.9255995545592254e-05,130,19.708086013793945,0.005972621199834564,6.116284942548391e-05
54,1715375789.2697458,1.691218966762186e-06,25.400181770324707,4.871441556062794e-05,143,21.48538565635681,0.005618535100430674,5.040563452739013e-05
55,1715375791.193748,1.1532888015052979e-06,27.32418394088745,3.684452064244258e-05,157,23.409438133239746,0.004826037980975263,3.799780944394788e-05
56,1715375793.2251606,8.863148182851877e-07,29.3555965423584,2.5379266858630166e-05,172,25.44064450263977,0.003950403339082376,2.6265581676915354e-05
57,1715375795.6192636,4.719480459612848e-07,31.749699592590332,1.590016793539773e-05,190,27.83489465713501,0.003105360878567696,1.6372115981359013e-05
58,1715375797.9792893,4.252432218559562e-07,34.1097252368927,1.4207875329110559e-05,208,30.19451355934143,0.0029179195063351654,1.4633118550966516e-05
59,1715375800.7843196,3.6644897014425646e-07,36.91475558280945,1.2560854185265663e-05,229,33.0000114440918,0.002729015232818597,1.292730315540992e-05
60,1715375803.7767313,3.1305775623285797e-07,39.907167196273804,1.1053322417285176e-05,252,35.9924476146698,0.0025503899540446104,1.1366380173518034e-05
61,1715375807.071843,3.5854717108970714e-07,43.20227885246277,7.230237989929968e-06,277,39.2874858379364,0.0020072920506241966,7.588785161019675e-06
62,1715375810.757,1.874998095743142e-07,46.88743591308594,5.832514234480609e-06,305,42.97245955467224,0.0017950488274918095,6.020014044054924e-06
63,1715375814.8372643,1.218558665771774e-07,50.967700242996216,2.6019318654422006e-06,335,47.052876234054565,0.0011179560126062034,2.723787732019378e-06
64,1715375819.250028,9.883333006617568e-08,55.38046383857727,1.8294625839448004e-06,369,51.46557569503784,0.0009436348301969552,1.928295914010976e-06
65,1715375824.2779806,1.2746378824349337e-07,60.408416509628296,1.3452980210071176e-06,406,56.49375796318054,0.0007921162520199205,1.472761809250611e-06
66,1715375829.771086,7.816514568510976e-08,65.90152192115784,8.504432823523796e-07,446,61.98641014099121,0.0006100742852622552,9.286084280374893e-07
67,1715375835.6164012,5.743983354877405e-08,71.74683713912964,6.331157420825086e-07,491,67.83210492134094,0.0005152209836880342,6.905555756312826e-07
68,1715375841.9790332,4.501755733714786e-08,78.10946917533875,3.805601687274113e-07,540,74.19467639923096,0.00038369194269519266,4.2557772606455914e-07
69,1715375849.1279068,4.161746877739482e-08,85.25834274291992,2.36368233910973e-07,594,81.34359383583069,0.00029640249355128705,2.7798570268836784e-07
70,1715375856.91474,3.3813280570816585e-08,93.04517602920532,1.6534370732111313e-07,653,89.13017678260803,0.0002467584845056975,1.991569878919297e-07
71,1715375865.4927456,2.714317113896187e-08,101.62318158149719,1.179373018222192e-07,718,97.70842003822327,0.00020611844101310853,1.4508047296118106e-07
72,1715375875.1792872,2.2045808668158527e-08,111.3097231388092,7.571037203461414e-08,790,107.3947606086731,0.0001716023914251289,9.775618070277267e-08
73,1715375885.7751126,1.7589335158397325e-08,121.90554857254028,4.534580447204348e-08,869,117.99053359031677,0.00013713412143771152,6.29351396304408e-08
74,1715375897.1264002,1.4188914463823353e-08,133.25683617591858,3.269322963163438e-08,956,129.34212183952332,0.00011897110102832545,4.688214409545773e-08
75,1715375909.690436,1.1570035731493244e-08,145.82087182998657,2.2955598359144386e-08,1052,141.9058666229248,0.0001002429402125359,3.452563409063763e-08
76,1715375923.4326375,9.406590131341471e-09,159.56307339668274,1.604124658679934e-08,1157,155.6481487751007,8.64088374313649e-05,2.544783671814081e-08
77,1715375938.723472,6.800123482000746e-09,174.8539080619812,8.778993760471447e-09,1272,170.93922662734985,6.463088278965886e-05,1.5579117242472192e-08
78,1715375955.7328045,5.586851423986559e-09,191.86324048042297,5.784789618403792e-09,1400,187.94824719429016,5.232957314151691e-05,1.1371641042390352e-08
79,1715375974.0914295,4.655192790925673e-09,210.22186541557312,3.778984147370753e-09,1539,206.30720257759094,4.187431381525011e-05,8.434176938296426e-09
80,1715375994.6103299,3.744025433015235e-09,230.74076581001282,2.1875730042817663e-09,1693,226.826003074646,3.119118031161573e-05,5.931598437297001e-09
81,1715376016.9065826,3.149256915058174e-09,253.03701853752136,1.409365821403594e-09,1863,249.122088432312,2.43168630683369e-05,4.5586227364617675e-09
82,1715376041.6034584,2.6213815821281404e-09,277.73389434814453,8.900697056186287e-10,2049,273.81890201568604,1.8643607566328337e-05,3.511451287746769e-09
83,1715376068.8398495,2.2875440335595126e-09,304.9702854156494,6.464008859943734e-10,2254,301.0554690361023,1.5364850350977608e-05,2.933944919553886e-09
84,1715376098.4741724,1.9271750219705433e-09,334.604608297348,4.431247542604132e-10,2479,330.6892149448395,1.213802508805209e-05,2.3702997762309563e-09
85,1715376131.8951898,1.5486622592079922e-09,368.025625705719,2.8842401920489594e-10,2727,364.11066699028015,9.280127681721267e-06,1.837086278412888e-09
86,1715376168.0307798,1.2849414846657678e-09,404.1612157821655,2.1054035223362313e-10,3000,400.2463083267212,7.685723119798288e-06,1.4954818368993908e-09
87,1715376208.0786319,1.0584290773054344e-09,444.2090678215027,1.5916055622320523e-10,3299,440.2941062450409,6.6336666758919e-06,1.2175896335286397e-09
88,1715376252.1602318,8.332850811403864e-10,488.2906677722931,1.1919596442426175e-10,3629,484.3757288455963,5.878937681148572e-06,9.524810455646482e-10
89,1715376300.3323278,6.893862871108483e-10,536.4627637863159,9.820298019964522e-11,3992,532.5478293895721,5.528812061845941e-06,7.875892673104935e-10
90,1715376352.9080248,5.509345458883958e-10,589.0384607315063,8.058032282979446e-11,4391,585.123517036438,5.253002217093282e-06,6.315148687181902e-10
91,1715376411.6809423,4.664649942452047e-10,647.8113782405853,7.090909447165528e-11,4831,643.8963198661804,5.113716637307377e-06,5.3737408871686e-10
92,1715376475.978055,3.903781163647215e-10,712.1084909439087,6.281334845409626e-11,5314,708.1934516429901,4.981269827034352e-06,4.5319146481881775e-10
93,1715376546.373601,3.508119225628366e-10,782.5040369033813,5.880494864909036e-11,5845,778.5891325473785,4.9069281851543095e-06,4.0961687121192697e-10
94,1715376624.1032252,3.1008045287437825e-10,860.2336611747742,5.476069732089281e-11,6429,856.3187162876129,4.821341731501696e-06,3.648411501952711e-10
95,1715376708.3946962,2.783846578459483e-10,944.5251321792603,5.162144054196871e-11,7072,940.6101582050323,4.744123772310964e-06,3.3000609838791704e-10
96,1715376767.8635955,2.59836175861672e-10,1003.9940314292908,4.976630901772771e-11,7521,1000.0790917873383,4.693030915299292e-06,3.096024848793997e-10
