_runtime,time,loss_boundary,loss,step,_step,_timestamp,loss_interior,l2_error
28.977307081222534,25.02110528945923,0.001694675729511869,0.01018722921883513,115,42,1712948385.945619,0.00849255348932326,0.04510180225586117
30.857096433639526,26.900853872299194,0.0016861990479805542,0.010071313806550864,124,43,1712948387.8254085,0.00838511475857031,0.04495089985781795
32.87867569923401,28.922476530075073,0.0016751758395784767,0.009944183438876611,134,44,1712948389.8469877,0.008269007599298134,0.04480242688931403
34.85748076438904,30.901389598846436,0.0016686724965292946,0.009825058522115068,144,45,1712948391.8257928,0.008156386025585773,0.04476613944372197
37.11489200592041,33.15865135192871,0.001682659723444925,0.009643051632701159,155,46,1712948394.083204,0.007960391909256233,0.04510234985066807
39.29330587387085,35.336692094802856,0.001685728089073606,0.009441919252476845,166,47,1712948396.261618,0.007756191163403239,0.04489762587053616
41.8565239906311,37.899738788604736,0.0016521784013111033,0.009288132925009514,179,48,1712948398.824836,0.007635954523698411,0.04424551490027737
44.60748863220215,40.650755405426025,0.0016464689448932397,0.00912289461553057,193,49,1712948401.5758007,0.0074764256706373305,0.04430772007376093
47.43182015419006,43.475624561309814,0.0016505155274634373,0.008988204007760714,207,50,1712948404.4001322,0.007337688480297276,0.044382242280005035
50.599218130111694,46.643025159835815,0.0016044394013455536,0.008639487205409713,223,51,1712948407.5675302,0.00703504780406416,0.044174530931680556
53.96942448616028,50.013335943222046,0.001634090755378349,0.007991201868088058,240,52,1712948410.9377365,0.006357111112709709,0.0449887956169238
57.65216040611267,53.69606685638428,0.001625802251889514,0.0077644905986550185,258,53,1712948414.6204724,0.006138688346765504,0.044810964783565534
61.690171003341675,57.733819246292114,0.0015768070508570874,0.0074467288852515315,278,54,1712948418.658483,0.005869921834394444,0.04418408807583052
65.98842597007751,62.03221917152405,0.0014946310624573925,0.007077191787729926,299,55,1712948422.956738,0.005582560725272533,0.0425739199163863
70.57092523574829,66.61487674713135,0.0012116464524685854,0.006255092900978226,322,56,1712948427.5392373,0.005043446448509641,0.03670554704433068
75.40803837776184,71.45190596580505,0.0011071544359914545,0.005885453100219918,346,57,1712948432.3763504,0.004778298664228463,0.03465108726278122
80.78958535194397,76.83305406570435,0.0010446336889549635,0.005601595929077984,373,58,1712948437.7578974,0.004556962240123021,0.03381617302627619
86.44791531562805,82.49141931533813,0.0009819172096726123,0.005411729704799124,401,59,1712948443.4162273,0.004429812495126512,0.032664389326787696
92.55370116233826,88.59739446640015,0.0008778769100203003,0.004956923260975918,431,60,1712948449.5220132,0.004079046350955618,0.0315399828920473
99.11159014701843,95.15549087524414,0.0006930217892686909,0.004411083559369963,464,61,1712948456.0799022,0.003718061770101272,0.02883028441025497
106.25240755081177,102.29629683494568,0.0006496902692420467,0.00392279084660902,499,62,1712948463.2207196,0.0032731005773669725,0.027852172661639012
113.85562753677368,109.89927291870117,0.0005655279889384413,0.0036764961870715596,537,63,1712948470.8239396,0.0031109681981331184,0.02621271364910182
122.09291505813599,118.13661646842957,0.0005310511856634675,0.0035701071064858083,578,64,1712948479.061227,0.003039055920822341,0.025341039863565708
130.9683723449707,127.01175546646118,0.0004990022707089736,0.0034831796073865927,622,65,1712948487.9366844,0.002984177336677619,0.0245237301120408
140.5331461429596,136.57655119895935,0.0004317404277752682,0.0032638486830178825,669,66,1712948497.5014582,0.0028321082552426142,0.023062934056651583
150.78242588043213,146.82518243789673,0.0004103850263446057,0.0031656008017208795,720,67,1712948507.750738,0.0027552157753762737,0.02270616349155029
161.58152651786804,157.62505555152893,0.0003893396569988724,0.0030799178803125027,774,68,1712948518.5498385,0.0026905782233136305,0.022192939643160776
173.4648871421814,169.50831127166748,0.0003882061960979722,0.0029452943456994914,833,69,1712948530.4331992,0.002557088149601519,0.02245956158074342
185.9433195590973,181.98719263076782,0.00036020000145924443,0.0028511012813419783,896,70,1712948542.9116316,0.002490901279882734,0.02155517870290301
199.75695252418518,195.8003830909729,0.00033286551157806805,0.002767613935897156,964,71,1712948556.7252645,0.002434748424319088,0.02078861402755185
214.7202763557434,210.76357173919678,0.0003088359773263532,0.002683636084170686,1038,72,1712948571.6885884,0.002374800106844333,0.020150336266488496
230.52636337280273,226.56974816322327,0.0002914710415117629,0.0026090714903536497,1116,73,1712948587.4946754,0.002317600448841887,0.019599506216273245
247.60723233222961,243.6509644985199,0.0002784316473757054,0.0025430861628412973,1201,74,1712948604.5755444,0.0022646545154655917,0.01913771623206597
266.0430500507355,262.08667039871216,0.00026880891094767834,0.0024859726206324416,1292,75,1712948623.011362,0.0022171637096847635,0.018765909276281686
285.834778547287,281.8781638145447,0.000261485916797537,0.0024353744389560114,1390,76,1712948642.8030906,0.0021738885221584746,0.0184588744799537
307.36080408096313,303.40388226509094,0.00025572081456655274,0.0023894925163115426,1496,77,1712948664.329116,0.00213377170174499,0.018197500257687255
330.25540375709534,326.29877376556396,0.0002510799463273575,0.0023476319475499233,1609,78,1712948687.2237158,0.0020965520012225657,0.017969984845848254
354.8590040206909,350.90211176872253,0.0002470919459876165,0.0023080067646905366,1731,79,1712948711.827316,0.00206091481870292,0.017764402089732814
381.4357576370239,377.4796223640442,0.0002434831541570921,0.0022691752902273734,1863,80,1712948738.4040697,0.0020256921360702813,0.017570229141061256
410.1768379211426,406.22039699554443,0.0002403062923483008,0.0022296968354954764,2004,81,1712948767.14515,0.0019893905431471754,0.017394463588999855
441.15366530418396,437.1975510120392,0.00023781773285840707,0.0021874602811165324,2156,82,1712948798.1219773,0.0019496425482581252,0.01724638589268121
474.2683801651001,470.31204557418823,0.0002359259925008713,0.0021430868671643974,2319,83,1712948831.2366922,0.001907160874663526,0.017115528233235925
510.186794757843,506.22982811927795,0.0002342876499606409,0.0020979106710019416,2495,84,1712948867.1551068,0.0018636230210413009,0.017013557358169226
548.9100914001465,544.9531426429749,0.00023283504302645404,0.0020532940279795507,2685,85,1712948905.8784034,0.0018204589849530966,0.01691750022303191
590.4700973033905,586.5133202075958,0.0002312862781417579,0.002010358650071261,2888,86,1712948947.4384093,0.0017790723719295033,0.016824608354351973
635.0964300632477,631.1400094032288,0.00022934683558331265,0.0019686141921697433,3107,87,1712948992.064742,0.0017392673565864308,0.016722594651380904
683.1109964847565,679.1545469760895,0.00022682110110706046,0.0019277918577979367,3343,88,1712949040.0793085,0.0017009707566908762,0.016599518674758586
734.8874337673187,730.9304585456848,0.00022358841516126744,0.0018876123808405888,3597,89,1712949091.8557458,0.0016640239656793214,0.016444091816806727
790.1283423900604,786.1718606948853,0.00021954548697671053,0.0018477905782602112,3870,90,1712949147.0966544,0.0016282450912835007,0.01625100787840991
849.4424381256104,845.4856064319611,0.0002146765737675824,0.0018080757865784288,4163,91,1712949206.4107502,0.0015933992128108465,0.01602101247531487
914.0072183609009,910.0507264137268,0.0002090536918768345,0.0017681672040598864,4479,92,1712949270.9755304,0.0015591135121830518,0.015758513306396167
983.3792667388916,979.4227833747864,0.00020291669580934423,0.0017283755601654933,4819,93,1712949340.3475788,0.001525458864356149,0.015473265291592772
1058.5716044902802,1054.6151206493378,0.0001966202819578908,0.0016893137669719274,5184,94,1712949415.5399165,0.0014926934850140365,0.01517954126394538
1139.053649187088,1135.0966317653656,0.00019052086448141593,0.0016515579086730167,5577,95,1712949496.0219612,0.0014610370441916008,0.014891091613144234
1226.1288678646088,1222.1723847389221,0.0001849275583895035,0.0016157765597381388,6000,96,1712949583.09718,0.0014308490013486353,0.014621616548146352
1319.600610256195,1315.644094467163,0.00018000323749634665,0.0015823654110567879,6456,97,1712949676.5689223,0.0014023621735604413,0.014378369166147207
1420.2270386219025,1416.2705357074738,0.0001757962443959239,0.0015516630980647163,6945,98,1712949777.1953506,0.0013758668536687925,0.014164829568949816
1529.0426614284515,1525.0860595703125,0.00017220025644332126,0.0015234453416697745,7472,99,1712949886.0109735,0.0013512450852264533,0.013977560209067428
1646.1377766132355,1642.1808578968048,0.00016907097082347443,0.001497541087304169,8039,100,1712950003.1060886,0.0013284701164806944,0.013809458271957559
1772.248963356018,1768.2922866344452,0.00016619290320126216,0.0014736141284925485,8649,101,1712950129.2172754,0.0013074212252912863,0.01364916754899765
1907.8784065246582,1903.921895980835,0.00016318543214942577,0.0014511954783008503,9305,102,1712950264.8467185,0.0012880100461514245,0.013472835546647232
2053.8980164527893,2049.941895008087,0.00015886987569128876,0.001429273948892132,10010,103,1712950410.8663285,0.001270404073200843,0.013205012453978327
2210.822715997696,2206.8658151626587,0.00014719551535050305,0.0014025319486307363,10770,104,1712950567.791028,0.0012553364332802332,0.0125405380849982
2378.507686138153,2374.5512664318085,0.0001350795287157438,0.0013682720376089912,11586,105,1712950735.4759982,0.0012331925088932476,0.011994320928939293
2559.0945823192596,2555.1380813121796,0.00012890514970871872,0.0013330296324357378,12465,106,1712950916.0628943,0.0012041244827270192,0.01179445087614806
2754.854122877121,2750.8976798057556,0.00012617427042305025,0.0012960371486304269,13411,107,1712951111.822435,0.0011698628782073766,0.011845842038343187
2964.167555809021,2960.21101975441,0.0001261187562875667,0.001256413913526137,14428,108,1712951321.1358678,0.0011302951572385702,0.01209524563408529
3189.5593144893646,3185.6029603481293,0.0001263450288803525,0.0012135776500678645,15522,109,1712951546.5276265,0.001087232621187512,0.012338377678191088
3431.3741340637207,3427.417091369629,0.0001234650735680231,0.001169229524765696,16699,110,1712951788.342446,0.001045764451197673,0.012338799295911635
3692.530682325363,3688.5739941596985,0.000118841890624345,0.0011301711572420192,17966,111,1712952049.4989944,0.0010113292666176742,0.012168972139452217
3973.303550004959,3969.3470602035522,0.00011301820903148996,0.0010915024679826134,19329,112,1712952330.271862,0.0009784842589511235,0.01195745006906793
4274.748094320297,4270.791716337204,0.00011723456280708048,0.0009668424073529656,20795,113,1712952631.7164063,0.0008496078445458851,0.012195764108127874
4598.942356348038,4594.985646009445,8.602328935974333e-05,0.0008233787374606315,22372,114,1712952955.9106684,0.0007373554481008881,0.01056700102869349
4947.067546129227,4943.111130475998,7.272098495418166e-05,0.0007351483782802496,24069,115,1712953304.0358582,0.0006624273933260679,0.009889378878764784
5321.166943788528,5317.210516452789,6.442120552740849e-05,0.0006789801480342981,25894,116,1712953678.1352558,0.0006145589425068896,0.00934151034286804
5723.882303237915,5719.925702571869,5.7692742582066715e-05,0.0006358384334359397,27858,117,1712954080.8506153,0.000578145690853873,0.008843063014467053
6158.193995714188,6154.237348079681,5.202477493046433e-05,0.0005997259276086819,29971,118,1712954515.1623077,0.0005477011526782176,0.008381809007248175
6625.497081041336,6621.540701150894,4.7402750985550484e-05,0.0005686407675735722,32245,119,1712954982.465393,0.0005212380165880218,0.007969146328160823
7115.198851823807,7111.242800951004,4.3721495694869886e-05,0.0005416037455101062,34690,120,1712955472.1671638,0.0004978822498152364,0.00761526878533486
7614.240216016769,7610.283807992935,4.077605600533633e-05,0.0005177243712765616,37321,121,1712955971.208528,0.00047694831527122524,0.007317280721536354
8155.897226810455,8151.9408004283905,3.8377575548036587e-05,0.0004962562147383753,40152,122,1712956512.8655388,0.00045787863919033873,0.0070660983260764365
8737.669101715088,8733.712686300278,3.638702985826696e-05,0.00047665695953008787,43197,123,1712957094.6374137,0.00044026992967182094,0.006854750663820295
9366.051820278168,9362.095413446426,3.470029947043264e-05,0.00045852225448484655,46474,124,1712957723.0201323,0.0004238219550144139,0.006674889186207872
10040.270801782608,10036.313576459885,3.32371893671967e-05,0.00044155229247181944,49998,125,1712958397.2391138,0.00040831510310462274,0.0065195176713081756
10040.462980985641,10036.506405591965,3.323680532439456e-05,0.00044154778101399423,49999,126,1712958397.431293,0.0004083109756895997,0.00651952111095751
