step,l2_error,_timestamp,loss_boundary,loss_interior,loss,_step,time,_runtime
1101,0.28071563744275163,1712877351.6414046,0.05412507770545098,4.363987851852082,4.418112929557533,62,4.673575162887573,9.059386730194092
1203,0.19970165881838792,1712877351.9352298,0.03289408768007694,1.128063769922608,1.1609578576026849,63,4.967390060424805,9.353211879730225
1315,0.18795529890068638,1712877352.2681305,0.029193940308533672,0.9798129531082793,1.009006893416813,64,5.300291538238525,9.686112642288208
1437,0.1742164541039619,1712877352.605709,0.02537866564995205,0.842277826010164,0.867656491660116,65,5.637877941131592,10.023691177368164
1570,0.5519242834159035,1712877352.9703903,0.07521604019564702,2.215282784027177,2.290498824222824,66,6.00253963470459,10.388372421264648
1716,0.15677766576812455,1712877353.3795357,0.020372861137041398,0.6404719123587971,0.6608447734958385,67,6.4116902351379395,10.797517776489258
1875,0.15168575399468523,1712877353.827959,0.01941078662100849,0.5728704325324635,0.592281219153472,68,6.860140562057495,11.245941162109375
2049,0.1731453226901896,1712877354.3320336,0.02100664796580336,0.5935351242830897,0.6145417722488931,69,7.364154577255249,11.75001573562622
2239,0.15971185882244585,1712877354.8538582,0.021433941347538434,0.6368878950840853,0.6583218364316237,70,7.886028289794922,12.271840333938599
2446,0.2521406806659858,1712877355.4287295,0.04815030835419058,1.059313540198001,1.1074638485521915,71,8.460894107818604,12.8467116355896
2673,0.6235161146111182,1712877356.0327728,0.1365478379604186,3.094616603090144,3.2311644410505624,72,9.064929485321045,13.450754880905151
2921,0.14076090349957168,1712877356.726489,0.019426436434686736,0.45022777946883935,0.4696542159035261,73,9.758578538894653,14.144471168518066
3192,0.36332219175412694,1712877357.4903846,0.063585286257468,1.5091161650510247,1.5727014513084927,74,10.522511720657349,14.908366680145264
3488,0.27433424070741425,1712877358.3361216,0.041755188829932184,0.9566221024829044,0.9983772913128366,75,11.368276357650757,15.754103660583496
3811,0.139464782849599,1712877359.2438884,0.020662320505187928,0.35693808266588,0.3776004031710679,76,12.276059865951538,16.66187047958374
4165,0.14356819082673666,1712877360.219256,0.019925768324586,0.3438627619531758,0.36378853027776176,77,13.251399040222168,17.637238025665283
4551,0.13007272695390948,1712877361.288586,0.018724266232343148,0.29010598715130104,0.30883025338364417,78,14.320643424987793,18.706568002700806
4973,0.1280901526358832,1712877362.4645612,0.017729673800809222,0.27010328654879634,0.28783296034960554,79,15.49668836593628,19.882543325424194
5434,0.12545574747763485,1712877363.7333007,0.017514853918141893,0.24412150930041543,0.2616363632185573,80,16.76546859741211,21.151282787322998
5938,0.1251870588468017,1712877365.1160102,0.017498564517986325,0.22925266357737595,0.24675122809536226,81,18.148136854171753,22.533992290496826
6488,0.12703476367781696,1712877366.6240227,0.017123625963979264,0.21238429484013063,0.2295079208041099,82,19.656174659729004,24.042004823684692
7090,0.2485873889944658,1712877368.3186183,0.030017209807944874,0.5281913324898541,0.5582085422977989,83,21.35075354576111,25.736600399017334
7747,0.12542591711230583,1712877370.200534,0.01654778201907918,0.17671109129810816,0.19325887331718733,84,23.232643842697144,27.618516206741333
8465,0.12318752460092011,1712877372.2490058,0.016113909834760475,0.16167827558899822,0.1777921854237587,85,25.28114104270935,29.666987895965576
9250,0.119776273917543,1712877374.3720815,0.015165615049364608,0.14883042775810482,0.16399604280746943,86,27.404229879379272,31.790063619613647
10108,0.11749707344531066,1712877376.7956266,0.01432399292149924,0.14297804199745484,0.1573020349189541,87,29.82773780822754,34.213608741760254
11045,0.14231579984805814,1712877379.3764858,0.018208114678159994,0.24266379588850712,0.2608719105666671,88,32.408628940582275,36.79446792602539
12069,0.14810710913253858,1712877382.198341,0.021048728673321613,0.2723674852045018,0.29341621387782346,89,35.23046946525574,39.61632299423218
13188,0.11831548287758427,1712877385.3265674,0.014745722770100807,0.12268239774201625,0.13742812051211706,90,38.35842704772949,42.74454951286316
14411,0.12002739772294076,1712877388.6596887,0.014311602479676212,0.11192538699036697,0.1262369894700432,91,41.69178915023804,46.07767081260681
15747,0.12031412770357705,1712877392.3254728,0.01434457803652,0.10925276688092109,0.1235973449174411,92,45.35757255554199,49.743454933166504
17207,0.15773517548603638,1712877396.3200588,0.017083426504490105,0.18513393929824606,0.20221736580273617,93,49.35216808319092,53.738040924072266
18802,0.11880657897220588,1712877400.7113378,0.014488075355460506,0.10269412852552769,0.1171822038809882,94,53.743448972702026,58.12931990623474
20546,0.13139980408688623,1712877405.582174,0.01764655650053826,0.17094602811704745,0.1885925846175857,95,58.61432456970215,63.00015616416931
22451,0.11723889685579073,1712877410.8496454,0.014689326507194659,0.10752240114919401,0.12221172765638867,96,63.8817572593689,68.26762747764587
24532,0.12471107207133933,1712877416.6862726,0.01407122143040919,0.10545139393161218,0.11952261536202137,97,69.71810007095337,74.10425472259521
26807,0.12551869763134252,1712877422.988069,0.013941136266432287,0.10618677556795074,0.12012791183438302,98,76.020188331604,80.40605115890503
29292,0.125203446902074,1712877429.9013298,0.013570016840338515,0.10399509997939825,0.11756511681973676,99,82.93346238136292,87.31931185722351
32008,0.15304476546120752,1712877437.4613183,0.01476278349172077,0.16525840420335877,0.18002118769507955,100,90.49344253540039,94.87930035591125
34976,0.11598539478643538,1712877445.6318147,0.011691069076526055,0.08378883270559448,0.09547990178212054,101,98.66396141052246,103.04979681968689
38219,0.11021132112327332,1712877454.7045755,0.011531056581283991,0.07187755675458896,0.08340861333587295,102,107.73646259307861,112.12255764007568
41762,0.1078370526317631,1712877464.5571494,0.011626598938378667,0.059545248873767054,0.07117184781214572,103,117.58920097351074,121.97513151168823
45634,0.10619485992748877,1712877475.3746355,0.011094860528709656,0.04346539719122334,0.054560257719932996,104,128.4066526889801,132.79261755943298
49865,0.10118492933492379,1712877487.106885,0.010042273201181345,0.040613312112010476,0.05065558531319182,105,140.13900804519653,144.5248670578003
54488,0.10489046946899983,1712877499.9562612,0.008911767654941508,0.06816381182734248,0.07707557948228398,106,152.98818492889404,157.37424325942993
59540,0.08819678893219958,1712877513.8889444,0.007087944754218247,0.03265145219914208,0.03973939695336033,107,166.92108249664307,171.30692648887634
65060,0.07956363987968097,1712877529.028794,0.005995492332809482,0.025865019003263122,0.0318605113360726,108,182.06094193458557,186.4467761516571
71092,0.09227138888975253,1712877545.7130795,0.006119100286407111,0.07981842384155229,0.0859375241279594,109,198.74496483802795,203.13106155395508
77684,0.0717845885343311,1712877563.8996313,0.004731315036148798,0.02599890034597445,0.030730215382123248,110,216.9317467212677,221.317613363266
84886,0.06762783529406152,1712877583.6658015,0.00428542403192359,0.020464878304771023,0.02475030233669461,111,236.69783997535706,241.0837836265564
92756,0.065522751119043,1712877605.391349,0.003944532334758856,0.02112986499531458,0.025074397330073436,112,258.4232530593872,262.80933117866516
101356,0.0625997312514487,1712877629.2059627,0.0034935157046466483,0.019114806015040238,0.022608321719686887,113,282.23809123039246,286.6239447593689
110753,0.06440923050331004,1712877655.2736993,0.003294250677325967,0.028078839333977274,0.03137309001130324,114,308.30555844306946,312.6916813850403
121022,0.059919945219625945,1712877683.620409,0.0028345087050263363,0.02286301771532951,0.025697526420355846,115,336.65250515937805,341.03839111328125
132242,0.05607979240309617,1712877714.6777527,0.0024334881435270385,0.02331469957661999,0.025748187720147028,116,367.70957708358765,372.095734834671
144503,0.051717450481842994,1712877748.4887137,0.0020577733727249,0.016976111227301367,0.019033884600026266,117,401.52076601982117,405.9066958427429
157900,0.06569310576521191,1712877785.5652955,0.0026018344505013744,0.04277171010652582,0.0453735445570272,118,438.5974154472351,442.9832775592804
172540,0.04284110511079437,1712877826.0092173,0.0016561250960589141,0.013944967830814297,0.01560109292687321,119,479.0410912036896,483.4271993637085
188537,0.0668014538443276,1712877870.1056502,0.0025779983159540725,0.048269773275270156,0.05084777159122423,120,523.1375019550323,527.5236322879791
206017,0.03939540288088917,1712877918.3837345,0.0014302638580777382,0.011356127178035235,0.012786391036112973,121,571.4157958030701,575.8017165660858
225118,0.040431365655341917,1712877971.1961863,0.001387931906729348,0.014104544368918517,0.015492476275647865,122,624.2280867099762,628.6141684055328
245989,0.036393116545272795,1712878028.340426,0.0011652836265615663,0.011225652742137559,0.012390936368699125,123,681.3722634315491,685.7584080696106
268796,0.03522702651785103,1712878091.0189211,0.0010651529625389355,0.008589261053449279,0.009654414015988214,124,744.0509967803955,748.4369032382965
293717,0.03702733772650268,1712878159.4199266,0.0010144967461413578,0.008523417890878784,0.009537914637020141,125,812.4517557621002,816.837908744812
320949,0.034345430695345236,1712878234.612408,0.0008592530425076706,0.006781060791955887,0.007640313834463558,126,887.6442770957947,892.0303900241852
350705,0.03435520500175951,1712878316.5356114,0.000755318079039521,0.007130202124909785,0.007885520203949305,127,969.5673882961273,973.9535934925079
383221,0.03175989965523569,1712878406.7614691,0.0007522936818396405,0.006685657344218988,0.007437951026058628,128,1059.793297290802,1064.179451227188
418751,0.04418716196995885,1712878504.6666758,0.0012170538766481582,0.018743920168391298,0.019960974045039458,129,1157.698519229889,1162.084657907486
457575,0.03069219292232176,1712878611.7455635,0.0006821684671568209,0.006271315425214429,0.00695348389237125,130,1264.7774376869202,1269.1635456085205
499999,0.02757390893286925,1712878729.6987038,0.000530082743509535,0.004112831526321484,0.004642914269831018,131,1382.7305841445923,1387.1166858673096
