time,loss_interior,l2_error,loss_boundary,step,_step,_timestamp,loss,_runtime
11.249756574630737,0.03103958602671713,0.23689859229705823,0.05071646412786484,305,62,1714834455.0871942,0.08175605015458197,15.692368268966675
12.12922191619873,0.02560389453230731,0.22157209631759767,0.04420483983206832,335,63,1714834455.9666505,0.06980873436437562,16.571824550628662
13.120883464813232,0.021743306178438945,0.19581164024775136,0.03429416527880487,369,64,1714834456.9583118,0.05603747145724382,17.563485860824585
14.202709436416626,0.0179766217645844,0.17489174643730915,0.026045594075088916,406,65,1714834458.0406837,0.04402221583967332,18.64585781097412
15.377423763275146,0.013174995750577068,0.1547656851192804,0.019443907525280597,446,66,1714834459.2150803,0.03261890327585766,19.8202543258667
16.69760823249817,0.009926430354218937,0.1335847096670717,0.014260325772087166,491,67,1714834460.5356507,0.0241867561263061,21.140824794769287
18.12928795814514,0.008117218784497062,0.11833345601374672,0.010921380944985737,540,68,1714834461.9672415,0.019038599729482797,22.572415590286255
19.711301565170288,0.006228844943207563,0.10689183603536984,0.00877639194902208,594,69,1714834463.5492983,0.015005236892229643,24.15447235107422
21.44269371032715,0.004848322162706063,0.0928582866260817,0.006479662264200626,653,70,1714834465.280966,0.01132798442690669,25.88614010810852
23.32946753501892,0.0036408965195546122,0.0759499691985097,0.004403438444177532,718,71,1714834467.1669996,0.008044334963732145,27.772173643112183
25.426431894302368,0.0029496139524490166,0.06421958436566493,0.0030352130683198946,790,72,1714834469.2638583,0.005984827020768911,29.869032382965088
27.759480476379395,0.0025678523444258475,0.048021620267021024,0.0017222233341794523,869,73,1714834471.5973592,0.0042900756786052995,32.20253324508667
30.32975482940674,0.0021074480387667615,0.03471859362845591,0.0009452203568276917,956,74,1714834474.1676273,0.003052668395594453,34.77280139923096
33.146467447280884,0.001782146200822523,0.024045239262783617,0.00044373436337751703,1052,75,1714834476.983909,0.00222588056420004,37.58908295631409
36.22216296195984,0.0015489940231977885,0.01712148089034528,0.0002544600425549125,1157,76,1714834480.0598006,0.001803454065752701,40.66497468948364
39.56465244293213,0.0013788253590542746,0.013516763339477997,0.00016072711272794029,1272,77,1714834483.4024537,0.0015395524717822149,44.007627725601196
43.34920072555542,0.0012363473495740742,0.01178111465436865,0.00011827269999856139,1400,78,1714834487.187309,0.0013546200495726354,47.79248309135437
47.42321062088013,0.00111118818341282,0.01023201093116646,8.45141959685076e-05,1539,79,1714834491.2604253,0.0011957023793813277,51.865599393844604
51.922735929489136,0.0010438388172424652,0.008526233206474814,6.0874801946746416e-05,1693,80,1714834495.7601576,0.0011047136191892116,56.36533164978027
56.96451258659363,0.00098477229354663,0.007737020240819074,4.742595158291162e-05,1863,81,1714834500.8023741,0.0010321982451295417,61.40754818916321
62.40451455116272,0.0009377340667714479,0.007086843907502411,4.1236257538566925e-05,2049,82,1714834506.2425456,0.0009789703243100148,66.84771966934204
68.38615131378174,0.0008532710399833884,0.007393266564788593,4.2588681877834856e-05,2254,83,1714834512.2235904,0.0008958597218612233,72.82876443862915
75.00300335884094,0.0007867625708396211,0.005762544463619397,3.08208525243647e-05,2479,84,1714834518.84034,0.0008175834233639858,79.44551396369934
82.26797270774841,0.0007107932181899376,0.005568327449574652,2.6796289669738058e-05,2727,85,1714834526.105854,0.0007375895078596756,86.71102809906006
90.37016153335571,0.0006237169248129338,0.006029100724984757,3.0295663370695524e-05,3000,86,1714834534.2076995,0.0006540125881836293,94.81287360191345
99.16001844406128,0.0005531946673365399,0.005159583668903011,2.2828316296292935e-05,3299,87,1714834542.997254,0.0005760229836328328,103.60242795944214
108.87514090538025,0.0004991582491822237,0.005226137326421846,2.2348646602724902e-05,3629,88,1714834552.7134156,0.0005215068957849485,113.31858968734741
119.52042508125305,0.00044407081832619426,0.005147674110136296,2.0190662484593308e-05,3992,89,1714834563.3584135,0.00046426148081078755,123.96358752250671
131.19641709327698,0.0004012824601582232,0.005250620036788045,2.0451825771000927e-05,4391,90,1714834575.0338452,0.00042173428592922414,135.63901925086975
144.13973808288574,0.00036173940563700714,0.005240819322444223,1.830887604351132e-05,4831,91,1714834587.9779117,0.00038004828168051845,148.58308577537537
158.29557538032532,0.0003261262980095465,0.004726796110867909,1.626153157721985e-05,5314,92,1714834602.13312,0.00034238782958676635,162.73829412460327
173.80070853233337,0.0002950042311578196,0.004614427002920875,1.5463959928527143e-05,5845,93,1714834617.6382124,0.0003104681910863467,178.2433865070343
190.95731401443481,0.0002670455255335212,0.004476521784433413,1.5066862673094294e-05,6429,94,1714834634.7955134,0.0002821123882066155,195.40068745613098
209.82502508163452,0.00024045442224012513,0.004476755160434346,1.4938185305608465e-05,7072,95,1714834653.6624799,0.0002553926075457336,214.26765394210815
230.53233981132507,0.00021809250526987563,0.004593016131266927,1.3898247325472687e-05,7779,96,1714834674.370254,0.00023199075259534833,234.97542810440063
253.2772912979126,0.0001960262875212785,0.004373890798146524,1.3383134871984102e-05,8557,97,1714834697.1148307,0.00020940942239326262,257.7200047969818
278.2947323322296,0.0001729689043991693,0.004265207962804389,1.263862116195259e-05,9413,98,1714834722.1327405,0.0001856075255611219,282.73791456222534
305.8995888233185,0.00015702332247417088,0.0040566886183283695,1.1933139943328294e-05,10354,99,1714834749.7371664,0.00016895646241749918,310.34234046936035
336.211208820343,0.00013945254368485582,0.004029384302629609,1.1260180844491657e-05,11389,100,1714834780.0490246,0.0001507127245293475,340.6541986465454
369.60795855522156,0.00012341750511744653,0.0038726875600199793,1.0321748247622626e-05,12528,101,1714834813.4461825,0.00013373925336506915,374.0513565540314
406.385947227478,0.00010863626528482321,0.003715782933586992,9.423723177938595e-06,13781,102,1714834850.2235973,0.00011805998846276181,410.82877135276794
446.7474591732025,9.467118980365679e-05,0.0035288108606359695,8.507692570657516e-06,15159,103,1714834890.5852745,0.0001031788823743143,451.19044852256775
491.0841670036316,8.313037546122958e-05,0.0033540173685195273,7.744136307984142e-06,16675,104,1714834934.9219856,9.087451176921373e-05,495.52715969085693
539.9753103256226,7.338027119881391e-05,0.003159280792064016,7.160812787356422e-06,18342,105,1714834983.8132803,8.054108398617034e-05,544.4184544086456
593.9207549095154,6.384961969621254e-05,0.0030984452234297574,6.6271332640377955e-06,20177,106,1714835037.758584,7.047675296025034e-05,598.3637580871582
653.0985519886017,5.637243498392964e-05,0.0029666569117432584,6.135141193117635e-06,22194,107,1714835096.936513,6.250757617704728e-05,657.5416870117188
718.2722012996674,4.9967820295667856e-05,0.002866093967314494,5.738457568595888e-06,24414,108,1714835162.1100373,5.570627786426374e-05,722.715211391449
789.4518578052521,4.4365158654140796e-05,0.0027594105502326684,5.3548016552597974e-06,26855,109,1714835233.289647,4.971996030940059e-05,793.8948211669922
867.8230822086334,3.883212789145811e-05,0.002700244108409848,4.925505790703934e-06,29540,110,1714835311.6608982,4.375763368216204e-05,872.2660722732544
954.1601927280426,3.3744480203406926e-05,0.0025409123408237874,4.473970974605469e-06,32494,111,1714835397.9980788,3.8218451178012396e-05,958.6032528877258
1049.409084558487,2.7772165741810275e-05,0.002367552897939359,3.893887948719336e-06,35744,112,1714835493.2474134,3.1666053690529614e-05,1053.8525874614716
1154.2267484664917,2.3661847898367717e-05,0.0022581881725398916,3.416852092328964e-06,39318,113,1714835598.0648983,2.707869999069668e-05,1158.6700723171234
1269.2266216278076,2.012521255356409e-05,0.0021217172318968515,3.0477725947730948e-06,43250,114,1714835713.0644355,2.3172985148337182e-05,1273.6696095466614
1395.697449684143,1.5118314642072006e-05,0.0018761011569991407,2.4943946514008977e-06,47575,115,1714835839.535414,1.7612709293472904e-05,1400.1405880451202
1534.8156242370605,1.2850228618842479e-05,0.0017970229159885757,2.2531362092951847e-06,52332,116,1714835978.6535537,1.5103364828137663e-05,1539.2587277889252
1687.853717327118,8.882152469174893e-06,0.001596330773140396,1.8518265732380882e-06,57566,117,1714836131.6914792,1.0733979042412981e-05,1692.2966532707214
1856.067620754242,7.099711099832862e-06,0.001500238860981918,1.64046805758143e-06,63322,118,1714836299.9055173,8.740179157414291e-06,1860.5106914043427
2041.284381389618,5.448613347464541e-06,0.0013531619320968867,1.402302995219552e-06,69654,119,1714836485.1222558,6.850916342684093e-06,2045.7274298667908
2244.705132484436,4.450676949133357e-06,0.0012785669070220188,1.2179924969177031e-06,76620,120,1714836688.5431268,5.66866944605106e-06,2249.148300886154
2469.0368132591248,3.475567156588419e-06,0.0011500172085901516,1.003214845203224e-06,84281,121,1714836912.8748438,4.478782001791643e-06,2473.480017900467
2715.854005098343,2.8872723937778363e-06,0.001035786070668916,8.117919280991165e-07,92710,122,1714837159.6917343,3.6990643218769526e-06,2720.296908378601
2987.7822403907776,2.4344111772237583e-06,0.0009078600682496742,6.322309409881229e-07,101980,123,1714837431.6199713,3.066642118211881e-06,2992.225145339966
3000.002630710602,2.4243195172761317e-06,0.0009006295961913893,6.300137152860784e-07,102395,124,1714837443.8404615,3.05433323256221e-06,3004.4456355571747
