loss_boundary,loss_interior,_runtime,_timestamp,_step,l2_error,loss,step,time
0.013391025950975802,0.009725564077802114,356.8000943660736,1714535725.1419303,94,0.13133538122967955,0.023116590028777917,6429,353.02915239334106
0.01107362368451389,0.008487825662871944,390.4962627887726,1714535758.8380988,95,0.11961947739281634,0.019561449347385833,7072,386.72564029693604
0.009003663903350638,0.00743800568043784,427.42845916748047,1714535795.7702951,96,0.10872470695159572,0.01644166958378848,7779,423.65702080726624
0.007146416355015479,0.006532192973094104,467.46635723114014,1714535835.8081932,97,0.0977961683444601,0.013678609328109582,8557,463.6955313682556
0.00539380326744424,0.005693467268975588,512.1036851406097,1714535880.445521,98,0.08528846209370601,0.011087270536419828,9413,508.33287167549133
0.004119782480555644,0.005082379740859571,560.6627199649811,1714535929.004556,99,0.07487337315692186,0.009202162221415216,10354,556.8921537399292
0.0030029451244379035,0.004507239099335126,614.9909064769745,1714535983.3327425,100,0.06406274732073053,0.007510184223773029,11389,611.2202045917511
0.002163682590268964,0.004028083418702864,676.3405547142029,1714536044.6823907,101,0.05442544730702762,0.006191766008971828,12528,672.5696377754211
0.0015692282362026765,0.003633353931085825,741.693731546402,1714536110.0355675,102,0.04630821981386145,0.0052025821672885015,13781,737.9229633808136
0.0011166802956881518,0.003271500417054814,813.1223566532135,1714536181.4641926,103,0.03884563899567363,0.0043881807127429655,15159,809.3488662242889
0.0008171738587866511,0.002977099962683324,892.4599659442902,1714536260.801802,104,0.033178457656546076,0.0037942738214699753,16675,888.6893558502197
0.000593831583506581,0.002700744666983069,978.5089373588562,1714536346.8507733,105,0.02821167279723844,0.0032945762504896503,18342,974.7384045124054
0.0004358111058849756,0.0024502221017242915,1074.057140827179,1714536442.3989768,106,0.024032466644356397,0.002886033207609267,20177,1070.2861530780792
0.0003280783322015096,0.0022287811068112317,1180.2038695812225,1714536548.5457056,107,0.02084051226116204,0.0025568594390127414,22194,1176.432983160019
0.00025566271590858744,0.0020391512474352037,1294.4508275985718,1714536662.7926636,108,0.018307619598431354,0.002294813963343791,24414,1290.6802201271057
0.00020621528226949547,0.0018781989573903167,1422.0582625865936,1714536790.4000986,109,0.016345477682582682,0.002084414239659812,26855,1418.28755235672
0.00016925667380192827,0.0017321336768416527,1562.1175577640533,1714536930.4593937,110,0.014738763387641098,0.001901390350643581,29540,1558.3442413806915
0.0001425395980315122,0.0016063459686953547,1716.8155190944672,1714537085.157355,111,0.013506703554201154,0.001748885566726867,32494,1713.044781446457
0.00012141824912756372,0.001489808553488175,1885.2522537708282,1714537253.5940897,112,0.0124256517535607,0.0016112268026157387,35744,1881.4812922477722
0.00010523476562016923,0.0013866043972901342,2070.9483432769775,1714537439.2901793,113,0.01151432011642425,0.0014918391629103035,39318,2067.1775941848755
9.237462373881508e-05,0.0012930931495469616,2270.038647890091,1714537638.3804839,114,0.010758346727770186,0.0013854677732857766,43250,2266.267476797104
8.232700665405949e-05,0.0012111182490680051,2490.562284231186,1714537858.9041202,115,0.010126370219550103,0.0012934452557220647,47575,2486.791170835495
7.403881040857613e-05,0.0011361884060818949,2734.0623366832733,1714538102.4041727,116,0.009574419947370157,0.001210227216490471,52332,2730.2917115688324
6.735241455178999e-05,0.0010703474517459327,3002.5273127555847,1714538370.8691487,117,0.009109061446361536,0.0011376998662977226,57566,2998.7564175128937
6.732573803573395e-05,0.0010701167308574408,3003.778340816498,1714538372.1201768,118,0.00910761408484722,0.0011374424688931747,57591,3000.0080308914185
