step,l2_error,_timestamp,time,_step,loss_interior,loss,_runtime,loss_boundary
193,0.338750782071497,1713038969.6645544,11.757602214813232,49,6.925600999760288,7.005777554254811,15.49926233291626,0.08017655449452302
207,0.3263884089340828,1713038970.3556902,12.448562860488892,50,6.640787720057735,6.724672532677444,16.19039821624756,0.0838848126197095
223,0.3397090769462786,1713038971.1566365,13.249384641647339,51,6.422816562737265,6.512837321606723,16.991344451904297,0.09002075886945791
240,0.33723769558970274,1713038971.9966435,14.089526176452637,52,6.181086974357272,6.279540895882739,17.83135151863098,0.09845392152546642
258,0.3475592757440773,1713038972.8796434,14.972493886947632,53,5.948764199134901,6.053623260622497,18.714351415634155,0.10485906148759569
278,0.3587617247836172,1713038973.8853865,15.97844648361206,54,5.709399045929664,5.820182199594694,19.720094442367554,0.11078315366503
299,0.3699837343936581,1713038974.9316416,17.024765968322754,55,5.359909908271381,5.473989954614325,20.76634955406189,0.1140800463429438
322,0.39472451720450946,1713038976.068432,18.16156506538391,56,4.335737646049203,4.470802357102974,21.9031400680542,0.13506471105377077
346,0.4035597397589888,1713038977.2706618,19.36330771446228,57,4.111262331728007,4.250571164434059,23.105369806289673,0.13930883270605252
373,0.4032022341230666,1713038978.6457195,20.738768815994263,58,3.9511048562681492,4.094380020691835,24.480427503585815,0.14327516442368593
401,0.4055218861500605,1713038980.1776314,22.27033805847168,59,3.81489711423454,3.9586688761045106,26.0123393535614,0.1437717618699707
431,0.4066449935099295,1713038981.8547494,23.947484493255615,60,3.692050951899482,3.8382258343601787,27.689457416534424,0.14617488246069654
464,0.40590143826729536,1713038983.9263005,26.01915955543518,61,3.575376292788021,3.719035762602973,29.761008501052856,0.1436594698149521
499,0.40149125346953607,1713038985.8681014,27.960676193237305,62,3.4778026120798433,3.620930428065898,31.70280933380127,0.14312781598605437
537,0.3958672190444741,1713038987.7523196,29.845285654067993,63,3.388319598108713,3.5285089806685503,33.58702754974365,0.14018938255983768
578,0.3897321638463576,1713038989.5544136,31.647358417510986,64,3.304956811351813,3.4402191182213837,35.389121532440186,0.13526230686957055
622,0.38160939875808414,1713038992.0715656,34.16426968574524,65,3.2203917922831495,3.3502893621121603,37.90627360343933,0.12989756982901066
669,0.3731876361892665,1713038994.8722231,36.96486234664917,66,3.1435534543555876,3.269245548922343,40.70693111419678,0.12569209456675515
720,0.3652557193720669,1713038998.2277782,40.32030940055847,67,3.074902469309295,3.1948132876522948,44.06248617172241,0.11991081834299999
774,0.3561694532236422,1713039001.0233488,43.11598587036133,68,3.002925251309236,3.117096522065733,46.85805678367615,0.114171270756497
833,0.34621466170076504,1713039004.0285301,46.12127900123596,69,2.9222818313155283,3.0303688855108337,49.86323809623718,0.10808705419530532
896,0.33713278317161705,1713039007.153106,49.24607539176941,70,2.8385398159023167,2.941425404216697,52.98781394958496,0.10288558831438033
964,0.3279407522026166,1713039010.8340552,52.926634788513184,71,2.7417073787500574,2.8393401308895907,56.668763160705566,0.09763275213953344
1038,0.3189675211412195,1713039014.5682318,56.66093373298645,72,2.6334226747638354,2.7262953033074906,60.402939796447754,0.09287262854365531
1116,0.31090479675294,1713039018.6330638,60.72586131095886,73,2.5216030841336634,2.6104520050429336,64.46777176856995,0.08884892090927025
1201,0.30065485550075466,1713039023.4600573,65.5484733581543,74,2.3731760111445923,2.457132724691657,69.29476523399353,0.08395671354706453
1292,0.287937469719399,1713039028.121183,70.21393871307373,75,2.177368165309575,2.254846690347492,73.95589089393616,0.0774785250379172
1390,0.27225499183301194,1713039033.8371518,75.92994451522827,76,1.9525063381892032,2.0220112742811547,79.67185974121094,0.06950493609195153
1496,0.2312395743687522,1713039039.3000674,81.39261102676392,77,1.4527009766287065,1.5037329916096744,85.13477540016174,0.051032014980968
1609,0.19969398314048784,1713039045.3136768,87.40654826164246,78,1.0696928544952935,1.10738209326994,91.14838480949402,0.03768923877464658
1731,0.18604290607701182,1713039051.3810534,93.47374081611633,79,0.9186227327158791,0.9524326103744868,97.21576142311096,0.03380987765860766
1863,0.17226745970853213,1713039057.9807444,100.07347536087036,80,0.8206485491614782,0.8510385520476164,103.81545233726501,0.030390002886138138
2004,0.16116984498175285,1713039065.5910492,107.68371272087097,81,0.74724049753625,0.7734578416392669,111.42575716972351,0.026217344103016946
2156,0.1556501321183695,1713039074.0322444,116.12490439414978,82,0.6952720768915298,0.7184875806438882,119.866952419281,0.023215503752358372
2319,0.15468540760217298,1713039082.1903923,124.28319525718689,83,0.6733093197253808,0.6955081605083816,128.02510023117065,0.02219884078300081
2495,0.1543216714966091,1713039090.9008794,132.9937973022461,84,0.655488479440115,0.6769648987617011,136.73558735847473,0.021476419321586088
2685,0.15389330310322957,1713039100.9065182,142.99908900260925,85,0.6406661637884236,0.6615534306101636,146.74122619628906,0.02088726682174007
2888,0.15342737028946468,1713039111.885165,153.97780227661133,86,0.6247193407512215,0.6450409768547207,157.71987295150757,0.02032163610349921
3107,0.1531307305728964,1713039123.424431,165.51731371879578,87,0.6108788759831184,0.6307113369769756,169.25913906097412,0.019832460993857114
3343,0.1527973564806553,1713039135.5771692,177.6698236465454,88,0.5973046547400024,0.6166686168245594,181.41187715530396,0.01936396208455702
3597,0.15255672708697893,1713039148.2434843,190.33652257919312,89,0.584567963929339,0.6035114982204085,194.0781922340393,0.018943534291069496
3870,0.15231088406200224,1713039161.8849595,203.97780179977417,90,0.574064562567916,0.5926846309491813,207.71966743469238,0.018620068381265287
4163,0.15233229426979888,1713039176.5675669,218.66027092933655,91,0.5636297079177612,0.5819621110639895,222.40227484703064,0.018332403146228273
4479,0.15235635564867442,1713039192.3190742,234.41220712661743,92,0.5529034965729259,0.5710073090430599,238.15378212928772,0.018103812470133956
4819,0.15241583517891794,1713039209.7203808,251.81296634674072,93,0.5419022257887208,0.5598334956939734,255.55508875846863,0.017931269905252678
5184,0.15237118408451603,1713039229.4440153,271.53671526908875,94,0.5301817285121123,0.547985427159534,275.2787232398987,0.017803698647421748
5577,0.15283549892545176,1713039249.8064532,291.8990218639374,95,0.5156651617784023,0.533363441995527,295.6411612033844,0.017698280217124683
6000,0.15279524281873164,1713039272.9219034,315.01502561569214,96,0.4941745731069101,0.5117779714525688,318.7566113471985,0.017603398345658678
6456,0.15363281895744055,1713039297.8397672,339.93230152130127,97,0.4674587266141652,0.4849962470598599,343.6744751930237,0.017537520445694666
6945,0.1545972276844986,1713039325.2138743,367.3063998222351,98,0.4461576312436406,0.46373910730698686,371.04858231544495,0.017581476063346257
7472,0.15558583366627254,1713039354.0840726,396.1768217086792,99,0.43045148612368567,0.44826298629931866,399.91878056526184,0.017811500175632978
8039,0.15763817693468482,1713039383.3826914,425.47350788116455,100,0.415995685028784,0.4341707582875853,429.2173993587494,0.018175073258801324
8649,0.15959337220701722,1713039414.819499,456.9124343395233,101,0.4032771583471279,0.42187003080390656,460.6542069911957,0.018592872456778663
9305,0.1615405756839735,1713039449.428297,491.52090668678284,102,0.39103528497229906,0.41004790698465055,495.26300501823425,0.01901262201235147
10010,0.16280214378499724,1713039485.7445655,527.8370501995087,103,0.37955563010894683,0.3989435216187396,531.5792734622955,0.019387891509792744
10770,0.1639538132111583,1713039526.5344524,568.6268992424011,104,0.3685415472398907,0.38825988704350733,572.3691604137421,0.01971833980361666
11586,0.16471072137514484,1713039568.5942426,610.6870164871216,105,0.35820065566988263,0.3782145345019223,614.428950548172,0.020013878832039637
12465,0.16573676675711366,1713039615.6939158,657.7864305973053,106,0.3479896917343211,0.3682906976085804,661.5286238193512,0.020301005874259315
13411,0.1666479219890191,1713039666.1647813,708.2573730945587,107,0.3366670196622803,0.35727276063259894,711.9994893074036,0.020605740970318615
14428,0.16737096539416704,1713039718.9712038,761.0638489723206,108,0.3198723541093668,0.34080369102006647,764.8059117794037,0.02093133691069962
15522,0.16799728617886164,1713039777.1641254,819.2561285495758,109,0.2940289284427473,0.3151858974516892,822.9988334178925,0.021156969008941887
16699,0.17240495218492075,1713039839.2412443,881.3339805603027,110,0.22359031487960881,0.24616618363751339,885.0759522914886,0.022575868757904568
17966,0.17136564273190086,1713039907.1757398,949.2680969238281,111,0.18378167051514097,0.206234792385453,953.0104477405548,0.02245312187031204
19329,0.16890308272786866,1713039981.8812783,1023.9740483760834,112,0.15132902794008285,0.1726122621474322,1027.715986251831,0.02128323420734935
20795,0.16797440812986553,1713040058.2501526,1100.3423047065735,113,0.13578426062159696,0.1562323332390876,1104.0848605632782,0.020448072617490647
22372,0.16769692367413824,1713040140.007778,1182.1002020835876,114,0.1270610039177932,0.14723527471921227,1185.8424859046936,0.020174270801419064
24069,0.16717996030799673,1713040227.7425146,1269.8346734046936,115,0.12056896454027567,0.1404280571684681,1273.577222585678,0.019859092628192427
25894,0.16528528772818424,1713040322.0737672,1364.1664667129517,116,0.11495423377959467,0.13446417303485808,1367.9084751605988,0.01950993925526341
27858,0.16270692706600712,1713040423.8438077,1465.9358637332916,117,0.11012290028265846,0.12918963655510277,1469.6785156726837,0.019066736272444304
29971,0.16044527657808172,1713040533.2612727,1575.3540267944336,118,0.10624032589172085,0.1247121231488701,1579.095980644226,0.018471797257149262
32245,0.15726225256977672,1713040651.6252003,1693.718113899231,119,0.10338793915790818,0.12119291450653216,1697.459908246994,0.01780497534862397
34690,0.15454524614824655,1713040785.3529928,1827.4435148239136,120,0.1010700271953047,0.11829248250856553,1831.1877007484436,0.017222455313260825
37321,0.1524965098576599,1713040922.8383763,1964.9309239387512,121,0.09850518009825808,0.11524703849706791,1968.6730842590332,0.016741858398809827
40152,0.1509753745334153,1713041070.365123,2112.4573254585266,122,0.09543105657479843,0.11179151899900086,2116.199831008911,0.016360462424202422
43197,0.15021726298269705,1713041240.0617428,2282.1539952754974,123,0.0921811548316926,0.10826772730528185,2285.8964507579803,0.01608657247358924
46474,0.1492474898943407,1713041414.0576258,2456.1501824855804,124,0.08748452287773947,0.10331781397109582,2459.8923337459564,0.015833291093356353
49998,0.1475346019452594,1713041604.3947668,2646.486898422241,125,0.08260716312196761,0.0981551469914491,2650.2294747829437,0.015547983869481485
49999,0.14757490540076706,1713041604.4589138,2646.543050765991,126,0.08260813341013758,0.09815437649299362,2650.293621778488,0.015546243082856041
