loss_interior,step,time,l2_error,_timestamp,loss,_runtime,loss_boundary,_step
0.6431250267905549,124,8.297736167907715,0.21103190072717956,1713934249.5362961,0.6744587691814787,12.295226097106934,0.031333742390923736,43
0.610405000806589,134,8.802761554718018,0.20640746596767814,1713934250.0413246,0.6403855543390398,12.800254583358765,0.029980553532450757,44
0.5823879819338433,144,9.306288242340088,0.2000631897948079,1713934250.5448117,0.6106151919808787,13.303741693496704,0.028227210047035267,45
0.5572500475386387,155,9.861697673797607,0.19246899319721997,1713934251.100246,0.5843873376011548,13.85917592048645,0.02713729006251611,46
0.5362407030055113,166,10.423083066940308,0.1897558371482268,1713934251.6616566,0.5615531159905073,14.420586585998535,0.025312412984995994,47
0.511873712600779,179,11.082791566848755,0.1797852687145982,1713934252.3214118,0.5357333109132382,15.080341815948486,0.023859598312459193,48
0.48489370944419974,193,11.788718461990356,0.17235515549951771,1713934253.0276191,0.5070515677616146,15.786549091339111,0.022157858317414927,49
0.46697917827104535,207,12.492644548416138,0.16737991325245596,1713934253.731258,0.4877671903215218,16.490187883377075,0.02078801205047647,50
0.4473646198547798,223,13.303948163986206,0.16118406167372504,1713934254.542553,0.46714522242393586,17.301482915878296,0.019780602569156047,51
0.4296919788190956,240,14.153701066970825,0.15750457847633542,1713934255.3924422,0.44788732718085356,18.15137219429016,0.018195348361757957,52
0.4143407232059956,258,15.058202505111694,0.1534170431162155,1713934256.296336,0.43161315306009224,19.0552659034729,0.017272429854096646,53
0.39813726499827423,278,16.07050657272339,0.14785732658775785,1713934257.3088703,0.4144275151525029,20.067800283432007,0.01629025015422871,54
0.3808359883607852,299,17.135358810424805,0.1420542743264135,1713934258.373434,0.3963018878245858,21.13236403465271,0.01546589946380059,55
0.36472118829104416,322,18.292428493499756,0.13864258666505203,1713934259.5305774,0.3791952573723067,22.289507389068604,0.014474069081262532,56
0.3525278755798942,346,19.515758275985718,0.1362133374746394,1713934260.7538545,0.36649229213824136,23.512784481048584,0.013964416558347178,57
0.33874680734675733,373,20.895710945129395,0.13142255444469753,1713934262.1342657,0.35219236598922965,24.893195629119873,0.013445558642472304,58
0.32644118861303595,401,22.292006492614746,0.12813369017400367,1713934263.530105,0.3393718904139743,26.289035081863403,0.01293070180093838,59
0.31407507111671995,431,23.810858488082886,0.1250087537957971,1713934265.0489845,0.32643972254713627,27.80791449546814,0.012364651430416297,60
0.3035820485974678,464,25.48631501197815,0.1236374107612141,1713934266.724785,0.315381001435879,29.483715057373047,0.01179895283841118,61
0.2900907063855823,499,27.358755826950073,0.11909738013302819,1713934268.597477,0.3014451300652704,31.356406927108765,0.011354423679688079,62
0.2771879448270787,537,29.32638168334961,0.11589129304714506,1713934270.5646508,0.28800843559397843,33.323580741882324,0.010820490766899735,63
0.2643400672241819,578,31.365866899490356,0.11335541474930934,1713934272.6039398,0.27463971477218807,35.36286973953247,0.010299647548006163,64
0.2534024586424354,622,33.60473370552063,0.11057350590498927,1713934274.843961,0.26330636515744693,37.602890968322754,0.009903906515011574,65
0.24195561930025966,669,35.97084832191467,0.1077389543670458,1713934277.2090497,0.2515198826846422,39.96797966957092,0.009564263384382557,66
0.23130832330283346,720,38.525630474090576,0.1058042771397167,1713934279.7641118,0.2404874867076035,42.52304172515869,0.009179163404770038,67
0.22168292765432449,774,41.23409628868103,0.10330386183017924,1713934282.4722254,0.23051623523721296,45.23115539550781,0.008833307582888484,68
0.2123253314463553,833,44.237215995788574,0.10098639092013686,1713934285.4756215,0.22090893668080408,48.234551429748535,0.008583605234448783,69
0.20341759582189123,896,47.40201544761658,0.09907452550596414,1713934288.640259,0.21167091536023352,51.39918899536133,0.00825331953834231,70
0.19443372900360092,964,50.80332851409912,0.09720129307166864,1713934292.0416787,0.20241207870642391,54.80060863494873,0.007978349702822997,71
0.18550917659324317,1038,54.564024448394775,0.09507634636991487,1713934295.8036294,0.1932008801960075,58.562559366226196,0.007691703602764332,72
0.17710534972099504,1116,58.550288438797,0.09316913730200171,1713934299.7891088,0.18452567344428372,62.548038721084595,0.007420323723288684,73
0.16848742075602735,1201,62.83481287956238,0.0908342872135056,1713934304.0735078,0.17565270739078365,66.83243775367737,0.00716528663475631,74
0.1603241743762793,1292,67.4186897277832,0.08896668955742103,1713934308.6569164,0.16720258150658218,71.41584634780884,0.006878407130302896,75
0.1520064030308481,1390,72.51970934867859,0.08687735557499275,1713934313.7584643,0.15860639914577349,76.51739430427551,0.006599996114925409,76
0.14351976751012582,1496,78.07053685188293,0.08474092340649841,1713934319.3090527,0.14985175359031527,82.06798267364502,0.006331986080189449,77
0.13527301132627348,1609,83.90915727615356,0.08262649924555694,1713934325.1482542,0.1413546861195982,87.90718412399292,0.006081674793324716,78
0.12774613304027801,1731,90.07131147384644,0.0806714700727867,1713934331.3097465,0.13357869292142804,94.0686764717102,0.005832559881150026,79
0.12079956613040277,1863,96.8739869594574,0.07883588253534679,1713934338.1131337,0.12639418066203753,100.87206363677979,0.005594614531634754,80
0.11444791384868377,2004,104.12857818603516,0.0771198893884921,1713934345.3677688,0.11981984928067632,108.1266987323761,0.005371935431992549,81
0.10818894820985996,2156,111.81897282600403,0.0753867369724333,1713934353.0574512,0.11334771120520756,115.8163812160492,0.005158762995347601,82
0.10185112110681403,2319,120.16666173934937,0.07355518103739223,1713934361.4050596,0.1068048259841789,124.1639895439148,0.004953704877364862,83
0.09553625631426978,2495,129.07515001296997,0.07172393520432364,1713934370.314216,0.1002582945975292,133.07314586639404,0.004722038283259423,84
0.08931528527509848,2685,139.00983095169067,0.06987594718012392,1713934380.248924,0.09382716781997133,143.00785398483276,0.0045118825448728535,85
0.08343925356151968,2888,149.30338597297668,0.06801456095110017,1713934390.5419338,0.08774317360104089,153.30086374282837,0.004303920039521204,86
0.07799089493466943,3107,160.44719243049622,0.06626396659201564,1713934401.686036,0.08209157239392119,164.44496607780457,0.004100677459251761,87
0.07268638450463143,3343,172.38741445541382,0.06455388459682652,1713934413.6266258,0.07660174113174935,176.38555574417114,0.003915356627117916,88
0.0677963458874247,3597,185.22661018371582,0.06294930976365486,1713934426.4651954,0.07153059295190013,189.22412538528442,0.0037342470644754345,89
0.06322254047015932,3870,199.04169583320618,0.06132769528748107,1713934440.2805483,0.06678278299282533,203.03947830200195,0.0035602425226660146,90
0.0589034277505465,4163,214.13817930221558,0.05984892550040938,1713934455.376578,0.06231072491757193,218.13550806045532,0.0034072971670254353,91
0.05480413725484081,4479,230.1331684589386,0.058421399464792065,1713934471.3716586,0.058058888451299834,234.13058853149414,0.0032547511964590194,92
0.050925519798515624,4819,247.34610414505005,0.05702331627106173,1713934488.5846388,0.05403666986310567,251.34356880187988,0.0031111500645900464,93
0.04728007195346566,5184,266.21657037734985,0.055624459631893095,1713934507.455138,0.05025253234665822,270.2140679359436,0.0029724603931925576,94
0.04384279829766712,5577,285.63747239112854,0.05437336598971774,1713934526.875805,0.0466917908821297,289.6347348690033,0.002848992584462576,95
0.04062442180559146,6000,306.73001050949097,0.05311176238333188,1713934547.968417,0.043349743255367265,310.72734689712524,0.002725321449775803,96
0.03760153418511075,6456,329.31962490081787,0.051926072383164566,1713934570.5581267,0.04021285632918409,333.3170566558838,0.002611322144073333,97
0.034728855463953205,6945,353.9120714664459,0.05079762555850396,1713934595.150615,0.03723259664769756,357.9095449447632,0.002503741183744359,98
0.031916235627471305,7472,380.1485176086426,0.04957636364840101,1713934621.386978,0.03430779625157901,384.14590787887573,0.0023915606241077026,99
0.028172869822887928,8039,408.69437074661255,0.04792819550893329,1713934649.9328206,0.03041166046564226,412.6917505264282,0.002238790642754335,100
0.025038413670070345,8649,439.52697348594666,0.046459728657501684,1713934680.7653866,0.027137667543218974,443.52431654930115,0.0020992538731486304,101
0.021071714065848453,9305,472.5771555900574,0.044073063186183994,1713934713.815559,0.02297351999246254,476.5744888782501,0.0019018059266140885,102
0.01834306461424261,10010,508.0013346672058,0.042182648665236425,1713934749.2399635,0.020089569317985015,511.9988934993744,0.001746504703742405,103
0.015432298164436468,10770,546.2486810684204,0.039722011596578274,1713934787.487035,0.016985928299676174,550.2459650039673,0.001553630135239705,104
0.012243545740715926,11586,587.4089798927307,0.03636469711147516,1713934828.6475027,0.013542966441627254,591.4064326286316,0.0012994207009113276,105
0.009462728050168522,12465,631.8706660270691,0.03251087350957929,1713934873.109142,0.010492168060948942,635.8680720329285,0.0010294400107804195,106
0.007748547733879413,13411,679.5470850467682,0.02953904431227814,1713934920.7862,0.00858716448368831,683.5451300144196,0.0008386167498088961,107
0.006335670524856716,14428,730.5723507404327,0.0265918885220766,1713934971.811066,0.007000673430169049,734.569995880127,0.0006650029053123323,108
0.00544070523880266,15522,785.6809148788452,0.024271605834134,1713935026.9197493,0.005982232673428173,789.678679227829,0.0005415274346255137,109
0.004795894271249031,16699,845.3218936920166,0.022009885332522933,1713935086.5604107,0.005230097687263399,849.3193407058716,0.00043420341601436806,110
0.004235057161680945,17966,909.633710861206,0.019277497296902223,1713935150.87252,0.0045576128844207146,913.6314499378204,0.00032255572273976943,111
0.003632033181821401,19329,979.6868398189545,0.015606104793610801,1713935220.927624,0.0038331414799619903,983.6865539550781,0.00020110829814058926,112
0.003105131715525754,20795,1053.648856163025,0.012190081563652365,1713935294.887405,0.0032232843888309404,1057.646334886551,0.00011815267330518659,113
0.00273127011263335,22372,1132.81782746315,0.010280326710444931,1713935374.0564294,0.0028169191663920453,1136.8153593540192,8.564905375869523e-05,114
0.0024964939254032027,24069,1219.925925731659,0.009718749509819062,1713935461.1643846,0.0025779828834992685,1223.9233145713806,8.148895809606564e-05,115
0.002300459012171504,25894,1312.7364485263824,0.009754426235120923,1713935553.9750981,0.002388602279462335,1316.7340281009674,8.81432672908308e-05,116
0.0021118479900198383,27858,1411.7357904911041,0.010065415667164193,1713935652.9747295,0.0022119406244782225,1415.7336595058441,0.00010009263445838404,117
0.0019256161802960789,29971,1518.7938449382782,0.010392005209472026,1713935760.0321503,0.00203883371620516,1522.791080236435,0.00011321753590908116,118
0.0017185791870336351,32245,1632.9251854419708,0.010841319793698184,1713935874.16469,0.0018445191990530418,1636.9236199855804,0.0001259400120194067,119
0.0015416053648544944,34690,1756.4126901626587,0.011042819768773677,1713935997.6510723,0.0016748280792498894,1760.410002231598,0.00013322271439539492,120
0.0013996707088826386,37321,1889.4073452949524,0.010980829348525688,1713936130.6458755,0.0015342526465943736,1893.4048054218292,0.00013458193771173507,121
0.0013059488261463945,40152,2032.1829900741577,0.01075461227005571,1713936273.421428,0.0014363707574747571,2036.1803579330444,0.0001304219313283626,122
0.0012395914069182916,43197,2187.617961883545,0.010278683260772418,1713936428.856351,0.0013600913013225133,2191.615280866623,0.00012049989440422184,123
0.001204094509887114,46474,2352.849091529846,0.009754436909359966,1713936594.0875647,0.0013130120616810681,2356.8464946746826,0.00010891755179395414,124
0.001182780664500595,49998,2530.5870501995087,0.009242509496323726,1713936771.8258371,0.0012815440866558781,2534.584767103195,9.87634221552831e-05,125
0.001182767674025988,49999,2530.640885591507,0.009237104741398765,1713936771.8793113,0.0012815238540161498,2534.638241291046,9.875617999016184e-05,126
