loss,_runtime,l2_error,loss_boundary,loss_interior,time,_step,step,_timestamp
0.04471696005271594,11.004196405410767,0.11197386361610806,0.011463541446694068,0.03325341860602188,6.07216215133667,65,1437,1713882645.6465304
0.04052972948305283,11.360384941101074,0.10726697596096481,0.010520742022205183,0.030008987460847642,6.42838191986084,66,1570,1713882646.002719
0.03673005568493922,11.752596616744995,0.10267269676504674,0.009642366228559279,0.027087689456379942,6.820577383041382,67,1716,1713882646.3949306
0.03330289138643679,12.179214000701904,0.09822115508454117,0.008829272798863598,0.024473618587573194,7.247194290161133,68,1875,1713882646.821548
0.03017764504613539,12.657447099685669,0.09387304940037883,0.008069315101101636,0.022108329945033752,7.725187063217163,69,2049,1713882647.299781
0.02730097564992444,13.167343139648438,0.0896184792850845,0.0073563902403555,0.01994458540956894,8.235172748565674,70,2239,1713882647.8096771
0.027340218639876533,13.726671934127808,0.08917734918094333,0.007332674850001234,0.0200075437898753,8.794639587402344,71,2446,1713882648.369006
0.023571633978340962,14.337015867233276,0.08464775150750714,0.006575331057066471,0.016996302921274492,9.404964447021484,72,2673,1713882648.9793499
0.020288061741911657,15.011792421340942,0.07986238511355218,0.005830155804710994,0.014457905937200663,10.079758167266846,73,2921,1713882649.6541264
0.017295544795074506,15.743430614471436,0.07482668533664412,0.005102144586987212,0.012193400208087294,10.811176300048828,74,3192,1713882650.3857646
0.014660865842670453,16.533584356307983,0.0697317267335073,0.004419166974709565,0.010241698867960888,11.601428031921387,75,3488,1713882651.1759183
0.01242936498045568,17.398072481155396,0.06482521815755236,0.0038083246481279685,0.008621040332327712,12.466049194335938,76,3811,1713882652.0404065
0.010592810061224357,18.33869481086731,0.060474800671205864,0.0032672145707939087,0.007325595490430447,13.406634092330933,77,4165,1713882652.9810288
0.009432356442515813,19.37454843521118,0.05667559213400784,0.0029099535537940504,0.006522402888721763,14.442234516143799,78,4551,1713882654.0168824
0.00799170617763928,20.500946760177612,0.051978763030725225,0.00243429454011319,0.005557411637526089,15.568869590759277,79,4973,1713882655.1432807
0.006802778170696257,21.731140613555908,0.0476470778934088,0.0020353219115805806,0.004767456259115677,16.799104690551758,80,5434,1713882656.3734746
0.00580723716869954,23.079159021377563,0.043559503212436984,0.0016925787628688737,0.004114658405830666,18.14706254005432,81,5938,1713882657.721493
0.005208928661887691,24.548979997634888,0.0405511425878525,0.0014717537237589494,0.0037371749381287416,19.61695122718811,82,6488,1713882659.191314
0.004448307954673695,26.174768447875977,0.03704850366179709,0.00122304170233358,0.0032252662523401146,21.242389917373657,83,7090,1713882660.8171024
0.004607895653866247,27.96308422088623,0.03658092876295041,0.0011920710188875168,0.00341582463497873,23.031036615371704,84,7747,1713882662.6054182
