l2_error,_runtime,_timestamp,loss,time,loss_boundary,loss_interior,step,_step
2.119333070211994,5.746017217636108,1713886182.773317,121.75998552611632,1.0520873069763184,1.4507086606586714,120.30927686545765,0,0
5.060447039597799,5.836401700973511,1713886182.8637016,70.36974355566639,1.4838030338287354,3.118405165380844,67.25133839028554,1,1
2.7936455018473945,5.967791318893433,1713886182.9950912,26.10504539273191,1.6152114868164062,16.467697383398377,9.63734800933353,2,2
0.3860745757827189,6.137350559234619,1713886183.1646504,10.321600375458015,1.784766435623169,5.36349285315181,4.958107522306205,3,3
0.34284175110474224,6.34240460395813,1713886183.3697045,1.8672788271698004,1.989851474761963,0.11221426103350399,1.7550645661362965,4,4
0.3218514990548563,6.583775997161865,1713886183.6110759,0.6986029189625633,2.2312140464782715,0.09397194785267889,0.6046309711098844,5,5
0.26268494679117094,6.864360570907593,1713886183.8916605,0.3621268016737683,2.511775016784668,0.08878327908957163,0.2733435225841967,6,6
0.21514166427358586,7.196648359298706,1713886184.2239482,0.21213810730097699,2.8437952995300293,0.06215548204059588,0.1499826252603811,7,7
0.1666392523116911,7.560358762741089,1713886184.5876586,0.12979227187542927,3.2075753211975098,0.04182556346306146,0.08796670841236781,8,8
0.12150796279380864,7.961743593215942,1713886184.9890435,0.08546803144910023,3.609001636505127,0.025624628551854906,0.05984340289724533,9,9
0.09514779934373138,8.371296882629395,1713886185.3985968,0.05800775610891152,4.01864767074585,0.014485521403895365,0.043522234705016156,10,10
0.081285696583474,8.777438163757324,1713886185.804738,0.041985402739433186,4.424810171127319,0.009376792552809498,0.032608610186623685,11,11
0.0722214991198557,9.187622547149658,1713886186.2149224,0.028951073884889125,4.834932327270508,0.006822728058402106,0.02212834582648702,12,12
0.06162545701894256,9.597904443740845,1713886186.6252043,0.019971733585613646,5.243510961532593,0.005220266380638794,0.014751467204974854,13,13
0.05229708328105192,10.005005836486816,1713886187.0323057,0.015486828629258953,5.652398586273193,0.0038659071490686914,0.011620921480190262,14,14
0.03710065706962438,10.841269731521606,1713886187.8685696,0.00967084261447119,6.488675594329834,0.001793728016436907,0.007877114598034283,16,15
0.03526844376249911,11.255772829055786,1713886188.2830727,0.00823406156527462,6.902965545654297,0.0013215149901129586,0.006912546575161661,17,16
0.032725110982435524,11.659034013748169,1713886188.686334,0.007102093494305851,7.3064470291137695,0.0011134253694752014,0.005988668124830649,18,17
0.026892292937167165,12.477068662643433,1713886189.5043685,0.005896857509468699,8.124162435531616,0.0006832730762656138,0.005213584433203086,20,18
0.025106520721801983,12.88039493560791,1713886189.9076948,0.005389372342274203,8.527754783630371,0.0005944738117206032,0.0047948985305536,21,19
0.021709857647268016,13.683168649673462,1713886190.7104685,0.004660853429609829,9.330569744110107,0.00044287175435879885,0.00421798167525103,23,20
0.02075793547581606,14.093825101852417,1713886191.121125,0.00446224301534453,9.741048812866211,0.0004082186794836653,0.004054024335860864,24,21
0.018710956665913075,14.890372514724731,1713886191.9176724,0.004129522618335725,10.537392139434814,0.0003306876962559329,0.0037988349220797915,26,22
0.018496620801186463,15.69579005241394,1713886192.72309,0.0038776070632770476,11.3430917263031,0.00031803938029171044,0.003559567682985337,28,23
0.015770204076845037,16.930059671401978,1713886193.9573596,0.003571010792415097,12.577375411987305,0.00023365868367919296,0.003337352108735904,31,24
0.016211463120009314,17.73711323738098,1713886194.764413,0.003432044537005616,13.38435983657837,0.00022342969333217705,0.003208614843673439,33,25
0.01616224581234268,18.534091234207153,1713886195.561391,0.003335594460832077,14.181047201156616,0.00024045970020639747,0.0030951347606256794,35,26
0.016431982625646123,19.73542594909668,1713886196.7627258,0.003182701516337725,15.382720947265625,0.0002650747721616211,0.002917626744176104,38,27
0.01631319469578656,20.901565074920654,1713886197.928865,0.0030506588423508353,16.54898428916931,0.00026164129843568254,0.002789017543915153,41,28
0.013813008566339702,22.08171820640564,1713886199.109018,0.0029482094412386466,17.729055643081665,0.0001962997937378526,0.0027519096475007937,44,29
0.012573643438832457,23.69620656967163,1713886200.7235065,0.0028631510172347457,19.343538761138916,0.00016073694150006663,0.002702414075734679,48,30
0.012128150380607298,24.902600049972534,1713886201.9299,0.0028120189522486375,20.54962921142578,0.0001474916454311639,0.0026645273068174736,51,31
0.012157218077193895,26.519076108932495,1713886203.546376,0.002685999719531366,22.166473627090454,0.00013868151581141394,0.002547318203719952,55,32
0.011914761762470444,28.124746084213257,1713886205.152046,0.0026171270250117586,23.772059202194214,0.00013303622119984745,0.002484090803811911,59,33
0.012331584629826902,30.10122776031494,1713886207.1285276,0.0025307289522029236,25.7482328414917,0.00014171939834432796,0.002389009553858596,64,34
0.01202899722185953,32.09741425514221,1713886209.1247141,0.002486774757789364,27.74210834503174,0.00013564841775435827,0.0023511263400350056,69,35
0.012239008702773918,34.09743857383728,1713886211.1247385,0.0024424410991141896,29.744781732559204,0.00013338405588665415,0.0023090570432275355,74,36
0.01272541752107053,36.56537437438965,1713886213.5926743,0.0024044747722449323,32.21259021759033,0.00014437510908812314,0.002260099663156809,80,37
0.014512711772404407,38.94648551940918,1713886215.9737854,0.002348543070720538,34.59379768371582,0.00017307317359365948,0.0021754698971268786,86,38
0.015442254042678391,41.775755882263184,1713886218.8030558,0.00229866622099486,37.42251229286194,0.00020952048707878807,0.0020891457339160717,93,39
0.017270154810874898,44.58905553817749,1713886221.6163554,0.0022356696085050376,40.23641276359558,0.0002603426085674192,0.0019753269999376183,100,40
0.017974144662296698,47.357887268066406,1713886224.3851871,0.0021352154915250275,43.00514268875122,0.00027201574517206594,0.0018631997463529615,107,41
0.017000024819655415,50.56034588813782,1713886227.5876458,0.001932490129075313,46.207523584365845,0.0002594776287745062,0.0016730125003008068,115,42
0.016458205025929325,54.15474462509155,1713886231.1820445,0.001777827435372257,49.80212950706482,0.00022222951689858177,0.0015555979184736753,124,43
0.014076292231478266,58.156808376312256,1713886235.1841083,0.0016517990890092928,53.803741455078125,0.00018032390533840478,0.001471475183670888,134,44
0.012625538317607524,62.163806200027466,1713886239.191106,0.0014614722365544077,57.81113529205322,0.0001472313934782127,0.001314240843076195,144,45
0.012225947774245965,66.57711839675903,1713886243.6044183,0.0011069422049517978,62.22444248199463,0.00013922845018563785,0.0009677137547661599,155,46
0.01062316203212549,70.97643995285034,1713886248.0037398,0.000747093475917362,66.62353420257568,9.487281390524867e-05,0.0006522206620121133,166,47
0.0075641626825253844,76.18520259857178,1713886253.2125025,0.000254562823369981,71.8325662612915,5.9366462091610236e-05,0.00019519636127837074,179,48
0.00536636215895805,81.75030207633972,1713886258.777602,8.895154944846816e-05,77.39747405052185,2.8114826095788376e-05,6.083672335267979e-05,193,49
0.0036763475136246558,87.31687927246094,1713886264.3441792,4.933410113127897e-05,82.96420955657959,1.2405024856367772e-05,3.69290762749112e-05,207,50
0.002681942234336067,93.71010208129883,1713886270.737402,3.117475050374099e-05,89.3573386669159,5.76239386382864e-06,2.5412356639912352e-05,223,51
0.0021896679509073543,100.47584319114685,1713886277.503143,2.0559573898602195e-05,96.12298488616943,3.4486996585197923e-06,1.7110874240082403e-05,240,52
0.0017590973746413818,107.60351324081421,1713886284.6308131,1.3692010412886616e-05,103.25092601776123,2.322710234467615e-06,1.1369300178419001e-05,258,53
0.0016404771592543384,115.55724048614502,1713886292.5845404,1.0918277985564997e-05,111.20433568954468,1.88633539512001e-06,9.031942590444986e-06,278,54
0.0015282781196314036,123.90604615211487,1713886300.933346,8.92862689884979e-06,119.55332112312317,1.5125199186422616e-06,7.4161069802075285e-06,299,55
0.0013115288957229688,133.10072374343872,1713886310.1280236,7.196517142824869e-06,128.74814248085022,1.151524735923605e-06,6.044992406901264e-06,322,56
0.0013173342702090568,134.3185031414032,1713886311.345803,7.0291997348233e-06,129.96581983566284,1.1595234741124098e-06,5.869676260710891e-06,346,57
0.0013173342702090568,134.8522846698761,1713886311.8795846,7.0291997348233e-06,130.49970364570618,1.1595234741124098e-06,5.869676260710891e-06,373,58
0.0013173342702090568,135.40120267868042,1713886312.4285026,7.0291997348233e-06,131.04859852790833,1.1595234741124098e-06,5.869676260710891e-06,401,59
0.0013173342702090568,135.99559140205383,1713886313.0228913,7.0291997348233e-06,131.64291381835938,1.1595234741124098e-06,5.869676260710891e-06,431,60
0.0013173342702090568,136.66087651252747,1713886313.6881764,7.0291997348233e-06,132.3079686164856,1.1595234741124098e-06,5.869676260710891e-06,464,61
0.0013173342702090568,137.34414291381836,1713886314.3714428,7.0291997348233e-06,132.991436958313,1.1595234741124098e-06,5.869676260710891e-06,499,62
0.0013173342702090568,138.09778380393982,1713886315.1250837,7.0291997348233e-06,133.74519801139832,1.1595234741124098e-06,5.869676260710891e-06,537,63
0.0013173342702090568,138.9022138118744,1713886315.9295137,7.0291997348233e-06,134.5496392250061,1.1595234741124098e-06,5.869676260710891e-06,578,64
0.0013173342702090568,139.7716302871704,1713886316.7989302,7.0291997348233e-06,135.41900610923767,1.1595234741124098e-06,5.869676260710891e-06,622,65
0.0013173342702090568,140.68453407287598,1713886317.711834,7.0291997348233e-06,136.3319640159607,1.1595234741124098e-06,5.869676260710891e-06,669,66
0.0013173342702090568,141.69083547592163,1713886318.7181354,7.0291997348233e-06,137.33821868896484,1.1595234741124098e-06,5.869676260710891e-06,720,67
0.0013173342702090568,142.7555422782898,1713886319.7828422,7.0291997348233e-06,138.40295433998108,1.1595234741124098e-06,5.869676260710891e-06,774,68
0.0013173342702090568,143.90481448173523,1713886320.9321144,7.0291997348233e-06,139.55223321914673,1.1595234741124098e-06,5.869676260710891e-06,833,69
0.0013173342702090568,145.13120818138123,1713886322.158508,7.0291997348233e-06,140.77855324745178,1.1595234741124098e-06,5.869676260710891e-06,896,70
0.0013173342702090568,146.4902582168579,1713886323.517558,7.0291997348233e-06,142.13757729530334,1.1595234741124098e-06,5.869676260710891e-06,964,71
0.0013173342702090568,147.96798038482666,1713886324.9952803,7.0291997348233e-06,143.61539888381958,1.1595234741124098e-06,5.869676260710891e-06,1038,72
0.0013173342702090568,149.5379877090454,1713886326.5652876,7.0291997348233e-06,145.185364484787,1.1595234741124098e-06,5.869676260710891e-06,1116,73
0.0013173342702090568,151.2102792263031,1713886328.237579,7.0291997348233e-06,146.85759830474854,1.1595234741124098e-06,5.869676260710891e-06,1201,74
0.0013173342702090568,152.99300813674927,1713886330.020308,7.0291997348233e-06,148.6403706073761,1.1595234741124098e-06,5.869676260710891e-06,1292,75
0.0013173342702090568,154.9241304397583,1713886331.9514303,7.0291997348233e-06,150.5715434551239,1.1595234741124098e-06,5.869676260710891e-06,1390,76
0.0013173342702090568,157.02376580238342,1713886334.0510657,7.0291997348233e-06,152.6711540222168,1.1595234741124098e-06,5.869676260710891e-06,1496,77
0.0013173342702090568,159.26516008377075,1713886336.29246,7.0291997348233e-06,154.91246604919434,1.1595234741124098e-06,5.869676260710891e-06,1609,78
0.0013173342702090568,161.67616081237793,1713886338.7034607,7.0291997348233e-06,157.32341933250427,1.1595234741124098e-06,5.869676260710891e-06,1731,79
0.0013173342702090568,164.32306504249573,1713886341.350365,7.0291997348233e-06,159.97018694877625,1.1595234741124098e-06,5.869676260710891e-06,1863,80
0.0013173342702090568,167.137859582901,1713886344.1651595,7.0291997348233e-06,162.78507542610168,1.1595234741124098e-06,5.869676260710891e-06,2004,81
0.0013173342702090568,170.16011881828308,1713886347.1874187,7.0291997348233e-06,165.80750441551208,1.1595234741124098e-06,5.869676260710891e-06,2156,82
0.0013173342702090568,173.37995624542236,1713886350.4072561,7.0291997348233e-06,169.02735424041748,1.1595234741124098e-06,5.869676260710891e-06,2319,83
0.0013173342702090568,176.86757278442383,1713886353.8948727,7.0291997348233e-06,172.51498937606812,1.1595234741124098e-06,5.869676260710891e-06,2495,84
0.0013173342702090568,180.60518836975098,1713886357.6324883,7.0291997348233e-06,176.25252318382263,1.1595234741124098e-06,5.869676260710891e-06,2685,85
0.0013173342702090568,184.65080189704895,1713886361.6781018,7.0291997348233e-06,180.29808950424194,1.1595234741124098e-06,5.869676260710891e-06,2888,86
0.0013173342702090568,188.96927690505981,1713886365.9965768,7.0291997348233e-06,184.61667013168335,1.1595234741124098e-06,5.869676260710891e-06,3107,87
0.0013173342702090568,193.6485240459442,1713886370.675824,7.0291997348233e-06,189.29573893547058,1.1595234741124098e-06,5.869676260710891e-06,3343,88
0.0013173342702090568,198.6797559261322,1713886375.7070558,7.0291997348233e-06,194.32687520980835,1.1595234741124098e-06,5.869676260710891e-06,3597,89
0.0013173342702090568,204.03186655044556,1713886381.0591664,7.0291997348233e-06,199.67923712730408,1.1595234741124098e-06,5.869676260710891e-06,3870,90
0.0013173342702090568,209.87939047813416,1713886386.9066904,7.0291997348233e-06,205.52670669555664,1.1595234741124098e-06,5.869676260710891e-06,4163,91
0.0013173342702090568,216.50061631202698,1713886393.5279162,7.0291997348233e-06,212.14760732650757,1.1595234741124098e-06,5.869676260710891e-06,4479,92
0.0013173342702090568,223.4808006286621,1713886400.5081005,7.0291997348233e-06,219.12778663635254,1.1595234741124098e-06,5.869676260710891e-06,4819,93
0.0013173342702090568,230.81419777870178,1713886407.8414977,7.0291997348233e-06,226.4612398147583,1.1595234741124098e-06,5.869676260710891e-06,5184,94
0.0013173342702090568,238.70853209495544,1713886415.735832,7.0291997348233e-06,234.35553455352783,1.1595234741124098e-06,5.869676260710891e-06,5577,95
0.0013173342702090568,247.08776879310608,1713886424.1150687,7.0291997348233e-06,242.73505449295044,1.1595234741124098e-06,5.869676260710891e-06,6000,96
0.0013173342702090568,256.15885972976685,1713886433.1861596,7.0291997348233e-06,251.80586862564087,1.1595234741124098e-06,5.869676260710891e-06,6456,97
0.0013173342702090568,265.9140591621399,1713886442.941359,7.0291997348233e-06,261.5613441467285,1.1595234741124098e-06,5.869676260710891e-06,6945,98
0.0013173342702090568,276.37952160835266,1713886453.4068215,7.0291997348233e-06,272.026780128479,1.1595234741124098e-06,5.869676260710891e-06,7472,99
0.0013173342702090568,287.63146591186523,1713886464.6587658,7.0291997348233e-06,283.27866554260254,1.1595234741124098e-06,5.869676260710891e-06,8039,100
0.0013173342702090568,299.76694321632385,1713886476.794243,7.0291997348233e-06,295.41408109664917,1.1595234741124098e-06,5.869676260710891e-06,8649,101
0.0013173342702090568,312.8443877696991,1713886489.8716877,7.0291997348233e-06,308.49171566963196,1.1595234741124098e-06,5.869676260710891e-06,9305,102
0.0013173342702090568,326.94265270233154,1713886503.9699526,7.0291997348233e-06,322.5899736881256,1.1595234741124098e-06,5.869676260710891e-06,10010,103
0.0013173342702090568,342.08172154426575,1713886519.1090214,7.0291997348233e-06,337.72880125045776,1.1595234741124098e-06,5.869676260710891e-06,10770,104
0.0013173342702090568,358.4054274559021,1713886535.4327273,7.0291997348233e-06,354.0528380870819,1.1595234741124098e-06,5.869676260710891e-06,11586,105
0.0013173342702090568,375.84447383880615,1713886552.8717737,7.0291997348233e-06,371.4917640686035,1.1595234741124098e-06,5.869676260710891e-06,12465,106
0.0013173342702090568,394.7046649456024,1713886571.7319648,7.0291997348233e-06,390.3518259525299,1.1595234741124098e-06,5.869676260710891e-06,13411,107
0.0013173342702090568,414.9667046070099,1713886591.9940045,7.0291997348233e-06,410.61399817466736,1.1595234741124098e-06,5.869676260710891e-06,14428,108
0.0013173342702090568,436.63926458358765,1713886613.6665645,7.0291997348233e-06,432.28622674942017,1.1595234741124098e-06,5.869676260710891e-06,15522,109
0.0013173342702090568,459.8842830657959,1713886636.911583,7.0291997348233e-06,455.53150057792664,1.1595234741124098e-06,5.869676260710891e-06,16699,110
0.0013173342702090568,485.1139178276062,1713886662.1412177,7.0291997348233e-06,480.7611315250397,1.1595234741124098e-06,5.869676260710891e-06,17966,111
0.0013173342702090568,511.9925584793091,1713886689.0198584,7.0291997348233e-06,507.63983273506165,1.1595234741124098e-06,5.869676260710891e-06,19329,112
0.0013173342702090568,541.0006656646729,1713886718.0279655,7.0291997348233e-06,536.6478395462036,1.1595234741124098e-06,5.869676260710891e-06,20795,113
0.0013173342702090568,572.3543252944946,1713886749.3816252,7.0291997348233e-06,568.0016400814056,1.1595234741124098e-06,5.869676260710891e-06,22372,114
0.0013173342702090568,605.8950870037079,1713886782.922387,7.0291997348233e-06,601.5421357154846,1.1595234741124098e-06,5.869676260710891e-06,24069,115
0.0013173342702090568,641.7861332893372,1713886818.8134332,7.0291997348233e-06,637.4332792758942,1.1595234741124098e-06,5.869676260710891e-06,25894,116
0.0013173342702090568,679.9655396938324,1713886856.9928396,7.0291997348233e-06,675.6129035949707,1.1595234741124098e-06,5.869676260710891e-06,27858,117
0.0013173342702090568,720.854020357132,1713886897.8813202,7.0291997348233e-06,716.5011851787567,1.1595234741124098e-06,5.869676260710891e-06,29971,118
0.0013173342702090568,764.8243956565857,1713886941.8516955,7.0291997348233e-06,760.471542596817,1.1595234741124098e-06,5.869676260710891e-06,32245,119
0.0013173342702090568,812.1363453865051,1713886989.1636453,7.0291997348233e-06,807.7834887504578,1.1595234741124098e-06,5.869676260710891e-06,34690,120
0.0013173342702090568,862.89674949646,1713887039.9240494,7.0291997348233e-06,858.543919801712,1.1595234741124098e-06,5.869676260710891e-06,37321,121
0.0013173342702090568,917.5460731983185,1713887094.573373,7.0291997348233e-06,913.1932532787323,1.1595234741124098e-06,5.869676260710891e-06,40152,122
0.0013173342702090568,976.3324148654938,1713887153.3597147,7.0291997348233e-06,971.9795598983765,1.1595234741124098e-06,5.869676260710891e-06,43197,123
0.0013173342702090568,1039.4559450149536,1713887216.483245,7.0291997348233e-06,1035.103188276291,1.1595234741124098e-06,5.869676260710891e-06,46474,124
0.0013173342702090568,1107.4648003578186,1713887284.4921002,7.0291997348233e-06,1103.1119329929352,1.1595234741124098e-06,5.869676260710891e-06,49998,125
0.0013173342702090568,1107.4856986999512,1713887284.5129986,7.0291997348233e-06,1103.133237361908,1.1595234741124098e-06,5.869676260710891e-06,49999,126
