_step,loss_interior,_timestamp,loss,step,time,_runtime,l2_error,loss_boundary
49,1.4737238660803225,1711522398.0324364,1.5956108280749122,151,19.44744038581848,22.83949041366577,0.38076366201800443,0.12188696199458972
50,1.3144049451037376,1711522399.2376702,1.4260254607722993,161,20.652618169784546,24.044724225997925,0.3765375414619049,0.1116205156685616
51,1.294616115900985,1711522400.5570061,1.4060606203610981,172,21.971702814102173,25.364060163497925,0.37048066772646737,0.11144450446011303
52,1.1274572800324334,1711522401.9974434,1.2251817627111101,184,23.412445306777954,26.804497480392456,0.3474910735491343,0.09772448267867678
53,1.074621039524079,1711522403.5523999,1.1673343266507945,197,24.967406749725342,28.359453916549683,0.3306901873260016,0.09271328712671553
54,1.0314033550045867,1711522405.2478456,1.1196621725401925,211,26.662561655044556,30.0548996925354,0.3278662638759635,0.08825881753560579
55,1.0187940471069197,1711522407.0309443,1.1052885019556682,225,28.44594383239746,31.837998390197754,0.3195386279506357,0.08649445484874861
56,0.9802281679255801,1711522408.9582868,1.0617231983247621,241,30.37330722808838,33.76534080505371,0.31613359173340644,0.08149503039918216
57,0.9667374640889781,1711522410.9957135,1.0470145152571075,258,32.410680532455444,35.802767515182495,0.3116168751978895,0.08027705116812947
58,0.9534377881196213,1711522413.1629012,1.0319486222697474,276,34.57759070396423,37.96995520591736,0.3079828003568307,0.07851083415012614
59,0.9402362829948882,1711522415.4457994,1.0165757359277283,295,36.86080479621887,40.25285339355469,0.30494901118380857,0.0763394529328402
60,0.9264726766129705,1711522417.8505132,1.0009492644704687,315,39.26542854309082,42.657567262649536,0.300919684840224,0.07447658785749812
61,0.9119234020860311,1711522420.4884293,0.9843877733541406,337,41.903138637542725,45.295483350753784,0.2965618243521326,0.07246437126810952
62,0.8969640114548141,1711522423.2475262,0.9677502291803296,360,44.662556409835815,48.054580211639404,0.29121353146137513,0.07078621772551556
63,0.8822147637568308,1711522426.2295544,0.9504326376650196,385,47.64456605911255,51.03660845756531,0.2873734085449016,0.06821787390818877
64,0.8161291066184249,1711522429.431239,0.8752352661335769,412,50.84598922729492,54.238292932510376,0.2643653400302412,0.05910615951515211
65,0.7749844404112509,1711522432.8790286,0.827763229904557,441,54.29395413398743,57.68608260154724,0.2502050119161503,0.052778789493306034
66,0.697403637314104,1711522436.4472878,0.7389094752791082,471,57.86231517791748,61.25434184074402,0.2199017882845582,0.04150583796500418
67,0.6557876438139945,1711522440.3727584,0.691919323238953,504,61.78753137588501,65.17981243133545,0.20413325967782223,0.03613167942495852
68,0.5909683422886545,1711522444.5322976,0.6191956231102413,539,65.94722080230713,69.33935165405273,0.181021529088131,0.028227280821586844
69,0.5205816268630709,1711522448.9284568,0.5428248056539532,576,70.34344148635864,73.73551082611084,0.16154812394689644,0.022243178790882338
70,0.4726321061995536,1711522453.6971252,0.4921593287177138,616,75.11199998855591,78.50417923927307,0.1519085604587274,0.019527222518160182
71,0.4205949569904949,1711522458.7985542,0.43730885636875644,659,80.21349310874939,83.60560822486877,0.1415014121724383,0.01671389937826156
72,0.3813661673202409,1711522464.219925,0.3961616428241549,704,85.63490152359009,89.02697896957397,0.1340839971163527,0.014795475503913968
73,0.3495578932945958,1711522470.1219006,0.3629586695103591,753,91.53673648834229,94.92895460128784,0.12819535648729966,0.013400776215763296
74,0.31276483053574056,1711522476.3258085,0.32468246454217925,805,97.74074745178223,101.13286256790161,0.12112999716008518,0.011917634006438717
75,0.29253880326236376,1711522483.0123544,0.3036699450178637,861,104.42733359336853,107.81940841674805,0.11737035929020384,0.011131141755499958
76,0.27316272940796127,1711522490.077814,0.2836202985696757,920,111.49257445335388,114.88486814498901,0.11392984344113025,0.010457569161714446
77,0.2575255289227627,1711522497.742532,0.26748882320012807,984,119.15747094154358,122.54958605766296,0.11108422252704742,0.00996329427736534
78,0.24134603486718356,1711522505.8771021,0.2508466573971936,1052,127.29212093353271,130.6841561794281,0.10826304013393405,0.00950062253001004
79,0.228407597937072,1711522514.5861652,0.2375891405998613,1125,136.00091910362244,139.3932192325592,0.10608492810519729,0.009181542662789312
80,0.21329820949156575,1711522523.917421,0.22214591598274916,1203,145.33244395256042,148.72447514533997,0.1038804295655146,0.008847706491183422
81,0.20340203721287517,1711522533.8321397,0.21204118708140657,1286,155.2470760345459,158.63919377326965,0.10256229757159327,0.008639149868531388
82,0.19436341498282186,1711522544.4690452,0.20288530366495006,1375,165.8838872909546,169.2760992050171,0.10149761313449009,0.008521888682128179
83,0.18477445096484862,1711522555.9454756,0.19311115942350532,1471,177.3604118824005,180.75252962112427,0.10024634128108967,0.00833670845865668
84,0.1766837151505379,1711522568.0297375,0.18490412584522506,1572,189.44472932815552,192.83679151535034,0.09952703602444264,0.008220410694687147
85,0.16944650021996074,1711522581.0601473,0.17757407377370338,1681,202.4748990535736,205.8672013282776,0.09880652748209111,0.008127573553742622
86,0.16260857624618877,1711522595.008519,0.1706576517468542,1798,216.4235074520111,219.81557297706604,0.09827603205937899,0.008049075500665456
87,0.15648732983786537,1711522609.7852907,0.16447693471452654,1922,231.20027542114258,234.59234476089478,0.09788943907460765,0.007989604876661166
88,0.15088379384914263,1711522625.7604887,0.15882976208078095,2055,247.17523884773254,250.56754279136658,0.09764942404990659,0.007945968231638323
89,0.14653831289789188,1711522642.7145207,0.15445959017506758,2197,264.12952637672424,267.5215747356415,0.09746903867045192,0.007921277277175703
90,0.14313043643159112,1711522660.939474,0.15103892027162122,2349,282.35444355010986,285.7465281486511,0.09743244623911966,0.00790848384003009
91,0.13963920826315981,1711522680.495728,0.14754158732945433,2512,301.91052055358887,305.3027820587158,0.09738452841530501,0.007902379066294499
92,0.13647684692813475,1711522701.3550367,0.14438056621421777,2686,322.7700312137604,326.16209077835083,0.09741290843385453,0.00790371928608302
93,0.13314817248730887,1711522723.5947354,0.14106134778142854,2872,345.0096094608307,348.4017894268036,0.09750602611863765,0.007913175294119659
94,0.12989178555802125,1711522747.505906,0.13782115315824306,3071,368.9205722808838,372.31296014785767,0.09764273802991666,0.00792936760022181
95,0.1268577443535596,1711522772.958143,0.13480983288261095,3283,394.3728849887848,397.7651970386505,0.09780040619056249,0.007952088529051353
96,0.12437302411274757,1711522800.3011754,0.1323494084591234,3510,421.71578335762024,425.1082293987274,0.09795842910805883,0.007976384346375823
97,0.12192631514433386,1711522829.5987048,0.12992794952630007,3753,451.0134882926941,454.40575885772705,0.09812880470106512,0.00800163438196622
98,0.11951175592868325,1711522860.8054135,0.1275425565639212,4013,482.2201933860779,485.6124675273895,0.09831545970406483,0.008030800635237945
99,0.1166245657146892,1711522894.0696204,0.12469228880285274,4291,515.4843170642853,518.876674413681,0.09854116903207744,0.008067723088163541
100,0.11416269521126761,1711522929.570318,0.12226191584227596,4588,550.9850616455078,554.3773720264435,0.09871584396430735,0.008099220631008344
101,0.11163208907202535,1711522967.7959564,0.11976181180580196,4906,589.2107026576996,592.6030104160309,0.0988762031938262,0.00812972273377661
102,0.10919653746360797,1711523008.29221,0.11735201299005243,5245,629.7068543434143,633.0992641448975,0.09904953614654068,0.008155475526444467
103,0.10678211321476656,1711523051.7290668,0.11495824711062477,5608,673.1438493728638,676.536120891571,0.09906808000274232,0.008176133895858213
104,0.10435535623896816,1711523098.023205,0.11254588574411872,5996,719.4380161762238,722.8302590847015,0.09911216507152934,0.008190529505150557
105,0.10176762706511704,1711523147.626519,0.10996514522571525,6411,769.0407974720001,772.4335730075836,0.09909537911256741,0.008197518160598216
106,0.09975694589989333,1711523200.6102781,0.10795409751228988,6855,822.0250597000122,825.4173321723938,0.09904685195316254,0.008197151612396557
107,0.09774637392286618,1711523257.3830326,0.10593788924284174,7329,878.7977857589722,882.1900866031647,0.0989427438246045,0.008191515319975553
108,0.09564953741650678,1711523318.0481553,0.10382950068106234,7837,939.4628982543945,942.8552093505859,0.09877784793421865,0.00817996326455555
109,0.09328059098740005,1711523383.0874794,0.10144192382985133,8379,1004.5022451877594,1007.8945333957672,0.09857542557601484,0.008161332842451281
110,0.09133560391968383,1711523452.2758412,0.09947705157600745,8959,1073.6905934810638,1077.0828952789307,0.09836804708552546,0.008141447656323613
111,0.08953975471982986,1711523526.439801,0.09765956316804605,9579,1147.8545734882355,1151.246855020523,0.09817332897957132,0.008119808448216187
112,0.0878218909287898,1711523605.5663085,0.09591917844057622,10242,1226.981070280075,1230.3733625411987,0.09794049512623659,0.008097287511786426
113,0.08614790104194175,1711523690.3550735,0.09422042146078233,10951,1311.7698526382446,1315.162127494812,0.09775135222392553,0.00807252041884058
114,0.08446717051746579,1711523780.829111,0.09251332846678266,11709,1402.243894815445,1405.6361651420593,0.09755892667330196,0.008046157949316875
115,0.08277370564511403,1711523877.5928957,0.0907913454601741,12519,1499.0076591968536,1502.3999497890472,0.09731010916362363,0.008017639815060063
116,0.08080016310082011,1711523981.5885391,0.0887828722120328,13385,1603.003207206726,1606.3955931663513,0.09702893986479313,0.007982709111212702
117,0.0789904880732583,1711524092.6675236,0.08694023583680588,14312,1714.082291841507,1717.474577665329,0.09673949851085181,0.007949747763547585
118,0.07733736129790154,1711524211.081825,0.08525720125388869,15302,1832.4966084957123,1835.8888790607452,0.09652169654224926,0.007919839955987154
119,0.07561754050278677,1711524337.8158665,0.08350778276973889,16361,1959.230629682541,1962.622920513153,0.09631923921619659,0.007890242266952119
120,0.07398868412980074,1711524473.1729388,0.08185507241900404,17493,2094.5877134799957,2097.979992866516,0.09610812769624646,0.007866388289203302
121,0.0723984016309521,1711524618.009227,0.08024798276477309,18704,2239.4239711761475,2242.816281080246,0.09594342596360061,0.007849581133820996
122,0.07085631747603541,1711524772.542726,0.07869750852492714,19998,2393.9574670791626,2397.3497800827026,0.09582802647508816,0.007841191048891732
