step,_runtime,loss_interior,time,l2_error,_timestamp,loss_boundary,loss,_step
115,35.63464665412903,0.01816140219028531,31.665273666381836,0.06800836901999793,1712885085.2187617,0.004284757124411929,0.022446159314697237,42
124,37.96815538406372,0.015803177192694966,33.99883031845093,0.06711352277600616,1712885087.5522704,0.003959104041193903,0.01976228123388887,43
134,40.58116793632507,0.014204812934588308,36.61186647415161,0.062409587144509004,1712885090.165283,0.0032787785369983117,0.01748359147158662,44
144,43.20789694786072,0.013034289017979532,39.23857378959656,0.05694315237448835,1712885092.792012,0.0027051014310557823,0.015739390449035315,45
155,46.10978865623474,0.01198846535982837,42.140454053878784,0.05159002523592513,1712885095.6939037,0.002228232736267056,0.014216698096095427,46
166,49.029277324676514,0.011351180400465111,45.05982232093811,0.04914769862950122,1712885098.6133924,0.001917154432579879,0.01326833483304499,47
179,52.3742733001709,0.01076927361832598,48.40491962432861,0.04209385921033916,1712885101.9583883,0.0015086954196908834,0.012277969038016864,48
193,56.06599950790405,0.00990251097308172,52.09659671783447,0.03475096490670434,1712885105.6501145,0.0010939761366350832,0.010996487109716803,49
207,59.73090624809265,0.008768048332815186,55.76158618927002,0.03369397053579075,1712885109.3150213,0.0010424890647955862,0.009810537397610772,50
223,64.03888154029846,0.007507870621484151,60.06954288482666,0.034702133839509514,1712885113.6229966,0.0010690906892711811,0.008576961310755332,51
240,68.4386351108551,0.006531289181157741,64.46932363510132,0.03364416834945688,1712885118.0227501,0.0009685737951047347,0.007499862976262476,52
258,73.17428684234619,0.005625455331150516,69.20497536659241,0.031476552118446924,1712885122.7584019,0.0008986769482346295,0.006524132279385146,53
278,78.3643593788147,0.004627701214000062,74.39505124092102,0.030938828945190205,1712885127.9484744,0.0007671132853218557,0.0053948144993219175,54
299,83.7936704158783,0.003924485429085091,79.82432174682617,0.02896559562883758,1712885133.3777854,0.0006773186318576374,0.004601804060942728,55
322,89.77730369567871,0.0032956484874606127,85.80795192718506,0.027788240768608297,1712885139.3614187,0.0006317698935457717,0.003927418381006385,56
346,96.06349349021912,0.0029197986757955392,92.09415292739868,0.026975770508050407,1712885145.6476085,0.0005379615790550443,0.0034577602548505836,57
373,103.07216739654541,0.0026693471555933445,99.10255026817322,0.025088527436579643,1712885152.6562824,0.0004282665697637059,0.0030976137253570504,58
401,110.28024649620056,0.002436084869426126,106.31092143058777,0.02453659742603126,1712885159.8643615,0.0004114320061657806,0.0028475168755919067,59
431,118.1197521686554,0.002227883217780583,114.1503963470459,0.023868357267877345,1712885167.7038672,0.0004044307019928855,0.0026323139197734686,60
464,126.75501132011414,0.0019877663064220012,122.78563332557678,0.022236941343094892,1712885176.3391263,0.0003699148797761268,0.002357681186198128,61
499,135.91221952438354,0.001847397791476457,131.94289231300354,0.02036379582958205,1712885185.4963346,0.0003046611628965266,0.0021520589543729835,62
537,145.87635135650635,0.0016022988369036532,141.9067394733429,0.018048373918455967,1712885195.4604664,0.0002609363883757745,0.0018632352252794277,63
578,156.5825514793396,0.001422999555090218,152.61318039894104,0.01727686325408919,1712885206.1666665,0.00022197237346251785,0.0016449719285527359,64
622,168.04982900619507,0.0008854377171159599,164.080482006073,0.01536544984788098,1712885217.633944,0.00017444709768287808,0.001059884814798838,65
669,180.37932229042053,0.000488276255225977,176.40999937057495,0.013438467981043293,1712885229.9634373,0.00014312492051411535,0.0006314011757400924,66
720,193.63296175003052,0.00039463108895649473,189.6635799407959,0.012066537512478286,1712885243.2170768,0.00010194227534970893,0.0004965733643062036,67
774,207.7987823486328,0.00035273957808535603,203.82919049263,0.010767308066730798,1712885257.3828974,7.823038935869505e-05,0.0004309699674440511,68
833,223.32514929771423,0.0003121274795964414,219.35578322410583,0.009544728675218734,1712885272.9092643,6.100976054318219e-05,0.0003731372401396236,69
896,239.7678418159485,0.00027930950535054233,235.79845261573792,0.007349634192141442,1712885289.3519568,3.840182684830568e-05,0.000317711332198848,70
964,257.4789915084839,0.00024057090890565038,253.5093195438385,0.006550868660125392,1712885307.0631065,2.9481324965911444e-05,0.00027005223387156183,71
1038,276.8111243247986,0.0002054334960036106,272.8417901992798,0.006254701806219798,1712885326.3952394,2.8115062574846113e-05,0.0002335485585784567,72
1116,297.2053933143616,0.00017580812900788937,293.2357623577118,0.0058109437290650625,1712885346.7895083,2.625212924856803e-05,0.0002020602582564574,73
1201,319.4120018482208,0.0001534101187148634,315.44264483451843,0.0055038636505973775,1712885368.9961169,2.504656659900162e-05,0.00017845668531386502,74
1292,343.2139081954956,0.00013745156837766454,339.24449610710144,0.00535385089585027,1712885392.7980232,2.2457066186286644e-05,0.0001599086345639512,75
1390,368.86402678489685,0.00012589085687560235,364.8944818973541,0.004890576711752694,1712885418.4481418,1.9672286499017118e-05,0.00014556314337461947,76
1496,396.287077665329,0.00011628658250799332,392.3175301551819,0.004459804300103361,1712885445.8711927,1.703551735225015e-05,0.00013332209986024346,77
1609,425.9810025691986,0.00010542563147063258,422.0112638473511,0.004320579617853546,1712885475.5651176,1.660666723793413e-05,0.00012203229870856671,78
1731,457.6625409126282,9.664264953227695e-05,453.69291377067566,0.004536262208962219,1712885507.246656,1.6065314261000848e-05,0.0001127079637932778,79
1863,486.52185130119324,9.287614801209913e-05,482.5521767139435,0.0044026937667469256,1712885536.1059663,1.4388301282703386e-05,0.00010726444929480252,80
2004,523.4775421619415,8.607294067269618e-05,519.5078835487366,0.004197491021357771,1712885573.0616572,1.1827083104049808e-05,9.790002377674599e-05,81
2156,557.6728866100311,7.960554478619037e-05,553.7032105922699,0.0039178679319908155,1712885607.2570016,1.0893453119924254e-05,9.049899790611462e-05,82
2319,582.5408103466034,7.673236245722933e-05,578.5711822509766,0.003905174981655381,1712885632.1249254,1.0451349566073149e-05,8.718371202330248e-05,83
2495,585.4540400505066,7.667981360376181e-05,581.4846997261047,0.003914874323545492,1712885635.038155,1.0431838595911842e-05,8.711165219967365e-05,84
2685,587.9186670780182,7.667981360376181e-05,583.949342250824,0.003914874323545492,1712885637.502782,1.0431838595911842e-05,8.711165219967365e-05,85
2888,590.5606169700623,7.667981360376181e-05,586.591285943985,0.003914874323545492,1712885640.144732,1.0431838595911842e-05,8.711165219967365e-05,86
3107,593.4105014801025,7.667981360376181e-05,589.4411518573761,0.003914874323545492,1712885642.9946165,1.0431838595911842e-05,8.711165219967365e-05,87
3343,596.4887733459473,7.667981360376181e-05,592.519425868988,0.003914874323545492,1712885646.0728884,1.0431838595911842e-05,8.711165219967365e-05,88
3597,599.7984669208527,7.667981360376181e-05,595.8290798664093,0.003914874323545492,1712885649.382582,1.0431838595911842e-05,8.711165219967365e-05,89
3870,603.3946466445923,7.667981360376181e-05,599.4252777099609,0.003914874323545492,1712885652.9787617,1.0431838595911842e-05,8.711165219967365e-05,90
4163,607.2991058826447,7.667981360376181e-05,603.3295357227325,0.003914874323545492,1712885656.883221,1.0431838595911842e-05,8.711165219967365e-05,91
4479,611.44429063797,7.667981360376181e-05,607.4739108085632,0.003914874323545492,1712885661.0284057,1.0431838595911842e-05,8.711165219967365e-05,92
4819,615.9506566524506,7.667981360376181e-05,611.9813652038574,0.003914874323545492,1712885665.5347717,1.0431838595911842e-05,8.711165219967365e-05,93
5184,620.7987911701202,7.667981360376181e-05,616.8294320106506,0.003914874323545492,1712885670.3829062,1.0431838595911842e-05,8.711165219967365e-05,94
5577,625.9827725887299,7.667981360376181e-05,622.0133745670319,0.003914874323545492,1712885675.5668876,1.0431838595911842e-05,8.711165219967365e-05,95
6000,631.5846381187439,7.667981360376181e-05,627.6153223514557,0.003914874323545492,1712885681.1687531,1.0431838595911842e-05,8.711165219967365e-05,96
6456,637.5568232536316,7.667981360376181e-05,633.5872752666473,0.003914874323545492,1712885687.1409383,1.0431838595911842e-05,8.711165219967365e-05,97
6945,644.0037806034088,7.667981360376181e-05,640.0343849658966,0.003914874323545492,1712885693.5878956,1.0431838595911842e-05,8.711165219967365e-05,98
7472,651.0146157741547,7.667981360376181e-05,647.0451257228851,0.003914874323545492,1712885700.5987308,1.0431838595911842e-05,8.711165219967365e-05,99
8039,658.6066823005676,7.667981360376181e-05,654.6372725963593,0.003914874323545492,1712885708.1907973,1.0431838595911842e-05,8.711165219967365e-05,100
8649,666.655633687973,7.667981360376181e-05,662.6862335205078,0.003914874323545492,1712885716.2397487,1.0431838595911842e-05,8.711165219967365e-05,101
9305,675.3498523235321,7.667981360376181e-05,671.3805434703827,0.003914874323545492,1712885724.9339674,1.0431838595911842e-05,8.711165219967365e-05,102
10010,684.6547846794128,7.667981360376181e-05,680.6854212284088,0.003914874323545492,1712885734.2388997,1.0431838595911842e-05,8.711165219967365e-05,103
10770,694.6510264873505,7.667981360376181e-05,690.6817200183868,0.003914874323545492,1712885744.2351415,1.0431838595911842e-05,8.711165219967365e-05,104
11586,705.5724670886993,7.667981360376181e-05,701.6030838489532,0.003914874323545492,1712885755.156582,1.0431838595911842e-05,8.711165219967365e-05,105
12465,717.2714407444,7.667981360376181e-05,713.3018782138824,0.003914874323545492,1712885766.8555558,1.0431838595911842e-05,8.711165219967365e-05,106
13411,729.8193626403809,7.667981360376181e-05,725.8500263690948,0.003914874323545492,1712885779.4034777,1.0431838595911842e-05,8.711165219967365e-05,107
14428,743.3390340805054,7.667981360376181e-05,739.3697047233582,0.003914874323545492,1712885792.923149,1.0431838595911842e-05,8.711165219967365e-05,108
15522,757.8952805995941,7.667981360376181e-05,753.9256312847137,0.003914874323545492,1712885807.4793956,1.0431838595911842e-05,8.711165219967365e-05,109
16699,773.515460729599,7.667981360376181e-05,769.5460515022278,0.003914874323545492,1712885823.0995758,1.0431838595911842e-05,8.711165219967365e-05,110
17966,790.3618018627167,7.667981360376181e-05,786.3924477100372,0.003914874323545492,1712885839.945917,1.0431838595911842e-05,8.711165219967365e-05,111
19329,808.5234191417694,7.667981360376181e-05,804.553989648819,0.003914874323545492,1712885858.1075342,1.0431838595911842e-05,8.711165219967365e-05,112
20795,827.9977917671204,7.667981360376181e-05,824.0281920433044,0.003914874323545492,1712885877.5819068,1.0431838595911842e-05,8.711165219967365e-05,113
22372,848.9564287662506,7.667981360376181e-05,844.9870934486389,0.003914874323545492,1712885898.5405438,1.0431838595911842e-05,8.711165219967365e-05,114
24069,871.4427182674408,7.667981360376181e-05,867.4730522632599,0.003914874323545492,1712885921.0268333,1.0431838595911842e-05,8.711165219967365e-05,115
25894,895.755567073822,7.667981360376181e-05,891.7862422466278,0.003914874323545492,1712885945.339682,1.0431838595911842e-05,8.711165219967365e-05,116
27858,921.8596105575562,7.667981360376181e-05,917.8892328739166,0.003914874323545492,1712885971.4437256,1.0431838595911842e-05,8.711165219967365e-05,117
29971,950.5317583084106,7.667981360376181e-05,946.5621109008789,0.003914874323545492,1712886000.1158733,1.0431838595911842e-05,8.711165219967365e-05,118
32245,980.7444591522217,7.667981360376181e-05,976.774852514267,0.003914874323545492,1712886030.3285742,1.0431838595911842e-05,8.711165219967365e-05,119
34690,1013.3131198883057,7.667981360376181e-05,1009.3435256481171,0.003914874323545492,1712886062.897235,1.0431838595911842e-05,8.711165219967365e-05,120
37321,1048.5602352619171,7.667981360376181e-05,1044.5904502868652,0.003914874323545492,1712886098.1443503,1.0431838595911842e-05,8.711165219967365e-05,121
40152,1086.511212348938,7.667981360376181e-05,1082.5415651798248,0.003914874323545492,1712886136.0953274,1.0431838595911842e-05,8.711165219967365e-05,122
43197,1127.0691540241241,7.667981360376181e-05,1123.0993523597717,0.003914874323545492,1712886176.653269,1.0431838595911842e-05,8.711165219967365e-05,123
46474,1170.6036887168884,7.667981360376181e-05,1166.6339883804321,0.003914874323545492,1712886220.1878037,1.0431838595911842e-05,8.711165219967365e-05,124
49998,1217.3710689544678,7.667981360376181e-05,1213.4013540744781,0.003914874323545492,1712886266.955184,1.0431838595911842e-05,8.711165219967365e-05,125
49999,1217.3869371414185,7.667981360376181e-05,1213.4176318645477,0.003914874323545492,1712886266.9710522,1.0431838595911842e-05,8.711165219967365e-05,126
