l2_error,loss_interior,time,loss,_runtime,_step,_timestamp,loss_boundary,step
3.4119327964380783,12.960985492078873,1.2553682327270508,22.182580298782725,5.050405025482178,16,1714546077.576708,9.221594806703852,16.0
3.4517086622022863,13.911566983242452,1.2595930099487305,21.88984927709127,5.054608583450317,17,1714546077.5809116,7.978282293848817,17.0
3.8832308021685242,10.516121692075544,1.2638256549835205,18.521637333815484,5.058850049972534,18,1714546077.585153,8.005515641739938,18.0
3.7277318504303625,10.046683829854022,1.2680325508117676,19.481128621080536,5.063064813613892,19,1714546077.5893679,9.434444791226516,19.0
3.162646204236835,10.35550061586075,1.2722105979919434,19.03474457315493,5.067254543304443,20,1714546077.5935576,8.679243957294181,20.0
2.855901840250829,11.164911731635321,1.2764339447021484,17.758971229815046,5.07148814201355,21,1714546077.5977912,6.594059498179724,21.0
2.85100193236751,11.30672797097029,1.2806775569915771,16.875055841865215,5.075705051422119,22,1714546077.602008,5.568327870894925,22.0
2.8821630204455144,8.378151846464064,1.2848286628723145,13.911475906125304,5.079864025115967,23,1714546077.606167,5.53332405966124,23.0
2.7612044504303768,7.053019104305181,1.289128065109253,12.670987581377382,5.08415412902832,24,1714546077.6104572,5.617968477072201,24.0
2.7065985724823816,6.260084153214816,1.2933192253112793,11.495257279383097,5.088344097137451,25,1714546077.6146472,5.23517312616828,25.0
2.8042606821737377,5.469503315975962,1.2976114749908447,10.45819320406225,5.092646837234497,26,1714546077.61895,4.988689888086287,26.0
2.77559729370431,5.561450836448028,1.3017363548278809,10.716187920811269,5.096771955490112,27,1714546077.623075,5.154737084363242,27.0
2.636916159323448,5.029111612757559,1.3059182167053223,10.064443780805282,5.10096001625061,28,1714546077.627263,5.035332168047724,28.0
2.519747820048749,5.201523966581555,1.3101840019226074,9.83086120755982,5.105206489562988,29,1714546077.6315095,4.629337240978266,29.0
2.455385965823906,5.430170468109392,1.3144681453704834,9.676895935251466,5.10949182510376,30,1714546077.6357949,4.246725467142074,30.0
2.3903060850507654,4.962383807278267,1.3187522888183594,8.928424069354753,5.113810062408447,31,1714546077.640113,3.966040262076485,31.0
2.2189307726841885,5.069718003878982,1.3229777812957764,8.756125310382098,5.117999076843262,32,1714546077.6443021,3.6864073065031153,32.0
1.9980602940359538,5.241665560679912,1.3271942138671875,8.452344343800782,5.122213363647461,33,1714546077.6485164,3.2106787831208696,33.0
1.8605635501085054,5.297913458005303,1.3314268589019775,7.99768648449594,5.1264564990997314,34,1714546077.6527596,2.699773026490637,34.0
1.7943305834171908,5.550281889645961,1.3356058597564697,7.945347263395526,5.130622148513794,35,1714546077.6569252,2.395065373749565,35.0
1.7642238702186466,5.394433768736108,1.3397622108459473,7.626596916468912,5.134784698486328,36,1714546077.6610878,2.2321631477328037,36.0
1.7563137783148388,5.113657131088391,1.344090461730957,7.250277254189443,5.139111757278442,37,1714546077.6654148,2.1366201231010526,37.0
1.735612829733255,5.077907196670845,1.348421335220337,7.171001995728379,5.143442869186401,38,1714546077.669746,2.0930947990575346,38.0
1.7203161956953297,4.877597821021022,1.3525965213775635,6.9305804834385825,5.14755916595459,39,1714546077.6738622,2.0529826624175604,39.0
1.7083655924956573,4.762061082597639,1.3572149276733398,6.794875097338219,5.15211033821106,40,1714546077.6784134,2.0328140147405795,40.0
1.6077431354793825,4.641611003926939,1.3643126487731934,6.546757003205899,5.159265041351318,41,1714546077.685568,1.9051459992789601,42.0
1.4483926639817837,4.543420518711811,1.3770601749420166,6.062943343839646,5.172032833099365,42,1714546077.698336,1.5195228251278354,46.0
1.3184099076478883,4.3877492769878605,1.390089750289917,5.575199261180857,5.185076713562012,43,1714546077.7113798,1.1874499841929962,50.0
1.2704480293244051,3.9617362676166703,1.4062526226043701,5.092743464126259,5.201278448104858,44,1714546077.7275815,1.1310071965095883,55.0
1.2185900705000605,3.413935209798322,1.4270930290222168,4.435695860906084,5.229947805404663,45,1714546077.7562509,1.021760651107762,61.0
1.1236119343360182,2.877260436424367,1.456326961517334,3.7965709638366385,5.251305341720581,46,1714546077.7776084,0.9193105274122715,67.0
1.0237716338142255,2.3651889288845633,1.4749724864959717,3.142345545145541,5.269906282424927,47,1714546077.7962093,0.7771566162609777,73.0
0.8402001167463401,1.7702235390944696,1.499155044555664,2.300042941686465,5.29404616355896,48,1714546077.8203492,0.5298194025919954,81.0
0.6617814160103072,1.247458270374755,1.5233101844787598,1.584473153269437,5.318217754364014,49,1714546077.8445208,0.33701488289468196,89.0
0.511034443335681,0.7659376404430697,1.5500080585479736,0.9825001044825874,5.344916105270386,50,1714546077.8712192,0.2165624640395177,98.0
0.3926405995947788,0.5364820962912487,1.5768718719482422,0.6683681272874811,5.37176251411438,51,1714546077.8980656,0.13188603099623242,107.0
0.33878603005125346,0.3796717509165645,1.6099233627319336,0.473326300688531,5.404901027679443,52,1714546077.931204,0.09365454977196647,118.0
0.3374614018923698,0.4075709474713191,1.6465954780578613,0.49631858967535897,5.441602945327759,53,1714546077.967906,0.08874764220403987,130.0
0.28907399465215644,0.22625833650358965,1.6869351863861084,0.29936969875811287,5.481940984725952,54,1714546078.008244,0.07311136225452322,143.0
0.26471635660278126,0.19916798861558005,1.7283835411071777,0.26110473271588164,5.523311138153076,55,1714546078.0496142,0.06193674410030158,157.0
0.24304620132263083,0.16046908403757615,1.7724320888519287,0.2154094328856727,5.567359209060669,56,1714546078.0936623,0.05494034884809657,172.0
0.23442547363663038,0.26942459302289395,1.8245654106140137,0.3231293003095814,5.619470834732056,57,1714546078.145774,0.0537047072866875,190.0
0.22522501311418738,0.15304885007765748,1.8779006004333496,0.1984296094072634,5.672897577285767,58,1714546078.1992006,0.04538075932960591,208.0
0.20350173577328098,0.10747366398125914,1.9409785270690918,0.14663625439415287,5.735968828201294,59,1714546078.262272,0.03916259041289374,229.0
0.20567711029574687,0.13060823747917863,2.0073230266571045,0.16693836952200028,5.8023011684417725,60,1714546078.3286042,0.03633013204282164,252.0
0.18652846957294278,0.10098434766350038,2.079747438430786,0.13451596267180133,5.874714374542236,61,1714546078.4010174,0.03353161500830094,277.0
0.17516574608998306,0.07616443754773976,2.163010597229004,0.10562680625633507,5.957995414733887,62,1714546078.4842985,0.029462368708595314,305.0
0.33086929808528687,0.538251322011805,2.249526023864746,0.5863553503876653,6.044496536254883,63,1714546078.5707996,0.04810402837586028,335.0
0.1642504120216118,0.07530353411592959,2.3489906787872314,0.10276054016765417,6.144026756286621,64,1714546078.6703298,0.02745700605172458,369.0
0.15447643451835383,0.0575646778294466,2.4583523273468018,0.08107189904243653,6.253391981124878,65,1714546078.779695,0.02350722121298992,406.0
0.17091294619939526,0.0875556070369819,2.573529005050659,0.11035862696558629,6.368536472320557,66,1714546078.8948395,0.022803019928604402,446.0
0.15797955241590794,0.07019531818823878,2.705214262008667,0.09665006346001538,6.500211715698242,67,1714546079.0265148,0.026454745271776603,491.0
0.14474354154769714,0.04544271428728904,2.8477792739868164,0.06666823097702433,6.642794847488403,68,1714546079.169098,0.021225516689735293,540.0
0.1323706228598939,0.040771474608028456,3.0030620098114014,0.05859482319192741,6.7980122566223145,69,1714546079.3243153,0.017823348583898956,594.0
0.5019773795660533,2.16355520720488,3.1732122898101807,2.3595026967699027,6.968226671218872,70,1714546079.4945297,0.19594748956502248,653.0
0.13894615640917585,0.03811977670809429,3.361819267272949,0.05849311982002284,7.156825065612793,71,1714546079.683128,0.02037334311192855,718.0
0.12285474027241845,0.03193274059429695,3.5678539276123047,0.047612096931233694,7.362851858139038,72,1714546079.889155,0.015679356336936737,790.0
0.11095063729615426,0.02797192808599412,3.7940399646759033,0.04060233596602136,7.589104652404785,73,1714546080.1154077,0.01263040788002724,869.0
0.1371669770908335,0.031488368419341106,4.0474443435668945,0.051515640362418416,7.842455148696899,74,1714546080.3687582,0.02002727194307731,956.0
0.11665744319433886,0.025154295280548918,4.3220343589782715,0.03936244389310008,8.11705207824707,75,1714546080.6433551,0.014208148612551156,1052.0
0.10430500011604006,0.02130674826072053,4.618189096450806,0.032446904750744465,8.413204193115234,76,1714546080.9395072,0.011140156490023933,1157.0
0.13081273928470138,0.024890844639471096,4.944029331207275,0.04312743125076475,8.739013195037842,77,1714546081.2653162,0.018236586611293654,1272.0
0.1085475234399201,0.018823729006429493,5.3057861328125,0.031102124708391316,9.100760221481323,78,1714546081.6270633,0.012278395701961823,1400.0
0.19125178841664658,0.08189865580696869,5.705156087875366,0.10916592715590623,9.500164031982422,79,1714546082.026467,0.027267271348937534,1539.0
0.11450137699143187,0.01693538592537724,6.148214817047119,0.030888810231183582,9.943203449249268,80,1714546082.4695065,0.013953424305806341,1693.0
0.09878780841463371,0.013189944054293733,6.632569789886475,0.023333222294010594,10.42763066291809,81,1714546082.9539337,0.01014327823971686,1863.0
0.12225716786016402,0.015860922018994496,7.159616947174072,0.0320459435794776,10.954636812210083,82,1714546083.4809399,0.0161850215604831,2049.0
0.10024045214848677,0.011926207070821843,7.742901086807251,0.022513878312699447,11.537959814071655,83,1714546084.0642629,0.010587671241877605,2254.0
0.12387350574362035,0.01415194984694283,8.38968276977539,0.030848450971203374,12.184707164764404,84,1714546084.7110102,0.016696501124260542,2479.0
0.866455848196087,2.700835301265468,9.105071306228638,2.911130541621568,12.900073766708374,85,1714546085.4263768,0.21029524035610042,2727.0
0.11300880332517156,0.011626714377228523,9.87657642364502,0.02532794701892566,13.671594858169556,86,1714546086.197898,0.013701232641697137,3000.0
0.13107103841424678,0.013552040511864216,10.726177215576172,0.03233440270940216,14.521194696426392,87,1714546087.0474977,0.01878236219753794,3299.0
0.14749747921729375,0.03228021995352536,11.65758228302002,0.055909931293098916,15.452603816986084,88,1714546087.9789069,0.023629711339573554,3629.0
0.23102040250548375,0.6234911762022795,12.698279619216919,0.6840005141142342,16.493294715881348,89,1714546089.0195978,0.060509337911954786,3992.0
0.1590600792966436,0.023506243237671403,13.829029560089111,0.04531915410488643,17.62402319908142,90,1714546090.1503263,0.021812910867215027,4391.0
0.12819140392881567,0.0122710226486971,15.0860755443573,0.029567135429716375,18.881071090698242,91,1714546091.4073741,0.017296112781019276,4831.0
0.11248939618915281,0.008483146684005256,16.465920448303223,0.021283402251784066,20.260924339294434,92,1714546092.7872274,0.012800255567778812,5314.0
0.24152280868780565,0.0692401769758714,17.98592782020569,0.09188906072776344,21.780978202819824,93,1714546094.3072813,0.02264888375189204,5845.0
0.10382757375675196,0.0067584070117821275,19.648476362228394,0.017354728046480056,23.443556785583496,94,1714546095.9698598,0.010596321034697929,6429.0
0.09863745477458827,0.005915968027418295,21.492893934249878,0.015382199690895545,25.287906408309937,95,1714546097.8142095,0.00946623166347725,7072.0
0.08726254375524757,0.0036872881483481237,23.522913932800293,0.011019649644698282,27.31791353225708,96,1714546099.8442166,0.007332361496350158,7779.0
0.10507291416582205,0.007169911753790851,25.743234395980835,0.018105226858542687,29.53829860687256,97,1714546102.0646017,0.010935315104751837,8557.0
0.08413102598527686,0.00275143560179965,28.191595315933228,0.009210618703920198,31.986619472503662,98,1714546104.5129225,0.006459183102120548,9413.0
0.08564900426493116,0.0023567643579864525,30.89367365837097,0.008897522688411793,34.688714265823364,99,1714546107.2150173,0.00654075833042534,10354.0
0.08517958868966785,0.0019406369978306642,33.849120140075684,0.00841400923845357,37.644161224365234,100,1714546110.1704643,0.006473372240622906,11389.0
0.3030155503096225,1.2929607741634082,37.11835718154907,1.367650069336672,40.91358160972595,101,1714546113.4398847,0.07468929517326378,12528.0
0.07858385710099641,0.0013364919240324952,40.68814992904663,0.006757162235435345,44.48325276374817,102,1714546117.0095558,0.00542067031140285,13781.0
0.08014578573724174,0.00151927106685493,44.638824462890625,0.007148054112044878,48.433857679367065,103,1714546120.9601607,0.005628783045189948,15159.0
0.09256552850165835,0.021163374938654604,48.97703313827515,0.02740438338516546,52.77207899093628,104,1714546125.298382,0.006241008446510856,16675.0
0.07651099329301425,0.001670289040844078,53.74807071685791,0.006735168328004764,57.54308533668518,105,1714546130.0693884,0.005064879287160685,18342.0
0.07419975497851954,0.024840216148330065,58.97308039665222,0.030663182889719056,62.76811766624451,106,1714546135.2944207,0.00582296674138899,20177.0
0.07480199467880655,0.001937516872108306,64.77015161514282,0.006750159640409359,68.56550908088684,107,1714546141.0918121,0.004812642768301053,22194.0
0.0681102779314953,0.0016747122385443157,71.10581517219543,0.005575326784797193,74.90121364593506,108,1714546147.4275167,0.003900614546252877,24414.0
0.06843159764770276,0.00399540972640988,78.0233199596405,0.007881562087891852,81.81869506835938,109,1714546154.3449981,0.0038861523614819723,26855.0
0.25987751331033826,0.2388290709537482,85.67324686050415,0.26012926905523853,89.46838092803955,110,1714546161.994684,0.021300198101490343,29540.0
0.06997646653212769,0.012483284531598129,94.16017293930054,0.016175572876612938,97.95562696456909,111,1714546170.48193,0.0036922883450148086,32494.0
0.05692908421502773,0.002057520783409025,103.49478507041931,0.00484049341536673,107.29017901420593,112,1714546179.816482,0.0027829726319577057,35744.0
0.05929035625447124,0.0022408037615872112,113.82301211357117,0.005389055396050731,117.61837387084961,113,1714546190.144677,0.0031482516344635194,39318.0
0.05870131324609964,0.04427576441045507,124.97592091560364,0.051912646063772,128.77125096321106,114,1714546201.297554,0.007636881653316936,43250.0
0.05511218399491965,0.0020355089627038534,137.3498146533966,0.004651030427958844,141.14521551132202,115,1714546213.6715186,0.0026155214652549903,47575.0
0.27120183638902073,0.37861919002408695,151.001122713089,0.4154646028874579,154.7964072227478,116,1714546227.3227103,0.036845412863370966,52332.0
0.1663266343229858,0.10341062625416617,166.09917569160461,0.11391091938485887,169.89452004432678,117,1714546242.420823,0.0105002931306927,57566.0
0.03915180474487192,0.0019486880395730255,182.56875777244568,0.003311178225601107,186.36407661437988,118,1714546258.8903797,0.0013624901860280817,63322.0
0.051858058443860613,0.007391739313088026,200.7541446685791,0.008896302486623844,204.54948115348816,119,1714546277.0757842,0.0015045631735358183,69654.0
0.036657659467260434,0.0017133676926292018,220.626540184021,0.0029616462860889425,224.42194771766663,120,1714546296.9482508,0.0012482785934597406,76620.0
0.03775885629705323,0.002865253212654826,242.6249063014984,0.004099944014366232,246.42025017738342,121,1714546318.9465532,0.0012346908017114061,84281.0
0.03830096892320697,0.0021955498808991247,266.89982199668884,0.003429522068834799,270.6952986717224,122,1714546343.2216017,0.0012339721879356742,92710.0
0.042596228558192124,0.003759485522337896,293.7018415927887,0.005067684008161402,297.4973130226135,123,1714546370.023616,0.0013081984858235066,101980.0
0.1126516978327013,0.03258430840441699,322.99892234802246,0.03665211093458641,326.7943375110626,124,1714546399.3206406,0.004067802530169416,112178.0
0.03468416268906443,0.0016338860766156398,355.09268164634705,0.002751537635421508,358.88801312446594,125,1714546431.4143162,0.0011176515588058682,123396.0
0.04363646809204453,0.003952633609026753,390.3955063819885,0.005263705126647331,394.1908791065216,126,1714546466.7171822,0.0013110715176205777,135736.0
0.043778683961275794,0.009141719690490243,429.2945091724396,0.010692649060082382,433.0898928642273,127,1714546505.616196,0.001550929369592139,149309.0
0.036175053997111975,0.0016438114597108428,472.12669610977173,0.0028205207604529627,475.9220690727234,128,1714546548.4483721,0.0011767093007421198,164240.0
0.038126088786429806,0.0017268769432610958,518.8887491226196,0.003016784155441895,522.684033870697,129,1714546595.210337,0.001289907212180799,180664.0
0.06349631098797316,0.017655900048069415,582.3249797821045,0.020503696117377103,586.1203582286835,130,1714546658.6466613,0.0028477960693076895,198731.0
0.12810447139182163,0.016797135121995654,639.2942953109741,0.02035759725608341,643.0895817279816,131,1714546715.6158848,0.003560462134087754,218604.0
0.038553750372213806,0.0014273421499694805,708.5933814048767,0.0027853091880614723,712.3945662975311,132,1714546784.9208694,0.0013579670380919919,240464.0
0.06170560350667081,0.01544325896252089,782.6672310829163,0.018721044000335536,786.4625692367554,133,1714546858.9888723,0.003277785037814644,264510.0
0.03344188656011451,0.0013888064883249302,858.495344877243,0.0024430365408219237,862.2906293869019,134,1714546934.8169324,0.0010542300524969935,290961.0
0.037948537048869226,0.0022558036771913605,942.5253760814667,0.003405510357509035,946.3207778930664,135,1714547018.847081,0.0011497066803176743,320057.0
0.033041658669646194,0.0012258105161521123,1034.3955261707306,0.0022848401750279407,1038.190892457962,136,1714547110.7171955,0.0010590296588758284,352063.0
0.033701930692538976,0.0012186142245091346,1135.8934564590454,0.0023483992987064824,1139.6888573169708,137,1714547212.2151604,0.0011297850741973478,387269.0
0.027194287800149812,0.0009604663132438994,1246.4578819274902,0.0016856626065398271,1250.2531580924988,138,1714547322.7794611,0.0007251962932959277,425996.0
0.2789718817205551,0.19628153441904878,1368.3041203022003,0.235916414771159,1372.0994918346405,139,1714547444.625795,0.03963488035211021,468596.0
0.0293922962186215,0.00148533658324228,1531.3171026706696,0.0022521955814432766,1535.1124379634857,140,1714547607.638741,0.0007668589982009966,515455.0
0.028466969631257274,0.000765057568964449,1689.309927225113,0.001492805456116678,1693.1051986217499,141,1714547765.6315017,0.0007277478871522291,567001.0
0.028106132783424522,0.0007694101602148326,1850.3463580608368,0.0014557095021365553,1854.1416733264923,142,1714547926.6679764,0.0006862993419217227,623701.0
0.15069482644610993,0.038554014278274276,2027.9419436454773,0.046897534924391214,2031.7372345924377,143,1714548104.2635376,0.00834352064611694,686071.0
0.05658833873382437,0.005679118886891547,2223.879299879074,0.007426599185024741,2227.674585580826,144,1714548300.2008886,0.0017474802981331946,754678.0
0.03062182068613822,0.0013474722025049628,2440.1951887607574,0.002234491938174717,2443.9906134605408,145,1714548516.5169165,0.0008870197356697542,830146.0
0.034964807230214806,0.002458062828988203,2677.821379184723,0.003298920702920317,2681.616785764694,146,1714548754.1430888,0.0008408578739321139,913160.0
0.02995996026662261,0.0008159715391279856,2944.558853149414,0.0015510854569643277,2948.3542308807373,147,1714549020.880534,0.0007351139178363422,1004476.0
0.02959030881423185,0.0007975125526686358,3000.0024886131287,0.001521753038286595,3003.797894001007,148,1714549076.324197,0.0007242404856179592,1021689.0
