time,l2_error,loss_interior,loss,step,loss_boundary,_step,_runtime,_timestamp
119.87388014793396,0.009108702183199858,0.00020612762152536371,0.00027441641841273283,2004,6.82887968873691e-05,81,123.87628293037415,1714356500.70253
128.76321411132812,0.008383360841935191,0.0001907267540081458,0.00024830747288475525,2156,5.758071887660946e-05,82,132.76590204238892,1714356509.592149
138.3305149078369,0.007672109232955275,0.00017585132775958722,0.00022423840709153193,2319,4.8387079331944716e-05,83,142.33317589759827,1714356519.1594229
148.51594042778015,0.006961084618004581,0.00015988474357609716,0.00020032453835462814,2495,4.043979477853099e-05,84,152.5207028388977,1714356529.3469498
157.8240144252777,0.006372077430285871,0.00014406790365499973,0.0001785220772425493,2685,3.4454173587549546e-05,85,161.82637739181519,1714356538.6526244
169.31379389762878,0.00589183322191205,0.00013159488194072397,0.00016119817260068725,2888,2.9603290659963286e-05,86,173.31646490097046,1714356550.1427119
182.60896968841553,0.005362203808826422,0.00011810960277543268,0.00014266458622686732,3107,2.4554983451434637e-05,87,186.61176943778992,1714356563.4380164
195.5104842185974,0.004847292709306443,0.00010555171328397558,0.00012560606231909577,3343,2.0054349035120198e-05,88,199.5135509967804,1714356576.339798
209.27396202087402,0.0044175447439026745,9.572472913100349e-05,0.00011244036935251372,3597,1.6715640221510218e-05,89,213.27796053886414,1714356590.1042075
223.91429138183594,0.003915681386709849,8.363404697077995e-05,9.696456636162717e-05,3870,1.3330519390847215e-05,90,227.91713047027588,1714356604.7433774
240.16750645637512,0.003333161977988921,6.227880846660207e-05,7.221806889268037e-05,4163,9.939260426078303e-06,91,244.17030501365662,1714356620.996552
258.47603154182434,0.002944973084792437,5.170154898446979e-05,5.9709706101603315e-05,4479,8.008157117133531e-06,92,262.48051500320435,1714356639.306762
278.5734405517578,0.0027370991920343925,4.542174181626542e-05,5.237756343228472e-05,4819,6.9558216160192954e-06,93,282.5760807991028,1714356659.4023278
298.66699838638306,0.0025703078142036376,3.994783919088179e-05,4.6042263552329304e-05,5184,6.094424361447509e-06,94,302.6690866947174,1714356679.4953337
320.49234914779663,0.0024268659211744994,3.59085555577083e-05,4.126407339711174e-05,5577,5.355517839403445e-06,95,324.4978098869324,1714356701.3240569
343.2531418800354,0.002266354504722782,3.249187501398285e-05,3.709750769286685e-05,6000,4.605632678884001e-06,96,347.25656366348267,1714356724.0828106
368.83023738861084,0.0020833602371281685,2.9423299246988804e-05,3.3297458949393514e-05,6456,3.87415970240471e-06,97,372.8330202102661,1714356749.6592672
397.4091911315918,0.0018980673992055573,2.6668047701562077e-05,2.9892727696219615e-05,6945,3.2246799946575376e-06,98,401.4118552207947,1714356778.2381022
427.46587562561035,0.001761034945996603,2.438388215767718e-05,2.716416374500285e-05,7472,2.780281587325669e-06,99,431.4682705402374,1714356808.2945175
458.3636770248413,0.0016227282652293762,2.1695835853999928e-05,2.4059187676127607e-05,8039,2.3633518221276797e-06,100,462.36790466308594,1714356839.1941516
494.43577551841736,0.0014432978980827387,1.9235228111001376e-05,2.1119603268411522e-05,8649,1.884375157410147e-06,101,498.43950366973877,1714356875.2657506
530.7444293498993,0.0012762802483622894,1.684204648556127e-05,1.8322361909803163e-05,9305,1.480315424241895e-06,102,534.7474918365479,1714356911.5737388
571.4888939857483,0.0011533164437755098,1.4487389564388659e-05,1.5695424408590003e-05,10010,1.208034844201344e-06,103,575.4915518760681,1714356952.3177989
615.0129044055939,0.0010949853474369344,1.2315518392373395e-05,1.3381210992845318e-05,10770,1.0656926004719224e-06,104,619.0156724452972,1714356995.8419194
662.4440054893494,0.0010293431174711214,1.0478893683755471e-05,1.1411654788850758e-05,11586,9.327611050952869e-07,105,666.4467771053314,1714357043.273024
712.6181802749634,0.0009209200480884349,8.862621741670146e-06,9.614239295751305e-06,12465,7.516175540811582e-07,106,716.6215982437134,1714357093.4478452
764.5114278793335,0.0008076496641077512,7.534894493464584e-06,8.123691702429944e-06,13411,5.887972089653605e-07,107,768.5154047012329,1714357145.3416517
818.3033125400543,0.0007304732006672975,6.504998774406858e-06,6.991007261597935e-06,14428,4.86008487191077e-07,108,822.3060410022736,1714357199.132288
883.5853066444397,0.0006723263044810994,5.578151948973667e-06,5.990419518236115e-06,15522,4.1226756926244765e-07,109,887.5895349979401,1714357264.415782
953.1137912273407,0.0006260842902324803,4.795023449345009e-06,5.152533626109738e-06,16699,3.5751017676472975e-07,110,957.1164238452911,1714357333.9426708
1027.3365995883942,0.0005909530169983472,4.0743549411634005e-06,4.3926241821480986e-06,17966,3.1826924098469777e-07,111,1031.3399760723114,1714357408.166223
1108.5479226112366,0.000573101540049666,3.606794369306942e-06,3.902923036833761e-06,19329,2.96128667526819e-07,112,1112.5514278411865,1714357489.3776748
1194.3749701976776,0.0005634016787484578,3.2493523437866194e-06,3.530466412720408e-06,20795,2.8111406893378865e-07,113,1198.3777122497559,1714357575.2039592
1287.0242342948914,0.0005437896219056018,2.928515305004343e-06,3.188034048737367e-06,22372,2.5951874373302356e-07,114,1291.0266354084015,1714357667.8528824
1382.8526692390442,0.0005177848543440895,2.647428090091536e-06,2.881050390074208e-06,24069,2.33622299982672e-07,115,1386.8570199012756,1714357763.6832669
1489.5776660442352,0.00048493464844205354,2.3992375492622105e-06,2.6016335930045837e-06,25894,2.0239604374237308e-07,116,1493.5814020633698,1714357870.407649
1601.909679889679,0.00044204353933000945,2.1643712007052757e-06,2.3305366641899395e-06,27858,1.6616546348466385e-07,117,1605.9125998020172,1714357982.7388468
1717.7079792022705,0.0003818638250705695,1.9197795427105767e-06,2.0472930152723173e-06,29971,1.275134725617406e-07,118,1721.7104177474976,1714358098.5366647
1852.4962651729584,0.00031667354598862097,1.701980023732144e-06,1.794744523347151e-06,32245,9.276449961500703e-08,119,1856.498902797699,1714358233.3251498
1993.5960867404938,0.0002642185222516194,1.523842287501806e-06,1.589516046619238e-06,34690,6.567375911743217e-08,120,1997.5999257564545,1714358374.4261727
2143.9178478717804,0.0002343782476078499,1.2797871092685272e-06,1.3329306003834897e-06,37321,5.314349111496247e-08,121,2147.920207977295,1714358524.746455
2307.7964086532593,0.0002214172965083654,1.1625356680454815e-06,1.210388616787881e-06,40152,4.7852948742399386e-08,122,2311.8005895614624,1714358688.6268365
2490.136107444763,0.00020520424290356682,1.064036663717555e-06,1.1051527142241902e-06,43197,4.111605050663517e-08,123,2494.140343427658,1714358870.9665904
2678.5680730342865,0.00019135188921155989,9.84836043357688e-07,1.0200345435554796e-06,46474,3.51985001977917e-08,124,2682.5714359283447,1714359059.397683
2895.1013100147247,0.00018553495753751697,9.148674345656173e-07,9.468377699316073e-07,49998,3.1970335365989965e-08,125,2899.1038734912872,1714359275.9301205
2895.1891396045685,0.00018554335723367795,9.148442287698235e-07,9.468136850024051e-07,49999,3.196945623258167e-08,126,2899.19198346138,1714359276.0182304
