loss_boundary,_runtime,_timestamp,loss,step,_step,time,loss_interior,l2_error
0.0031072712911676573,118.21009492874146,1712891389.0920649,0.006218602417214899,115,42,114.12957835197449,0.003111331126047242,0.0652186993964199
0.003236670970238743,125.87893795967102,1712891396.760908,0.006120060713045709,124,43,121.79849624633789,0.0028833897428069666,0.06561373036364336
0.0027855258134061966,138.64618611335754,1712891409.528156,0.005237844036119622,134,44,134.565612077713,0.0024523182227134256,0.06086079021282741
0.002600637326375495,151.32738614082336,1712891422.209356,0.004960150584945747,144,45,147.24685955047607,0.002359513258570252,0.05876817266336464
0.0023012460692406803,165.31255340576172,1712891436.1945233,0.00458619198750812,155,46,161.23212885856628,0.0022849459182674404,0.054323365009363585
0.002496671886623462,177.65013360977173,1712891448.5321035,0.004608405014381775,166,47,173.56968998908997,0.002111733127758313,0.05681183404473257
0.002603850731513519,194.08157777786255,1712891464.9635477,0.004560508986727746,179,48,190.00100350379944,0.0019566582552142274,0.05639581679587888
0.002629555581767045,211.6555953025818,1712891482.5375652,0.0044174626819897716,193,49,207.57510375976562,0.0017879071002227266,0.056343878932170265
0.002328661287305573,227.65274858474731,1712891498.5347185,0.003935769693404285,207,50,223.5725212097168,0.0016071084060987116,0.05189106325546802
0.0018385004790482547,247.04841709136963,1712891517.930387,0.003304388036020891,223,51,242.96795201301575,0.0014658875569726361,0.04432843278424471
0.0012337888756172595,268.5454008579254,1712891539.4273708,0.0024963592731308644,240,52,264.46487975120544,0.0012625703975136051,0.036698359107801164
0.0008419373089690986,290.37857937812805,1712891561.2605493,0.0016356116280548036,258,53,286.29803586006165,0.000793674319085705,0.03015344412301072
0.0007468650892302371,315.55400943756104,1712891586.4359794,0.0014436747395481348,278,54,311.47347593307495,0.0006968096503178978,0.029101946372025574
0.0006936255326060652,342.22928500175476,1712891613.111255,0.0013132626559680203,299,55,338.1486988067627,0.0006196371233619551,0.027111827849341796
0.0006556470076517951,371.91679763793945,1712891642.7987676,0.0012229230429800296,322,56,367.8362338542938,0.0005672760353282345,0.02613135041761427
0.0005738451022089155,400.1271598339081,1712891671.0091298,0.0010529194258682754,346,57,396.0466516017914,0.0004790743236593599,0.024780785853934652
0.0005156071893170344,434.5575575828552,1712891705.4395275,0.0009238507407499406,373,58,430.4769821166992,0.00040824355143290615,0.023055471373017413
0.00047582284241208517,470.0935881137848,1712891740.975558,0.0008593326048626536,401,59,466.01314997673035,0.0003835097624505684,0.02201233555151982
0.0004509330498587304,508.28264808654785,1712891779.164618,0.0008161681137283049,431,60,504.2020266056061,0.0003652350638695745,0.02124328161266805
0.000372482145112129,550.3635594844818,1712891821.2455294,0.0007132257600910271,464,61,546.282989025116,0.0003407436149788981,0.019066564054354453
0.0003482919299952707,595.0534601211548,1712891865.93543,0.0006716889430800289,499,62,590.9728484153748,0.0003233970130847582,0.018307884224126922
0.0003047297419885862,642.3000385761261,1712891913.1820085,0.0005925020028916912,537,63,638.2194428443909,0.00028777226090310505,0.01710954746479801
0.0002320263513629174,685.5720024108887,1712891956.4539723,0.0004791647822446212,578,64,681.4912390708923,0.0002471384308817038,0.01446841509223948
0.0001997900176641254,741.3796203136444,1712892012.2615902,0.00042659435786236125,622,65,737.2991807460785,0.0002268043401982358,0.013726567197389824
0.00017861326011540203,801.8748705387115,1712892072.7568405,0.00038977956134745575,669,66,797.794323682785,0.0002111663012320537,0.01295188622336294
0.000161276087231339,865.3358345031738,1712892136.2178044,0.0003546000170012842,720,67,861.2553308010101,0.00019332392976994524,0.01234676079985676
0.00014315762465381374,930.1482329368591,1712892201.0302029,0.0003143477839863659,774,68,926.066731929779,0.00017119015933255214,0.011861977879068395
0.00013367474266037766,1004.5392603874207,1712892275.4212303,0.00029015607064383737,833,69,1000.4587807655334,0.0001564813279834597,0.01187877741035547
0.0001285210831812834,1083.802576303482,1712892354.6845462,0.0002792178555549246,896,70,1079.7219986915588,0.0001506967723736412,0.011656156739460978
0.00012351353888104234,1170.2167298793793,1712892441.0986998,0.00026992500379454857,964,71,1166.1362404823303,0.00014641146491350623,0.011391686358026572
0.00012017996294095113,1263.8297827243805,1712892534.7117527,0.0002629557124650251,1038,72,1259.7492380142212,0.000142775749524074,0.011187898737660592
0.00011736508061710713,1362.4699475765228,1712892633.3519175,0.0002566657852781072,1116,73,1358.3893842697144,0.00013930070466100004,0.011030291397408534
0.00011320666203251797,1470.2967064380646,1712892741.1786764,0.0002463577068843601,1201,74,1466.2161104679108,0.00013315104485184213,0.011142053883852716
9.929056617897276e-05,1585.3213045597076,1712892856.2032745,0.0002206819723920051,1292,75,1581.240684747696,0.00012139140621303233,0.010515492501669131
8.528912224159551e-05,1709.4256319999695,1712892980.307602,0.00019982517582977158,1390,76,1705.3450572490692,0.00011453605358817607,0.00961330511036168
7.890202324920037e-05,1843.1622269153595,1712893114.0441968,0.0001903223555372154,1496,77,1839.0815453529358,0.00011142033228801503,0.009233157632033188
7.535388009994925e-05,1984.8043217658997,1712893255.6862917,0.00018403190295679205,1609,78,1980.7237620353699,0.00010867802285684278,0.009024903021343065
7.262726713066581e-05,2137.753502368927,1712893408.6354723,0.00017900585072243844,1731,79,2133.6729810237885,0.00010637858359177265,0.008870318931133476
7.049015139770451e-05,2303.395694732666,1712893574.2776647,0.00017484667697055582,1863,80,2299.315212726593,0.00010435652557285131,0.008750091834432306
6.889362029278364e-05,2479.158717393875,1712893750.0406873,0.0001714442433738226,2004,81,2475.0783030986786,0.00010255062308103894,0.008655712049158666
6.759873641902285e-05,2668.5201559066772,1712893939.4021258,0.00016855537649011705,2156,82,2664.4397161006927,0.0001009566400710942,0.008583374171891218
6.645304215761088e-05,2872.258432149887,1712894143.140402,0.00016591460046550753,2319,83,2868.177853345871,9.946155830789663e-05,0.008521218457732667
6.548392542420901e-05,3093.77135682106,1712894364.6533267,0.00016356148147914944,2495,84,3089.690869808197,9.807755605494043e-05,0.008466552932435442
6.46179575655844e-05,3331.9586572647095,1712894602.8406272,0.0001613975206087514,2685,85,3327.8781938552856,9.6779563043167e-05,0.008416749805966494
6.383519602175009e-05,3585.765486240387,1712894856.6474562,0.00015936681690975125,2888,86,3581.6849982738495,9.553162088800116e-05,0.008373560902596609
6.315605650275063e-05,3860.5447952747345,1712895131.4267652,0.00015751576646573967,3107,87,3856.464349269867,9.435970996298903e-05,0.008333591680997112
6.258143441030303e-05,4155.66301035881,1712895426.5449803,0.0001557909585010422,3343,88,4151.58150434494,9.320952409073919e-05,0.00829934095365609
6.222135936594183e-05,4471.785314321518,1712895742.6672843,0.0001541899574857878,3597,89,4467.7048370838165,9.1968598119846e-05,0.008268429465731156
6.445791915567155e-05,4811.571142196655,1712896082.4531121,0.00015263632552432133,3870,90,4807.490667104721,8.817840636864978e-05,0.008389189670449652
