_runtime,_timestamp,loss_boundary,loss,l2_error,loss_interior,step,time,_step
21.081220388412476,1711638208.1544483,0.0028736605441842516,0.016067045250127393,0.062385565995290056,0.01319338470594314,67,16.514938831329346,43
21.738518238067627,1711638208.8117461,0.0027839660114146255,0.0151496607544394,0.062122235212520215,0.012365694743024775,70,17.172597646713257,44
22.64231777191162,1711638209.7155457,0.0027184397678132947,0.014202082595240776,0.06193704286709403,0.011483642827427481,74,18.076042652130127,45
23.5312762260437,1711638210.604504,0.0026425482145791914,0.013454875288325239,0.0612728463581514,0.010812327073746048,78,18.965386867523193,46
24.43881869316101,1711638211.5120466,0.002583846056975357,0.013171540957215887,0.06070202502560095,0.01058769490024053,82,19.87278938293457,47
25.57474446296692,1711638212.6479723,0.0024392076047088135,0.012394120429869055,0.05769595668459134,0.009954912825160242,87,21.009260416030884,48
26.50348138809204,1711638213.5767093,0.002278452349748726,0.011447692954336751,0.054883095508894184,0.009169240604588024,91,21.937121391296387,49
27.701027631759644,1711638214.7742555,0.0021300930905382032,0.010733221410035045,0.052105458496966975,0.008603128319496842,96,23.135538578033447,50
28.863898038864136,1711638215.937126,0.0018635859322046798,0.009959030427195759,0.048632783700426264,0.00809544449499108,101,24.298331022262573,51
30.147779941558838,1711638217.2210078,0.0016234417175992194,0.009109909575997452,0.045880842722826276,0.007486467858398233,107,25.582376718521118,52
31.29969573020935,1711638218.3729236,0.001542624040505312,0.008685104813076914,0.044440874347115376,0.007142480772571602,112,26.73420739173889,53
32.62187910079956,1711638219.695107,0.0014774782927791947,0.008381326328987963,0.04335565205941056,0.006903848036208768,118,28.056275844573975,54
33.93722915649414,1711638221.010457,0.0013905675365908719,0.008060250331329327,0.04194077223155277,0.006669682794738454,124,29.371148109436035,55
35.50128936767578,1711638222.5745173,0.0013316794756879178,0.007776272873968208,0.04032721449257634,0.00644459339828029,131,30.93589687347412,56
37.101832151412964,1711638224.17506,0.0012616896697948338,0.00757922550988997,0.03848239348311533,0.006317535840095136,138,32.53628849983215,57
38.76563620567322,1711638225.838864,0.0011443549346840127,0.007419615835545617,0.03645638034053965,0.0062752609008616045,145,34.19950604438782,58
40.61062574386597,1711638227.6838536,0.0009891218372021131,0.0072367472733115236,0.03416972221129239,0.0062476254361094104,153,36.04517197608948,59
42.29782462120056,1711638229.3710525,0.0009707505848847047,0.007179139164479854,0.03378207997025967,0.006208388579595149,161,37.732351303100586,60
44.04167461395264,1711638231.1149025,0.0009608539947137586,0.007115370053566695,0.033412155490895046,0.006154516058852936,169,39.47614073753357,61
46.03149461746216,1711638233.1047225,0.0009504782461931894,0.007022936738111807,0.03303123296134806,0.006072458491918618,178,41.46566343307495,62
48.3220055103302,1711638235.3952334,0.000957904119301814,0.006727455835964276,0.03326807883224049,0.005769551716662462,188,43.75640606880188,63
50.68004512786865,1711638237.753273,0.0009497718632229367,0.006093342662952349,0.03317783921153566,0.005143570799729412,198,46.11452865600586,64
52.84564518928528,1711638239.918873,0.0009418524932715207,0.005679648412679059,0.032807131071728765,0.004737795919407538,208,48.27957034111023,65
55.24937200546265,1711638242.3226,0.0008755216598535769,0.005538219406226455,0.03199098072478784,0.004662697746372878,219,50.68387794494629,66
58.02236723899841,1711638245.0955951,0.0008612442383353358,0.0054306283519865205,0.03165037026313319,0.004569384113651185,231,53.456270933151245,67
60.846012592315674,1711638247.9192405,0.0008594726875179667,0.005222747735856328,0.03173533292886692,0.004363275048338361,243,56.280494689941406,68
63.744816064834595,1711638250.818044,0.0008986706009414536,0.005113128232250925,0.03234331596158499,0.004214457631309471,256,59.17922854423523,69
66.5819411277771,1711638253.655169,0.0008132030734036208,0.004749962660075026,0.030780795561107927,0.003936759586671405,269,62.0164430141449,70
69.72479915618896,1711638256.798027,0.0007969920109560503,0.004710926532210268,0.030541947855284468,0.003913934521254218,283,65.1592903137207,71
73.30502820014954,1711638260.378256,0.0007873038066476647,0.004677983028419604,0.030405987297440158,0.003890679221771939,298,68.73954391479492,72
76.74273252487183,1711638263.8159604,0.000778239052245038,0.0046477224564695,0.030283921064605153,0.0038694834042244624,314,72.17670226097107,73
80.56352710723877,1711638267.636755,0.0007697838889733537,0.004617739665236214,0.03017787997332091,0.00384795577626286,331,75.99787712097168,74
84.54874920845032,1711638271.621977,0.0007622308096989252,0.004590089231264136,0.030073916321503268,0.00382785842156521,348,79.98321485519409,75
88.61974596977234,1711638275.6929739,0.000754399883921191,0.0045629380849786525,0.02998401097378497,0.0038085382010574612,367,84.05428433418274,76
92.93904781341553,1711638280.0122757,0.0007473889056351903,0.004537813317086022,0.02989722173378027,0.0037904244114508323,386,88.37348008155823,77
97.42639923095703,1711638284.499627,0.0007407755017518156,0.004514100284759806,0.029810253755638203,0.0037733247830079903,406,92.8607964515686,78
102.31511402130127,1711638289.388342,0.0007339899423430441,0.0044904952258481515,0.029734848430788798,0.0037565052835051072,428,97.74882531166077,79
107.35328960418701,1711638294.4265175,0.0007277608329385554,0.004468535303504571,0.029655633486611096,0.0037407744705660155,450,102.7872223854065,80
112.62531471252441,1711638299.6985426,0.0007211966458835424,0.004446451841261294,0.029568218230826955,0.003725255195377751,474,108.05981063842773,81
118.34642195701599,1711638305.4196498,0.0007129975594298069,0.0044237575850478005,0.029446422265359512,0.003710760025617994,499,113.78050446510315,82
124.09394192695618,1711638311.1671698,0.0006807960986721364,0.0043512732446644034,0.02900144293508996,0.003670477145992267,525,119.52791023254395,83
130.45523953437805,1711638317.5284674,0.0006711661559500309,0.004310755912180915,0.028832693023256906,0.0036395897562308843,553,125.88947057723999,84
137.03998947143555,1711638324.1132174,0.0006614920815439584,0.004272207387026756,0.02865733947882381,0.0036107153054827975,582,132.4743402004242,85
143.9197940826416,1711638330.993022,0.0006512934024496987,0.004233859923308263,0.028478848146769143,0.0035825665208585643,613,139.35382103919983,86
151.17078161239624,1711638338.2440095,0.0006421497270561506,0.004197960568854024,0.028288294205427836,0.003555810841797874,645,146.60528802871704,87
158.79166316986084,1711638345.864891,0.0006456673403062733,0.004094108651198486,0.028226702764565258,0.0034484413108922126,679,154.22584319114685,88
166.7756326198578,1711638353.8488605,0.0007103129781118332,0.0037239282023052824,0.02883028748659236,0.0030136152241934493,715,162.20998692512512,89
175.31154704093933,1711638362.384775,0.000656126952483576,0.003425356533778808,0.028279176900825185,0.0027692295812952322,753,170.7460572719574,90
184.4206359386444,1711638371.4938638,0.0006445840172487023,0.0032265583645417067,0.02778945982342004,0.0025819743472930046,793,179.85465359687805,91
193.7130320072174,1711638380.78626,0.0006016233980701657,0.0030135312099078813,0.027211485364788634,0.0024119078118377156,834,189.14735507965088,92
203.5542709827423,1711638390.6274989,0.0005842990327785809,0.002932722073982383,0.026908759751118394,0.002348423041203802,878,198.98896956443787,93
