step,loss_boundary,loss_interior,_timestamp,time,l2_error,loss,_step,_runtime
124,0.0030974118484456423,0.011685111888085463,1712925872.0841632,43.56377649307251,0.06521491112877842,0.014782523736531106,43,64.19020509719849
134,0.0029084345303518203,0.010962140595853395,1712925875.3821049,46.8632755279541,0.06360534253916822,0.013870575126205216,44,67.48814678192139
144,0.0026545741238009034,0.01036838330464919,1712925878.6799111,50.16107153892517,0.06091508842593233,0.013022957428450093,45,70.78595304489136
155,0.002337748143889586,0.00969614169561186,1712925882.6141653,54.09492874145508,0.05695063971572251,0.012033889839501447,46,74.72020721435547
166,0.0020353484666490195,0.008862675429290284,1712925886.4615214,57.94252038002014,0.05208031635197011,0.010898023895939303,47,78.56756329536438
179,0.001849124351485849,0.00798375434865978,1712925891.206576,62.68723011016846,0.048691766896760295,0.00983287870014563,48,83.31261801719666
193,0.0016403726655507766,0.006855053418815184,1712925896.1520593,67.63284993171692,0.046296875378362516,0.00849542608436596,49,88.25810122489929
207,0.0014635004061694116,0.006103327374174478,1712925901.0188527,72.499502658844,0.04390420124455412,0.00756682778034389,50,93.12489461898804
223,0.001271467022704854,0.0055334563834667835,1712925906.5762515,78.05696105957031,0.041175632444977274,0.006804923406171637,51,98.68229341506958
240,0.0011255783408852444,0.0050435908720767395,1712925913.0552213,84.53591775894165,0.038540387295358344,0.0061691692129619835,52,105.16126322746277
258,0.001006045743063124,0.004761491341005372,1712925918.9867804,90.46759128570557,0.036426937043593635,0.005767537084068496,53,111.09282231330872
278,0.0009125856274734054,0.004468051659804771,1712925925.4414873,96.92224144935608,0.03446327245600269,0.005380637287278177,54,117.54752922058105
299,0.0008395444813049547,0.004251142345695855,1712925932.5190523,103.99951553344727,0.03281043889794138,0.0050906868270008095,55,124.62509417533875
322,0.0007852517591638651,0.004111328403342728,1712925940.3459742,111.82688760757446,0.03181191615583356,0.0048965801625065935,56,132.4520161151886
346,0.0007447763843660982,0.004030112595607994,1712925947.927292,119.40798830986023,0.031073520630854893,0.004774888979974092,57,140.03333401679993
373,0.0007050995645024291,0.003944802390235347,1712925956.6177144,128.09671640396118,0.030306272506116085,0.004649901954737776,58,148.72375631332397
401,0.0006193421491326357,0.003811049018371655,1712925966.095277,137.5761034488678,0.028819042891521922,0.0044303911675042905,59,158.2013189792633
431,0.0005183088507326173,0.0036348003118600336,1712925976.1684654,147.64806962013245,0.026803889964346767,0.004153109162592651,60,168.27450728416443
464,0.0004393184745212269,0.0035203446615876643,1712925988.1077623,159.5885570049286,0.024539599270862064,0.003959663136108891,61,180.21380424499512
499,0.00039750381385701683,0.003411591640820438,1712926000.7193532,172.2002239227295,0.023151914151571317,0.0038090954546774547,62,192.8253951072693
537,0.0003695633822355207,0.003320924136118337,1712926013.3317122,184.8121588230133,0.022701934653619492,0.0036904875183538578,63,205.43775415420532
578,0.0003655805785761006,0.0031506167268693657,1712926027.0961514,198.5768232345581,0.023301102364832127,0.003516197305445466,64,219.20219326019287
622,0.00038105792413838866,0.0029243549764521627,1712926042.107444,213.5876133441925,0.023844920142840103,0.0033054129005905515,65,234.21348595619202
669,0.0003701217907120643,0.002619070595218949,1712926058.0663176,229.54558730125427,0.023518515881479674,0.002989192385931013,66,250.17235946655273
720,0.00034628832649487176,0.0023779009575411953,1712926075.391185,246.87189888954163,0.02251081908807501,0.002724189284036067,67,267.49722695350647
774,0.0003073690785694081,0.0022597709424296846,1712926093.1911967,264.67112922668457,0.021252957078139942,0.0025671400209990925,68,285.29723858833313
833,0.0003037516776625371,0.0020549383374360874,1712926112.1463244,283.6270079612732,0.020844109746201774,0.0023586900150986247,69,304.2523663043976
896,0.00033398549901792363,0.0016314631446232234,1712926133.4087417,304.8875894546509,0.02135421341500025,0.001965448643641147,70,325.51478362083435
964,0.0003286565054806128,0.0015120369965548144,1712926157.7330081,329.21331548690796,0.021207252540931133,0.0018406935020354271,71,349.83905005455017
1038,0.0003050506492764982,0.0014119986512803851,1712926183.8840072,355.36475896835327,0.020356836449956825,0.0017170493005568832,72,375.99004912376404
1116,0.0002870130647430239,0.0012699585987016688,1712926209.9254885,381.40620613098145,0.019897087318714982,0.0015569716634446927,73,402.031530380249
1201,0.00022724807007299725,0.0010856218905550734,1712926238.1971865,409.6769995689392,0.0169474593711672,0.0013128699606280707,74,430.3032283782959
1292,0.00021650612946645109,0.0007840862513417502,1712926268.9318774,440.4125602245331,0.016781081923799925,0.0010005923808082012,75,461.0379192829132
1390,0.00014718149282351043,0.0005969569772067883,1712926301.9778054,473.4585528373718,0.01418038692080938,0.0007441384700302987,76,494.083847284317
1496,0.00013157962908875588,0.0005187974801247117,1712926337.728825,509.2096242904663,0.013519026081972278,0.0006503771092134675,77,529.8348670005798
1609,0.00012449711228351479,0.00048180923602756786,1712926376.057236,547.5379376411438,0.012813320663863507,0.0006063063483110827,78,568.1632778644562
1731,0.00011635463018081865,0.0004499779685219343,1712926416.795711,588.2755806446075,0.012351542256166645,0.000566332598702753,79,608.901752948761
1863,0.00011134527130654694,0.0004135816030137332,1712926462.6060014,634.0868864059448,0.01212271591548526,0.0005249268743202801,80,654.7120432853699
2004,7.033235701556758e-05,0.00033147743874475775,1712926512.265395,683.7461788654327,0.009784412499134178,0.00040180979576032535,81,704.3714368343353
2156,5.385726500194859e-05,0.0002452337812053638,1712926563.7336245,735.2144889831543,0.008681597803639408,0.00029909104620731236,82,755.8396663665771
2319,4.2096643342944074e-05,0.00020682659331129898,1712926618.1298273,789.6101608276367,0.007191376029871752,0.00024892323665424304,83,810.2358691692352
2495,4.200835439573604e-05,0.00018406178037014522,1712926675.6808822,847.1615309715271,0.0067797289609379165,0.00022607013476588127,84,867.786924123764
2685,4.187579068662684e-05,0.00016934452633375486,1712926738.7642386,910.2449991703033,0.006633554976641133,0.0002112203170203817,85,930.8702805042267
2888,4.059403753602958e-05,0.00015936223806902594,1712926806.884383,978.3652300834656,0.006464773017673839,0.00019995627560505554,86,998.9904248714447
3107,3.7439215163141446e-05,0.0001508397379162863,1712926880.9686391,1052.4493973255157,0.006564570075061299,0.00018827895307942777,87,1073.0746810436249
3343,3.8998386169335226e-05,0.00014112598212876203,1712926961.447962,1132.927787065506,0.0068302334795710025,0.00018012436829809725,88,1153.5540039539337
3597,3.7017078455736816e-05,0.0001349563931120427,1712927047.9674919,1219.448337316513,0.006908859400263169,0.0001719734715677795,89,1240.0735337734222
3870,3.449680575293139e-05,0.00013058105982841948,1712927140.1234803,1311.6042156219482,0.00664513789294251,0.00016507786558135086,90,1332.229522228241
4163,3.222397312680675e-05,0.0001286120451489726,1712927237.7552667,1409.2357115745544,0.006412689439111675,0.00016083601827577936,91,1429.8613085746765
4479,3.166918728452573e-05,0.000127283598264009,1712927348.2484229,1519.727961063385,0.006379711803854416,0.00015895278554853474,92,1540.3544647693634
4819,3.090661740541841e-05,0.0001265154323045474,1712927463.5332706,1635.0135717391968,0.006274490687372397,0.0001574220497099658,93,1655.639312505722
5184,3.026660957394756e-05,0.00012501720632055453,1712927586.576459,1758.0572352409363,0.0062663064204611305,0.0001552838158945021,94,1778.6825008392334
5577,2.837049367959104e-05,0.0001241167759428698,1712927719.041854,1890.5227723121643,0.006036481795560833,0.00015248726962246084,95,1911.1478958129883
6000,2.6681566355865056e-05,0.00012404728461878312,1712927860.0919929,2031.5724711418152,0.00580555963277376,0.00015072885097464818,96,2052.198034763336
6456,2.4002320850340462e-05,0.0001237923077195567,1712928011.046572,2182.5272698402405,0.005429861891711021,0.00014779462856989714,97,2203.15261387825
6945,1.8793589934827437e-05,0.00011557748888736948,1712928177.5614505,2349.0422122478485,0.004908674672477572,0.00013437107882219692,98,2369.667492389679
7472,8.93655288582682e-06,9.946162450114478e-05,1712928356.3812265,2527.8619771003723,0.003476590465075234,0.0001083981773869716,99,2548.487268447876
8039,5.864672128509966e-06,7.86105224708113e-05,1712928546.2006235,2717.6812794208527,0.0027094154305118676,8.447519459932127e-05,100,2738.306665420532
8649,5.736010573391883e-06,7.275565473688612e-05,1712928751.2407157,2922.7215433120728,0.0026634923997384988,7.8491665310278e-05,101,2943.3467576503754
9305,5.898010413096194e-06,6.98871060837169e-05,1712928973.9201195,3145.400934457779,0.00268623361909001,7.57851164968131e-05,102,3166.0261614322662
10010,5.856532526954658e-06,6.677127249889238e-05,1712929214.4797683,3385.9605448246,0.0027020488633316443,7.262780502584703e-05,103,3406.5858101844788
10770,5.403915207286539e-06,6.414752516219069e-05,1712929468.7751694,3640.255975484848,0.002642917246684574,6.955144036947724e-05,104,3660.8812112808228
11586,5.301219627653318e-06,6.336479939461398e-05,1712929745.4623044,3916.942925930023,0.0026340374346180803,6.866601902226729e-05,105,3937.568346261978
12465,5.3099742883059685e-06,6.248085102428855e-05,1712930039.4135447,4210.892859220505,0.002635169896705461,6.779082531259452e-05,106,4231.51958656311
13411,5.39798511566347e-06,6.13790705436349e-05,1712930363.0383508,4534.519159555435,0.0026590105293791614,6.677705565929837e-05,107,4555.1443927288055
14428,5.370117467906668e-06,6.050194988434552e-05,1712930706.643427,4878.123747825623,0.0026577540611017877,6.587206735225219e-05,108,4898.749468803406
15522,5.313230400726215e-06,5.9688423062182924e-05,1712931074.4117298,5245.892509937286,0.0026464267458640883,6.500165346290913e-05,109,5266.517771720886
16699,5.345005130643114e-06,5.889001278773808e-05,1712931469.5041723,5640.985130548477,0.0026603360091037574,6.42350179183812e-05,110,5661.610214233398
17966,5.440850135415516e-06,5.8273012583698246e-05,1712931900.7629824,6072.242855787277,0.0026871534055405138,6.371386271911376e-05,111,6092.869024276733
19329,5.42823634226659e-06,5.821623092224185e-05,1712932363.9826024,6535.463086843491,0.002681493968851005,6.364446726450845e-05,112,6556.0886442661285
20795,5.42823634226659e-06,5.821623092224185e-05,1712932860.5855002,7032.066517591476,0.002681493968851005,6.364446726450845e-05,113,7052.69154214859
22372,5.42823634226659e-06,5.821623092224185e-05,1712933393.4956307,7564.976500749588,0.002681493968851005,6.364446726450845e-05,114,7585.6016726493835
24069,5.42823634226659e-06,5.821623092224185e-05,1712933969.7782362,8141.257247209549,0.002681493968851005,6.364446726450845e-05,115,8161.884278059006
25894,5.42823634226659e-06,5.821623092224185e-05,1712934559.9667785,8731.447943925858,0.002681493968851005,6.364446726450845e-05,116,8752.072820425034
27858,5.42823634226659e-06,5.821623092224185e-05,1712935220.2686768,9391.74971318245,0.002681493968851005,6.364446726450845e-05,117,9412.374718666077
29971,5.42823634226659e-06,5.821623092224185e-05,1712935914.0666647,10085.547843933105,0.002681493968851005,6.364446726450845e-05,118,10106.172706604004
32245,5.42823634226659e-06,5.821623092224185e-05,1712936662.028995,10833.509187936783,0.002681493968851005,6.364446726450845e-05,119,10854.135036945343
34690,5.42823634226659e-06,5.821623092224185e-05,1712937473.4200683,11644.901108264923,0.002681493968851005,6.364446726450845e-05,120,11665.526110172272
37321,5.42823634226659e-06,5.821623092224185e-05,1712938334.9617543,12506.442917823792,0.002681493968851005,6.364446726450845e-05,121,12527.067796230316
40152,5.42823634226659e-06,5.821623092224185e-05,1712939253.5051267,13424.986169099808,0.002681493968851005,6.364446726450845e-05,122,13445.61116862297
