_timestamp,loss_boundary,_runtime,loss_interior,loss,step,l2_error,time,_step
1714533230.728252,0.588889989731698,5.858399868011475,1.324219559630118,1.913109549361816,118.0,0.9214306714531179,1.7436723709106445,52
1714533230.7697759,0.4486401244460335,5.899923801422119,1.1171212084242805,1.5657613328703142,130.0,0.8078281340594567,1.78562331199646,53
1714533230.8087404,0.33310226039035684,5.938888311386108,0.9134345485511178,1.2465368089414746,143.0,0.6936520202675639,1.824587106704712,54
1714533230.8629715,0.21987831583770773,5.993119478225708,0.7672040073945076,0.9870823232322152,157.0,0.5612089454213249,1.8788061141967773,55
1714533230.9083729,0.14421043722692745,6.038520812988281,0.6403821462214427,0.7845925834483702,172.0,0.4528112185028102,1.9242064952850342,56
1714533230.9718964,0.0964302766415585,6.102044343948364,0.5198464442666496,0.6162767209082081,190.0,0.36697119350836405,1.98771071434021,57
1714533231.0256634,0.07238211594122737,6.155811309814453,0.428794971148317,0.5011770870895443,208.0,0.3144667116250535,2.0414822101593018,58
1714533231.0861528,0.05723168831015642,6.21630072593689,0.3513511391223715,0.4085828274325279,229.0,0.27559432720445526,2.10201096534729,59
1714533231.1595387,0.04783763201330442,6.289686679840088,0.2903906539115353,0.3382282859248397,252.0,0.247982102546509,2.1753416061401367,60
1714533231.2358437,0.04171701381264511,6.365991592407227,0.24302006260030898,0.2847370764129541,277.0,0.22781105664485365,2.2517035007476807,61
1714533231.327484,0.037425750906154166,6.457631826400757,0.20567015569533553,0.2430959066014897,305.0,0.21222422542611336,2.3433454036712646,62
1714533231.4180777,0.034454620125873296,6.54822564125061,0.17753712863392487,0.21199174875979818,335.0,0.2006977056396418,2.433892011642456,63
1714533231.518193,0.03218717231146096,6.648340940475464,0.15471864098539548,0.18690581329685643,369.0,0.19164333141979478,2.534031629562378,64
1714533231.627059,0.03039370313364422,6.757206916809082,0.13642763615506134,0.16682133928870557,406.0,0.18454333751447383,2.642873525619507,65
1714533231.740551,0.028848046607534955,6.870698928833008,0.12132018246450725,0.1501682290720422,446.0,0.17862367985674474,2.7563867568969727,66
1714533231.8681412,0.027363990934876896,6.998289108276367,0.10802464489216816,0.13538863582704505,491.0,0.17315143274863545,2.8839919567108154,67
1714533232.0167444,0.025925454423898146,7.146892309188843,0.09653860275852279,0.12246405718242093,540.0,0.1679994371722662,3.032609701156616,68
1714533232.1783426,0.024482831199328682,7.308490514755249,0.08639316445347471,0.1108759956528034,594.0,0.1629092932541079,3.1942338943481445,69
1714533232.3455775,0.023039017956876677,7.475725412368774,0.07745721558297826,0.10049623353985493,653.0,0.1578202085966014,3.361449956893921,70
1714533232.5315118,0.021586253640479697,7.6616597175598145,0.06949116571848327,0.09107741935896296,718.0,0.15264450787058012,3.5473392009735107,71
1714533232.7515416,0.020130033618042997,7.881689548492432,0.06234117735236803,0.08247121097041102,790.0,0.14735053825871267,3.7673795223236084,72
1714533232.9886205,0.01870158496866121,8.118768453598022,0.05597522848788551,0.07467681345654673,869.0,0.1420111826476072,4.0044238567352295,73
1714533233.2301612,0.017313610282253766,8.36030912399292,0.05027699864206651,0.06759060892432027,956.0,0.1366452600505277,4.245955944061279,74
1714533233.5029945,0.015980490681965512,8.633142471313477,0.04516340792191428,0.06114389860387979,1052.0,0.1312897632554781,4.518822193145752,75
1714533233.80183,0.014726402825979111,8.931977987289429,0.04061182824071304,0.05533823106669215,1157.0,0.12603724684508297,4.8176491260528564,76
1714533234.1320155,0.01355577084621874,9.262163400650024,0.03655197756577729,0.05010774841199603,1272.0,0.12091553878944904,5.147765874862671,77
1714533234.5129905,0.10730504916105536,9.643138408660889,1.2041084585015605,1.3114135076626159,1400.0,0.5947291068731665,5.528829336166382,78
1714533234.911689,0.014156363548982151,10.041836977005005,0.03701979282452313,0.05117615637350528,1539.0,0.12283231687150502,5.927563667297363,79
1714533235.3720582,0.01273458124203473,10.502206087112427,0.03171414593269447,0.0444487271747292,1693.0,0.11651160697461921,6.3879005908966064,80
1714533235.852454,0.011475967379114686,10.982601881027222,0.02764226725433689,0.03911823463345158,1863.0,0.11063569838965431,6.86826753616333,81
1714533236.4060564,0.010331935000953418,11.53620433807373,0.02409982390293789,0.03443175890389131,2049.0,0.10503371979847964,7.421897649765015,82
1714533237.0098984,0.009279123935397792,12.14004635810852,0.020777860014060245,0.030056983949458035,2254.0,0.09966762844468975,8.025648832321167,83
1714533237.6447875,0.008316643474154567,12.774935483932495,0.017713537018317505,0.02603018049247207,2479.0,0.09453056526892495,8.660611152648926,84
1714533238.3776157,0.007420817209689723,13.507763624191284,0.01506761176485509,0.022488428974544814,2727.0,0.0894387183769273,9.393453359603882,85
1714533239.1743617,0.006596670947215526,14.30450963973999,0.0129104597976016,0.019507130744817126,3000.0,0.08444072335123404,10.19022512435913,86
1714533240.0886393,0.006606834015204276,15.21878719329834,0.012749065912055702,0.01935589992725998,3299.0,0.08422884437725223,11.104450702667236,87
1714533241.0364294,0.005806110748079494,16.166577339172363,0.010959201642956766,0.01676531239103626,3629.0,0.07913810739325211,12.052266597747803,88
1714533242.0991218,0.005120376513246985,17.2292697429657,0.009638059380142667,0.01475843589338965,3992.0,0.07447681290914517,13.114736795425415,89
1714533243.25953,0.004496977063466439,18.38967800140381,0.008551643359377258,0.013048620422843698,4391.0,0.06995469266654192,14.275367736816406,90
1714533244.5609667,0.004410012797224529,19.69111466407776,0.008399582657221091,0.01280959545444562,4831.0,0.06906145379621587,15.576742887496948,91
1714533245.9410589,0.0037556310222631676,21.07120680809021,0.007102677817316667,0.010858308839579835,5314.0,0.06403062158539856,16.956918239593506,92
1714533247.4609854,0.003203783730563725,22.59113335609436,0.005953380982858067,0.009157164713421793,5845.0,0.0593692814143271,18.476831912994385,93
1714533249.1709914,0.0029941393924593244,24.30113935470581,0.00545683524591877,0.008450974638378093,6429.0,0.05706975800886316,20.186777353286743,94
1714533251.052046,0.0023990812161970364,26.182193994522095,0.004378619462233832,0.006777700678430868,7072.0,0.051567445979095745,22.067903518676758,95
1714533253.1518252,0.0019842407213621874,28.281973123550415,0.003683987171119566,0.005668227892481753,7779.0,0.047075117467026896,24.16721534729004,96
1714533255.481915,0.00179536311520749,30.61206293106079,0.003387351554513434,0.005182714669720924,8557.0,0.044670173529513954,26.497736930847168,97
1714533258.0094323,0.0015034572328286929,33.13958024978638,0.0029214478597331516,0.004424905092561844,9413.0,0.040984502822012124,29.02523136138916,98
1714533260.769037,0.0013550502220673005,35.89918494224548,0.002655002857828087,0.004010053079895388,10354.0,0.038712579866446085,31.784804821014404,99
1714533263.7859104,0.001199186699315075,38.91605830192566,0.0023868560818510773,0.003586042781166152,11389.0,0.03607235790667281,34.801459550857544,100
1714533267.1520314,0.0009400661226929296,42.28217935562134,0.0018973785415936813,0.0028374446642866107,12528.0,0.03200573381337759,38.16788125038147,101
1714533270.8559518,0.0007795962157080953,45.98609972000122,0.0015319430207773846,0.00231153923648548,13781.0,0.02889235822528238,41.87174987792969,102
1714533274.885803,0.0006497011599782637,50.01595091819763,0.00119080584037361,0.0018405070003518738,15159.0,0.026123001767644465,45.90160322189331,103
1714533279.2986865,0.0005514642939241961,54.428834438323975,0.0009219053988443667,0.0014733696927685628,16675.0,0.023876517227050913,50.31452512741089,104
1714533284.1237342,0.0004717576496731194,59.25388216972351,0.0007259056606274984,0.001197663310300618,18342.0,0.0219492223553929,55.13950228691101,105
1714533289.5002892,0.0004042764137278112,64.63043713569641,0.0005902696057114631,0.0009945460194392742,20177.0,0.02031554896924772,60.51574683189392,106
1714533295.4325604,0.0003468422962294074,70.56270837783813,0.0004975725714139811,0.0008444148676433885,22194.0,0.018813411345802215,66.4483733177185,107
1714533301.901321,0.0002970793040264208,77.03146886825562,0.00042671192830298735,0.0007237912323294082,24414.0,0.017416677935521697,72.91712021827698,108
1714533309.0782075,0.0002729752018560865,84.20835542678833,0.00038350287463016384,0.0006564780764862503,26855.0,0.01662114450903538,80.09397506713867,109
1714533316.939178,0.00022783019332388077,92.06932592391968,0.0003316030621933925,0.0005594332555172733,29540.0,0.015248538344367978,87.95472526550293,110
1714533325.5356414,0.00020393688635652972,100.66578936576843,0.0002988624243034105,0.0005027993106599402,32494.0,0.01441763482293735,96.55146193504333,111
1714533334.925136,0.00017928930553994869,110.05528402328491,0.00026860582096433297,0.0004478951265042817,35744.0,0.013529287719671752,105.94094395637512,112
1714533345.4009697,0.00015481002649636767,120.5311176776886,0.00024077506927016896,0.00039558509576653663,39318.0,0.01260555936243091,116.41650128364563,113
1714533356.8674135,0.0001319817689482113,131.99756145477295,0.00021569312259850184,0.00034767489154671316,43250.0,0.01168723400936128,127.88321471214294,114
1714533369.4740129,0.0001110012812450136,144.60416078567505,0.0001932263071443241,0.0003042275883893377,47575.0,0.010768990596610597,140.48983097076416,115
1714533383.3217974,9.824596314788392e-05,158.4519453048706,0.00017824937221459162,0.00027649533536247556,52332.0,0.010130901074426504,154.33753848075867,116
1714533398.5984607,8.056394128228414e-05,173.72860860824585,0.000159626564050371,0.00024019050533265516,57566.0,0.009240745899626954,169.61404943466187,117
1714533415.4178052,6.91169527483749e-05,190.5479531288147,0.00014675085715955903,0.00021586780990793392,63322.0,0.0085741353157678,186.43360543251038,118
1714533433.8749843,0.0001282788765190569,209.00513219833374,0.0005810000125959823,0.0007092788891150392,69654.0,0.019482455381521064,204.89078378677368,119
1714533454.3368201,5.1322291878251495e-05,229.4669680595398,0.00012630157458708532,0.0001776238664653368,76620.0,0.007410633697199415,225.3524088859558,120
1714533476.488927,4.337249549118168e-05,251.61907482147217,0.00012065420257623227,0.00016402669806741394,84281.0,0.006702524436532535,247.50465488433838,121
1714533500.8826928,3.648039966598662e-05,276.01284074783325,0.00010849813458330989,0.0001449785342492965,92710.0,0.006283648537555112,271.8972053527832,122
1714533527.828525,3.084760458497183e-05,302.9586730003357,0.00010096398916246482,0.00013181159374743665,101980.0,0.005790582314588404,298.8443076610565,123
1714533557.6636817,2.663976001906733e-05,332.79382967948914,9.451708843495545e-05,0.00012115684845402278,112178.0,0.005375141677122886,328.67942905426025,124
1714533590.3847678,2.1865285633284848e-05,365.5149157047272,8.69365435429033e-05,0.00010880182917618814,123396.0,0.004882339669881133,361.40037417411804,125
1714533626.3447273,0.00010625822237979807,401.4748752117157,0.0006860266241471408,0.0007922848465269389,135736.0,0.01575329567400648,397.3605432510376,126
1714533665.8087194,1.489276597476747e-05,440.93886733055115,7.399653504246429e-05,8.888930101723175e-05,149309.0,0.00401852758936209,436.82424688339233,127
1714533709.1258793,1.2311664382061017e-05,484.2560272216797,6.844882580921863e-05,8.076049019127965e-05,164240.0,0.0036458005164895046,480.14159870147705,128
1714533757.0946717,2.19371855453209e-05,532.2248196601868,0.00014024288109146737,0.00016218006663678826,180664.0,0.005607464904341079,528.110034942627,129
1714533809.6279461,8.564204912606924e-06,584.7580940723419,5.945990474097194e-05,6.802410965357886e-05,198731.0,0.003024513586431968,580.6434640884399,130
1714533867.386142,1.1479317507731083e-05,642.5162899494171,8.570582572602429e-05,9.718514323375538e-05,218604.0,0.004512010237034206,638.4019017219543,131
1714533931.0095806,6.861356063628497e-06,706.1397285461426,5.9079517683643255e-05,6.594087374727176e-05,240464.0,0.0031094063498378816,702.0251834392548,132
1714534000.4186916,4.933326238289761e-06,775.5488395690918,4.969952335044262e-05,5.463284958873238e-05,264510.0,0.0022732010192455313,771.4342494010925,133
1714534076.7735014,4.082061004192536e-06,851.9036493301392,4.715548195372715e-05,5.1237542957919684e-05,290961.0,0.0020630752270353885,847.7890777587891,134
1714534160.889079,3.376946159648248e-06,936.0192270278931,4.480614606870355e-05,4.8183092228351796e-05,320057.0,0.0018739826061665212,931.9046351909637,135
1714534253.3058724,2.7984505690479113e-06,1028.436020374298,4.25782267183545e-05,4.537667728740241e-05,352063.0,0.0017057470590427196,1024.321296453476,136
1714534354.8580487,2.327376971737112e-06,1129.9881966114044,4.041202992705843e-05,4.273940689879554e-05,387269.0,0.0015576937530746126,1125.8735344409943,137
1714534466.952988,1.946316646599942e-06,1242.083135843277,3.825828628281938e-05,4.0204602929419326e-05,425996.0,0.001428781418148184,1237.9684824943542,138
1714534590.1594713,1.63987013304228e-06,1365.2896192073822,3.607855366091285e-05,3.771842379395513e-05,468596.0,0.0013175904686590766,1361.1750040054321,139
1714534726.5489674,1.3946734229787973e-06,1501.6791152954102,3.384633488472827e-05,3.524100830770707e-05,515455.0,0.0012223119243157604,1497.5645384788513,140
1714534875.790787,1.1992735928821029e-06,1650.9209349155426,3.155105963808111e-05,3.275033323096321e-05,567001.0,0.001140648873240214,1646.8063464164734,141
1714535040.840509,1.0434267809563123e-06,1815.9706568717957,2.9212754620574386e-05,3.0256181401530698e-05,623701.0,0.0010694404895791746,1811.8560614585876,142
1714535222.448853,9.180282598511863e-07,1997.5790009498596,2.6887992241144482e-05,2.7806020500995667e-05,686071.0,0.0010051812225666853,1993.4643957614899,143
1714535421.6200085,8.163445769704198e-07,2196.750156402588,2.4633263987534892e-05,2.544960856450531e-05,754678.0,0.0009456673515714306,2192.6345438957214,144
1714535639.5324283,7.335015076462296e-07,2414.662576198578,2.2465715256591737e-05,2.3199216764237967e-05,830146.0,0.0008900729073612402,2410.547343015671,145
1714535880.453926,6.65151587043961e-07,2655.5840740203857,2.0362033577687576e-05,2.1027185164731537e-05,913160.0,0.0008382990786978688,2651.469471216202,146
1714536145.3874788,6.0607067749207e-07,2920.51762676239,1.832037722207199e-05,1.892644789956406e-05,1004476.0,0.0007898468080004876,2916.4030430316925,147
1714536228.98662,5.894117996480483e-07,3004.116767883301,1.7737607095721052e-05,1.83270188953691e-05,1033388.0,0.000775853683064721,3000.0009257793427,148
