_timestamp,loss_boundary,_runtime,loss_interior,loss,step,l2_error,time,_step
1714533230.2588868,1.4507086750632023,5.389034748077393,120.3092726036797,121.7599812787429,0.0,1.5555333500868296,1.0624480247497559,0
1714533230.2651453,1.4345078366394666,5.395293235778809,120.20821642446343,121.6427242611029,1.0,1.5411784132180943,1.2807705402374268,1
1714533230.2707384,1.4049631189261595,5.400886297225952,120.0160024952012,121.42096561412737,2.0,1.5221086763590814,1.2864530086517334,2
1714533230.2762427,1.3653510462238037,5.40639066696167,119.74007378816493,121.10542483438874,3.0,1.4999908858284303,1.2919690608978271,3
1714533230.2814465,1.3187626737150313,5.411594390869141,119.38365494315305,120.70241761686808,4.0,1.4762175090125498,1.2972002029418945,4
1714533230.2868629,1.2677164308003395,5.41701078414917,118.94386678463252,120.21158321543285,5.0,1.4518263550329407,1.3025975227355957,5
1714533230.2922666,1.2140299491873785,5.422414541244507,118.40995773146004,119.62398768064742,6.0,1.4275202577967163,1.3080189228057861,6
1714533230.2967982,1.1588811647959163,5.42694616317749,117.76166173690841,118.92054290170432,7.0,1.4036954110675,1.312577486038208,7
1714533230.3021398,1.1029092758795014,5.432287693023682,116.96755321057785,118.07046248645734,8.0,1.3803263219360327,1.3179116249084473,8
1714533230.3067594,1.0461469793133324,5.4369072914123535,115.98313467743918,117.02928165675252,9.0,1.3564870033790228,1.3225362300872803,9
1714533230.311593,0.9875241447441436,5.441740989685059,114.74790345475077,115.73542759949491,10.0,1.3292527698267615,1.327390193939209,10
1714533230.3166096,0.9237077890271121,5.446757555007935,113.17904074601823,114.10274853504534,11.0,1.291889311447018,1.3323626518249512,11
1714533230.3224957,0.847428900515243,5.452643632888794,111.15608851844149,112.00351741895673,12.0,1.2319057417523167,1.337007761001587,12
1714533230.3274448,0.7467646792431721,5.457592725753784,108.48846599937823,109.2352306786214,13.0,1.1310691756972344,1.3432130813598633,13
1714533230.3321948,0.6094715874562469,5.462342739105225,104.8655649842628,105.47503657171904,14.0,0.9724961797916063,1.347968578338623,14
1714533230.3369963,0.4387145400807999,5.467144250869751,99.81919356235908,100.25790810243987,15.0,0.7677431753824431,1.3527603149414062,15
1714533230.341554,0.28107985101774635,5.4717018604278564,92.75587954035669,93.03695939137444,16.0,0.6314941077891822,1.3573029041290283,16
1714533230.3464293,0.24310557694577653,5.476577281951904,83.01786630754182,83.2609718844876,17.0,0.7765144385111348,1.3621914386749268,17
1714533230.3512187,0.45519942395694196,5.4813666343688965,69.78861956919759,70.24381899315453,18.0,1.178470525607712,1.3669610023498535,18
1714533230.3558843,1.0360618239674002,5.486032247543335,52.73654678009658,53.77260860406398,19.0,1.719027128734368,1.371666431427002,19
1714533230.360431,2.1258356507122853,5.490578889846802,34.52211423194741,36.647949882659695,20.0,2.3488816171177467,1.3761818408966064,20
1714533230.3657877,3.8747963921613393,5.495935678482056,19.58502428700474,23.45982067916608,21.0,3.07276145627594,1.3815646171569824,21
1714533230.3714347,6.3801824890722285,5.501582622528076,14.890189444456507,21.270371933528736,22.0,3.611815602674099,1.3872239589691162,22
1714533230.3758612,8.72683303533366,5.506009101867676,21.088563273096476,29.815396308430138,23.0,4.0443127881804815,1.3916583061218262,23
1714533230.3802788,10.677512923063812,5.510426759719849,28.6992567898501,39.37676971291391,24.0,4.0367797752048995,1.3960647583007812,24
1714533230.3846736,10.789422517097126,5.514821529388428,26.931052956119252,37.72047547321638,25.0,3.726678130081761,1.4004783630371094,25
1714533230.389163,9.346498893153761,5.51931095123291,16.64763181287156,25.99413070602532,26.0,3.2839012009004955,1.4049577713012695,26
1714533230.3935685,7.409367753745894,5.523716449737549,18.711054688463143,26.120422442209037,27.0,3.007146368583168,1.4093494415283203,27
1714533230.400578,6.274470362108883,5.530725955963135,19.93962242167893,26.214092783787812,28.0,2.986120386091634,1.4163613319396973,28
1714533230.4061635,6.149248752928187,5.536311388015747,13.375251189902514,19.5244999428307,29.0,3.0330174343857514,1.4219698905944824,29
1714533230.4104002,6.28142122918679,5.540548086166382,11.59818946652642,17.87961069571321,30.0,2.9954316875604436,1.4261987209320068,30
1714533230.4152756,6.111734820984231,5.54542350769043,12.428039677269691,18.539774498253923,31.0,3.074435048843091,1.4310660362243652,31
1714533230.4206297,6.310543241976609,5.5507776737213135,11.694203430631863,18.004746672608473,32.0,3.0706374768750444,1.4363908767700195,32
1714533230.4256394,6.36363392015528,5.5557873249053955,9.299103396095425,15.662737316250706,33.0,3.0630129777988895,1.4413700103759766,33
1714533230.4303834,6.404931336778869,5.560531377792358,8.821854949321736,15.226786286100605,34.0,3.0682871655687625,1.4461700916290283,34
1714533230.435277,6.436653202873762,5.565424919128418,8.651408187687748,15.08806139056151,35.0,3.0725063955191496,1.4510407447814941,35
1714533230.4400094,6.446593470892787,5.570157289505005,8.4430838782843,14.889677349177088,36.0,3.0745560749357677,1.4557828903198242,36
1714533230.4447663,6.464967431632924,5.574914216995239,7.911204279513124,14.376171711146048,37.0,3.105847785932402,1.4605393409729004,37
1714533230.449769,6.574014643296523,5.579916954040527,7.186896019478549,13.760910662775071,38.0,3.147639512875659,1.4655177593231201,38
1714533230.454502,6.700352344568974,5.584650039672852,6.5406944594109815,13.241046803979955,39.0,3.1399626229875044,1.470254898071289,39
1714533230.4589603,6.654645662011841,5.589108228683472,6.309017312294029,12.96366297430587,40.0,3.076043101287216,1.4747319221496582,40
1714533230.4665787,5.969273100478353,5.596726655960083,6.2839977787617824,12.253270879240135,42.0,2.8475241169227004,1.4823057651519775,41
1714533230.4815881,4.586629137529875,5.611736059188843,6.008907663806811,10.595536801336685,46.0,2.5164158813440407,1.4973289966583252,42
1714533230.5008638,3.412836883063096,5.631011724472046,6.2727351304895675,9.685572013552664,50.0,2.1512796013618916,1.5165479183197021,43
1714533230.51783,2.6953448430353646,5.647977828979492,5.99372773620601,8.689072579241374,55.0,1.9890928777617929,1.533527135848999,44
1714533230.5370042,2.5042048927775333,5.667152166366577,5.210572095568675,7.714776988346208,61.0,1.91808714847509,1.5528788566589355,45
1714533230.560712,2.2097045026662965,5.690860033035278,4.582070185774706,6.791774688441002,67.0,1.7915442455169739,1.5762481689453125,46
1714533230.5841253,2.0136604990790716,5.71427321434021,4.04607959575587,6.059740094834941,73.0,1.7187292161832544,1.5999500751495361,47
1714533230.6110437,1.7712816780354033,5.741191625595093,3.351913712116062,5.123195390151465,81.0,1.6081171782641661,1.6268856525421143,48
1714533230.6386988,1.5036371821569519,5.768846750259399,2.6739067825260925,4.177543964683045,89.0,1.4780747808504557,1.6545724868774414,49
1714533230.6664274,1.1483069878217953,5.796575307846069,2.0341589586152087,3.182465946437004,98.0,1.2923018071249355,1.6822457313537598,50
1714533230.6930337,0.8578814997323018,5.823181629180908,1.5410040448893438,2.3988855446216455,107.0,1.108858163759951,1.7089180946350098,51
